word	Malayalam-ml	emotion	emotion-intensity-score
splendid	മനോഹരം	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	നല്ല കാലം	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	സന്തോഷ ദിനം	joy	0.809
myfavorite	എനിക്ക് പ്രിയപ്പെട്ടവ	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	സന്തോഷം	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	സന്തോഷം	joy	0.803
giggle	കുലുക്കി	joy	0.802
yesss	നെയ്സ്	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	വിജയം	joy	0.797
happier	സന്തോഷം	joy	0.797
dancing	നൃത്തം	joy	0.797
lovinlife	സ്നേഹപൂർവ്വം	joy	0.797
magnificence	മഹത്വം	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	നന്ദി	joy	0.789
splendor	പ്രശസ്തി	joy	0.788
amuse	ശുഭാപ്തിവിശ്വാസം	joy	0.788
fun	രസകരമാണ്	joy	0.788
happy	സന്തോഷം	joy	0.788
enchanted	വഞ്ചി	joy	0.781
glorify	മഹത്വപ്പെടുത്തുക	joy	0.781
glad	സന്തോഷിപ്പിക്കുന്നു	joy	0.781
beautiful	മനോഹരമായ	joy	0.781
solucky	സിക്കിബി	joy	0.781
giggling	നർമ്മം	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	തിളങ്ങുന്ന	joy	0.781
heavens	ആകാശം	joy	0.779
perfection	പൂർണ്ണത	joy	0.779
christmassy	ക്രിസ്തുമസ്സ്	joy	0.779
romance	പ്രണയം	joy	0.779
thrilling	കുളിര്മഴയായി	joy	0.776
miraculous	അത്ഭുതകരമായ	joy	0.773
fiesta	ഫിസ്റ്റ്	joy	0.773
entertain	ആസ്വദിക്കൂ	joy	0.773
congrats	അഭിനന്ദനങ്ങൾ	joy	0.773
cheers	ചിയേഴ്സ്	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	പോസിറ്റിവിറ്റി	joy	0.773
lovable	സ്നേഹപൂർവ്വം	joy	0.773
cheered	ഉന്മേഷവാനായി	joy	0.773
funday	രസകരമായ ദിവസം	joy	0.772
enjoying	ആസ്വദിക്കുന്നു	joy	0.771
cuddling	മയങ്ങുക	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	തമാശ	joy	0.766
lifeisgood	ജീവൻസ്ഗുഡ്	joy	0.766
thebest	ഏറ്റവും നല്ലത്	joy	0.766
sosweet	വളരെ മധുരമുള്ള	joy	0.766
smiles	പുഞ്ചിരി	joy	0.766
delight	സന്തോഷം	joy	0.765
orgasm	രതിമൂർച്ഛ	joy	0.765
party	പാർട്ടി	joy	0.765
positive	പോസിറ്റീവ്	joy	0.761
cheerfulness	സന്തോഷം	joy	0.758
miracles	അത്ഭുതങ്ങൾ	joy	0.758
sweetheart	സുന്ദരി	joy	0.758
enlighten	ബോധവൽക്കരിക്കുക	joy	0.758
christmastime	ക്രിസ്തുമസ് വേള	joy	0.757
giddy	നുകം	joy	0.757
romantic	റൊമാൻറിക്	joy	0.750
gratify	തരൂ	joy	0.750
friendliness	സൗഹൃദം	joy	0.750
laughs	ചിരിക്കുന്നു	joy	0.750
greatness	മഹത്വം	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	ഇഷ്ടമുള്ളത്	joy	0.750
blessings	അനുഗ്രഹങ്ങൾ	joy	0.750
smile	പുഞ്ചിരി	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	ജ്വലിക്കുന്ന	joy	0.748
jubilee	ജൂബിലി	joy	0.742
enthusiasm	ആവേശം	joy	0.742
triumph	വിജയം	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	മാജിക്ക്	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	അത്ഭുതം	joy	0.742
rewarding	പാരിതോഷികം	joy	0.742
feelgood	വികാരം	joy	0.736
prosperity	സമൃദ്ധി	joy	0.735
luxurious	ആഡംബരം	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	ശുഭ്രവസ്ത്രം	joy	0.734
goodday	ശുഭദിനം	joy	0.734
passionate	വികാരാധീനമായ	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	മോഹിപ്പിക്കുക	joy	0.734
victory	വിജയം	joy	0.734
admiration	പ്രശംസ	joy	0.734
tgif	tgif	joy	0.734
glorification	സ്തുതിക്കുന്നു	joy	0.733
sing	പാടുക	joy	0.729
glowing	തിളങ്ങുന്ന	joy	0.729
breathtaking	മനോഹരമായി	joy	0.728
fulfillment	നിവൃത്തി	joy	0.728
yessss	yessss	joy	0.728
cheery	വഞ്ചി	joy	0.727
thankful	നന്ദിയുള്ള	joy	0.727
hurrah	ഉപദ്രവിക്കുക	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	സാന്ത	joy	0.727
award	അവാർഡ്	joy	0.727
atpeace	സമാധാനത്തിൽ	joy	0.727
win	വിജയിക്കുക	joy	0.727
merry	സന്തോഷിക്കൂ	joy	0.727
pleased	തൃപ്തിയുണ്ട്	joy	0.725
radiance	പ്രഭാതം	joy	0.725
inspiration	പ്രചോദനം	joy	0.725
uplift	ഉയർത്തുക	joy	0.723
optimistic	ശുഭാപ്തിവിശ്വാസം	joy	0.723
heaven	ആകാശം	joy	0.721
lucky	ഭാഗ്യമാണ്	joy	0.721
thrill	പുഞ്ചിരി	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	അവധി ദിവസങ്ങൾ	joy	0.721
harmony	യോജിപ്പ	joy	0.719
brighten	തെളിച്ചം	joy	0.719
lover	കാമുകൻ	joy	0.719
heartfelt	ഹൃദയംഗമമായ	joy	0.719
utopian	ഉട്ടോപ്പിയൻ	joy	0.719
xmas	xmas	joy	0.719
lovely	മനോഹരമായി	joy	0.719
amusement	അമ്യൂസ്മെന്റ്	joy	0.719
congratulatory	അഭിനന്ദനം	joy	0.719
praising	സ്തുതിക്കുന്നു	joy	0.719
thriving	പുരോഗമിക്കുന്നു	joy	0.719
perfect	തികഞ്ഞ	joy	0.719
magic	ജാലവിദ്യ	joy	0.712
luckiest	അതിമനോഹരം	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	ലക്ഷ്വറി	joy	0.712
bestfeeling	നല്ലത്	joy	0.712
treasures	ധനം	joy	0.712
achievement	നേട്ടം	joy	0.712
yay	യായ്	joy	0.712
holiday	അവധി	joy	0.712
intimate	അടുത്തത്	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	ഞെട്ടലാണ്	joy	0.706
rave	കെടുത്തുക	joy	0.706
proud	അഭിമാനിക്കുന്നു	joy	0.704
truelove	യഥാർത്ഥ സ്നേഹം	joy	0.703
fuckyeah	വല്യമ്മേ	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	അത്ഭുതകരമാണ്	joy	0.703
goodnews	നല്ല വാര്ത്ത	joy	0.703
optimism	ശുഭാപ്തിവിശ്വാസം	joy	0.703
satisfying	തൃപ്തികരമായ	joy	0.703
gooood	ഗൂൂഡ്	joy	0.703
sweetest	മധുരമുള്ളത്	joy	0.703
cherish	ആശംസിക്കുന്നു	joy	0.703
goodlife	നല്ല ജീവിതം	joy	0.703
beautification	അലങ്കാര	joy	0.703
appreciates	അഭിനന്ദിക്കുന്നു	joy	0.703
winning	വിജയി	joy	0.703
cuddled	മുഷിയുന്നു	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	രസിപ്പിക്കുക	joy	0.700
excite	ഉത്തേജിപ്പിക്കുക	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	ജന്മദിനം	joy	0.691
metime	മെറ്റെയിം	joy	0.688
favorite	പ്രിയപ്പെട്ട	joy	0.688
honored	ബഹുമതി	joy	0.688
content	ഉള്ളടക്കം	joy	0.688
godsend	ദൈവങ്ങൾ	joy	0.688
entertaining	രസകരം	joy	0.688
angelic	മാലാഖ	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	ആരാധന	joy	0.688
exquisite	സുന്ദരനാണ്	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	വിലയേറിയ	joy	0.682
majestic	ഗാംഭീര്യം	joy	0.682
appreciated	അഭിനന്ദിച്ചു	joy	0.682
luscious	വൃത്തികെട്ട	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	പുഞ്ചിരി	joy	0.682
bestfriends	ഉത്തമ സുഹൃത്തുകൾ	joy	0.682
exaltation	മഹത്വം	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	തിളങ്ങുന്നു	joy	0.682
tranquility	ശാന്തത	joy	0.679
marry	വിവാഹം കഴിക്കുക	joy	0.676
embrace	പുണരുക	joy	0.676
positively	പോസിറ്റീവ് ആയി	joy	0.676
dearest	പ്രിയേ	joy	0.672
relaxation	അയച്ചുവിടല്	joy	0.672
accomplished	പൂർത്തീകരിച്ചു	joy	0.672
hug	ആലിംഗനം	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	ചവിട്ടി	joy	0.672
enliven	enliven	joy	0.672
contentment	ഉള്ളടക്കം	joy	0.672
hilarious	നിലനില്ക്കുകയും	joy	0.672
giggles	മിഴി	joy	0.672
bountiful	ധാരാളമായ	joy	0.667
victor	വിജയി	joy	0.667
adore	ആരാധിക്കുക	joy	0.667
boisterous	അഹങ്കാരം	joy	0.667
fulfilled	പൂർത്തീകരിച്ചു	joy	0.667
fulfill	നിറവേറ്റുക	joy	0.664
cuddles	കുലകൾ	joy	0.662
prosperous	സമൃദ്ധമായ	joy	0.660
romanticism	റൊമാന്റിസിസം	joy	0.656
humor	നർമ്മം	joy	0.656
glow	തിളക്കം	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	മനോഹരമായ	joy	0.656
appreciation	അഭിനന്ദനം	joy	0.656
encouraged	പ്രോത്സാഹിപ്പിച്ചു	joy	0.656
satisfy	തൃപ്തിപ്പെടുത്തുക	joy	0.656
serenity	ശാന്തത	joy	0.656
captivate	പിടിക്കുക	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	സംതൃപ്തി	joy	0.652
treasure	നിധി	joy	0.652
engaged	ഏർപ്പെട്ടിരിക്കുന്ന	joy	0.652
praises	സ്തുതിക്കുന്നു	joy	0.652
abundance	സമൃദ്ധി	joy	0.652
fortunes	ഭാഗ്യം	joy	0.652
relaxing	വിശ്രമം	joy	0.652
praised	സ്തുതിച്ചു	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	പരിപൂരകമാണ്	joy	0.647
affection	സ്നേഹം	joy	0.647
relieved	ആശ്വാസം	joy	0.647
carnival	കാർണിവൽ	joy	0.643
divine	ദിവ്യ	joy	0.641
saintly	സന്യാസി	joy	0.641
harmoniously	സുന്ദരമായി	joy	0.641
achieve	നേടിയെടുക്കാൻ	joy	0.641
thanksgiving	നന്ദി	joy	0.641
jackpot	ജാക്ക്പോട്ട്	joy	0.641
priceless	അമൂല്യമായ	joy	0.641
sensuality	വശ്യത	joy	0.641
champion	ചാമ്പ്യൻ	joy	0.641
wedding	കല്യാണം	joy	0.641
uplifting	ഉദ്ദീപനം	joy	0.641
climax	ക്ലൈമാക്സ്	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	ശാന്തത	joy	0.636
twinkle	ട്വിങ്കിൾ	joy	0.636
reverie	വീണ്ടും	joy	0.636
exalt	ഉയർത്തുക	joy	0.636
winner	വിജയി	joy	0.636
felicity	സന്തോഷം	joy	0.636
cuddle	തൊപ്പി	joy	0.636
comforting	ആശ്വസിപ്പിക്കുന്നു	joy	0.636
honeymoon	മധുവിധു	joy	0.636
xoxo	xoxo	joy	0.634
amusing	രസകരം	joy	0.625
reward	പ്രതിഫലം	joy	0.625
fondness	അതായതു	joy	0.625
hearts	ഹൃദയങ്ങൾ	joy	0.625
brighter	തിളങ്ങുന്നു	joy	0.625
sweet	മധുരം	joy	0.625
stargazing	നിശബ്ദത	joy	0.625
festival	ഉത്സവം	joy	0.625
snuggling	snuggling	joy	0.625
generosity	ഉദാരത	joy	0.625
gorgeous	ശുഭ്രവസ്ത്രം	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	ലിംഗം	joy	0.622
parade	പരേഡ്	joy	0.621
applause	കരഘോഷം	joy	0.621
genial	ശാശ്വതമായ	joy	0.621
beauty	സൗന്ദര്യം	joy	0.621
kind	ദയയോടെ	joy	0.621
newlife	പുതിയ ജീവിതം	joy	0.618
aspiring	ആവേശത്തോടെ	joy	0.618
fulfilling	നിറവേറ്റുക	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	സൽഗുണമായ	joy	0.613
kiss	ചുംബനം	joy	0.610
winnings	വിജയികൾ	joy	0.609
praiseworthy	പ്രശംസിക്കുക	joy	0.609
rainbows	മഴവില്ലുകൾ	joy	0.609
generous	ഉദാരമായ	joy	0.609
enlightenment	ജ്ഞാനം	joy	0.609
playful	കളിക്കാൻ	joy	0.609
christmas	ക്രിസ്മസ്	joy	0.609
super	സൂപ്പർ	joy	0.609
elegance	ചാരുത	joy	0.609
rekindle	പുനർജനിക്കുക	joy	0.609
awards	പുരസ്കാരങ്ങൾ	joy	0.609
adorable	വശ്യമായ	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	സ്വാതന്ത്ര്യം	joy	0.607
successful	വിജയകരം	joy	0.606
onelove	ഒറ്റ സ്നേഹം	joy	0.606
kindness	ദയ	joy	0.606
freely	സ്വതന്ത്രമായി	joy	0.606
surprises	ആശ്ചര്യങ്ങൾ	joy	0.606
inspired	പ്രചോദനം	joy	0.606
hilarity	ആഹ്ലാദം	joy	0.606
wonder	അത്ഭുതവും	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	വിനോദമാണ്	joy	0.603
whimsical	വിചിത്രമായ	joy	0.603
passion	പാഷൻ	joy	0.603
beautify	മനോഹരമായി	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	സൂര്യോദയം	joy	0.600
godisgood	ദൈവം നല്ലവനാണ്	joy	0.597
whoo	ആരാ?	joy	0.594
angel	ദൂതൻ	joy	0.594
thankgod	ദൈവമേ നന്ദി	joy	0.594
accomplishment	നേട്ടങ്ങൾ	joy	0.594
flirt	ഇളക്കുക	joy	0.594
goodmusic	നല്ല സംഗീതം	joy	0.594
snuggled	ഉറങ്ങുകയായിരുന്നു	joy	0.594
revere	ബഹുമാനിക്കുക	joy	0.594
inspire	പ്രചോദിപ്പിക്കുക	joy	0.594
fanfare	ആരാധകനാണ്	joy	0.594
peacefully	സമാധാനത്തോടെ	joy	0.594
jesus	യേശു	joy	0.594
goodies	നല്ലത്	joy	0.594
heroic	വീരോചിതമായ	joy	0.591
fortune	ഭാഗ്യം	joy	0.591
friendship	സൗഹൃദം	joy	0.591
singing	പാടുന്നു	joy	0.591
exalted	ഉയർത്തപ്പെട്ട	joy	0.591
summer	വേനൽ	joy	0.591
highest	ഉയർന്നത്	joy	0.591
overflowing	കവിഞ്ഞൊഴുകുന്നു	joy	0.588
contented	വിഷമം	joy	0.588
woot	കൊള്ളാം	joy	0.588
rollicking	ഉരുക്കൽ	joy	0.588
hope	പ്രതീക്ഷ	joy	0.586
accolade	accolade	joy	0.586
cozy	ഊഷ്മളമായ	joy	0.583
delicious	രുചികരമായ	joy	0.579
friendly	സൌഹൃദം	joy	0.578
sensuous	വിനീതമായ	joy	0.578
darling	ഡാർലിംഗ്	joy	0.578
picturesque	മനോഹരമായ	joy	0.578
raving	രവി	joy	0.578
praise	സ്തുതിക്കുക	joy	0.578
everlasting	ശാശ്വതമായ	joy	0.578
ambition	അഭിലാഷ്	joy	0.578
thelife	ജീവന്	joy	0.578
sparkle	തിളക്കം	joy	0.577
yeahhh	അതെ	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	മുഖസ്തുതി പറഞ്ഞു	joy	0.576
sensual	വികാരഭരിതമായ	joy	0.576
heroism	വീരവാദം	joy	0.576
succeeding	തുടരുന്നു	joy	0.576
grace	കൃപ	joy	0.576
peace	സമാധാനം	joy	0.576
livelife	ജീവിതം ജീവിക്കുക	joy	0.574
special	പ്രത്യേക	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	പമ്പ് ചെയ്തു	joy	0.567
worthwhile	നല്ലത്	joy	0.562
revels	വെളിപ്പെടുത്തുന്നു	joy	0.562
prevail	വിജയിക്കുക	joy	0.562
liking	ഇഷ്ടപ്പെട്ടു	joy	0.562
sunny	തെളിഞ്ഞതായ	joy	0.562
relax	ശാന്തമാകൂ	joy	0.562
surprise	അതിശയം	joy	0.562
hugs	കെട്ടിപ്പിടികൾ	joy	0.562
admirable	പ്രശംസനീയമായ	joy	0.562
hero	കഥാനായകന്	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	നർമ്മം	joy	0.562
sweets	മധുരക്കിഴങ്ങ്	joy	0.562
prosper	വിജയിക്കും	joy	0.562
superstar	സൂപ്പർ സ്റ്റാർ	joy	0.562
