word	Luxembourgish-lb	emotion	emotion-intensity-score
crescendo	crescendo	joy	0.485
gentle	gutt	joy	0.485
liberate	befreien	joy	0.485
betrothed	geflücht	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	grouss	joy	0.485
privileged	privilegéiert	joy	0.485
loyal	trei sinn	joy	0.485
inseparable	onverständlech	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	eriwwer	joy	0.484
trophy	Trophy	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	Gléck	joy	0.484
creativity	Kreativitéit	joy	0.484
destiny	Schicksal	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	Transzendenz	joy	0.484
bouquet	Bouquet	joy	0.484
chocolate	Schockela	joy	0.484
aloha	fréier	joy	0.484
yummy	lecker	joy	0.484
dream	Dram	joy	0.484
desire	Wonsch	joy	0.484
boyfriend	Frënd	joy	0.480
commemoration	Gedenkfeier	joy	0.479
intelligence	Intelligenz	joy	0.477
readiness	ze preparéieren	joy	0.473
friend	Frënd	joy	0.471
enthusiast	Begeeschterten	joy	0.471
bride	Braut	joy	0.471
lush	geckeg	joy	0.470
calming	schloofen	joy	0.470
inheritance	Ierfschaft	joy	0.470
kiddo	kiddo	joy	0.470
massage	Massagen	joy	0.470
tickle	killen	joy	0.470
adventure	Abenteuer	joy	0.470
nostalgia	Nostalgie	joy	0.470
soothe	heemlech	joy	0.470
goals	Ziler	joy	0.469
luster	Glanz	joy	0.469
giving	erginn	joy	0.469
princess	Prinzessin	joy	0.469
heartily	häerzlech	joy	0.469
benevolence	Wohlwuel	joy	0.469
nurture	ze loossen	joy	0.469
bridegroom	Bräitchemann	joy	0.469
eternal	onendlecht	joy	0.469
pray	gebiet	joy	0.469
getaway	géi fort	joy	0.469
humanitarian	humanitär	joy	0.469
bonding	Bonding	joy	0.469
rest	Rescht	joy	0.469
amicable	geléiwt	joy	0.469
purring	entwéckelen	joy	0.469
pretty	flott	joy	0.469
child	Kand	joy	0.466
salutary	Salutär	joy	0.465
invite	invitéieren	joy	0.457
reminiscing	erënneren	joy	0.456
beam	Strahl	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	Tropen	joy	0.455
aesthetics	Ästhetik hunn	joy	0.455
friday	Freideg	joy	0.455
elevation	Héicht	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	der Präisverdeelung	joy	0.455
mindfulness	Ament	joy	0.455
hee	hee	joy	0.455
kindred	Räich	joy	0.455
scholarship	Stipendium	joy	0.455
befriend	frëndlech	joy	0.455
commemorate	z'ënnerschreiwen	joy	0.453
allure	Allure	joy	0.453
faith	Glawen	joy	0.453
forgiveness	Verzeiung	joy	0.453
scenery	Landschaften	joy	0.453
vindication	Vindication	joy	0.453
waterfall	Waasserfall	joy	0.453
birth	Gebuert	joy	0.453
noworries	keng Suergen	joy	0.453
approve	approuvéieren	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	Rees	joy	0.447
meditation	Meditation	joy	0.446
relaxed	entspaant	joy	0.442
tranquil	réit	joy	0.441
weekend	Weekend	joy	0.441
present	presentéieren	joy	0.441
tender	Ausschreiwung	joy	0.441
nostalgic	nostalgesch	joy	0.439
prayer	Gebied	joy	0.439
sharing	ze deelen	joy	0.439
esteem	eng Schätz	joy	0.439
lyrical	lyrikal	joy	0.439
righteousness	Gerechtegkeet	joy	0.439
share	ze deelen	joy	0.438
husband	Mann	joy	0.438
life	Liewen	joy	0.438
sonnet	sonnet	joy	0.438
relief	Erliichterung	joy	0.438
unbeaten	onbeat	joy	0.438
newday	neien Dag	joy	0.438
meditate	Meditatioun	joy	0.438
mighty	mächteg	joy	0.438
eager	gär	joy	0.438
strength	Kraaft	joy	0.438
warm	waarm ass	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	Buddy	joy	0.427
oneness	Eenheet	joy	0.426
unsurpassed	ongülteg sinn	joy	0.424
ejaculation	Ejakulatioun	joy	0.424
unconstrained	onkonzerkt	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	Medaille	joy	0.424
amen	amen	joy	0.424
candlelight	Käerzeleen	joy	0.424
reverence	Respekt	joy	0.424
healthful	gesond sinn	joy	0.424
carols	ze läuschteren	joy	0.424
sledding	Sledding	joy	0.422
wealth	räich	joy	0.422
graduation	ofgeschloss	joy	0.422
frisky	frësch	joy	0.422
energy	Energie	joy	0.422
calmness	roueg	joy	0.422
beginnings	Ufank	joy	0.422
safe	sécher	joy	0.422
musical	musikalesch	joy	0.422
symphony	Symphonie	joy	0.422
lml	lml	joy	0.422
glitter	Glanz	joy	0.422
ease	einfach ze maachen	joy	0.422
helpful	hëllefräich sinn	joy	0.422
soundness	Fräiraum	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	verspriechen	joy	0.415
reunite	Weltsituatioun	joy	0.414
salvation	Erléisung	joy	0.412
mother	Mamm	joy	0.412
poems	Gedichter	joy	0.412
inauguration	Inauguratioun	joy	0.409
immaculate	gutt akloen	joy	0.409
lighten	verzichten	joy	0.409
aromatherapy	Aromatherapie	joy	0.409
travel	ze resen	joy	0.409
lavender	Lavendel	joy	0.409
purify	wiert	joy	0.409
clown	Clown	joy	0.409
star	Stär	joy	0.406
cash	boer	joy	0.406
heal	ze heelen	joy	0.406
completing	ofgeschloss	joy	0.406
companion	Begleeder ginn	joy	0.406
live	liewen	joy	0.406
flowers	Blummen	joy	0.406
wishing	wënschen	joy	0.406
charity	gudden Zweiwel	joy	0.406
opportune	Chance	joy	0.406
income	Akommes	joy	0.403
soul	Séil	joy	0.401
munchies	munchies	joy	0.400
indescribable	onbeschreiwlecht	joy	0.397
progress	virukommen	joy	0.397
emancipation	Emanzipatioun	joy	0.397
christian	christian	joy	0.397
hammock	Hängematt selwer	joy	0.394
together	zesummen	joy	0.394
equality	Gläichberechtegung	joy	0.394
fullness	Fëllung	joy	0.394
picnic	Picknick	joy	0.394
calm	roueg	joy	0.394
childhood	Kandheet	joy	0.394
rhythmical	Rhythmus	joy	0.394
movies	Filmer	joy	0.393
zealous	zager	joy	0.393
littlethings	kléng Saachen	joy	0.391
humanity	Mënschheet	joy	0.391
starry	Stäeren	joy	0.391
playground	Spillplaz	joy	0.391
adventures	Erliefnisser	joy	0.391
meaningful	sënnvoll	joy	0.391
choir	Chouer	joy	0.391
affluence	Iwwerfloss	joy	0.391
warms	Warmzëmmer	joy	0.391
goofy	goofy	joy	0.391
auspicious	verspriechen	joy	0.391
gesture	Geste	joy	0.387
vow	gelidden	joy	0.382
shopping	Shopping	joy	0.382
witty	witzeg	joy	0.382
communion	Gemeinschaft	joy	0.379
vibes	Vibes	joy	0.379
worship	Kultplaz	joy	0.379
jump	sprangen	joy	0.379
reverend	reverend	joy	0.377
advance	Viraus	joy	0.375
beaches	Plage	joy	0.375
youth	Jugend	joy	0.375
spirits	Séilen	joy	0.375
simplicity	einfach ze maachen	joy	0.375
full	voll ass	joy	0.375
rising	eropklëmmt	joy	0.375
hymn	Hymn	joy	0.375
unique	eenzegaarteg	joy	0.375
redeemed	erlöscht	joy	0.375
scenic	landen	joy	0.375
mirth	Mirth	joy	0.375
courtship	ze maachen	joy	0.375
experience	Erfarung	joy	0.375
reunion	reunion	joy	0.375
sonorous	gewénkt	joy	0.375
unforgettable	onvergiesslech sinn	joy	0.375
baptismal	Daf	joy	0.368
alliance	Allianz	joy	0.368
grant	Subventiounen	joy	0.366
conciliation	Vermëttlung	joy	0.364
moonlight	Moundliicht	joy	0.364
sanctification	Hellef	joy	0.364
improves	verbessert	joy	0.364
improve	verbesseren	joy	0.364
pure	reng	joy	0.364
authentic	authentesch ass	joy	0.364
kitten	Kitten	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	Hambieren	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	Vertrauensbasis	joy	0.359
feeling	Gefill	joy	0.359
devotional	ze verzichten	joy	0.359
proficiency	Kenntnis	joy	0.359
tinsel	gefierft	joy	0.359
revival	Erhuelung	joy	0.359
sanctify	geheescht	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	onofhängeg	joy	0.359
cocoa	Kakao	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	Delphin	joy	0.348
choral	Choral	joy	0.348
deliverance	Rettung	joy	0.348
romp	Tromp	joy	0.348
roaring	Roaren	joy	0.348
melody	Melodie	joy	0.348
favor	gefalen	joy	0.348
unification	Vereenegung	joy	0.348
exceed	iwwergoen	joy	0.348
purpose	Zweck	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	nodenklech sinn	joy	0.344
voluptuous	voluptuéiert	joy	0.344
fruits	Uebst	joy	0.344
thx	Merci	joy	0.344
newstart	Neien Ufänger	joy	0.344
manicure	Maniküre	joy	0.344
date	Datum	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	Strooss	joy	0.344
cookies	Cookien	joy	0.344
hedonism	Hedonismus	joy	0.344
humble	bescheiden	joy	0.344
electric	elektresch	joy	0.344
pledge	verspriechen	joy	0.344
celebrity	berühmt ginn	joy	0.342
rhythm	Rhythmus	joy	0.338
bridesmaid	Jongfraen	joy	0.338
snowday	den Dag	joy	0.333
young	jonk	joy	0.333
coffee	Kaffi	joy	0.333
edification	Edukatioun	joy	0.333
obliging	verpflicht	joy	0.333
renovation	renovéieren	joy	0.333
familiarity	vertraut	joy	0.333
garden	Gaart	joy	0.333
spa	Spa	joy	0.333
dawn	Dämmerung	joy	0.333
connoisseur	Kënschtler	joy	0.333
partner	Partner	joy	0.333
gazing	opmachen	joy	0.333
foodie	foodie	joy	0.331
synchronize	synchroniséieren	joy	0.329
tribulation	bezeechent	joy	0.328
healing	ze heelen	joy	0.328
saint	saint	joy	0.328
chirping	ze schaarf	joy	0.328
hobby	Hobby	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	psalm	joy	0.328
pedicure	Pediküre	joy	0.328
amnesty	Amnestie	joy	0.328
respite	Zeitung	joy	0.324
mellow	zaart	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	Fräizäitaktivitéiten	joy	0.318
restorative	restauréiere loossen	joy	0.318
cousins	Cousinen hunn	joy	0.318
classics	Klassiker	joy	0.318
reconciliation	Reconciliatioun	joy	0.316
dove	Dauf	joy	0.312
living	lieweg	joy	0.312
presto	presto	joy	0.312
crafts	Handwierker	joy	0.312
recovery	Heelung	joy	0.312
woods	Bëscher	joy	0.312
sunset	Sonn ënnerhalen	joy	0.312
fitness	Fitness	joy	0.312
playhouse	Spillhaus	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	Wäisheet	joy	0.312
deal	ze maachen	joy	0.312
simplify	vereinfachen	joy	0.312
lord	Här	joy	0.312
sterling	Sterling	joy	0.312
progression	Progressioun	joy	0.312
relight	Héichschoul	joy	0.312
pony	Pony	joy	0.312
infant	Kanner	joy	0.309
improvement	Verbesserung	joy	0.309
absolution	'Absolutioun	joy	0.306
gently	onméiglech	joy	0.303
established	etabléiert	joy	0.303
honest	éierlech	joy	0.303
decorating	dekoréieren	joy	0.303
endless	onendlech sinn	joy	0.303
banquet	Bankett	joy	0.303
providing	hëllefen	joy	0.300
mine	ofgemaach hunn	joy	0.297
fraternal	fraternal	joy	0.297
notable	Notables	joy	0.297
feat	feat	joy	0.297
harvest	Recolte	joy	0.297
quaint	Moler	joy	0.297
softly	leif	joy	0.297
spiritual	geeschtlech	joy	0.297
morals	Moral	joy	0.297
lounging	ze halen	joy	0.297
light	Luucht	joy	0.297
breeze	Wand	joy	0.297
strolling	bummelen	joy	0.297
spending	Ausgaben	joy	0.297
meditating	Meditatioun	joy	0.297
joker	Joker	joy	0.297
yearning	Sehnsucht	joy	0.297
growth	Wuestum	joy	0.297
fervor	onglécklech	joy	0.295
quotes	Zitater	joy	0.294
volunteer	Benevolen	joy	0.294
psalms	psalms	joy	0.288
hippie	Hippie	joy	0.288
gain	gewannen	joy	0.288
taoism	Taoismus	joy	0.288
midwife	Héicht	joy	0.288
resources	Ressourcen	joy	0.288
create	erschafen	joy	0.288
receiving	kréien	joy	0.287
ocean	Ozean	joy	0.286
snowfall	Schnéifall	joy	0.286
lsd	lsd	joy	0.286
hiking	hiking	joy	0.283
chill	Chill	joy	0.281
truce	Waffestëllstand	joy	0.281
infinity	Onendlechkeet	joy	0.281
toast	ofgeronnt	joy	0.281
destination	Destinatioun	joy	0.281
buddhist	buddhistesch	joy	0.281
rested	ausgerout	joy	0.281
candid	Kandidat	joy	0.281
evergreen	ëmmer grénge Stécker	joy	0.281
unwind	entspaant	joy	0.281
buzzing	buedem	joy	0.281
venerable	veronséchert	joy	0.279
balance	Gläichgewiicht	joy	0.275
retirement	Pensioun	joy	0.275
compensate	kompenséieren	joy	0.273
swim	schwammen	joy	0.273
drinks	Gedrénks	joy	0.273
devout	verdeedegt	joy	0.273
buddha	Buddha	joy	0.273
rapt	rappt	joy	0.273
fireplace	Kamäin	joy	0.273
snowing	geschnidden	joy	0.271
sublimation	Sublimatioun	joy	0.270
fruity	fruuchteg	joy	0.268
humility	Demut	joy	0.266
paragon	Paragon	joy	0.266
ministry	Ministär	joy	0.266
sunday	Sonndeg	joy	0.266
salute	Groussen	joy	0.266
fortitude	Kraft	joy	0.266
whim	schmaacht	joy	0.266
sun	Sonn	joy	0.266
sketching	skizzéieren	joy	0.266
waves	Wellen	joy	0.266
buddhism	Budhismus	joy	0.266
cathedral	Kathedral	joy	0.266
yoga	Yoga	joy	0.266
artwork	Artwork	joy	0.265
practiced	praktizéiert	joy	0.264
clean	propper sinn	joy	0.260
found	fonnt	joy	0.258
fitting	passen	joy	0.258
immerse	taucht	joy	0.258
running	laafen	joy	0.258
clarity	Kloerheet	joy	0.258
food	Iessen	joy	0.258
exercise	Bewegung	joy	0.258
autumn	Hierscht	joy	0.254
ardent	ardent	joy	0.250
fit	fit	joy	0.250
mountain	Bierg	joy	0.250
expedient	ubruecht	joy	0.250
diary	Tagebuch	joy	0.250
candles	Käerzen	joy	0.250
outdoors	dobaussen	joy	0.250
chilled	gekillert	joy	0.250
clap	klatscht	joy	0.250
contagious	ustiechend	joy	0.250
chirp	ze kräischen	joy	0.250
morning	Moien	joy	0.250
visitor	Visiteur	joy	0.250
hardy	knapps	joy	0.250
countryside	Land	joy	0.250
undying	onverännert	joy	0.250
football	Fussball	joy	0.250
advocacy	dofir plädéiert	joy	0.250
demonstrative	demonstrativ	joy	0.250
cradle	Wéiendénger	joy	0.247
trance	Trance	joy	0.246
breakfast	Kaffi	joy	0.242
grow	wuessen	joy	0.242
pay	bezuelt ginn	joy	0.242
preservative	Konservativ	joy	0.242
intense	intensiv	joy	0.242
supremacy	Iwwerraschung	joy	0.242
church	Kierch	joy	0.242
procession	Prozesser	joy	0.242
consecration	geweit	joy	0.235
lifetime	Liewenszäit	joy	0.234
nursery	Crèche	joy	0.234
humbled	verbruecht	joy	0.234
vote	wielen ze goen	joy	0.234
incense	Räuchelcher	joy	0.234
lyre	gefleckt	joy	0.234
candle	Käerzen	joy	0.234
snowy	verschwannen	joy	0.234
doll	Popp	joy	0.234
skiing	Ski	joy	0.234
ordination	Koordinatioun	joy	0.234
art	Konscht	joy	0.234
salary	Gehalt	joy	0.234
pastry	Pâtisserie	joy	0.229
firefly	Feiler	joy	0.227
chilling	ze killen	joy	0.227
remedy	Abberédung	joy	0.227
rescue	Rettung	joy	0.225
camping	Camping	joy	0.221
perspective	Perspektiv	joy	0.221
orchard	Obstkéier	joy	0.221
orchestra	Orchester gesinn	joy	0.221
possess	besëtzen	joy	0.219
castle	Schlass	joy	0.219
lamb	Lämmchen	joy	0.219
gardens	Gäert	joy	0.219
breezy	léifkrees	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	geschmaacht	joy	0.212
brisk	méisseg	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	Remboursement	joy	0.212
ribbon	Trikolorbas	joy	0.212
pho	pho	joy	0.212
reggae	Reggae	joy	0.212
raindrops	Regent	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	léieren	joy	0.212
nap	de Patch	joy	0.206
stillness	Stëmmung	joy	0.203
chant	chant	joy	0.203
hire	astellen	joy	0.203
vernal	vernal	joy	0.203
cove	Bucht	joy	0.203
uncontrollable	onkontrollabel	joy	0.203
legalized	legaliséiert	joy	0.203
unexpected	onerwaart	joy	0.203
lights	Luucht	joy	0.203
save	retten	joy	0.200
atone	eriwwer	joy	0.197
trees	Beem	joy	0.197
pastor	Paschtouer	joy	0.197
symmetry	Symmetrie	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	Schrëft	joy	0.196
mountains	Bierger	joy	0.194
pathway	Bunn	joy	0.188
walking	goen	joy	0.188
craziness	Verrücktheit	joy	0.188
soppy	Soppler	joy	0.188
tea	Téi	joy	0.188
quiet	roueg	joy	0.188
forefathers	Virfuere geännert hunn	joy	0.188
liquor	Alkohol	joy	0.188
custom	Client	joy	0.188
whiteness	Blendheet	joy	0.188
sympathetic	sympathesch	joy	0.188
patient	Patient	joy	0.186
dollhouse	Puppelcher	joy	0.182
bath	Bad	joy	0.182
score	Goal geschoss huet	joy	0.182
movingon	bewegt	joy	0.182
supporter	ënnerstëtzt	joy	0.180
accompaniment	Begleedung	joy	0.179
pursuit	Verfollegt	joy	0.176
outburst	brëcht	joy	0.176
frosty	Frascht	joy	0.174
workout	ausschaffen	joy	0.172
closure	zou	joy	0.172
luncheon	Luncheon	joy	0.172
service	Service	joy	0.172
wintery	Wantere	joy	0.172
wages	Léin	joy	0.169
civilized	ziviliséiert	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	Dezember	joy	0.167
acrobat	Akrobat	joy	0.162
glide	ze schloen	joy	0.162
finally	endlech	joy	0.157
reproductive	Reproduktiv	joy	0.156
elf	elf	joy	0.156
organization	Organisatioun	joy	0.156
stroll	Stroll	joy	0.156
peppermint	Pärpermint	joy	0.156
break	briechen	joy	0.156
chai	chai	joy	0.156
obtainable	ze kréien	joy	0.156
bathtub	Badewanne	joy	0.156
advent	kommen	joy	0.152
scifi	scifi	joy	0.152
balm	Balm	joy	0.152
measured	gemooss	joy	0.152
spaniel	spaniel	joy	0.145
tan	laang	joy	0.141
ditty	gefleckt	joy	0.141
bubble	Blieder	joy	0.141
simple	einfach	joy	0.141
oils	Ueleger	joy	0.141
beer	Béier	joy	0.141
green	gréng	joy	0.137
buss	Bus	joy	0.136
books	Bicher	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	pitter	joy	0.134
flows	leeft	joy	0.130
silence	Rou stellen	joy	0.127
roadster	Roadster	joy	0.125
solitude	Solitude	joy	0.125
bookstore	Librairie	joy	0.125
wine	Wäin	joy	0.125
circumstances	Ëmstänn	joy	0.125
japan	Japan	joy	0.121
soak	ze iessen	joy	0.121
wilderness	Wüst	joy	0.121
priesthood	Priister	joy	0.121
critical	kritesch	joy	0.116
neutral	neutral war	joy	0.114
untie	ze verschécken	joy	0.109
hunting	Juegd	joy	0.109
opera	Oper	joy	0.109
weight	Gewiicht	joy	0.109
white	wäiss	joy	0.109
sand	Sand	joy	0.109
wind	Wand	joy	0.109
labor	Aarbecht	joy	0.106
classical	klassesch	joy	0.106
affliction	Affer	joy	0.103
lake	Séi	joy	0.103
organ	Uergel	joy	0.094
dwelling	Wunnénge	joy	0.094
tree	Bam	joy	0.090
pond	Pond	joy	0.089
marrow	zerstéiert	joy	0.078
latte	Lat	joy	0.078
sipping	ze gutt	joy	0.076
benign	gutt	joy	0.074
majority	Majoritéit	joy	0.073
leaf	Blieder	joy	0.065
troubles	Problemer	joy	0.062
basketball	Basketball	joy	0.062
explosions	Explosiounen	joy	0.061
cream	Crème	joy	0.061
shepherd	Hiert	joy	0.058
tuesday	Dënschdeg	joy	0.047
turbulence	Turbulenzen	joy	0.045
calf	Kallef	joy	0.040
hardship	Hardship	joy	0.031
sixty	siechzeg	joy	0.016
unhappiness	onglécklech	joy	0.016
heartbreaking	häerzlech	sadness	0.969
mourning	Trauer	sadness	0.969
tragic	tragesch	sadness	0.961
holocaust	der Holocaar	sadness	0.953
suicidal	Suizid	sadness	0.941
misery	Misère	sadness	0.938
massacre	Massaker	sadness	0.931
euthanasia	Euthanasie	sadness	0.927
depression	Depressioun	sadness	0.925
bereavement	de Keelen	sadness	0.922
grieving	traureg	sadness	0.922
fatal	fatalen	sadness	0.922
bereaved	deeleen	sadness	0.920
devastation	Zerstéierung	sadness	0.917
death	Doud	sadness	0.915
devastated	zerstéiert	sadness	0.912
suicide	Suizid	sadness	0.912
catastrophe	Katastrof	sadness	0.911
horrifying	schrecklech	sadness	0.907
tragedy	Tragöttik	sadness	0.906
depressing	depressiv	sadness	0.906
died	gestuerwen ass	sadness	0.906
anguish	Neie	sadness	0.902
agony	agelueden	sadness	0.900
deadly	déidlech	sadness	0.898
weeping	gejéimert	sadness	0.896
stillbirth	Stierwen	sadness	0.891
deceased	verstuerwen	sadness	0.891
murderer	Mäerder	sadness	0.877
devastating	devastéiert	sadness	0.875
rape	Geriicht	sadness	0.875
cancer	Kriibs	sadness	0.875
dying	stierwen	sadness	0.875
sadness	Trauregkeet	sadness	0.864
morbidity	morbid	sadness	0.864
crucifixion	Crucificatioun	sadness	0.859
grief	Trauer	sadness	0.859
depressed	depriméiert	sadness	0.859
traumatic	traumatesch	sadness	0.859
atrocity	Grausamkeet	sadness	0.859
execution	Ausféierung	sadness	0.859
abandonment	Opruff	sadness	0.859
perish	gleeft	sadness	0.859
cadaver	Kadaver	sadness	0.853
treachery	Verrot	sadness	0.848
betrayed	verroden	sadness	0.848
sad	traureg	sadness	0.844
destroyed	zerstéiert	sadness	0.844
miserable	miserabel	sadness	0.844
persecution	Verfolgung	sadness	0.844
funeral	Begriefnes	sadness	0.844
slaughtering	Schluechung	sadness	0.844
horrific	schrecklech	sadness	0.844
homicide	ugeklot	sadness	0.844
hopelessness	Hoffnungslosegkeet	sadness	0.844
grieve	traureg ginn	sadness	0.844
sorrow	traureg	sadness	0.844
suffering	Leed	sadness	0.844
murderous	mäerderesch	sadness	0.844
unhappiness	onglécklech	sadness	0.839
crippled	krank sinn	sadness	0.836
bloodshed	Bluttzocker	sadness	0.836
pained	Péng	sadness	0.833
manslaughter	Onschëlleg ugeet	sadness	0.833
carnage	carnage	sadness	0.833
unbearable	onendlech	sadness	0.830
stillborn	gestuerwen	sadness	0.830
slavery	Sklaverei	sadness	0.828
torment	duer	sadness	0.828
sickness	Krankheet	sadness	0.828
enslaved	versklavt	sadness	0.828
casualty	Affer	sadness	0.828
morbid	krank	sadness	0.828
murder	Ermordung	sadness	0.828
mourn	traureg	sadness	0.828
helplessness	hëlleflosness	sadness	0.828
annihilation	annihiléiert	sadness	0.828
abandoned	verloossen	sadness	0.828
horrors	Horroren	sadness	0.828
mutilation	Mutilatioun	sadness	0.828
annihilated	annulléiert ginn	sadness	0.828
miscarriage	Féiergestell	sadness	0.824
starvation	Hongerr	sadness	0.819
killing	Doudesfäegkeet	sadness	0.812
failure	ze maachen	sadness	0.812
famine	Hongersnout	sadness	0.812
distraught	zerstéiert	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	Kierfecht	sadness	0.812
disgrace	Schreck	sadness	0.812
cruelty	Grausamkeet	sadness	0.812
despair	Verzweiflung	sadness	0.812
saddens	Sëllen	sadness	0.812
oppression	Ënnerdréckung	sadness	0.812
sadly	leider	sadness	0.812
mournful	traureg	sadness	0.812
terrorism	Terrorismus	sadness	0.812
heartache	Schatz	sadness	0.812
bloody	bluddeger	sadness	0.806
perishing	verginn	sadness	0.804
inhumanity	Onhumanitéit	sadness	0.804
malignancy	Béiswëlleg	sadness	0.803
mortification	Mördung	sadness	0.802
sarcoma	Sarkom	sadness	0.797
lifeless	Aarmut ass	sadness	0.797
perished	erfuerscht	sadness	0.797
dreadful	schrecklech	sadness	0.797
devastate	devastéiert	sadness	0.797
dreadfully	schrecklech	sadness	0.797
gallows	Galgen	sadness	0.797
lethal	T'hat	sadness	0.797
desolation	Ustall	sadness	0.797
kill	ëmzebréngen	sadness	0.797
slave	Sklave	sadness	0.797
mortuary	Mounduewer	sadness	0.797
assassination	Ermuerdung	sadness	0.797
leukemia	Leukämie	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	Verbannung	sadness	0.790
afflict	betrëfft	sadness	0.789
disheartened	verziert ginn	sadness	0.788
bury	begruewen	sadness	0.781
crying	gejaut	sadness	0.781
tumour	Tumor	sadness	0.781
heartbreak	Häerz	sadness	0.781
desecration	bezeechent	sadness	0.781
demoralized	demoraliséiert	sadness	0.781
terrorize	terroriséieren	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	lynch	sadness	0.773
sufferer	leiden	sadness	0.770
loneliness	Einsamkeet	sadness	0.766
cemetery	Kierfecht	sadness	0.766
destitute	Nofolger	sadness	0.766
torture	gefoltert	sadness	0.766
abortion	Ofdreiwung	sadness	0.766
diseased	Krankheet	sadness	0.766
condolence	Kondolenz	sadness	0.766
fatality	Fatalitéit	sadness	0.766
dismemberment	zerklengert	sadness	0.766
