word	Dutch-nl	emotion	emotion-intensity-score
sweetheart	geliefde	joy	0.758
enlighten	verlichten	joy	0.758
christmastime	kersttijd	joy	0.757
giddy	duizelig	joy	0.757
romantic	romantisch	joy	0.750
gratify	bevredigen	joy	0.750
friendliness	vriendelijkheid	joy	0.750
laughs	lacht	joy	0.750
greatness	grootheid	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	aangenaam	joy	0.750
blessings	zegeningen	joy	0.750
smile	glimlach	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	dartelen	joy	0.748
jubilee	jubileum	joy	0.742
enthusiasm	enthousiasme	joy	0.742
triumph	triomf	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	magisch	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	wonder	joy	0.742
rewarding	belonen	joy	0.742
feelgood	goed voelen	joy	0.736
prosperity	welvaart	joy	0.735
luxurious	luxueus	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	levendig	joy	0.734
goodday	goede dag	joy	0.734
passionate	hartstochtelijk	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	betoveren	joy	0.734
victory	zege	joy	0.734
admiration	bewondering	joy	0.734
tgif	tgif	joy	0.734
glorification	verheerlijking	joy	0.733
sing	zingen	joy	0.729
glowing	gloeiend	joy	0.729
breathtaking	adembenemend	joy	0.728
fulfillment	vervulling	joy	0.728
yessss	yessss	joy	0.728
cheery	vrolijk	joy	0.727
thankful	dankbaar	joy	0.727
hurrah	Hoera	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	de kerstman	joy	0.727
award	onderscheiding	joy	0.727
atpeace	in vrede	joy	0.727
win	winnen	joy	0.727
merry	vrolijk	joy	0.727
pleased	verheugd	joy	0.725
radiance	glans	joy	0.725
inspiration	inspiratie	joy	0.725
uplift	verheffen	joy	0.723
optimistic	optimistisch	joy	0.723
heaven	hemel	joy	0.721
lucky	Lucky	joy	0.721
thrill	sensatie	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	vakantie	joy	0.721
harmony	harmonie	joy	0.719
brighten	opvrolijken	joy	0.719
lover	minnaar	joy	0.719
heartfelt	oprecht	joy	0.719
utopian	utopische	joy	0.719
xmas	Kerstmis	joy	0.719
lovely	heerlijk	joy	0.719
amusement	amusement	joy	0.719
congratulatory	felicitatie-	joy	0.719
praising	prees	joy	0.719
thriving	bloeiende	joy	0.719
perfect	perfect	joy	0.719
magic	magie	joy	0.712
luckiest	gelukkigste	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	luxe	joy	0.712
bestfeeling	beste gevoel	joy	0.712
treasures	schatten	joy	0.712
achievement	prestatie	joy	0.712
yay	yay	joy	0.712
holiday	vakantie	joy	0.712
intimate	intiem	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	gniffel	joy	0.706
rave	rave	joy	0.706
proud	trots	joy	0.704
truelove	echte liefde	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	verbazend	joy	0.703
goodnews	goed nieuws	joy	0.703
optimism	optimisme	joy	0.703
satisfying	bevredigend	joy	0.703
gooood	gooood	joy	0.703
sweetest	zoetste	joy	0.703
cherish	koesteren	joy	0.703
goodlife	goede leven	joy	0.703
beautification	verfraaiing	joy	0.703
appreciates	waardeert	joy	0.703
winning	winnend	joy	0.703
cuddled	geknuffeld	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	vermaakt	joy	0.700
excite	prikkelen	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	verjaardag	joy	0.691
metime	tijd voor mezelf	joy	0.688
favorite	favoriete	joy	0.688
honored	geëerd	joy	0.688
content	inhoud	joy	0.688
godsend	buitenkansje	joy	0.688
entertaining	onderhoudend	joy	0.688
angelic	engelachtig	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	aanbidding	joy	0.688
exquisite	voortreffelijk	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	kostbaar	joy	0.682
majestic	majestueus	joy	0.682
appreciated	gewaardeerd	joy	0.682
luscious	heerlijk	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	glimlachte	joy	0.682
bestfriends	beste vrienden	joy	0.682
exaltation	verheerlijking	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	heldert	joy	0.682
tranquility	kalmte	joy	0.679
marry	trouwen	joy	0.676
embrace	omhelzing	joy	0.676
positively	positief	joy	0.676
dearest	liefste	joy	0.672
relaxation	ontspanning	joy	0.672
accomplished	volbracht	joy	0.672
hug	omhelzing	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grijns	joy	0.672
enliven	verlevendigen	joy	0.672
contentment	tevredenheid	joy	0.672
hilarious	hilarisch	joy	0.672
giggles	giechelt	joy	0.672
bountiful	rijkelijk	joy	0.667
victor	Victor	joy	0.667
adore	dol zijn op	joy	0.667
boisterous	onstuimig	joy	0.667
fulfilled	vervuld	joy	0.667
fulfill	vervullen	joy	0.664
cuddles	knuffels	joy	0.662
prosperous	welvarend	joy	0.660
romanticism	romantiek	joy	0.656
humor	humor	joy	0.656
glow	gloed	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	aangenaam	joy	0.656
appreciation	waardering	joy	0.656
encouraged	aangemoedigd	joy	0.656
satisfy	voldoen	joy	0.656
serenity	kalmte	joy	0.656
captivate	boeien	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	tevredenheid	joy	0.652
treasure	schat	joy	0.652
engaged	bezet	joy	0.652
praises	prijst	joy	0.652
abundance	overvloed	joy	0.652
fortunes	fortuinen	joy	0.652
relaxing	ontspannend	joy	0.652
praised	geprezen	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	aanvulling	joy	0.647
affection	genegenheid	joy	0.647
relieved	opgelucht	joy	0.647
carnival	carnaval	joy	0.643
divine	goddelijk	joy	0.641
saintly	vroom	joy	0.641
harmoniously	harmonieus	joy	0.641
achieve	bereiken	joy	0.641
thanksgiving	dankzegging	joy	0.641
jackpot	pot	joy	0.641
priceless	onschatbaar	joy	0.641
sensuality	sensualiteit	joy	0.641
champion	kampioen	joy	0.641
wedding	huwelijk	joy	0.641
uplifting	uplifting	joy	0.641
climax	climax	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	vredig	joy	0.636
twinkle	twinkelen	joy	0.636
reverie	mijmering	joy	0.636
exalt	verheffen	joy	0.636
winner	winnaar	joy	0.636
felicity	geluk	joy	0.636
cuddle	knuffelen	joy	0.636
comforting	troostend	joy	0.636
honeymoon	huwelijksreis	joy	0.636
xoxo	xoxo	joy	0.634
amusing	amusant	joy	0.625
reward	beloning	joy	0.625
fondness	genegenheid	joy	0.625
hearts	harten	joy	0.625
brighter	helderder	joy	0.625
sweet	zoet	joy	0.625
stargazing	sterrenwacht	joy	0.625
festival	festival	joy	0.625
snuggling	vlijen	joy	0.625
generosity	vrijgevigheid	joy	0.625
gorgeous	prachtig	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	seks	joy	0.622
parade	parade	joy	0.621
applause	applaus	joy	0.621
genial	geniaal	joy	0.621
beauty	schoonheid	joy	0.621
kind	soort	joy	0.621
newlife	nieuw leven	joy	0.618
aspiring	eerzuchtig	joy	0.618
fulfilling	vervullen	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	deugdzaam	joy	0.613
kiss	kus	joy	0.610
winnings	winst	joy	0.609
praiseworthy	lofwaardig	joy	0.609
rainbows	regenbogen	joy	0.609
generous	genereus	joy	0.609
enlightenment	verlichting	joy	0.609
playful	speels	joy	0.609
christmas	Kerstmis	joy	0.609
super	super	joy	0.609
elegance	elegantie	joy	0.609
rekindle	weer op te rakelen	joy	0.609
awards	awards	joy	0.609
adorable	aanbiddelijk	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	onafhankelijkheid	joy	0.607
successful	geslaagd	joy	0.606
onelove	een liefde	joy	0.606
kindness	vriendelijkheid	joy	0.606
freely	vrij	joy	0.606
surprises	verrassingen	joy	0.606
inspired	geinspireerd	joy	0.606
hilarity	hilariteit	joy	0.606
wonder	vraag me af	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	vermaak	joy	0.603
whimsical	grillig	joy	0.603
passion	passie	joy	0.603
beautify	mooi maken	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	zonsopkomst	joy	0.600
godisgood	God is goed	joy	0.597
whoo	whoo	joy	0.594
angel	engel	joy	0.594
thankgod	Godzijdank	joy	0.594
accomplishment	prestatie	joy	0.594
flirt	flirt	joy	0.594
goodmusic	goede muziek	joy	0.594
snuggled	nestelde	joy	0.594
revere	Revere	joy	0.594
inspire	inspireren	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	vreedzaam	joy	0.594
jesus	Jezus	joy	0.594
goodies	goodies	joy	0.594
heroic	heldhaftig	joy	0.591
fortune	fortuin	joy	0.591
friendship	vriendschap	joy	0.591
singing	het zingen	joy	0.591
exalted	verheven	joy	0.591
summer	zomer	joy	0.591
highest	hoogst	joy	0.591
overflowing	overvolle	joy	0.588
contented	tevreden	joy	0.588
woot	woot	joy	0.588
rollicking	prettig	joy	0.588
hope	hoop	joy	0.586
accolade	accolade	joy	0.586
cozy	knus	joy	0.583
delicious	heerlijk	joy	0.579
friendly	vriendelijk	joy	0.578
sensuous	sensueel	joy	0.578
darling	schat	joy	0.578
picturesque	pittoreske	joy	0.578
raving	ijlend	joy	0.578
praise	lof	joy	0.578
everlasting	eeuwigdurend	joy	0.578
ambition	ambitie	joy	0.578
thelife	het leven	joy	0.578
sparkle	fonkeling	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	geluksvogel	joy	0.576
flattering	vleiend	joy	0.576
sensual	sensueel	joy	0.576
heroism	heldenmoed	joy	0.576
succeeding	slagen	joy	0.576
grace	genade	joy	0.576
peace	vrede	joy	0.576
livelife	leef het leven	joy	0.574
special	speciaal	joy	0.574
tantalizing	verleidelijke	joy	0.572
pumped	gepompte	joy	0.567
worthwhile	de moeite waard	joy	0.562
revels	zwelgt	joy	0.562
prevail	zegevieren	joy	0.562
liking	leuk vinden	joy	0.562
sunny	zonnig	joy	0.562
relax	kom tot rust	joy	0.562
surprise	verrassing	joy	0.562
hugs	hugs	joy	0.562
admirable	bewonderenswaardig	joy	0.562
hero	held	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	humoristisch	joy	0.562
sweets	snoepgoed	joy	0.562
prosper	gedijen	joy	0.562
superstar	superster	joy	0.562
favorable	gunstig	joy	0.561
bless	zegenen	joy	0.561
tenderness	tederheid	joy	0.561
freedom	vrijheid	joy	0.561
masterpiece	meesterwerk	joy	0.561
newyear	Nieuwjaar	joy	0.561
dreams	dromen	joy	0.559
hopeful	hoopvol	joy	0.559
home	huis	joy	0.559
cruising	cruisen	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	trouw	joy	0.553
closeness	geslotenheid	joy	0.552
eagerness	gretigheid	joy	0.552
comfy	comfy	joy	0.551
sunshine	zonneschijn	joy	0.551
confidence	vertrouwen	joy	0.547
mistletoe	maretak	joy	0.547
elite	de elite	joy	0.547
celestial	hemel-	joy	0.547
heart	hart-	joy	0.547
completion	voltooiing	joy	0.547
good	goed	joy	0.547
daughter	dochter	joy	0.547
gifts	cadeaus	joy	0.547
astonishment	verbazing	joy	0.547
bonus	bonus	joy	0.547
goodmorning	Goedemorgen	joy	0.547
lifted	opgeheven	joy	0.547
zeal	ijver	joy	0.547
illuminate	verlichten	joy	0.547
gift	gift	joy	0.547
vacation	vakantie	joy	0.547
charmed	ingenomen	joy	0.546
recreation	recreatie	joy	0.545
encouragement	aanmoediging	joy	0.545
gush	gutsen	joy	0.545
sublime	subliem	joy	0.545
dance	dans	joy	0.545
god	god	joy	0.545
free	gratis	joy	0.544
freshstart	nieuw begin	joy	0.544
savior	Heiland	joy	0.543
sanctuary	heiligdom	joy	0.541
grandchildren	kleinkinderen	joy	0.540
wellness	wellness	joy	0.537
revel	zwelgen	joy	0.534
inspirational	inspirerende	joy	0.531
savor	genieten	joy	0.531
matrimony	huwelijk	joy	0.531
money	geld	joy	0.531
rainbow	regenboog	joy	0.531
confident	zelfverzekerd	joy	0.531
bridal	bruids	joy	0.531
music	muziek-	joy	0.531
fab	fab	joy	0.531
serene	sereen	joy	0.531
alive	levend	joy	0.531
holiness	heiligheid	joy	0.531
vitality	vitaliteit	joy	0.531
liberation	bevrijding	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	verzachtend	joy	0.531
soar	opstijgen	joy	0.531
firstborn	eerstgeborene	joy	0.531
elegant	elegant	joy	0.530
mastery	meesterschap	joy	0.530
illumination	verlichting	joy	0.530
welcomed	verwelkomd	joy	0.530
warmth	warmte	joy	0.530
blossom	bloesem	joy	0.530
glimmer	schijnsel	joy	0.530
faithful	getrouw	joy	0.529
treat	traktatie	joy	0.529
snuggles	snuggles	joy	0.522
laurels	lauweren	joy	0.521
commendable	prijzenswaardig	joy	0.519
powerful	krachtig	joy	0.516
silly	dwaas	joy	0.516
zest	smaak	joy	0.516
presents	presenteert	joy	0.516
succeed	slagen	joy	0.516
jingle	rinkelen	joy	0.516
remarkable	opmerkelijk	joy	0.516
greeted	begroet	joy	0.516
brotherly	broederlijk	joy	0.516
pride	trots	joy	0.516
strengthening	versterking	joy	0.516
aspire	streven	joy	0.516
abundant	overvloedig	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	luisterrijk	joy	0.516
almighty	almachtig	joy	0.516
fancy	zin in hebben	joy	0.516
zen	zen	joy	0.515
coronation	kroning	joy	0.515
kudos	roem	joy	0.515
vivid	levendig	joy	0.515
leisure	vrije tijd	joy	0.515
complete	compleet	joy	0.515
cutie	schattig	joy	0.515
newme	nieuwe ik	joy	0.515
familytime	familie tijd	joy	0.515
animated	geanimeerde	joy	0.515
spirit	geest	joy	0.515
thanking	thanking	joy	0.515
kid	kind	joy	0.515
shining	schijnend	joy	0.515
payday	payday	joy	0.515
princely	prinselijk	joy	0.515
reunited	herenigd	joy	0.515
therapeutic	therapeutische	joy	0.515
comfort	comfort	joy	0.515
godly	godvruchtig	joy	0.514
marriage	huwelijk	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	verhouding	joy	0.514
spouse	echtgenoot	joy	0.507
intimately	intiem	joy	0.507
accomplish	bereiken	joy	0.500
excel	uitmunten	joy	0.500
inviting	uitnodigend	joy	0.500
meritorious	verdienstelijk	joy	0.500
diamond	diamant	joy	0.500
nature	natuur	joy	0.500
dignity	waardigheid	joy	0.500
family	familie	joy	0.500
soulful	gevoelvol	joy	0.500
charitable	liefdadig	joy	0.500
encourage	aanmoedigen	joy	0.500
friends	vrienden	joy	0.500
satisfied	tevreden	joy	0.500
welcoming	gastvrije	joy	0.500
healthy	gezond	joy	0.500
surreal	surrealistische	joy	0.500
refreshed	vernieuwd	joy	0.500
beach	strand	joy	0.500
motherhood	moederschap	joy	0.500
respect	eerbied	joy	0.500
gem	edelsteen	joy	0.500
erotic	erotisch	joy	0.500
visionary	visionaire	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	bereikt	joy	0.500
christ	Christus	joy	0.500
memorable	gedenkwaardig	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	baby	joy	0.500
purr	snorren	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	waarheidsgetrouwheid	joy	0.500
bloom	bloeien	joy	0.500
carefree	zorgeloos	joy	0.500
aura	aura	joy	0.493
health	Gezondheid	joy	0.493
liberty	vrijheid	joy	0.486
approved	aangenomen	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oase	joy	0.486
rapture	vervoering	joy	0.485
engaging	innemend	joy	0.485
crowning	bekroning	joy	0.485
aspiration	aspiratie	joy	0.485
prestige	prestige	joy	0.485
crescendo	crescendo	joy	0.485
gentle	teder	joy	0.485
liberate	bevrijden	joy	0.485
betrothed	verloofd	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	gave	joy	0.485
privileged	bevoorrecht	joy	0.485
loyal	loyaal	joy	0.485
inseparable	onafscheidelijk	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	bloeitijd	joy	0.484
trophy	trofee	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	geluk	joy	0.484
creativity	creativiteit	joy	0.484
destiny	lotsbestemming	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendentie	joy	0.484
bouquet	boeket	joy	0.484
chocolate	chocola	joy	0.484
aloha	aloha	joy	0.484
yummy	lekker	joy	0.484
dream	droom	joy	0.484
desire	verlangen	joy	0.484
boyfriend	vriendje	joy	0.480
commemoration	herdenking	joy	0.479
intelligence	intelligentie-	joy	0.477
readiness	gereedheid	joy	0.473
friend	vriend	joy	0.471
enthusiast	enthousiast	joy	0.471
bride	bruid	joy	0.471
lush	weelderig	joy	0.470
calming	rustgevende	joy	0.470
inheritance	erfenis	joy	0.470
kiddo	jochie	joy	0.470
massage	massage	joy	0.470
tickle	kietelen	joy	0.470
adventure	avontuur	joy	0.470
nostalgia	nostalgie	joy	0.470
soothe	kalmeren	joy	0.470
goals	doelen	joy	0.469
luster	glans	joy	0.469
giving	geven	joy	0.469
princess	prinses	joy	0.469
heartily	hartelijk	joy	0.469
benevolence	welwillendheid	joy	0.469
nurture	koesteren	joy	0.469
bridegroom	bruidegom	joy	0.469
eternal	eeuwig	joy	0.469
pray	bidden	joy	0.469
getaway	ga weg	joy	0.469
humanitarian	humanitaire	joy	0.469
bonding	bonding	joy	0.469
rest	rust uit	joy	0.469
amicable	minnelijk	joy	0.469
purring	spinnen	joy	0.469
pretty	mooi	joy	0.469
child	kind	joy	0.466
salutary	heilzaam	joy	0.465
invite	nodig uit	joy	0.457
reminiscing	herinneringen	joy	0.456
beam	balk	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropisch	joy	0.455
aesthetics	schoonheidsleer	joy	0.455
friday	vrijdag	joy	0.455
elevation	verhoging	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	ceremonie	joy	0.455
mindfulness	mindfulness	joy	0.455
hee	hee	joy	0.455
kindred	verwanten	joy	0.455
scholarship	beurs	joy	0.455
befriend	betonen	joy	0.455
commemorate	herdenken	joy	0.453
allure	verleiden	joy	0.453
faith	geloof	joy	0.453
forgiveness	vergiffenis	joy	0.453
scenery	landschap	joy	0.453
vindication	rechtvaardiging	joy	0.453
waterfall	waterval	joy	0.453
birth	geboorte	joy	0.453
noworries	geen zorgen	joy	0.453
approve	goedkeuren	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	reis	joy	0.447
meditation	meditatie	joy	0.446
relaxed	ontspannen	joy	0.442
tranquil	rustig	joy	0.441
weekend	weekend	joy	0.441
present	aanwezig	joy	0.441
tender	inschrijving	joy	0.441
nostalgic	nostalgisch	joy	0.439
prayer	gebed	joy	0.439
sharing	delen	joy	0.439
esteem	achting	joy	0.439
lyrical	lyrisch	joy	0.439
righteousness	gerechtigheid	joy	0.439
share	delen	joy	0.438
husband	man	joy	0.438
life	leven	joy	0.438
sonnet	sonnet	joy	0.438
relief	reliëf	joy	0.438
unbeaten	ongeslagen	joy	0.438
newday	nieuwe dag	joy	0.438
meditate	mediteren	joy	0.438
mighty	machtig	joy	0.438
eager	gretig	joy	0.438
strength	kracht	joy	0.438
warm	warm	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	makker	joy	0.427
oneness	eenheid	joy	0.426
unsurpassed	onovertroffen	joy	0.424
ejaculation	ejaculatie	joy	0.424
unconstrained	ongedwongen	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medaille	joy	0.424
amen	amen	joy	0.424
candlelight	kaarslicht	joy	0.424
reverence	eerbied	joy	0.424
healthful	gezond	joy	0.424
carols	carols	joy	0.424
sledding	sleeën	joy	0.422
wealth	rijkdom	joy	0.422
graduation	diploma uitreiking	joy	0.422
frisky	dartel	joy	0.422
energy	energie	joy	0.422
calmness	rust	joy	0.422
beginnings	begin	joy	0.422
safe	veilig	joy	0.422
musical	musical	joy	0.422
symphony	symfonie	joy	0.422
lml	LML	joy	0.422
glitter	schitteren	joy	0.422
ease	gemak	joy	0.422
helpful	nuttig	joy	0.422
soundness	soliditeit	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	belofte	joy	0.415
reunite	herenigen	joy	0.414
salvation	redding	joy	0.412
mother	moeder	joy	0.412
poems	gedichten	joy	0.412
inauguration	inauguratie	joy	0.409
immaculate	vlekkeloos	joy	0.409
lighten	verlichten	joy	0.409
aromatherapy	aromatherapie	joy	0.409
travel	reizen	joy	0.409
lavender	lavendel	joy	0.409
purify	zuiveren	joy	0.409
clown	clown	joy	0.409
star	ster	joy	0.406
cash	contant geld	joy	0.406
heal	genezen	joy	0.406
completing	het invullen van	joy	0.406
companion	metgezel	joy	0.406
live	leven	joy	0.406
flowers	bloemen	joy	0.406
wishing	wensen	joy	0.406
charity	goed doel	joy	0.406
opportune	gunstig	joy	0.406
income	inkomen	joy	0.403
soul	ziel	joy	0.401
munchies	munchies	joy	0.400
indescribable	onbeschrijfelijk	joy	0.397
progress	vooruitgang	joy	0.397
emancipation	emancipatie	joy	0.397
christian	Christelijk	joy	0.397
hammock	hangmat	joy	0.394
together	samen	joy	0.394
equality	gelijkheid	joy	0.394
fullness	volheid	joy	0.394
picnic	picknick	joy	0.394
calm	kalmte	joy	0.394
childhood	kinderjaren	joy	0.394
rhythmical	ritmische	joy	0.394
movies	films	joy	0.393
zealous	ijverig	joy	0.393
littlethings	kleine dingen	joy	0.391
humanity	de mensheid	joy	0.391
starry	sterrenhemel	joy	0.391
playground	speelplaats	joy	0.391
adventures	avonturen	joy	0.391
meaningful	belangrijk	joy	0.391
choir	koor	joy	0.391
affluence	rijkdom	joy	0.391
warms	verwarmt	joy	0.391
goofy	goofy	joy	0.391
auspicious	gunstig	joy	0.391
gesture	gebaar	joy	0.387
vow	gelofte	joy	0.382
shopping	boodschappen doen	joy	0.382
witty	geestig	joy	0.382
communion	gemeenschap	joy	0.379
vibes	vibrafoon	joy	0.379
worship	aanbidden	joy	0.379
jump	springen	joy	0.379
reverend	reverend	joy	0.377
advance	van te voren	joy	0.375
beaches	stranden	joy	0.375
youth	jeugd	joy	0.375
spirits	spiritualiën	joy	0.375
simplicity	eenvoud	joy	0.375
full	vol	joy	0.375
rising	stijgende lijn	joy	0.375
hymn	hymne	joy	0.375
unique	uniek	joy	0.375
redeemed	verlost	joy	0.375
scenic	toneel-	joy	0.375
mirth	vrolijkheid	joy	0.375
courtship	verkering	joy	0.375
experience	ervaring	joy	0.375
reunion	bijeenkomst	joy	0.375
sonorous	sonoor	joy	0.375
unforgettable	onvergetelijk	joy	0.375
baptismal	doop	joy	0.368
alliance	bondgenootschap	joy	0.368
grant	verlenen	joy	0.366
conciliation	verzoening	joy	0.364
moonlight	maanlicht	joy	0.364
sanctification	heiliging	joy	0.364
improves	verbetert	joy	0.364
improve	verbeteren	joy	0.364
pure	zuiver	joy	0.364
authentic	authentiek	joy	0.364
kitten	katje	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	frambozen	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	trouw	joy	0.359
feeling	gevoel	joy	0.359
devotional	stichtelijk	joy	0.359
proficiency	bekwaamheid	joy	0.359
