word	Kyrgyz-ky	emotion	emotion-intensity-score
betrothed	убадалашып койгон	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	канимет	joy	0.485
privileged	сыймык	joy	0.485
loyal	ишенимдүү	joy	0.485
inseparable	бөлүнгүс	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	сүрөттөбөстөн	joy	0.484
trophy	олжо	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	тагдыр	joy	0.484
creativity	чыгармачылык	joy	0.484
destiny	тагдыр	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	Transcendence	joy	0.484
bouquet	букет	joy	0.484
chocolate	шоколад	joy	0.484
aloha	Aloha	joy	0.484
yummy	даамдуу	joy	0.484
dream	түш	joy	0.484
desire	каалоо	joy	0.484
boyfriend	дос бала	joy	0.480
commemoration	эскерүү	joy	0.479
intelligence	маалымат	joy	0.477
readiness	даярдык	joy	0.473
friend	дос	joy	0.471
enthusiast	жан	joy	0.471
bride	колукту	joy	0.471
lush	жапжашыл	joy	0.470
calming	скипидар,	joy	0.470
inheritance	тукум куучулук	joy	0.470
kiddo	kiddo	joy	0.470
massage	массаж	joy	0.470
tickle	кытыгы	joy	0.470
adventure	тобокел	joy	0.470
nostalgia	кандагар	joy	0.470
soothe	тынчытыш	joy	0.470
goals	максаттары	joy	0.469
luster	сестра	joy	0.469
giving	берүү	joy	0.469
princess	падышанын кызы	joy	0.469
heartily	чын жүрөктөн	joy	0.469
benevolence	кут	joy	0.469
nurture	тарбиялоо	joy	0.469
bridegroom	Үйлөнө турган жигит	joy	0.469
eternal	түбөлүктүү	joy	0.469
pray	жалбаруу	joy	0.469
getaway	кетүү	joy	0.469
humanitarian	гуманитардык	joy	0.469
bonding	байланыш	joy	0.469
rest	эс алуу	joy	0.469
amicable	достук	joy	0.469
purring	какылдашы	joy	0.469
pretty	сулуу	joy	0.469
child	бала	joy	0.466
salutary	пайдалуу	joy	0.465
invite	чакыруу	joy	0.457
reminiscing	лорумду	joy	0.456
beam	устун	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	тропикалык	joy	0.455
aesthetics	эстетика	joy	0.455
friday	Жума	joy	0.455
elevation	бийик орун	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	аземи	joy	0.455
mindfulness	амхырлик	joy	0.455
hee	хи	joy	0.455
kindred	үйүнөн	joy	0.455
scholarship	окумуштуулук	joy	0.455
befriend	дос	joy	0.455
commemorate	белгилөө	joy	0.453
allure	катыштыруу	joy	0.453
faith	ишеним	joy	0.453
forgiveness	кечирим	joy	0.453
scenery	пейзаж	joy	0.453
vindication	акталышы	joy	0.453
waterfall	шаркыратма	joy	0.453
birth	туулган	joy	0.453
noworries	кабатыр болбо	joy	0.453
approve	бекитүү	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	саякат	joy	0.447
meditation	ойлоо	joy	0.446
relaxed	эркин	joy	0.442
tranquil	бейкут	joy	0.441
weekend	дем алыш	joy	0.441
present	азыркы	joy	0.441
tender	назик	joy	0.441
nostalgic	Nostalgic	joy	0.439
prayer	тиленүү	joy	0.439
sharing	бөлүшүү	joy	0.439
esteem	зоболосу	joy	0.439
lyrical	лирикалык	joy	0.439
righteousness	адилдик	joy	0.439
share	үлүшү	joy	0.438
husband	күйөөсү	joy	0.438
life	жашоо	joy	0.438
sonnet	сонет	joy	0.438
relief	жардам	joy	0.438
unbeaten	ойноп	joy	0.438
newday	жаңы күн	joy	0.438
meditate	ой жүгүртүү	joy	0.438
mighty	күчтүү	joy	0.438
eager	даяр	joy	0.438
strength	күч	joy	0.438
warm	жылуу	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	досум	joy	0.427
oneness	жалгыздыгы	joy	0.426
unsurpassed	бийик	joy	0.424
ejaculation	кыйшаюу	joy	0.424
unconstrained	шартсыз	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	медаль	joy	0.424
amen	Оомийин!	joy	0.424
candlelight	Шамдын	joy	0.424
reverence	урмат-сый	joy	0.424
healthful	туура	joy	0.424
carols	үкөктөрү	joy	0.424
sledding	чана тебүү	joy	0.422
wealth	байлык	joy	0.422
graduation	окуу жайын бүтүрүү	joy	0.422
frisky	Frisky	joy	0.422
energy	энергия	joy	0.422
calmness	жайбаракаттык	joy	0.422
beginnings	башталышы	joy	0.422
safe	аман-эсен	joy	0.422
musical	музыкалык	joy	0.422
symphony	гуслинин	joy	0.422
lml	-ка✿ |	joy	0.422
glitter	блеск	joy	0.422
ease	тынчылык	joy	0.422
helpful	пайдалуу	joy	0.422
soundness	эстүүлүк	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	убада	joy	0.415
reunite	биригүү	joy	0.414
salvation	куткаруу	joy	0.412
mother	эне	joy	0.412
poems	ырлар	joy	0.412
inauguration	кызматка кирүү аземи	joy	0.409
immaculate	кынтыксыз	joy	0.409
lighten	жарык	joy	0.409
aromatherapy	Аромотерапия	joy	0.409
travel	саякаттоо	joy	0.409
lavender	Lavender	joy	0.409
purify	тазалоо	joy	0.409
clown	маскарапос	joy	0.409
star	жылдыз	joy	0.406
cash	накталай акча	joy	0.406
heal	айыктыруу	joy	0.406
completing	аяктоо	joy	0.406
companion	шерик аял	joy	0.406
live	жашоо	joy	0.406
flowers	гүлдөр	joy	0.406
wishing	каалашып	joy	0.406
charity	кайрымдуулук	joy	0.406
opportune	ылайыктуу	joy	0.406
income	киреше	joy	0.403
soul	жан	joy	0.401
munchies	Munchies	joy	0.400
indescribable	Сөз менен айтып жеткире алгыс	joy	0.397
progress	прогресс	joy	0.397
emancipation	боштондукка чыгаруу	joy	0.397
christian	христиан	joy	0.397
hammock	жатуучу асма тор	joy	0.394
together	бирге	joy	0.394
equality	теңдик	joy	0.394
fullness	толуктугу	joy	0.394
picnic	Пикник	joy	0.394
calm	тынч	joy	0.394
childhood	балалык	joy	0.394
rhythmical	ритмде	joy	0.394
movies	тасмалар	joy	0.393
zealous	ынталуу	joy	0.393
littlethings	майда нерселер	joy	0.391
humanity	адамзат	joy	0.391
starry	жылдыздуу	joy	0.391
playground	оюн аянтчасы	joy	0.391
adventures	укмуштуу окуялар	joy	0.391
meaningful	маанилүү	joy	0.391
choir	хор	joy	0.391
affluence	байлык	joy	0.391
warms	муздайт	joy	0.391
goofy	Goofy	joy	0.391
auspicious	жакшылык	joy	0.391
gesture	дене кыймылы	joy	0.387
vow	ант	joy	0.382
shopping	соода	joy	0.382
witty	ажырайт	joy	0.382
communion	жалпылык	joy	0.379
vibes	Vibes	joy	0.379
worship	сыйынуу	joy	0.379
jump	секирүү	joy	0.379
reverend	Reverend	joy	0.377
advance	жогору жылуу	joy	0.375
beaches	пляждар	joy	0.375
youth	жаштар	joy	0.375
spirits	рухтар	joy	0.375
simplicity	жөнөкөйлүк	joy	0.375
full	толук	joy	0.375
rising	жогорулатуу	joy	0.375
hymn	гимн	joy	0.375
unique	жалгыз	joy	0.375
redeemed	кун	joy	0.375
scenic	сахналык	joy	0.375
mirth	кубанышыбыз	joy	0.375
courtship	түгөй	joy	0.375
experience	тажрыйба	joy	0.375
reunion	чогулуш	joy	0.375
sonorous	куюлушкан	joy	0.375
unforgettable	унутулгус	joy	0.375
baptismal	Чөмүлтүлө турган адамга берилүүчү	joy	0.368
alliance	биримдик	joy	0.368
grant	берүү	joy	0.366
conciliation	тыныштыруу	joy	0.364
moonlight	айлуу	joy	0.364
sanctification	ыйыкталуу	joy	0.364
improves	жакшыртат	joy	0.364
improve	жакшыртуу	joy	0.364
pure	таза	joy	0.364
authentic	туура	joy	0.364
kitten	мышыктын баласы	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	малина	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	тууралык	joy	0.359
feeling	сезим	joy	0.359
devotional	берилүү	joy	0.359
proficiency	билүү	joy	0.359
tinsel	Tinsel	joy	0.359
revival	калыбына келтирүү	joy	0.359
sanctify	ыйыкта	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	көз каранды эмес	joy	0.359
cocoa	какао	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	дельфин	joy	0.348
choral	хор	joy	0.348
deliverance	куткаруу	joy	0.348
romp	асери	joy	0.348
roaring	күркүрөгөн	joy	0.348
melody	мелодия	joy	0.348
favor	пайда	joy	0.348
unification	биригүү	joy	0.348
exceed	ашкан	joy	0.348
purpose	ниет	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	жумуш жок	joy	0.344
voluptuous	гүлдөгөн	joy	0.344
fruits	жемиштер	joy	0.344
thx	рахмат	joy	0.344
newstart	newstart	joy	0.344
manicure	макияж	joy	0.344
date	дата	joy	0.344
kiddos	кичинелердин	joy	0.344
roadtrip	Roadtrip	joy	0.344
cookies	кукилер	joy	0.344
hedonism	Hedonism	joy	0.344
humble	момун	joy	0.344
electric	электрдик	joy	0.344
pledge	күрөө	joy	0.344
celebrity	атактуулардан, жылдыз	joy	0.342
rhythm	ритм	joy	0.338
bridesmaid	келин жолдош	joy	0.338
snowday	кардуу күн	joy	0.333
young	жаш	joy	0.333
coffee	кофе	joy	0.333
edification	лиши	joy	0.333
obliging	милдеттендирүүчү	joy	0.333
renovation	кайра тургузуу	joy	0.333
familiarity	тааныштыгына	joy	0.333
garden	бакча	joy	0.333
spa	SPA	joy	0.333
dawn	жарык боло баштоо	joy	0.333
connoisseur	накта	joy	0.333
partner	өнөктөш	joy	0.333
gazing	карап	joy	0.333
foodie	гурман	joy	0.331
synchronize	синхрондоштуруу	joy	0.329
tribulation	алаамат	joy	0.328
healing	айыктыруу	joy	0.328
saint	олуя	joy	0.328
chirping	укчубуз	joy	0.328
hobby	эрмек	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	Кэрол	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	забурда	joy	0.328
pedicure	педикюр	joy	0.328
amnesty	кечирим	joy	0.328
respite	мөөнөт	joy	0.324
mellow	жумшак	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	эс алуу	joy	0.318
restorative	калыбына келтирүүчү	joy	0.318
cousins	аталаш	joy	0.318
classics	классика	joy	0.318
reconciliation	элдештирүү	joy	0.316
dove	көгүчкөн	joy	0.312
living	жашоо	joy	0.312
presto	Presto	joy	0.312
crafts	кол өнөрчүлүк	joy	0.312
recovery	айыгуу	joy	0.312
woods	токойлор	joy	0.312
sunset	күндүн батышы	joy	0.312
fitness	жарамдуулук	joy	0.312
playhouse	Playhouse	joy	0.312
superman	Супермен	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	акылмандык	joy	0.312
deal	иш	joy	0.312
simplify	жөнөкөйлөтүү	joy	0.312
lord	лорд	joy	0.312
sterling	стерлинг	joy	0.312
progression	Акылбек Жеменей	joy	0.312
relight	жандандырууга	joy	0.312
pony	бою кичине ат	joy	0.312
infant	наристе бала	joy	0.309
improvement	жакшыруу	joy	0.309
absolution	акталууну	joy	0.306
gently	жумшак	joy	0.303
established	белгиленген	joy	0.303
honest	чын	joy	0.303
decorating	Decorating	joy	0.303
endless	чексиз	joy	0.303
banquet	банкет	joy	0.303
providing	камсыз кылуу	joy	0.300
mine	кен	joy	0.297
fraternal	бир тууган	joy	0.297
notable	белгилүү	joy	0.297
feat	Кайрат Нуртас	joy	0.297
harvest	жыюу	joy	0.297
quaint	кызыктуу	joy	0.297
softly	жумшак	joy	0.297
spiritual	руханий	joy	0.297
morals	адеп-ахлак	joy	0.297
lounging	куюшсун	joy	0.297
light	жарык	joy	0.297
breeze	жел	joy	0.297
strolling	басып	joy	0.297
spending	чыгымдар	joy	0.297
meditating	ой жүгүртүү	joy	0.297
joker	джокер	joy	0.297
yearning	каалоо	joy	0.297
growth	өсүш	joy	0.297
fervor	толкундоо	joy	0.295
quotes	Гезит	joy	0.294
volunteer	ыктыярдуу аял	joy	0.294
psalms	забурлар	joy	0.288
hippie	хиппи	joy	0.288
gain	бекемдөө	joy	0.288
taoism	даосизм	joy	0.288
midwife	аначы	joy	0.288
resources	ресурстары	joy	0.288
create	түзүү	joy	0.288
receiving	кабыл алуучу	joy	0.287
ocean	океан	joy	0.286
snowfall	мезгили менен кар жаайт	joy	0.286
lsd	Гашык	joy	0.286
hiking	сейилдөө	joy	0.283
chill	кубана	joy	0.281
truce	элдешүү	joy	0.281
infinity	чексиз	joy	0.281
toast	тост	joy	0.281
destination	көздөлгөн	joy	0.281
buddhist	буддист аял	joy	0.281
rested	эс	joy	0.281
candid	ак ниеттүү	joy	0.281
evergreen	жашыл	joy	0.281
unwind	ачууга	joy	0.281
buzzing	жаздын	joy	0.281
venerable	атактуу	joy	0.279
balance	тең салмактуулук	joy	0.275
retirement	кетүү	joy	0.275
compensate	ордун толтуруу	joy	0.273
swim	сүзүү	joy	0.273
drinks	суусундуктар	joy	0.273
devout	динчил	joy	0.273
buddha	Будда	joy	0.273
rapt	демин	joy	0.273
fireplace	очок	joy	0.273
snowing	карлуу	joy	0.271
sublimation	sublimation	joy	0.270
fruity	жемиштүү	joy	0.268
humility	момундук	joy	0.266
paragon	үлгүсү	joy	0.266
ministry	кызматы	joy	0.266
sunday	Жекшемби	joy	0.266
salute	саламдашуу	joy	0.266
fortitude	КАЙРАТ	joy	0.266
whim	чапканда	joy	0.266
sun	күн	joy	0.266
sketching	эскиз	joy	0.266
waves	толкундар	joy	0.266
buddhism	Буддизм	joy	0.266
cathedral	жыйын	joy	0.266
yoga	йога	joy	0.266
artwork	сүрөттөр	joy	0.265
practiced	иш жүзүндө	joy	0.264
clean	таза	joy	0.260
found	табылган	joy	0.258
fitting	жабдуулар	joy	0.258
immerse	чөктүрүү	joy	0.258
running	чуркоо	joy	0.258
clarity	ачыктык	joy	0.258
food	тамак-аш	joy	0.258
exercise	көнүгүү	joy	0.258
autumn	күз	joy	0.254
ardent	жануу	joy	0.250
fit	туура	joy	0.250
mountain	тоо	joy	0.250
expedient	максатка	joy	0.250
diary	күндөлүк	joy	0.250
candles	шамдар	joy	0.250
outdoors	тышта	joy	0.250
chilled	муздатылган	joy	0.250
clap	алакан чабуу	joy	0.250
contagious	жугуштуу	joy	0.250
chirp	кубулжутуп	joy	0.250
morning	эртең менен	joy	0.250
visitor	келген аял	joy	0.250
hardy	Конрад	joy	0.250
countryside	айыл жергеси	joy	0.250
undying	айныгыс	joy	0.250
football	Жаныбарлар	joy	0.250
advocacy	укук коргоо	joy	0.250
demonstrative	көрсөтмө	joy	0.250
cradle	бешик	joy	0.247
trance	транс	joy	0.246
breakfast	эртең мененки тамак	joy	0.242
grow	өсүү	joy	0.242
pay	төлөө	joy	0.242
preservative	презерватив	joy	0.242
intense	катуу	joy	0.242
supremacy	артыкчылык	joy	0.242
church	чиркөө	joy	0.242
procession	жүрүштөрүн	joy	0.242
consecration	арнаган	joy	0.235
lifetime	өмүр бою	joy	0.234
nursery	инкубатор	joy	0.234
humbled	моюн	joy	0.234
vote	добуш берүү	joy	0.234
incense	жыпар жыттуу зат түтөтүлүүчү	joy	0.234
lyre	лиранын	joy	0.234
candle	шам	joy	0.234
snowy	Кар	joy	0.234
doll	куурчак	joy	0.234
skiing	лыжа тебүү	joy	0.234
ordination	Аларды ыйык кызматка дайындоо	joy	0.234
art	искусство	joy	0.234
salary	айлык	joy	0.234
pastry	пирожное	joy	0.229
firefly	жаркырак конуз	joy	0.227
chilling	салкындап	joy	0.227
remedy	чара	joy	0.227
rescue	куткаруу	joy	0.225
camping	кемпинг	joy	0.221
perspective	келечек	joy	0.221
orchard	бакчада	joy	0.221
orchestra	оркестр	joy	0.221
possess	ээ	joy	0.219
castle	сепил	joy	0.219
lamb	козу	joy	0.219
gardens	бак	joy	0.219
breezy	согуп	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	ылдам	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	тиешесин	joy	0.212
ribbon	лента	joy	0.212
pho	Pho	joy	0.212
reggae	рэгги	joy	0.212
raindrops	жамгыр	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	окутуу	joy	0.212
nap	үлгүрөө	joy	0.206
stillness	бейпилчилик	joy	0.203
chant	ырдоо	joy	0.203
hire	жалдоо	joy	0.203
vernal	Аризона	joy	0.203
cove	бухта	joy	0.203
uncontrollable	ээ бербеген	joy	0.203
legalized	мыйзамдаштырылган	joy	0.203
unexpected	күтүлбөгөн	joy	0.203
lights	жарыктар	joy	0.203
save	куткаруу	joy	0.200
atone	жууш	joy	0.197
trees	дарактар	joy	0.197
pastor	пастор	joy	0.197
symmetry	симметриялуу	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	негизги диний китеп	joy	0.196
mountains	тоолор	joy	0.194
pathway	жолу	joy	0.188
walking	басып	joy	0.188
craziness	наадандыкты	joy	0.188
soppy	soppy	joy	0.188
tea	чай	joy	0.188
quiet	тынч	joy	0.188
forefathers	ата-бабалары	joy	0.188
liquor	суусундук	joy	0.188
custom	колдонуучунун	joy	0.188
whiteness	теримдин	joy	0.188
sympathetic	санаалаш	joy	0.188
patient	чыдамкай	joy	0.186
dollhouse	Жылдызбек	joy	0.182
