word	Khmer-km	emotion	emotion-intensity-score
congratulatory	អបអរសាទរ	joy	0.719
praising	សរសើរ	joy	0.719
thriving	រីកចម្រើន	joy	0.719
perfect	ល្អឥតខ្ចោះ	joy	0.719
magic	មន្តអាគម	joy	0.712
luckiest	សំណាងបំផុត	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	ប្រណីត	joy	0.712
bestfeeling	ល្អបំផុត	joy	0.712
treasures	កំណប់	joy	0.712
achievement	សមិទ្ធផល	joy	0.712
yay	yay	joy	0.712
holiday	ថ្ងៃឈប់សម្រាក	joy	0.712
intimate	ជិតស្និទ្ធ	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	ញញឹម	joy	0.706
rave	rave	joy	0.706
proud	មានមោទនភាព	joy	0.704
truelove	ស្នេហ៍​ពិត	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	អស្ចារ្យ	joy	0.703
goodnews	ដំណឹង​ល្អ	joy	0.703
optimism	សុទិដ្ឋិនិយម	joy	0.703
satisfying	ពេញចិត្ត	joy	0.703
gooood	gooood	joy	0.703
sweetest	ផ្អែមល្ហែម	joy	0.703
cherish	ពេញចិត្ត	joy	0.703
goodlife	ជីវិត​ល្អ	joy	0.703
beautification	ការតុបតែងលម្អ	joy	0.703
appreciates	កោតសរសើរ	joy	0.703
winning	ឈ្នះ	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	កំសាន្ត	joy	0.700
excite	រំភើប	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	ថ្ងៃកំណើត	joy	0.691
metime	ពេលវេលា	joy	0.688
favorite	សំណព្វ	joy	0.688
honored	កិត្តិយស	joy	0.688
content	មាតិកា	joy	0.688
godsend	godsend	joy	0.688
entertaining	កម្សាន្ត	joy	0.688
angelic	ទេវតា	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	ការថ្វាយបង្គំ	joy	0.688
exquisite	ល្អ	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	ដ៏មានតម្លៃ	joy	0.682
majestic	មហាអស្ចារ្យ	joy	0.682
appreciated	បានកោតសរសើរ	joy	0.682
luscious	គួរឱ្យស្រលាញ់	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	ញញឹម	joy	0.682
bestfriends	កល្យាណមិត្ត	joy	0.682
exaltation	ភាពតម្កើងឡើង	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	បំភ្លឺ	joy	0.682
tranquility	ស្ងប់ស្ងាត់	joy	0.679
marry	រៀបការ	joy	0.676
embrace	ឱប	joy	0.676
positively	វិជ្ជមាន	joy	0.676
dearest	ល្អបំផុត	joy	0.672
relaxation	ការសំរាកលំហែ	joy	0.672
accomplished	សម្រេច	joy	0.672
hug	ឱប	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	ញញឹម	joy	0.672
enliven	enliven	joy	0.672
contentment	ពេញចិត្ត	joy	0.672
hilarious	គួរឱ្យអស់សំណើច	joy	0.672
giggles	សើច	joy	0.672
bountiful	bountiful	joy	0.667
victor	ជ័យជំនះ	joy	0.667
adore	ចូលចិត្ត	joy	0.667
boisterous	boisterous	joy	0.667
fulfilled	បានបំពេញ	joy	0.667
fulfill	បំពេញ	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	រុងរឿង	joy	0.660
romanticism	មនោសញ្ចេតនា	joy	0.656
humor	លេងសើច	joy	0.656
glow	ពន្លឺ	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	រីករាយ	joy	0.656
appreciation	ការ​កោតសរសើរ	joy	0.656
encouraged	លើកទឹកចិត្ត	joy	0.656
satisfy	បំពេញ	joy	0.656
serenity	ភាពស្ងប់ស្ងាត់	joy	0.656
captivate	ទាក់ទាញ	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	ការពេញចិត្ត	joy	0.652
treasure	កំណប់	joy	0.652
engaged	ភ្ជាប់ពាក្យ	joy	0.652
praises	សរសើរ	joy	0.652
abundance	សម្បូរបែប	joy	0.652
fortunes	សំណាង	joy	0.652
relaxing	សម្រាក	joy	0.652
praised	សរសើរ	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	បំពេញ	joy	0.647
affection	ស្នេហា	joy	0.647
relieved	ធូរស្រាល	joy	0.647
carnival	ក្បួនហេ	joy	0.643
divine	ដ៏ទេវភាព	joy	0.641
saintly	បរិសុទ្ធ	joy	0.641
harmoniously	សុខដុមរមនា	joy	0.641
achieve	សម្រេចបាន	joy	0.641
thanksgiving	អរគុណ	joy	0.641
jackpot	Jackpot	joy	0.641
priceless	មានតំលៃមិនអាចកាត់ថ្លៃ	joy	0.641
sensuality	មនោសញ្ចេតនា	joy	0.641
champion	ជើងឯក	joy	0.641
wedding	ពិធីមង្គលការ	joy	0.641
uplifting	ការលើកកម្ពស់	joy	0.641
climax	កម្រិតមធ្យម	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	សន្តិភាព	joy	0.636
twinkle	twinkle	joy	0.636
reverie	reverie	joy	0.636
exalt	លើកដំកើង	joy	0.636
winner	អ្នកឈ្នះ	joy	0.636
felicity	felicity	joy	0.636
cuddle	cuddle	joy	0.636
comforting	ការលួងលោម	joy	0.636
honeymoon	ក្រេបទឹកឃ្មុំ	joy	0.636
xoxo	xoxo	joy	0.634
amusing	កំពុបញ្ឆោត	joy	0.625
reward	រង្វាន់	joy	0.625
fondness	ពេញចិត្ត	joy	0.625
hearts	ដួងចិត្ត	joy	0.625
brighter	ភ្លឺ	joy	0.625
sweet	ផ្អែម	joy	0.625
stargazing	stargazing	joy	0.625
festival	ពិធីបុណ្យ	joy	0.625
snuggling	snuggling	joy	0.625
generosity	សប្បុរសធម៌	joy	0.625
gorgeous	ស្រស់ស្អាត	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	ភេទ	joy	0.622
parade	ក្បួនដង្ហែរ	joy	0.621
applause	ការទះដៃ	joy	0.621
genial	genial	joy	0.621
beauty	សម្រស់	joy	0.621
kind	ប្រភេទ	joy	0.621
newlife	ជីវិត​ថ្មី	joy	0.618
aspiring	ប្រាថ្នា	joy	0.618
fulfilling	បំពេញ	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	គុណធម៌	joy	0.613
kiss	ថើប	joy	0.610
winnings	ឈ្នះ	joy	0.609
praiseworthy	គួរឱ្យសរសើរ	joy	0.609
rainbows	ឥន្ទធនូ	joy	0.609
generous	សប្បុរស	joy	0.609
enlightenment	ការត្រាស់ដឹង	joy	0.609
playful	លេងសើច	joy	0.609
christmas	ណូអែល	joy	0.609
super	ល្អ	joy	0.609
elegance	ឆើតឆាយ	joy	0.609
rekindle	rekindle	joy	0.609
awards	រង្វាន់	joy	0.609
adorable	គួរឱ្យស្រឡាញ់	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	ឯករាជ្យ	joy	0.607
successful	ជោគជ័យ	joy	0.606
onelove	នៅខាងក្រៅ	joy	0.606
kindness	សប្បុរស	joy	0.606
freely	ដោយសេរី	joy	0.606
surprises	ភ្ញាក់ផ្អើល	joy	0.606
inspired	បំផុសគំនិត	joy	0.606
hilarity	ស្នេហា	joy	0.606
wonder	ឆ្ងល់	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	ការកំសាន្ត	joy	0.603
whimsical	whimsical	joy	0.603
passion	ចំណង់ចំណូលចិត្ត	joy	0.603
beautify	សំអាត	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	ព្រះអាទិត្យរះ	joy	0.600
godisgood	ព្រះជាម្ចាស់​គឺ​ល្អ	joy	0.597
whoo	whoo	joy	0.594
angel	ទេវតា	joy	0.594
thankgod	អរគុណ​ព្រះជាម្ចាស់	joy	0.594
accomplishment	សមិទ្ធផល	joy	0.594
flirt	ចែចង់	joy	0.594
goodmusic	តន្ត្រី​ល្អ	joy	0.594
snuggled	snuggled	joy	0.594
revere	គោរព	joy	0.594
inspire	ជម្រុញ	joy	0.594
fanfare	តុក្កតា	joy	0.594
peacefully	ដោយសន្តិវិធី	joy	0.594
jesus	jesus	joy	0.594
goodies	ល្អ	joy	0.594
heroic	វីរភាព	joy	0.591
fortune	សំណាង	joy	0.591
friendship	មិត្តភាព	joy	0.591
singing	ច្រៀង	joy	0.591
exalted	តម្កើងឡើង	joy	0.591
summer	រដូវក្តៅ	joy	0.591
highest	ខ្ពស់បំផុត	joy	0.591
overflowing	ពោរពេញ	joy	0.588
contented	ពេញចិត្ត	joy	0.588
woot	woot	joy	0.588
rollicking	រុញ	joy	0.588
hope	សង្ឃឹម	joy	0.586
accolade	សរសើរ	joy	0.586
cozy	កក់ក្ដៅ	joy	0.583
delicious	ឆ្ងាញ់	joy	0.579
friendly	មិត្តភាព	joy	0.578
sensuous	សីលធម៌	joy	0.578
darling	darling	joy	0.578
picturesque	ស្អាត	joy	0.578
raving	raving	joy	0.578
praise	សរសើរ	joy	0.578
everlasting	ជារៀងរហូត	joy	0.578
ambition	មហិច្ឆតា	joy	0.578
thelife	ជីវិត	joy	0.578
sparkle	sparkle	joy	0.577
yeahhh	យាយ	joy	0.576
luckygirl	ក្មេងស្រី​ដែល​មានសំណាង	joy	0.576
flattering	ការលើកឡើង	joy	0.576
sensual	ត្រេកត្រអាល	joy	0.576
heroism	វីរភាព	joy	0.576
succeeding	ទទួលបានជោគជ័យ	joy	0.576
grace	ព្រះគុណ	joy	0.576
peace	សន្តិភាព	joy	0.576
livelife	livelife	joy	0.574
special	ពិសេស	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	បូម	joy	0.567
worthwhile	មានប្រយោជន៍	joy	0.562
revels	វិវរណៈ	joy	0.562
prevail	ឈ្នះ	joy	0.562
liking	ចូលចិត្ត	joy	0.562
sunny	មានពន្លឺថ្ងៃ	joy	0.562
relax	សម្រាក	joy	0.562
surprise	ភ្ញាក់ផ្អើល	joy	0.562
hugs	ឱប	joy	0.562
admirable	គួរឱ្យសរសើរ	joy	0.562
hero	វីរបុរស	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	កំប្លែង	joy	0.562
sweets	បង្អែម	joy	0.562
prosper	រីកចម្រើន	joy	0.562
superstar	ផ្កាយ	joy	0.562
favorable	អំណោយផល	joy	0.561
bless	ប្រទានពរ	joy	0.561
tenderness	ទន់ភ្លន់	joy	0.561
freedom	សេរីភាព	joy	0.561
masterpiece	ស្នាដៃឯក	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	ក្តីសុបិន្ត	joy	0.559
hopeful	សង្ឃឹម	joy	0.559
home	ផ្ទះ	joy	0.559
cruising	ការបើកបរ	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	ភាពស្មោះត្រង់	joy	0.553
closeness	ភាពជិតស្និទ្ធ	joy	0.552
eagerness	ការខ្នះខ្នែង	joy	0.552
comfy	ល្អ	joy	0.551
sunshine	ពន្លឺព្រះអាទិត្យ	joy	0.551
confidence	ទំនុកចិត្ត	joy	0.547
mistletoe	mistletoe	joy	0.547
elite	វរជន	joy	0.547
celestial	ឋានសួគ៌	joy	0.547
heart	បេះដូង	joy	0.547
completion	បញ្ចប់	joy	0.547
good	ល្អ	joy	0.547
daughter	កូនស្រី	joy	0.547
gifts	អំណោយ	joy	0.547
astonishment	ភ្ញាក់ផ្អើល	joy	0.547
bonus	ប្រាក់រង្វាន់	joy	0.547
goodmorning	អរុណ​សួស្តី	joy	0.547
lifted	លើក	joy	0.547
zeal	ភាពឧស្សាហ៍	joy	0.547
illuminate	បំភ្លឺ	joy	0.547
gift	អំណោយ	joy	0.547
vacation	វិស្សមកាល	joy	0.547
charmed	ទាក់ទាញ	joy	0.546
recreation	ការកំសាន្ត	joy	0.545
encouragement	ការលើកទឹកចិត្ត	joy	0.545
gush	ស្រេកឃ្លាន	joy	0.545
sublime	sublime	joy	0.545
dance	រាំ	joy	0.545
god	ព្រះ	joy	0.545
free	ឥតគិតថ្លៃ	joy	0.544
freshstart	ចាប់ផ្តើម​ជា​ថ្មី	joy	0.544
savior	ព្រះអង្គសង្គ្រោះ	joy	0.543
sanctuary	ជម្រក	joy	0.541
grandchildren	ចៅ ៗ	joy	0.540
wellness	សុខភាព	joy	0.537
revel	វិវរណៈ	joy	0.534
inspirational	បំផុសគំនិត	joy	0.531
savor	savor	joy	0.531
matrimony	អាពាហ៍ពិពាហ៍	joy	0.531
money	លុយ	joy	0.531
rainbow	ឥន្ធនូ	joy	0.531
confident	ទំនុកចិត្ត	joy	0.531
bridal	កូនក្រមុំ	joy	0.531
music	តន្ត្រី	joy	0.531
fab	អស្ចារ្យ	joy	0.531
serene	ស្ងប់ស្ងាត់	joy	0.531
alive	រស់	joy	0.531
holiness	បរិសុទ្ធ	joy	0.531
vitality	ទិន្នន័យសំខាន់	joy	0.531
liberation	រំដោះ	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	ស្ងប់ស្ងាត់	joy	0.531
soar	លោត	joy	0.531
firstborn	កូនច្បង	joy	0.531
elegant	ឆើតឆាយ	joy	0.530
mastery	ពូកែ	joy	0.530
illumination	ការបំភ្លឺ	joy	0.530
welcomed	ស្វាគមន៍	joy	0.530
warmth	ភាពកក់ក្តៅ	joy	0.530
blossom	ផ្កា	joy	0.530
glimmer	ល្ហិតល្ហៃ	joy	0.530
faithful	ស្មោះត្រង់	joy	0.529
treat	ព្យាបាល	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laurels	joy	0.521
commendable	គួរឱ្យសរសើរ	joy	0.519
powerful	ដ៏មានឥទ្ធិពល	joy	0.516
silly	ឆ្កួត ៗ	joy	0.516
zest	zest	joy	0.516
presents	បង្ហាញ	joy	0.516
succeed	ជោគជ័យ	joy	0.516
jingle	jingle	joy	0.516
remarkable	គួរឱ្យកត់សម្គាល់	joy	0.516
greeted	ស្វាគមន៍	joy	0.516
brotherly	បងប្អូន	joy	0.516
pride	មោទនភាព	joy	0.516
strengthening	ពង្រឹង	joy	0.516
aspire	ប្រាថ្នាចង់បាន	joy	0.516
abundant	សម្បូរបែប	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	រស្មី	joy	0.516
almighty	មានអំណាចខ្លាំងក្លា	joy	0.516
fancy	ពុម្ពអក្សរក្បូរក្បាច់	joy	0.516
zen	zen	joy	0.515
coronation	ពិធីជប់លៀង	joy	0.515
kudos	សម្លាញ់	joy	0.515
vivid	រស់រវើក	joy	0.515
leisure	ការកំសាន្ត	joy	0.515
complete	បញ្ចប់	joy	0.515
cutie	cutie	joy	0.515
newme	ថ្មី	joy	0.515
familytime	ពេល​វេលា​គ្រួសារ	joy	0.515
animated	មានចលនា	joy	0.515
spirit	វិញ្ញាណ	joy	0.515
thanking	អរគុណ	joy	0.515
kid	ក្មេង	joy	0.515
shining	ចាំង	joy	0.515
payday	ថ្ងៃឈប់សំរាក	joy	0.515
princely	អធិរាជ	joy	0.515
reunited	រួបរួមគ្នាវិញ	joy	0.515
therapeutic	ព្យាបាល	joy	0.515
comfort	ការលួងលោម	joy	0.515
godly	ព្រះ	joy	0.514
marriage	អាពាហ៍ពិពាហ៍	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	ទំនាក់ទំនង	joy	0.514
spouse	ប្តីប្រពន្ធ	joy	0.507
intimately	យ៉ាងជិតស្និទ្ធ	joy	0.507
accomplish	សម្រេច	joy	0.500
excel	ល្អឥតខ្ចោះ	joy	0.500
inviting	អញ្ជើញ	joy	0.500
meritorious	គុណធម៌	joy	0.500
diamond	ពេជ្រ	joy	0.500
nature	ធម្មជាតិ	joy	0.500
dignity	សេចក្តីថ្លៃថ្នូរ	joy	0.500
family	គ្រួសារ	joy	0.500
soulful	ព្រលឹង	joy	0.500
charitable	សប្បុរសធម៌	joy	0.500
encourage	លើកទឹកចិត្ត	joy	0.500
friends	មិត្តភក្តិ	joy	0.500
satisfied	ពេញចិត្ត	joy	0.500
welcoming	ស្វាគមន៍	joy	0.500
healthy	មានសុខភាពល្អ	joy	0.500
surreal	surreal	joy	0.500
refreshed	បានធ្វើឱ្យស្រស់	joy	0.500
beach	ឆ្នេរ	joy	0.500
motherhood	ម្តាយ	joy	0.500
respect	គោរព	joy	0.500
gem	ត្បូង	joy	0.500
erotic	ស្រើបស្រាល	joy	0.500
visionary	ចក្ខុវិស័យ	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	សម្រេច	joy	0.500
christ	ព្រះគ្រីស្ទ	joy	0.500
memorable	គួរឱ្យចងចាំ	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	ទារក	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	ភាពត្រឹមត្រូវ	joy	0.500
bloom	bloom	joy	0.500
carefree	គ្មានកង្វល់	joy	0.500
aura	អូរ៉ា	joy	0.493
health	សុខភាព	joy	0.493
liberty	សេរីភាព	joy	0.486
approved	បានអនុម័ត	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	ខ្សាច់	joy	0.486
rapture	លើកឡើងទៅស្ថានសួគ៌	joy	0.485
engaging	ចូលរួម	joy	0.485
crowning	កោង	joy	0.485
aspiration	សេចក្តីប្រាថ្នា	joy	0.485
prestige	កិត្យានុភាព	joy	0.485
crescendo	crescendo	joy	0.485
gentle	ទន់ភ្លន់	joy	0.485
liberate	រំដោះ	joy	0.485
betrothed	គូ	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	រង្វាន់	joy	0.485
privileged	ឯកសិទ្ធិ	joy	0.485
loyal	ស្មោះត្រង់	joy	0.485
