word	Myanmar (Burmese)-my	emotion	emotion-intensity-score
campaigning	စည်းရုံးလှုပ်ရှားမှု	fear	0.125
soready	soready	fear	0.125
tryout	စမ်းကြည့်သည်	fear	0.125
marry	လက်ထပ်ထိမ်းမြား	fear	0.125
sprite	Sprite	fear	0.125
swim	ရေကူး	fear	0.125
gameday	gameday	fear	0.125
sag	SAG	fear	0.123
pharmacy	ဆေးတိုက်	fear	0.123
policeman	ရဲသား	fear	0.121
lace	ထိုးဇါ	fear	0.111
dreamt	အိပ်မက်ကိုမြင်မက်	fear	0.111
holiness	ဆရာတော်	fear	0.109
pray	ဆုတောင်း	fear	0.109
weight	အလေးချိန်	fear	0.109
incase	အရေးကြုံလျှင်	fear	0.109
knot	အထုံး	fear	0.109
confidence	ယုံကြည်စိတ်ချမှု	fear	0.109
notoriety	ကျော်ကြားမှု	fear	0.109
homework	အိမ်စာ	fear	0.109
destination	ခရီးလမ်းဆုံး	fear	0.109
bigday	bigday	fear	0.109
slender	အချိုးအစားကျသော	fear	0.100
undecided	undecided	fear	0.098
sympathetic	စာနာတတ်သော	fear	0.097
god	ဘုရားသခ	fear	0.094
grades	အဆင့်	fear	0.094
loyal	သစ္စာစောင့်သိ	fear	0.094
poise	တားမြစ်မှုခံရ	fear	0.094
treat	စားသောကျပှဲ	fear	0.094
confident	ယုံကြည်မှု	fear	0.094
counsellor	အကြံပေးသူ	fear	0.094
helmet	သံခမောက်	fear	0.094
case	အမှု	fear	0.094
locate	တည်ရှိ	fear	0.094
northeast	အရှေ့မြောက်ဘက်	fear	0.088
compassion	ကရုဏာ	fear	0.078
nurture	ပွား	fear	0.078
graduation	တက်ဏသိုလျဘှဲ့ရခွငျး	fear	0.078
graded	အဆင့်အလိုက်သတ်မှတ်ထားသော	fear	0.075
mum	mum,	fear	0.070
infant	မွေးကင်းစ	fear	0.067
civilians	အရပ်သားများ	fear	0.062
soulmate	soulmate	fear	0.062
civilian	အရပ်သား	fear	0.062
cloudiness	မိုးအုံ့သော	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	ချင်းပျင်းပြသခြင်း	fear	0.062
cash	ငွေသား	fear	0.062
journey	ခရီးသွားခြင်း	fear	0.062
guidelines	ညွှန်ကြားချက်များ	fear	0.062
youth	လူငယ်	fear	0.062
opera	တေးသံစုံကဇါတ်	fear	0.057
synonymous	ပြောရလျှင်	fear	0.056
praying	ဆုတောငျးလကျြ	fear	0.047
honest	ရိုးသားသော	fear	0.047
intelligence	ထောက်လှမ်းရေး	fear	0.038
romance	စိတ်ကူးယဉ်သီချင်း	fear	0.031
lines	လိုင်းများ	fear	0.031
volunteer	အပျြောအမှုထမျး	fear	0.031
obey	နားထောင်	fear	0.016
happiest	အပျော်ရွှင်ဆုံး	joy	0.986
happiness	ပျြောရှငျမှု	joy	0.984
bliss	ချမ်းသာ	joy	0.971
celebrating	ကျင်းပနေ	joy	0.970
jubilant	Jubilant	joy	0.969
ecstatic	ecstatic	joy	0.954
elation	ဘုန်းကြီး	joy	0.944
bestdayever	bestdayever	joy	0.938
beaming	ဖိုင်တွေကို	joy	0.938
loveee	loveee	joy	0.932
celebration	အခမ်းအနား	joy	0.929
awesomeness	Awesome	joy	0.926
joy	ဝမ်းမြောက်သောစိတ်	joy	0.924
happily	ပျော်ရွှင်စွာ	joy	0.922
excitement	ထကြွခြင်း	joy	0.922
euphoria	Euphoria ပီတိ	joy	0.922
fabulous	ဒဏ္ဍရီကဲ့သို့သော	joy	0.922
joyous	ရွှင်လန်းသော	joy	0.922
exuberance	exuberant	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	ချစ်ခြင်းမေတ္တာ	joy	0.920
gratitude	ကြေးဇူးတငျစကား	joy	0.914
spectacular	စိတ်ဓါတ်ထိခိုက်သော	joy	0.912
merriment	ဝမ်းမြောက်	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	အလှနျ	joy	0.909
triumphant	အောင်ပွဲခံ	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ecstasy	joy	0.906
cheerful	ရွှင်လန်းသော	joy	0.906
cheer	ရွှင်လန်း	joy	0.897
elated	ဘုန်းကြီး	joy	0.894
lovethis	အဲဒါကိုကြိုက်တယ်	joy	0.891
laugh	ရယ်မော	joy	0.891
jolly	jolly	joy	0.891
pleasures	အပျော်အပါး	joy	0.891
excitation	စိတ်လှုပ်ရှားဖွယ်	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	ဝမ်းသာပီတိဖြစ်	joy	0.891
exhilaration	ရတာဟာ	joy	0.891
marvelously	အံ့ဖှယျ	joy	0.881
loving	မေတ္တာရှင်	joy	0.879
joyful	ဝမျးမွောကျသော	joy	0.879
outstanding	ထူးချွန်	joy	0.879
blissful	လာပါ	joy	0.879
pleasurable	ပျြောမှေ့စ	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	စိတ်အားထက်သန်လှသော	joy	0.875
lovinglife	lovinglife	joy	0.875
glee	ဝမ်းမြောက်	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	sohappy	joy	0.868
woohoo	woohoo	joy	0.864
laughing	ရယ်မော	joy	0.864
superb	ထိပ်တန်း	joy	0.864
wonderful	အံ့သြစရာ	joy	0.863
brilliant	ဉာဏ်ရွှင်သော	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	ပေးနေသော	joy	0.859
hooray	ဟူးရေး	joy	0.859
glory	ဂုဏ်	joy	0.859
celebrated	ဂုဏျ	joy	0.859
loved	ခစျြတဲ့	joy	0.859
magnificent	ကြီးကျယ်သော	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	ဟာလေလုယ	joy	0.859
exciting	ထကြွဘွယ်ဖြစ်သော	joy	0.853
heavenly	ကောင်းကင်ဘုံရှင်	joy	0.853
thrilled	စိတ်လှုပ်ရှား	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	ဆင်နွှဲ	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	ကောင်းကြီးမင်္ဂလာ	joy	0.844
wonderfully	အံ့ဩဘွယ်သော	joy	0.844
sweetness	ချိုခြင်း	joy	0.833
marvellous	အံ့ဘွယ်သော	joy	0.833
festive	ပွဲလမ်းသဘင်	joy	0.833
blessed	မင်္ဂလာ	joy	0.833
paradise	နတ်ဘုံနတ်နန်း	joy	0.833
celebrations	အထိမ်းအမှတ်ပွဲများကျင်းပ	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	ပြုံး	joy	0.828
enchanting	ဝိဇ္ဇာအတတ်အား	joy	0.828
love	ချစ်ခြင်းမေတ္တာ	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	ပျော်ရွှင်ဖွယ်အိမ်	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	အရယ်	joy	0.824
marvelous	အံ့ဘွယ်သော	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	အောင်ပွဲခံ	joy	0.818
sensational	အာရုံခံစားစေသော	joy	0.818
delightful	မြတ်နိုးလှသော	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	ဝမ်းမြောက်သောသူ	joy	0.818
joys	ပျော်ရွှင်မှု	joy	0.818
goodness	ကောင်းမွန်ခြင်း	joy	0.818
excited	ထကြွသော	joy	0.818
excellence	သာလွန်ကောင်းမွန်မှု	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	jovial	joy	0.814
glorious	ဘုန်းကြီးသော	joy	0.812
lovemaking	lovemaking	joy	0.812
rejoice	ရွှင်လန်း	joy	0.812
victorious	အောင်ပွဲ	joy	0.812
excellent	အလွန်ကောင်းမွန်သော	joy	0.812
bonanza	လူ့အဖွဲ့အစည်းတခု	joy	0.812
smiley	အပြုံးမျက်နှာ	joy	0.812
enjoy	နှစ်သက်	joy	0.812
splendid	အထူးကောင်းသော	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	goodtimes	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	happyday	joy	0.809
myfavorite	ကိုယ်နှစ်သက်သော	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	အပျြောအပါး	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	ရွှင်လန်းသောစိတ်	joy	0.803
giggle	တဟီဟီရယ်	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	အောင်မြင်ခြင်း	joy	0.797
happier	ပျြောရှငျ	joy	0.797
dancing	ကခုန်	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	ဘုနျး	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	ကျေးဇူးတင်	joy	0.789
splendor	ဘုန်း	joy	0.788
amuse	ရွှင်မြူးစေ	joy	0.788
fun	ပျော်စရာ	joy	0.788
happy	ပျြောရှငျသော	joy	0.788
enchanted	ဝိဇ္ဇာအတတ်အား	joy	0.781
glorify	ချီးကျူး	joy	0.781
glad	ဝမျးသာ	joy	0.781
beautiful	လှသောအဆင်း	joy	0.781
solucky	solucky	joy	0.781
giggling	တဟီဟီရယ်	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	တောက်ပ	joy	0.781
heavens	မိုဃ်းကောင်းကင်ကို	joy	0.779
perfection	စုံလင်ခြင်း	joy	0.779
christmassy	christmassy	joy	0.779
romance	စိတ်ကူးယဉ်သီချင်း	joy	0.779
thrilling	စိတျလှုပျရှားဖှယျ	joy	0.776
miraculous	အံ့ဖွယ်	joy	0.773
fiesta	fiesta	joy	0.773
entertain	ပျြောရှငျစေ	joy	0.773
congrats	ဂုဏ်ယူပါတယ်	joy	0.773
cheers	ရွှင်လန်း	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positive	joy	0.773
lovable	ချစ်ဘွယ်ကောင်းသော	joy	0.773
cheered	မှီဝဲခြင်း	joy	0.773
funday	ပျော်စရာနေ	joy	0.772
enjoying	ခံစား	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	ရွှင်မြူးခြင်း	joy	0.766
lifeisgood	lifeisgood	joy	0.766
thebest	အကောင်းဆုံး	joy	0.766
sosweet	ချစ်စရာကောင်းသော	joy	0.766
smiles	အပြုံးများ	joy	0.766
delight	မွေ့လျော်	joy	0.765
orgasm	အော်ဂဇင်	joy	0.765
party	ပါတီ	joy	0.765
positive	အပြုသဘောဆောင်	joy	0.761
cheerfulness	ပြုသောသူသည်စေတနာစိတ်	joy	0.758
miracles	အံ့ဖွယ်အ	joy	0.758
sweetheart	ရည်းစား	joy	0.758
enlighten	အလင်း	joy	0.758
christmastime	ခရစ်စမတ်ကာလ	joy	0.757
giddy	မူး	joy	0.757
romantic	စိတ်ကူးယဉ်တတ်သော	joy	0.750
gratify	gratify	joy	0.750
friendliness	ဖော်ရွေ	joy	0.750
laughs	ပြုံးရယ်	joy	0.750
greatness	ကြီးမားခြင်း	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	သာယာဝပွောသော	joy	0.750
blessings	ကောင်းကြီးမင်္ဂလာ	joy	0.750
smile	ပွုံးရယျ	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	frolic	joy	0.748
jubilee	ယုဘိလ	joy	0.742
enthusiasm	စိတ်အားထက်သန်ခြင်း	joy	0.742
triumph	အောင်ပွဲ	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	မှော်	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	အံ့သြဘွယ်	joy	0.742
rewarding	ကြိုး	joy	0.742
feelgood	feelgood	joy	0.736
prosperity	သာယာဝပြော	joy	0.735
luxurious	စည်းစိမ်ကြီသော	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	vivacious	joy	0.734
goodday	ကောင်းသောနေ့	joy	0.734
passionate	စိတ်ထွက်လွယ်သော	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	ဝိဇ္ဇာအတတ်အား	joy	0.734
victory	အောင်ပွဲ	joy	0.734
admiration	မြတ်နိုးခြင်း	joy	0.734
tgif	tgif	joy	0.734
glorification	ဘုန်းတော်ထင်ရှား	joy	0.733
sing	တေးသီချင်းဆို	joy	0.729
glowing	ရဲ	joy	0.729
breathtaking	ရင်သပ်ရှုမောဖွယ်ရာ	joy	0.728
fulfillment	ပွညျ့စုံ	joy	0.728
yessss	yessss	joy	0.728
cheery	cheery	joy	0.727
thankful	ကျေးဇူးတင်	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	Santa	joy	0.727
award	ချီးမြှင့်	joy	0.727
atpeace	atpeace	joy	0.727
win	အောင်မြင်	joy	0.727
merry	ရွှင်ပျသော	joy	0.727
pleased	ကျေနပ်	joy	0.725
radiance	အရောင်	joy	0.725
inspiration	စိတ်ဝင်စားခြင်း	joy	0.725
uplift	မြင့်မား	joy	0.723
optimistic	အကောငျးဖွစျလာမညျဟုမြျှောလငျ့သော	joy	0.723
heaven	မိုဃ်းကောင်းကင်က	joy	0.721
lucky	ကောင်းမွန်သော	joy	0.721
thrill	စိတ်လှုပ်ရှား	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	အားလပ်ရက်	joy	0.721
harmony	သဟဇာတ	joy	0.719
brighten	အလှဆင်ရန်	joy	0.719
lover	ချစ်မြတ်နိုးတဲ့	joy	0.719
heartfelt	နှလုံးပါ	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	လှပသော	joy	0.719
amusement	ရွှင်မြူးခြင်း	joy	0.719
congratulatory	congratulatory	joy	0.719
praising	ကိုခြီးမှမျး	joy	0.719
thriving	အောင်မြင်	joy	0.719
perfect	စုံလင်သော	joy	0.719
magic	မျှော	joy	0.712
luckiest	luckiest	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	ဇိမ်ခံ	joy	0.712
bestfeeling	bestfeeling	joy	0.712
treasures	ဘဏ္ဍာကို	joy	0.712
achievement	အောင်မြင်ချက်	joy	0.712
yay	ရေး	joy	0.712
holiday	အားလပ်ရက်များ	joy	0.712
intimate	သဘာဝအတိုင်းဖြစ်သော	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	စည်းချက်မြန်အီလက်ထရွန်နစ်	joy	0.706
proud	မာနထောင်လွှား	joy	0.704
truelove	အချစ်စစ်	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	အံ့သြလောက်အောင်	joy	0.703
goodnews	သတင်းကောင်း	joy	0.703
optimism	အကောင်းမြင်	joy	0.703
satisfying	ကျေနပ်စရာ	joy	0.703
gooood	gooood	joy	0.703
sweetest	ငှက်ကလေး	joy	0.703
cherish	မြတ်နိုး	joy	0.703
goodlife	သာယာတဲ့ဘဝ	joy	0.703
beautification	beautification	joy	0.703
appreciates	ကြေးဇူးတငျကွောငျး	joy	0.703
winning	အနိုင်ရ	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	တရားတော်	joy	0.700
excite	နှိုးဆျော	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	မှေးနေ့	joy	0.691
metime	metime	joy	0.688
