word	Catalan-ca	emotion	emotion-intensity-score
ambition	ambició	joy	0.578
thelife	la vida	joy	0.578
sparkle	espurna	joy	0.577
yeahhh	sí	joy	0.576
luckygirl	noia amb sort	joy	0.576
flattering	halagador	joy	0.576
sensual	sensual	joy	0.576
heroism	heroisme	joy	0.576
succeeding	triomfant	joy	0.576
grace	gràcia	joy	0.576
peace	pau	joy	0.576
livelife	viu la vida	joy	0.574
special	especial	joy	0.574
tantalizing	Tastant	joy	0.572
pumped	bombat	joy	0.567
worthwhile	val la pena	joy	0.562
revels	divertiments	joy	0.562
prevail	prevalgui	joy	0.562
liking	a gust	joy	0.562
sunny	assolellat	joy	0.562
relax	relax	joy	0.562
surprise	sorpresa	joy	0.562
hugs	abraçades	joy	0.562
admirable	admirable	joy	0.562
hero	heroi	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	humorístic	joy	0.562
sweets	dolços	joy	0.562
prosper	prosperar	joy	0.562
superstar	superestrella	joy	0.562
favorable	favorable	joy	0.561
bless	beneeixi	joy	0.561
tenderness	tendresa	joy	0.561
freedom	llibertat	joy	0.561
masterpiece	obra mestra	joy	0.561
newyear	any nou	joy	0.561
dreams	somnis	joy	0.559
hopeful	esperançat	joy	0.559
home	casa	joy	0.559
cruising	creuer	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	fidelitat	joy	0.553
closeness	proximitat	joy	0.552
eagerness	afany	joy	0.552
comfy	còmode	joy	0.551
sunshine	sol	joy	0.551
confidence	confiança	joy	0.547
mistletoe	vesc	joy	0.547
elite	elit	joy	0.547
celestial	celestial	joy	0.547
heart	cor	joy	0.547
completion	finalització	joy	0.547
good	bo	joy	0.547
daughter	filla	joy	0.547
gifts	regals	joy	0.547
astonishment	sorpresa	joy	0.547
bonus	bonificació	joy	0.547
goodmorning	bon dia	joy	0.547
lifted	aixecat	joy	0.547
zeal	zel	joy	0.547
illuminate	il·luminar	joy	0.547
gift	regal	joy	0.547
vacation	vacances	joy	0.547
charmed	encantat	joy	0.546
recreation	recreació	joy	0.545
encouragement	ànim	joy	0.545
gush	gush	joy	0.545
sublime	sublim	joy	0.545
dance	dansa	joy	0.545
god	Déu	joy	0.545
free	gratuït	joy	0.544
freshstart	nou començament	joy	0.544
savior	salvador	joy	0.543
sanctuary	santuari	joy	0.541
grandchildren	néts	joy	0.540
wellness	benestar	joy	0.537
revel	revel	joy	0.534
inspirational	inspirador	joy	0.531
savor	assaborir	joy	0.531
matrimony	matrimonis	joy	0.531
money	diners	joy	0.531
rainbow	arc de Sant Martí	joy	0.531
confident	confiat	joy	0.531
bridal	nupcial	joy	0.531
music	música	joy	0.531
fab	Fab	joy	0.531
serene	serè	joy	0.531
alive	viu	joy	0.531
holiness	santedat	joy	0.531
vitality	vitalitat	joy	0.531
liberation	alliberament	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	calmant	joy	0.531
soar	es dispara	joy	0.531
firstborn	primogènit	joy	0.531
elegant	elegant	joy	0.530
mastery	domini	joy	0.530
illumination	il·luminació	joy	0.530
welcomed	benvinguda	joy	0.530
warmth	calidesa	joy	0.530
blossom	florir	joy	0.530
glimmer	glimmer	joy	0.530
faithful	fidels	joy	0.529
treat	tractar	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laureles	joy	0.521
commendable	encomiable	joy	0.519
powerful	potent	joy	0.516
silly	tonto	joy	0.516
zest	ronc	joy	0.516
presents	presenta	joy	0.516
succeed	triomfar	joy	0.516
jingle	jingle	joy	0.516
remarkable	notable	joy	0.516
greeted	saludat	joy	0.516
brotherly	fraternal	joy	0.516
pride	orgull	joy	0.516
strengthening	enfortiment	joy	0.516
aspire	aspirar	joy	0.516
abundant	abundant	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	resplendent	joy	0.516
almighty	Totpoderós	joy	0.516
fancy	luxós	joy	0.516
zen	zen	joy	0.515
coronation	coronació	joy	0.515
kudos	felicitats	joy	0.515
vivid	vívid	joy	0.515
leisure	oci	joy	0.515
complete	complet	joy	0.515
cutie	Cutie	joy	0.515
newme	newme	joy	0.515
familytime	temps en familia	joy	0.515
animated	animat	joy	0.515
spirit	esperit	joy	0.515
thanking	agraint	joy	0.515
kid	noi	joy	0.515
shining	brillant	joy	0.515
payday	dia de pagament	joy	0.515
princely	princely	joy	0.515
reunited	reunits	joy	0.515
therapeutic	terapèutic	joy	0.515
comfort	confort	joy	0.515
godly	piadoso	joy	0.514
marriage	matrimoni	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	relació	joy	0.514
spouse	cònjuge	joy	0.507
intimately	íntimament	joy	0.507
accomplish	aconseguir	joy	0.500
excel	sobresortir	joy	0.500
inviting	convidant	joy	0.500
meritorious	meritori	joy	0.500
diamond	diamant	joy	0.500
nature	naturalesa	joy	0.500
dignity	dignitat	joy	0.500
family	família	joy	0.500
soulful	amb ànima	joy	0.500
charitable	caritatiu	joy	0.500
encourage	animar	joy	0.500
friends	amics	joy	0.500
satisfied	satisfet	joy	0.500
welcoming	acollidor	joy	0.500
healthy	saludable	joy	0.500
surreal	surrealista	joy	0.500
refreshed	actualitzat	joy	0.500
beach	platja	joy	0.500
motherhood	maternitat	joy	0.500
respect	respecte	joy	0.500
gem	gemma	joy	0.500
erotic	eròtic	joy	0.500
visionary	visionari	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	aconseguit	joy	0.500
christ	cristo	joy	0.500
memorable	memorable	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	bebè	joy	0.500
purr	ronroneo	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	veracitat	joy	0.500
bloom	florir	joy	0.500
carefree	despreocupat	joy	0.500
aura	aura	joy	0.493
health	salut	joy	0.493
liberty	llibertat	joy	0.486
approved	aprovat	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasi	joy	0.486
rapture	rapto	joy	0.485
engaging	atractiu	joy	0.485
crowning	coronació	joy	0.485
aspiration	aspiració	joy	0.485
prestige	prestigi	joy	0.485
crescendo	crescendo	joy	0.485
gentle	amable	joy	0.485
liberate	alliberar	joy	0.485
betrothed	compromès	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	generositat	joy	0.485
privileged	privilegiada	joy	0.485
loyal	lleial	joy	0.485
inseparable	inseparable	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	apogeu	joy	0.484
trophy	Trofeu	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	sort	joy	0.484
creativity	creativitat	joy	0.484
destiny	destinació	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendència	joy	0.484
bouquet	ram	joy	0.484
chocolate	xocolata	joy	0.484
aloha	aloha	joy	0.484
yummy	saborós	joy	0.484
dream	somiar	joy	0.484
desire	desig	joy	0.484
boyfriend	nuvi	joy	0.480
commemoration	commemoració	joy	0.479
intelligence	intel·ligència	joy	0.477
readiness	preparació	joy	0.473
friend	amic	joy	0.471
enthusiast	entusiasta	joy	0.471
bride	núvia	joy	0.471
lush	exuberant	joy	0.470
calming	calmant	joy	0.470
inheritance	herència	joy	0.470
kiddo	kiddo	joy	0.470
massage	massatge	joy	0.470
tickle	pessigolles	joy	0.470
adventure	aventura	joy	0.470
nostalgia	nostàlgia	joy	0.470
soothe	calmar	joy	0.470
goals	metes	joy	0.469
luster	brillantor	joy	0.469
giving	donant	joy	0.469
princess	princesa	joy	0.469
heartily	de cor	joy	0.469
benevolence	benevolència	joy	0.469
nurture	nodrir	joy	0.469
bridegroom	nuvi	joy	0.469
eternal	etern	joy	0.469
pray	pregueu	joy	0.469
getaway	escapada	joy	0.469
humanitarian	humanitari	joy	0.469
bonding	enllaç	joy	0.469
rest	descans	joy	0.469
amicable	amistós	joy	0.469
purring	roncar	joy	0.469
pretty	bonic	joy	0.469
child	nen	joy	0.466
salutary	saludable	joy	0.465
invite	convidar	joy	0.457
reminiscing	recordant	joy	0.456
beam	biga	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropical	joy	0.455
aesthetics	estètica	joy	0.455
friday	divendres	joy	0.455
elevation	elevació	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	cerimònia	joy	0.455
mindfulness	consciència	joy	0.455
hee	hee	joy	0.455
kindred	familiar	joy	0.455
scholarship	beques	joy	0.455
befriend	amic	joy	0.455
commemorate	commemorar	joy	0.453
allure	encant	joy	0.453
faith	fe	joy	0.453
forgiveness	perdó	joy	0.453
scenery	paisatge	joy	0.453
vindication	reivindicació	joy	0.453
waterfall	cascada	joy	0.453
birth	naixement	joy	0.453
noworries	no et preocupis	joy	0.453
approve	aprovar	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	viatge	joy	0.447
meditation	meditació	joy	0.446
relaxed	relaxat	joy	0.442
tranquil	tranquil	joy	0.441
weekend	cap de setmana	joy	0.441
present	present	joy	0.441
tender	tendre	joy	0.441
nostalgic	nostàlgic	joy	0.439
prayer	oració	joy	0.439
sharing	compartir	joy	0.439
esteem	estima	joy	0.439
lyrical	líric	joy	0.439
righteousness	justícia	joy	0.439
share	Compartir	joy	0.438
husband	marit	joy	0.438
life	vida	joy	0.438
sonnet	sonnet	joy	0.438
relief	alleujament	joy	0.438
unbeaten	invicte	joy	0.438
newday	nou dia	joy	0.438
meditate	meditar	joy	0.438
mighty	poderós	joy	0.438
eager	ansiós	joy	0.438
strength	força	joy	0.438
warm	càlid	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	amic	joy	0.427
oneness	Unitat	joy	0.426
unsurpassed	sense igual	joy	0.424
ejaculation	ejaculació	joy	0.424
unconstrained	sense restriccions	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medalla	joy	0.424
amen	amen	joy	0.424
candlelight	llum de les espelmes	joy	0.424
reverence	reverència	joy	0.424
healthful	saludable	joy	0.424
carols	Nadales	joy	0.424
sledding	trineu	joy	0.422
wealth	riquesa	joy	0.422
graduation	graduació	joy	0.422
frisky	frisky	joy	0.422
energy	energia	joy	0.422
calmness	calma	joy	0.422
beginnings	inicis	joy	0.422
safe	segur	joy	0.422
musical	musical	joy	0.422
symphony	simfonia	joy	0.422
lml	lml	joy	0.422
glitter	purpurina	joy	0.422
ease	facilitat	joy	0.422
helpful	útil	joy	0.422
soundness	solidesa	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	promesa	joy	0.415
reunite	reunir	joy	0.414
salvation	salvació	joy	0.412
mother	mare	joy	0.412
poems	poemes	joy	0.412
inauguration	inauguració	joy	0.409
immaculate	immaculada	joy	0.409
lighten	alleugerir	joy	0.409
aromatherapy	aromateràpia	joy	0.409
travel	viatjar	joy	0.409
lavender	lavanda	joy	0.409
purify	purificar	joy	0.409
clown	pallasso	joy	0.409
star	estrella	joy	0.406
cash	efectiu	joy	0.406
heal	curar	joy	0.406
completing	completant	joy	0.406
companion	company	joy	0.406
live	en directe	joy	0.406
flowers	flors	joy	0.406
wishing	desitjant	joy	0.406
charity	caritat	joy	0.406
opportune	oportú	joy	0.406
income	ingressos	joy	0.403
soul	ànima	joy	0.401
munchies	munchies	joy	0.400
indescribable	inefable	joy	0.397
progress	progrés, progressar	joy	0.397
emancipation	emancipació	joy	0.397
christian	cristià	joy	0.397
hammock	hamaca	joy	0.394
together	junts	joy	0.394
equality	igualtat	joy	0.394
fullness	plenitud	joy	0.394
picnic	picnic	joy	0.394
calm	calma	joy	0.394
childhood	infància	joy	0.394
rhythmical	rítmic	joy	0.394
movies	pel·lícules	joy	0.393
zealous	zelós	joy	0.393
littlethings	petites coses	joy	0.391
humanity	humanitat	joy	0.391
starry	estreny	joy	0.391
playground	parc infantil	joy	0.391
adventures	aventures	joy	0.391
meaningful	significatiu	joy	0.391
choir	cor	joy	0.391
affluence	riquesa	joy	0.391
warms	escalfa	joy	0.391
goofy	torrat	joy	0.391
auspicious	auspicis	joy	0.391
gesture	gest	joy	0.387
vow	vot	joy	0.382
shopping	compres	joy	0.382
witty	enginyós	joy	0.382
communion	comunió	joy	0.379
vibes	vibres	joy	0.379
worship	adoració	joy	0.379
jump	saltar	joy	0.379
reverend	Reverend	joy	0.377
advance	avance	joy	0.375
beaches	platges	joy	0.375
youth	joves	joy	0.375
spirits	esperits	joy	0.375
simplicity	senzillesa	joy	0.375
full	ple	joy	0.375
rising	pujant	joy	0.375
hymn	himne	joy	0.375
unique	únic	joy	0.375
redeemed	redimit	joy	0.375
scenic	escènic	joy	0.375
mirth	alegria	joy	0.375
courtship	festeig	joy	0.375
experience	experiència	joy	0.375
reunion	reunió	joy	0.375
sonorous	sonor	joy	0.375
unforgettable	inoblidable	joy	0.375
baptismal	baptismal	joy	0.368
alliance	aliança	joy	0.368
grant	subvenció	joy	0.366
conciliation	conciliació	joy	0.364
moonlight	llum de lluna	joy	0.364
sanctification	santificació	joy	0.364
improves	millora	joy	0.364
improve	millorar	joy	0.364
pure	pur	joy	0.364
authentic	autèntic	joy	0.364
kitten	gatet	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	gerds	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	fidelitat	joy	0.359
feeling	sensació	joy	0.359
devotional	devocional	joy	0.359
proficiency	competència	joy	0.359
tinsel	oripell	joy	0.359
revival	revitalització	joy	0.359
sanctify	santificar	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	independent	joy	0.359
cocoa	cacau	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	dofí	joy	0.348
choral	coral	joy	0.348
deliverance	alliberament	joy	0.348
romp	romp	joy	0.348
roaring	rugit	joy	0.348
melody	melodia	joy	0.348
favor	favor	joy	0.348
unification	unificació	joy	0.348
exceed	superar	joy	0.348
purpose	propòsit	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	no hi ha feina	joy	0.344
voluptuous	voluptuós	joy	0.344
fruits	fruites	joy	0.344
thx	gràcies	joy	0.344
newstart	Nou començament	joy	0.344
manicure	manicura	joy	0.344
date	data	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	viatge de carretera	joy	0.344
cookies	galetes	joy	0.344
hedonism	hedonisme	joy	0.344
humble	humil	joy	0.344
electric	elèctric	joy	0.344
pledge	compromís	joy	0.344
celebrity	celebritat	joy	0.342
rhythm	ritme	joy	0.338
bridesmaid	dama d'honor	joy	0.338
snowday	snowday	joy	0.333
young	jove	joy	0.333
coffee	cafè	joy	0.333
edification	edificació	joy	0.333
obliging	obligant	joy	0.333
renovation	renovació	joy	0.333
familiarity	familiaritat	joy	0.333
garden	jardí	joy	0.333
spa	spa	joy	0.333
dawn	alba	joy	0.333
connoisseur	coneixedor	joy	0.333
partner	soci	joy	0.333
gazing	mirant	joy	0.333
foodie	foodie	joy	0.331
synchronize	sincronitzar	joy	0.329
tribulation	tribulació	joy	0.328
healing	curació	joy	0.328
saint	Sant	joy	0.328
chirping	chirping	joy	0.328
hobby	afició	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	salm	joy	0.328
pedicure	pedicura	joy	0.328
amnesty	amnistia	joy	0.328
respite	descans	joy	0.324
mellow	melós	joy	0.318
lazyday	dia mandrós	joy	0.318
recreational	recreatiu	joy	0.318
restorative	restaurador	joy	0.318
cousins	cosins	joy	0.318
classics	clàssics	joy	0.318
reconciliation	reconciliació	joy	0.316
dove	colom	joy	0.312
living	vivent	joy	0.312
presto	presto	joy	0.312
crafts	artesanies	joy	0.312
recovery	recuperació	joy	0.312
woods	boscos	joy	0.312
sunset	capvespre	joy	0.312
fitness	aptitud	joy	0.312
playhouse	casa de jocs	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	saviesa	joy	0.312
deal	acord	joy	0.312
simplify	simplificar	joy	0.312
lord	senyor	joy	0.312
sterling	esterlina	joy	0.312
progression	progressió	joy	0.312
relight	Relight	joy	0.312
pony	poni	joy	0.312
infant	infant	joy	0.309
improvement	millora	joy	0.309
absolution	absolució	joy	0.306
gently	suaument	joy	0.303
established	establert	joy	0.303
honest	honesta	joy	0.303
decorating	decoració	joy	0.303
endless	interminable	joy	0.303
banquet	banquet	joy	0.303
providing	proporcionant	joy	0.300
mine	meu	joy	0.297
fraternal	fraternal	joy	0.297
notable	notable	joy	0.297
feat	feat	joy	0.297
harvest	collita	joy	0.297
quaint	pintoresc	joy	0.297
softly	suaument	joy	0.297
spiritual	espiritual	joy	0.297
morals	moral	joy	0.297
lounging	descansant	joy	0.297
light	llum	joy	0.297
breeze	brisa	joy	0.297
strolling	passejant	joy	0.297
spending	despesa	joy	0.297
meditating	meditar	joy	0.297
joker	bromista	joy	0.297
yearning	anhel	joy	0.297
growth	creixement	joy	0.297
fervor	fervor	joy	0.295
quotes	cites	joy	0.294
volunteer	voluntari	joy	0.294
psalms	salms	joy	0.288
hippie	hippie	joy	0.288
gain	guany	joy	0.288
taoism	taoisme	joy	0.288
midwife	llevadora	joy	0.288
resources	recursos	joy	0.288
create	crear	joy	0.288
receiving	rebent	joy	0.287
ocean	oceà	joy	0.286
snowfall	nevades	joy	0.286
lsd	lsd	joy	0.286
hiking	senderisme	joy	0.283
chill	escalfa	joy	0.281
truce	treva	joy	0.281
infinity	infinit	joy	0.281
toast	torrades	joy	0.281
destination	destinació	joy	0.281
buddhist	budista	joy	0.281
rested	descansat	joy	0.281
candid	sincer	joy	0.281
evergreen	de fulla perenne	joy	0.281
unwind	descansar	joy	0.281
buzzing	zumbido	joy	0.281
venerable	venerable	joy	0.279
balance	equilibri	joy	0.275
retirement	jubilació	joy	0.275
compensate	compensar	joy	0.273
swim	nedar	joy	0.273
drinks	begudes	joy	0.273
devout	devot	joy	0.273
buddha	Buda	joy	0.273
rapt	aveteu	joy	0.273
fireplace	llar de foc	joy	0.273
snowing	nevant	joy	0.271
sublimation	sublimació	joy	0.270
fruity	afruitat	joy	0.268
humility	humilitat	joy	0.266
paragon	paragon	joy	0.266
ministry	Ministeri	joy	0.266
sunday	diumenge	joy	0.266
salute	saludem	joy	0.266
fortitude	fortitud	joy	0.266
whim	caprici	joy	0.266
sun	sol	joy	0.266
sketching	esbós	joy	0.266
waves	onades	joy	0.266
buddhism	budisme	joy	0.266
cathedral	catedral	joy	0.266
yoga	ioga	joy	0.266
artwork	obra d'art	joy	0.265
practiced	practicat	joy	0.264
clean	net	joy	0.260
found	trobat	joy	0.258
fitting	ajust	joy	0.258
immerse	submergir	joy	0.258
running	corrent	joy	0.258
clarity	claredat	joy	0.258
food	menjar	joy	0.258
exercise	exercici	joy	0.258
autumn	tardor	joy	0.254
ardent	ardent	joy	0.250
fit	en forma	joy	0.250
mountain	muntanya	joy	0.250
expedient	expedient	joy	0.250
diary	diari	joy	0.250
candles	espelmes	joy	0.250
outdoors	a l'aire lliure	joy	0.250
chilled	refrigerat	joy	0.250
clap	aplaudir	joy	0.250
contagious	contagiosa	joy	0.250
chirp	chirp	joy	0.250
morning	matí	joy	0.250
visitor	visitant	joy	0.250
hardy	resistent	joy	0.250
countryside	camp	joy	0.250
undying	imparell	joy	0.250
football	futbol	joy	0.250
advocacy	advocacia	joy	0.250
demonstrative	demostratiu	joy	0.250
cradle	bressol	joy	0.247
trance	trànsit	joy	0.246
breakfast	esmorzar	joy	0.242
grow	créixer	joy	0.242
pay	pagar	joy	0.242
preservative	conservant	joy	0.242
intense	intens	joy	0.242
supremacy	supremacia	joy	0.242
church	Església	joy	0.242
procession	processó	joy	0.242
consecration	consagració	joy	0.235
lifetime	tota una vida	joy	0.234
nursery	viver	joy	0.234
humbled	humiliat	joy	0.234
vote	votar	joy	0.234
incense	encens	joy	0.234
lyre	lira	joy	0.234
candle	vela	joy	0.234
snowy	nevat	joy	0.234
doll	nina	joy	0.234
skiing	esquiar	joy	0.234
ordination	ordenació	joy	0.234
art	art	joy	0.234
salary	sou	joy	0.234
pastry	pastisseria	joy	0.229
firefly	libèl lula	joy	0.227
chilling	escalfa	joy	0.227
remedy	remei	joy	0.227
rescue	rescatar	joy	0.225
camping	campament	joy	0.221
perspective	perspectiva	joy	0.221
orchard	hort	joy	0.221
orchestra	orquestra	joy	0.221
possess	posseir	joy	0.219
castle	castell	joy	0.219
lamb	xai	joy	0.219
gardens	jardins	joy	0.219
breezy	ventós	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	NO TRANSLATION	joy	0.212
brisk	ràpid	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	pagar	joy	0.212
ribbon	cinta	joy	0.212
pho	Pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	gotes de pluja	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	ensenyar	joy	0.212
nap	migdiada	joy	0.206
stillness	quietud	joy	0.203
chant	chant	joy	0.203
hire	llogar	joy	0.203
vernal	vernal	joy	0.203
cove	Cala	joy	0.203
uncontrollable	incontrolable	joy	0.203
legalized	legalitzat	joy	0.203
unexpected	inesperat	joy	0.203
lights	llums	joy	0.203
save	guardar	joy	0.200
atone	atone	joy	0.197
trees	arbres	joy	0.197
pastor	pastor	joy	0.197
symmetry	simetria	joy	0.197
oneday	oneday	joy	0.197
scripture	escriptura	joy	0.196
mountains	muntanyes	joy	0.194
pathway	camí	joy	0.188
walking	caminant	joy	0.188
craziness	bogeria	joy	0.188
soppy	Soppy	joy	0.188
tea	te	joy	0.188
quiet	tranquil	joy	0.188
forefathers	avantpassats	joy	0.188
liquor	licor	joy	0.188
custom	personalitzat	joy	0.188
whiteness	blancor	joy	0.188
sympathetic	simpàtic	joy	0.188
patient	pacient	joy	0.186
dollhouse	casa de nines	joy	0.182
bath	bany	joy	0.182
score	puntuació	joy	0.182
movingon	movingon	joy	0.182
supporter	partidari	joy	0.180
accompaniment	acompanyament	joy	0.179
pursuit	persecució	joy	0.176
outburst	explosió	joy	0.176
frosty	gelat	joy	0.174
workout	fer exercici	joy	0.172
closure	tancament	joy	0.172
luncheon	dinar	joy	0.172
service	servei	joy	0.172
wintery	wintery	joy	0.172
wages	salaris	joy	0.169
civilized	civilitzat	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	desembre	joy	0.167
acrobat	Acrobat	joy	0.162
glide	lliscar	joy	0.162
finally	finalment	joy	0.157
reproductive	reproductiva	joy	0.156
elf	elf	joy	0.156
organization	organització	joy	0.156
stroll	passejar	joy	0.156
peppermint	menta	joy	0.156
break	trencar	joy	0.156
chai	Chai	joy	0.156
obtainable	obtinguda	joy	0.156
