word	Hebrew-iw	emotion	emotion-intensity-score
knots	קשרים	fear	0.188
fragile	שָׁבִיר	fear	0.188
rule	כְּלָל	fear	0.188
advance	לְקַדֵם	fear	0.188
intrigue	תְכָכִים	fear	0.188
overcoming	התגברות	fear	0.188
stillness	דוּמִיָה	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	שעון	fear	0.188
unorganised	לא מאורגן	fear	0.188
elf	שֵׁדוֹן	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	בּוֹדֵד	fear	0.183
slippery	חֲלַקְלַק	fear	0.181
interview	רֵאָיוֹן	fear	0.180
everyman	כל גבר	fear	0.178
speculation	ספֵּקוּלָצִיָה	fear	0.176
needtoknow	צריך לדעת	fear	0.173
assessment	הערכה	fear	0.172
competition	תַחֲרוּת	fear	0.172
settlor	היה יוצר	fear	0.172
rod	מוֹט	fear	0.172
checkpoint	מחסום	fear	0.172
regulatory	רגולטורים	fear	0.172
worship	פולחן	fear	0.172
shell	צדף	fear	0.172
readytogo	מוכן ללכת	fear	0.172
uncertain	לֹא בָּטוּחַ	fear	0.172
unsure	לא בטוח	fear	0.172
birch	לִבנֶה	fear	0.172
surprise	הַפתָעָה	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	מוֹץ	fear	0.172
composure	קוֹר רוּחַ	fear	0.172
interviewer	מראיין	fear	0.172
less	פָּחוּת	fear	0.167
coy	צָנוּעַ	fear	0.162
iris	קַשׁתִית	fear	0.160
audition	אודישן	fear	0.156
sly	ערמומי	fear	0.156
legalized	חוקי	fear	0.156
intimately	באופן אינטימי	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	סְפִירָה לְאָחוֹר	fear	0.156
hearing	שמיעה	fear	0.156
bases	בסיסים	fear	0.156
medication	תרופות	fear	0.156
ceasefire	הפסקת אש	fear	0.156
retirement	פרישה לגמלאות	fear	0.156
courageous	אַמִיץ	fear	0.154
overthinker	יתר על המידה	fear	0.153
backtrack	לַחֲזוֹר עַל עִקבוֹתָיו	fear	0.151
dawned	הבנתי	fear	0.150
censor	צֶנזוֹר	fear	0.149
bailiff	פְּקִיד הוֹצָאָה לְפוֹעָל	fear	0.147
syllabus	רשימת קריאה	fear	0.147
gent	ג'ֶנטֶלמֶן	fear	0.141
caricature	קָרִיקָטוּרָה	fear	0.141
rationality	רַצִיוֹנָלִיוּת	fear	0.141
cove	מִפרָץ	fear	0.141
newcomer	עוֹלֶה חָדָשׁ	fear	0.141
eventuality	אירוע	fear	0.141
imagination	דִמיוֹן	fear	0.141
validity	תוֹקֶף	fear	0.141
waiting	הַמתָנָה	fear	0.141
delay	לְעַכֵּב	fear	0.141
shy	ביישן	fear	0.140
alreadyyyyy	כבר	fear	0.140
symptom	סימפטום	fear	0.133
excite	לְרַגֵשׁ	fear	0.132
raccoon	דביבון	fear	0.127
prevent	לִמְנוֹעַ	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	לֵיצָן	fear	0.125
ahhh	אההה	fear	0.125
hawk	נֵץ	fear	0.125
campaigning	מסע פרסום	fear	0.125
soready	כל כך מוכן	fear	0.125
tryout	לנסות	fear	0.125
marry	לְהִתְחַתֵן	fear	0.125
sprite	שֵׁדוֹן	fear	0.125
swim	לשחות	fear	0.125
gameday	משחק יום	fear	0.125
sag	לִשְׁקוֹעַ	fear	0.123
pharmacy	בֵּית מִרקַחַת	fear	0.123
policeman	שׁוֹטֵר	fear	0.121
lace	תַחרָה	fear	0.111
dreamt	חלמתי	fear	0.111
holiness	קְדוּשָׁה	fear	0.109
pray	לְהִתְפַּלֵל	fear	0.109
weight	מִשׁקָל	fear	0.109
incase	במקרה	fear	0.109
knot	קשר	fear	0.109
confidence	אֵמוּן	fear	0.109
notoriety	גְנַאִי	fear	0.109
homework	שיעורי בית	fear	0.109
destination	יַעַד	fear	0.109
bigday	יום גדול	fear	0.109
slender	רָזֶה	fear	0.100
undecided	לֹא הֶחלֵטִי	fear	0.098
sympathetic	אוֹהֵד	fear	0.097
god	אלוהים	fear	0.094
grades	ציוני	fear	0.094
loyal	נֶאֱמָן	fear	0.094
poise	שִׁוּוּי מִשׁקָל	fear	0.094
treat	טיפול	fear	0.094
confident	בטוח	fear	0.094
counsellor	יועץ	fear	0.094
helmet	קַסדָה	fear	0.094
case	מקרה	fear	0.094
locate	לְאַתֵר	fear	0.094
northeast	צְפוֹן מִזרָח	fear	0.088
compassion	חֶמלָה	fear	0.078
nurture	לְטַפֵּחַ	fear	0.078
graduation	סיום לימודים	fear	0.078
graded	מְדוּרָג	fear	0.075
mum	אמא	fear	0.070
infant	תִינוֹק	fear	0.067
civilians	אזרחים	fear	0.062
soulmate	נפש תאומה	fear	0.062
civilian	אֶזרָחִי	fear	0.062
cloudiness	עֲנְנוּת	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	מִצעָד	fear	0.062
cash	כסף מזומן	fear	0.062
journey	מסע	fear	0.062
guidelines	הנחיות	fear	0.062
youth	נוֹעַר	fear	0.062
opera	אוֹפֵּרָה	fear	0.057
synonymous	נִרדָף	fear	0.056
praying	מתפלל	fear	0.047
honest	יָשָׁר	fear	0.047
intelligence	אינטליגנציה	fear	0.038
romance	רומנטיקה	fear	0.031
lines	קווים	fear	0.031
volunteer	לְהִתְנַדֵב	fear	0.031
obey	לציית	fear	0.016
happiest	הכי מאושר	joy	0.986
happiness	אושר	joy	0.984
bliss	אושר	joy	0.971
celebrating	חוגגים	joy	0.970
jubilant	צוֹהֵל	joy	0.969
ecstatic	אֶקסְטָטִי	joy	0.954
elation	הִתרוֹמְמוּת רוּחַ	joy	0.944
bestdayever	היום הטוב ביותר אי פעם	joy	0.938
beaming	קורן	joy	0.938
loveee	אהוב	joy	0.932
celebration	חֲגִיגָה	joy	0.929
awesomeness	תועבה	joy	0.926
joy	שִׂמְחָה	joy	0.924
happily	בשמחה	joy	0.922
excitement	התרגשות	joy	0.922
euphoria	הַרגָשָׁה טוֹבָה	joy	0.922
fabulous	מהמם	joy	0.922
joyous	מְשַׂמֵחַ	joy	0.922
exuberance	שֶׁפַע	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	אהבה	joy	0.920
gratitude	הכרת תודה	joy	0.914
spectacular	מַרהִיב	joy	0.912
merriment	עֲלִיצוּת	joy	0.912
happydance	ריקוד שמח	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	מאושרת	joy	0.909
triumphant	מְנַצֵחַ	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	אֶקסְטָזָה	joy	0.906
cheerful	עַלִיז	joy	0.906
cheer	לְעוֹדֵד	joy	0.897
elated	מרומם	joy	0.894
lovethis	אוהב את זה	joy	0.891
laugh	לִצְחוֹק	joy	0.891
jolly	עַלִיז	joy	0.891
pleasures	תענוגות	joy	0.891
excitation	עִירוּר	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	שַׂמֵחַ	joy	0.891
exhilaration	שִׂמְחָה	joy	0.891
marvelously	נפלא	joy	0.881
loving	אוהבת	joy	0.879
joyful	שַׂמֵחַ	joy	0.879
outstanding	יוצא מן הכלל	joy	0.879
blissful	מְאוּשָׁר	joy	0.879
pleasurable	מְהַנֶה	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	נלהב	joy	0.875
lovinglife	אוהב את החיים	joy	0.875
glee	שִׂמְחָה	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	כל כך שמח	joy	0.868
woohoo	וואו	joy	0.864
laughing	צוחק	joy	0.864
superb	מְצוּיָן	joy	0.864
wonderful	נִפלָא	joy	0.863
brilliant	מַברִיק	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	תְשׁוּאוֹת	joy	0.859
hooray	הידד	joy	0.859
glory	תִפאֶרֶת	joy	0.859
celebrated	מְפוּרסָם	joy	0.859
loved	אהוב	joy	0.859
magnificent	מְפוֹאָר	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	הַלְלוּיָה	joy	0.859
exciting	מְרַגֵשׁ	joy	0.853
heavenly	שְׁמֵימִי	joy	0.853
thrilled	נִפְעָם	joy	0.851
mademyday	עשה לי את היום	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	לַחֲגוֹג	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	ברכה	joy	0.844
wonderfully	נפלא	joy	0.844
sweetness	מְתִיקוּת	joy	0.833
marvellous	נִפלָא	joy	0.833
festive	חֲגִיגִי	joy	0.833
blessed	בָּרוּך	joy	0.833
paradise	גַן עֶדֶן	joy	0.833
celebrations	חגיגות	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	מחייך	joy	0.828
enchanting	מַקסִים	joy	0.828
love	אהבה	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	אין כמו בבית	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	צחוק	joy	0.824
marvelous	נִפלָא	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	חגיגה	joy	0.818
sensational	סֶנסַצִיוֹנִי	joy	0.818
delightful	מְהַנֶה	joy	0.818
happyheart	לב שמח	joy	0.818
rejoicing	צָהֳלָה	joy	0.818
joys	הנאות	joy	0.818
goodness	טוּב לֵב	joy	0.818
excited	נִרגָשׁ	joy	0.818
excellence	מצוינות	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	מִתרוֹנֵן	joy	0.814
glorious	מְפוֹאָר	joy	0.812
lovemaking	אהבה	joy	0.812
rejoice	לִשְׂמוֹחַ	joy	0.812
victorious	מְנַצֵחַ	joy	0.812
excellent	מְעוּלֶה	joy	0.812
bonanza	מִרבָּץ עָשִׁיר	joy	0.812
smiley	סמיילי	joy	0.812
enjoy	תהנה	joy	0.812
splendid	נֶהְדָר	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	זמנים טובים	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	יום שמח	joy	0.809
myfavorite	המועדף עליי	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	הנאה	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	שִׂמְחָה	joy	0.803
giggle	צִחקוּק	joy	0.802
yesss	כן	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	הַצלָחָה	joy	0.797
happier	שמח יותר	joy	0.797
dancing	ריקוד	joy	0.797
lovinlife	חיים	joy	0.797
magnificence	פְּאֵר	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	אסיר תודה	joy	0.789
splendor	פְּאֵר	joy	0.788
amuse	לְשַׁעֲשֵׁעַ	joy	0.788
fun	כֵּיף	joy	0.788
happy	שַׂמֵחַ	joy	0.788
enchanted	קָסוּם	joy	0.781
glorify	לְפַאֵר	joy	0.781
glad	שַׂמֵחַ	joy	0.781
beautiful	יפה	joy	0.781
solucky	כל כך בר מזל	joy	0.781
giggling	מצחקקת	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	קוֹרֵן	joy	0.781
heavens	השמים	joy	0.779
perfection	שְׁלֵמוּת	joy	0.779
christmassy	כריסטיאסי	joy	0.779
romance	רומנטיקה	joy	0.779
thrilling	מרגש	joy	0.776
miraculous	פִּלאִי	joy	0.773
fiesta	חַג	joy	0.773
entertain	לְבַדֵר	joy	0.773
congrats	מזל טוב	joy	0.773
cheers	לחיים	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	חִיוּבִיוּת	joy	0.773
lovable	חָבִיב	joy	0.773
cheered	הריעו	joy	0.773
funday	יום כיף	joy	0.772
enjoying	נהנה	joy	0.771
cuddling	מתרפק	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	משועשע	joy	0.766
lifeisgood	החיים טובים	joy	0.766
thebest	הכי טוב	joy	0.766
sosweet	כל כך מתוק	joy	0.766
smiles	מחייך	joy	0.766
delight	תַעֲנוּג	joy	0.765
orgasm	אוֹרגַזמָה	joy	0.765
party	מפלגה	joy	0.765
positive	חִיוּבִי	joy	0.761
cheerfulness	עֲלִיזוּת	joy	0.758
miracles	נסים	joy	0.758
sweetheart	אהובה	joy	0.758
enlighten	לְהַאִיר	joy	0.758
christmastime	זמן חג המולד	joy	0.757
giddy	מְסוּחרָר	joy	0.757
romantic	רוֹמַנטִי	joy	0.750
gratify	לְהִשָׁבֵעַ	joy	0.750
friendliness	יְדִידוּת	joy	0.750
laughs	צוחק	joy	0.750
greatness	גְדוּלָה	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	מְהַנֶה	joy	0.750
blessings	ברכות	joy	0.750
smile	חיוך	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	לְהִשְׁתוֹבֵב	joy	0.748
jubilee	יוֹבֵל	joy	0.742
enthusiasm	הִתלַהֲבוּת	joy	0.742
triumph	נצחון	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	קִסמִי	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	נֵס	joy	0.742
rewarding	מַכנִיס	joy	0.742
feelgood	מרגיש טוב	joy	0.736
prosperity	שִׂגשׂוּג	joy	0.735
luxurious	מְפוֹאָר	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	עֲסִיסִי	joy	0.734
goodday	יום טוב	joy	0.734
passionate	מלא רגש	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	לְהַקְסִים	joy	0.734
victory	ניצחון	joy	0.734
admiration	הערצה	joy	0.734
tgif	tgif	joy	0.734
glorification	הַאֲמָרָה	joy	0.733
sing	לָשִׁיר	joy	0.729
glowing	זוהר	joy	0.729
breathtaking	עוֹצֵר נְשִׁימָה	joy	0.728
fulfillment	הַגשָׁמָה	joy	0.728
yessss	yessss	joy	0.728
cheery	עליז	joy	0.727
thankful	אֲסִיר תוֹדָה	joy	0.727
hurrah	הוּרָה	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	סנטה	joy	0.727
award	פרס	joy	0.727
atpeace	בשלום	joy	0.727
win	לנצח	joy	0.727
merry	עליז	joy	0.727
pleased	מְרוּצֶה	joy	0.725
radiance	זוֹהַר	joy	0.725
inspiration	הַשׁרָאָה	joy	0.725
uplift	הִתרוֹמְמוּת רוּחַ	joy	0.723
optimistic	אוֹפּטִימִי	joy	0.723
heaven	גן העדן	joy	0.721
lucky	בַּר מַזָל	joy	0.721
thrill	רֶטֶט	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	חגים	joy	0.721
harmony	הַרמוֹנִיָה	joy	0.719
brighten	לְהַאִיר	joy	0.719
lover	מְאַהֵב	joy	0.719
heartfelt	מקרב לב	joy	0.719
utopian	אוּטוֹפִּי	joy	0.719
xmas	חַג הַמוֹלָד	joy	0.719
lovely	יָפֶה	joy	0.719
amusement	שַׁעֲשׁוּעַ	joy	0.719
congratulatory	ברכות	joy	0.719
praising	משבח	joy	0.719
thriving	משגשגת	joy	0.719
perfect	מושלם	joy	0.719
magic	קֶסֶם	joy	0.712
luckiest	המזל	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	מוּתָרוּת	joy	0.712
bestfeeling	הרגשה הכי טובה	joy	0.712
treasures	אוצרות	joy	0.712
achievement	הֶשֵׂג	joy	0.712
yay	יש	joy	0.712
holiday	חַג	joy	0.712
intimate	אִינטִימִי	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	צחקוק	joy	0.706
rave	לְהִשְׁתוֹלֵל	joy	0.706
proud	גאה	joy	0.704
truelove	אהבת אמת	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	מדהים	joy	0.703
goodnews	חדשות טובות	joy	0.703
optimism	אוֹפּטִימִיוּת	joy	0.703
satisfying	סיפוק	joy	0.703
gooood	gooood	joy	0.703
sweetest	המתוק	joy	0.703
cherish	לְהוֹקִיר	joy	0.703
goodlife	חיים טובים	joy	0.703
beautification	יפיוף	joy	0.703
appreciates	וי זכויות	joy	0.703
winning	לנצח	joy	0.703
cuddled	מחובקת	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	מְבוּדָר	joy	0.700
excite	לְרַגֵשׁ	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	יום הולדת	joy	0.691
metime	זמן שלי	joy	0.688
favorite	אהוב	joy	0.688
honored	מכובד	joy	0.688
content	תוֹכֶן	joy	0.688
godsend	אלוהים	joy	0.688
entertaining	מְשַׁעַשֵׁעַ	joy	0.688
angelic	מַלאָכִי	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	הַעֲרָצָה	joy	0.688
exquisite	מְעוּדָן	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	יָקָר	joy	0.682
majestic	מַלכּוּתִי	joy	0.682
appreciated	מוערך	joy	0.682
luscious	טָעִים מְאוֹד	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	חייך	joy	0.682
bestfriends	חברים הכי טובים	joy	0.682
exaltation	התרוממות רוח	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	מבריק	joy	0.682
tranquility	רוֹגַע	joy	0.679
marry	לְהִתְחַתֵן	joy	0.676
embrace	לְחַבֵּק	joy	0.676
positively	באופן חיובי	joy	0.676
dearest	יקירתי	joy	0.672
relaxation	הַרפָּיָה	joy	0.672
accomplished	השיג	joy	0.672
hug	לְחַבֵּק	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	יום ב '	joy	0.672
grin	לְגַחֵך	joy	0.672
enliven	לְהַחִיוֹת	joy	0.672
contentment	שְׂבִיעוּת רָצוֹן	joy	0.672
hilarious	מצחיק	joy	0.672
giggles	צחקוקים	joy	0.672
bountiful	שׁוֹפֵעַ	joy	0.667
victor	מְנַצֵחַ	joy	0.667
adore	לְהַעֲרִיץ	joy	0.667
boisterous	שׁוֹבָב	joy	0.667
fulfilled	מילא	joy	0.667
fulfill	לְמַלֵא	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	מְשַׂגשֵׂג	joy	0.660
romanticism	רוֹמַנטִיקָה	joy	0.656
humor	הוּמוֹר	joy	0.656
glow	לַהַט	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	נעים	joy	0.656
appreciation	הוֹקָרָה	joy	0.656
encouraged	עודדו	joy	0.656
satisfy	לְסַפֵּק	joy	0.656
serenity	רוֹגַע	joy	0.656
captivate	לָצוּד	joy	0.656
besties	הטוב ביותר	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	שביעות רצון	joy	0.652
treasure	אוֹצָר	joy	0.652
engaged	מְאוּרָס	joy	0.652
praises	שבחים	joy	0.652
abundance	שפע	joy	0.652
fortunes	הון	joy	0.652
relaxing	מַרגִיעַ	joy	0.652
praised	מְהוּלָל	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	מַשׁלִים	joy	0.647
affection	אַהֲבָה	joy	0.647
relieved	הקלה	joy	0.647
carnival	קַרנָבָל	joy	0.643
divine	אלוהי	joy	0.641
saintly	קָדוֹשׁ	joy	0.641
harmoniously	באופן הרמוני	joy	0.641
achieve	לְהַשִׂיג	joy	0.641
thanksgiving	חג ההודיה	joy	0.641
jackpot	קוּפָּה	joy	0.641
priceless	לֹא יְסוּלֵא בְּפָּז	joy	0.641
sensuality	חוּשָׁנִיוּת	joy	0.641
champion	אַלוּף	joy	0.641
wedding	חֲתוּנָה	joy	0.641
uplifting	צְמִיחָה	joy	0.641
climax	רגע השיא	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	שָׁקֶט	joy	0.636
twinkle	נִצנוּץ	joy	0.636
reverie	חֲלוֹם בְּהָקִיץ	joy	0.636
exalt	לְרוֹמֵם	joy	0.636
winner	זוֹכֵה	joy	0.636
felicity	שִׂמְחָה	joy	0.636
cuddle	לְהִתְרַפֵּק	joy	0.636
comforting	מנחם	joy	0.636
honeymoon	יָרֵחַ דְבַשׁ	joy	0.636
xoxo	חיבוקים ונשיקות	joy	0.634
amusing	משעשע	joy	0.625
reward	פרס	joy	0.625
fondness	חִבָּה	joy	0.625
hearts	לבבות	joy	0.625
brighter	בהיר יותר	joy	0.625
sweet	מתוק	joy	0.625
stargazing	בכוכבים	joy	0.625
festival	פֶסטִיבָל	joy	0.625
snuggling	מתרפקת	joy	0.625
generosity	נדיבות	joy	0.625
gorgeous	מאוד יפה	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	מִין	joy	0.622
parade	מִצעָד	joy	0.621
applause	תְשׁוּאוֹת	joy	0.621
genial	חָבִיב	joy	0.621
beauty	יוֹפִי	joy	0.621
kind	סוג	joy	0.621
newlife	חיים חדשים	joy	0.618
aspiring	שאפתן	joy	0.618
fulfilling	להגשמה	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	מוּסָרִי	joy	0.613
kiss	נְשִׁיקָה	joy	0.610
winnings	זכיות	joy	0.609
praiseworthy	רָאוּי לְשֶׁבַח	joy	0.609
rainbows	קשתות	joy	0.609
generous	נָדִיב	joy	0.609
enlightenment	הֶאָרָה	joy	0.609
playful	שובב	joy	0.609
christmas	חַג הַמוֹלָד	joy	0.609
super	סוּפֶּר	joy	0.609
elegance	אֵלֶגַנטִיוּת	joy	0.609
rekindle	להצית מחדש	joy	0.609
awards	פרסים	joy	0.609
adorable	מקסים	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	עצמאות	joy	0.607
successful	מוּצלָח	joy	0.606
onelove	אהבה אחת	joy	0.606
kindness	חסד	joy	0.606
freely	בְּחוֹפְשִׁיוּת	joy	0.606
surprises	הפתעות	joy	0.606
inspired	בהשראה	joy	0.606
hilarity	צָהֳלָה	joy	0.606
wonder	פֶּלֶא	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	בידור	joy	0.603
whimsical	גַחְמָנִי	joy	0.603
passion	תשוקה	joy	0.603
beautify	לְפַאֵר	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	זריחה	joy	0.600
godisgood	אלוהים הוא טוב	joy	0.597
whoo	ללא שם: whoo	joy	0.594
angel	מַלְאָך	joy	0.594
thankgod	תודה לאל	joy	0.594
