word	Amharic-am	emotion	emotion-intensity-score
christmasbreak	NO TRANSLATION	joy	0.727
santa	አባባ ገና	joy	0.727
award	ሽልማት	joy	0.727
atpeace	በቃ	joy	0.727
win	አሸናፊ	joy	0.727
merry	ደስተኛ	joy	0.727
pleased	ተደስቷል	joy	0.725
radiance	ብርሀን	joy	0.725
inspiration	ተመስጦ	joy	0.725
uplift	መነሳት	joy	0.723
optimistic	ብሩህ አመለካከት	joy	0.723
heaven	መንግሥተ ሰማያት	joy	0.721
lucky	ዕድለኞች	joy	0.721
thrill	ደስተኛ	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	በዓላት	joy	0.721
harmony	ተስማሚ	joy	0.719
brighten	ብሩህ	joy	0.719
lover	ወዳጆች	joy	0.719
heartfelt	ከልብ	joy	0.719
utopian	ተምኔታዊ	joy	0.719
xmas	xmas	joy	0.719
lovely	ቆንጆ	joy	0.719
amusement	መዝናኛ	joy	0.719
congratulatory	እንኳን ደስ አለዎት	joy	0.719
praising	ማመስገን	joy	0.719
thriving	እድገት	joy	0.719
perfect	ፍጹም	joy	0.719
magic	አስማት	joy	0.712
luckiest	በጣም ዕድለኛ	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	ምቾት	joy	0.712
bestfeeling	ከሁሉ የላቀ	joy	0.712
treasures	ሀብት	joy	0.712
achievement	ስኬት	joy	0.712
yay	yay	joy	0.712
holiday	የበዓል ቀን	joy	0.712
intimate	የቅርብ ወዳጃዊ	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	ጩኸት	joy	0.706
rave	ረባ	joy	0.706
proud	ኩራት	joy	0.704
truelove	እውነተኛ ፍቅር	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	የሚያስደንቅ	joy	0.703
goodnews	መልካም ዜና	joy	0.703
optimism	ብሩህ ተስፋ	joy	0.703
satisfying	የሚያረካ	joy	0.703
gooood	መጓዝ	joy	0.703
sweetest	በጣም ጣፋጭ ነው	joy	0.703
cherish	ተወዳጅ	joy	0.703
goodlife	ጥሩ ሕይወት	joy	0.703
beautification	ውበት	joy	0.703
appreciates	ያደንቃል	joy	0.703
winning	አሸናፊ	joy	0.703
cuddled	ተጎድቷል	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	የተዝናና	joy	0.700
excite	አስደሰተ	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	የልደት ቀን	joy	0.691
metime	ታሪክ	joy	0.688
favorite	የሚወደድ	joy	0.688
honored	የተከበረ	joy	0.688
content	ይዘት	joy	0.688
godsend	አማልክትን	joy	0.688
entertaining	መዝናኛ	joy	0.688
angelic	መላዕክት	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	አምልኮ	joy	0.688
exquisite	ውብ	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	ውድ	joy	0.682
majestic	ግርማ ሞገስ ያለው	joy	0.682
appreciated	የተደነቀ	joy	0.682
luscious	የሚስብ	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	ፈገግ አለ	joy	0.682
bestfriends	የቅርብ ጉዋደኞች	joy	0.682
exaltation	መከበር	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	ብሩህ ይሆናል	joy	0.682
tranquility	መረጋጋት	joy	0.679
marry	ጋብቻ	joy	0.676
embrace	እቅፍ	joy	0.676
positively	አዎንታዊ	joy	0.676
dearest	በጣም ጥሩ	joy	0.672
relaxation	መዝናናት	joy	0.672
accomplished	ተፈጽሟል	joy	0.672
hug	እቅፍ	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	ቀን	joy	0.672
grin	ፈገግታ	joy	0.672
enliven	የተወደደ	joy	0.672
contentment	እርካታ	joy	0.672
hilarious	አስቂኝ	joy	0.672
giggles	ጩኸት	joy	0.672
bountiful	የተትረፈረፈ	joy	0.667
victor	አሸናፊ	joy	0.667
adore	አጥብቆ ይወዳል	joy	0.667
boisterous	ብርቱ	joy	0.667
fulfilled	ተፈጸመ	joy	0.667
fulfill	ተፈጸመ	joy	0.664
cuddles	ሞገዶች	joy	0.662
prosperous	ሀብታም	joy	0.660
romanticism	የፍቅር ስሜት	joy	0.656
humor	ቀልድ	joy	0.656
glow	ብርሃን	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	ደስ ይላል	joy	0.656
appreciation	ምስጋና	joy	0.656
encouraged	ማበረታቻ	joy	0.656
satisfy	አጥጋቢ	joy	0.656
serenity	መረጋጋት	joy	0.656
captivate	ማራኪ	joy	0.656
besties	ምርጦች	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	እርካታ	joy	0.652
treasure	ሀብት	joy	0.652
engaged	ተሳታፊ	joy	0.652
praises	ማመስገን	joy	0.652
abundance	ብልጽግና	joy	0.652
fortunes	ሀብት	joy	0.652
relaxing	ዘና የሚያደርግ	joy	0.652
praised	የተመሰገኑ	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	ማሟያ	joy	0.647
affection	ፍቅር	joy	0.647
relieved	እፎይ	joy	0.647
carnival	ካርኒቫል	joy	0.643
divine	መለኮታዊ	joy	0.641
saintly	ቅዱስ	joy	0.641
harmoniously	ተስማሚ በሆነ መንገድ	joy	0.641
achieve	ማግኘት	joy	0.641
thanksgiving	በምስጋና	joy	0.641
jackpot	እሽቅድምድም	joy	0.641
priceless	በዋጋ ሊተመን የማይችል	joy	0.641
sensuality	ስሜታዊነት	joy	0.641
champion	ሻምፒዮን	joy	0.641
wedding	ሰርግ	joy	0.641
uplifting	መነሳሳት	joy	0.641
climax	መደምደሚያ	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	ሰላማዊ	joy	0.636
twinkle	ያኮጠጠ	joy	0.636
reverie	አዝናኝ	joy	0.636
exalt	ከፍ ከፍ አለ	joy	0.636
winner	አሸናፊ	joy	0.636
felicity	ዝና	joy	0.636
cuddle	ኮድል	joy	0.636
comforting	ማጽናኛ	joy	0.636
honeymoon	የጫጉላ ሽርሽር	joy	0.636
xoxo	xoxo	joy	0.634
amusing	የሚያስደስት	joy	0.625
reward	ሽልማት	joy	0.625
fondness	ፍቅር	joy	0.625
hearts	ልብ	joy	0.625
brighter	ይበልጥ ደማቅ	joy	0.625
sweet	ጣፋጭ	joy	0.625
stargazing	አቁመዋል	joy	0.625
festival	በዓል	joy	0.625
snuggling	በደንብ መተኮስ	joy	0.625
generosity	ልግስና	joy	0.625
gorgeous	ውብ	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	ወሲብ	joy	0.622
parade	ሰልፍ	joy	0.621
applause	ጭብጨባ	joy	0.621
genial	ጄኔራል	joy	0.621
beauty	ውበት	joy	0.621
kind	ደግ	joy	0.621
newlife	አዲስ ሕይወት	joy	0.618
aspiring	ምኞት	joy	0.618
fulfilling	መፈጸም	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	ጥሩ	joy	0.613
kiss	መሳም	joy	0.610
winnings	አሸናፊዎች	joy	0.609
praiseworthy	ሊመሰገኑ ይገባቸዋል	joy	0.609
rainbows	ቀስተ ደመናዎች	joy	0.609
generous	ለጋስ	joy	0.609
enlightenment	መገለጥ	joy	0.609
playful	ተጫዋች	joy	0.609
christmas	የገና በአል	joy	0.609
super	በጣም ጥሩ	joy	0.609
elegance	ውበት	joy	0.609
rekindle	ድጋሜ	joy	0.609
awards	ሽልማቶች	joy	0.609
adorable	ደስ የሚሉ	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	ነጻነት	joy	0.607
successful	ተሳክቷል	joy	0.606
onelove	አንድ ፍቅር	joy	0.606
kindness	ደግነት	joy	0.606
freely	ነፃ	joy	0.606
surprises	አስገራሚዎች	joy	0.606
inspired	ተመስጧዊ	joy	0.606
hilarity	የጋለ ስሜት	joy	0.606
wonder	አስቂኝ	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	መዝናኛ	joy	0.603
whimsical	አስቂኝ	joy	0.603
passion	ፍቅር	joy	0.603
beautify	አስጊ	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	ፀሐይ መውጫ	joy	0.600
godisgood	እግዚአብሄር	joy	0.597
whoo	ማን	joy	0.594
angel	መልአክ	joy	0.594
thankgod	እግዚአብሄር ይመስገን	joy	0.594
accomplishment	ስኬት	joy	0.594
flirt	ማሽኮርመም	joy	0.594
goodmusic	ጥሩ ሙዚቃ	joy	0.594
snuggled	ተጭኗል	joy	0.594
revere	አክብሩ	joy	0.594
inspire	ማነሳሳት	joy	0.594
fanfare	ድብደባ	joy	0.594
peacefully	በሰላም	joy	0.594
jesus	የሱስ	joy	0.594
goodies	መልካም ነገሮች	joy	0.594
heroic	ጀግና	joy	0.591
fortune	ሀብት	joy	0.591
friendship	ጓደኝነት	joy	0.591
singing	ዘፈን	joy	0.591
exalted	ከፍ ከፍ አለ	joy	0.591
summer	በበጋ	joy	0.591
highest	ከፍተኛ	joy	0.591
overflowing	ሞልቷል	joy	0.588
contented	ተቀባይነት አለው	joy	0.588
woot	ጠጉር	joy	0.588
rollicking	በመዘዋወር ላይ	joy	0.588
hope	ተስፋ	joy	0.586
accolade	ሞገስ	joy	0.586
cozy	ቆንጆ	joy	0.583
delicious	ጣፋጭ	joy	0.579
friendly	ወዳጃዊ	joy	0.578
sensuous	ስሜታዊ	joy	0.578
darling	ድንግል	joy	0.578
picturesque	የሚያምር	joy	0.578
raving	እራት	joy	0.578
praise	ምስጋና	joy	0.578
everlasting	ዘለአለማዊ	joy	0.578
ambition	ትልቅ ምኞት	joy	0.578
thelife	ህይወት	joy	0.578
sparkle	ብልጭታ	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	ሞገስ	joy	0.576
flattering	እበታለሁ	joy	0.576
sensual	ስሜታዊ	joy	0.576
heroism	ጀግንነት	joy	0.576
succeeding	በተሳካ ሁኔታ	joy	0.576
grace	ጸጋ	joy	0.576
peace	ሰላም	joy	0.576
livelife	መኖር	joy	0.574
special	ልዩ	joy	0.574
tantalizing	እኩይ ምግባር	joy	0.572
pumped	ተጠርቷል	joy	0.567
worthwhile	ዋጋ ያለው	joy	0.562
revels	ፈነጠቀ	joy	0.562
prevail	አሸናፊ	joy	0.562
liking	መውደድ	joy	0.562
sunny	ጸሐይ	joy	0.562
relax	ዘና በል	joy	0.562
surprise	አስገረመ	joy	0.562
hugs	እቅፍ	joy	0.562
admirable	የሚደነቅ	joy	0.562
hero	ጀግና	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	አስቂኝ	joy	0.562
sweets	ጣፋጭ	joy	0.562
prosper	ባለጸጋ	joy	0.562
superstar	ከፍተኛ ኮከብ	joy	0.562
favorable	ምቹ	joy	0.561
bless	በረከት	joy	0.561
tenderness	ርኅራኄ	joy	0.561
freedom	ነፃነት	joy	0.561
masterpiece	የመጀመሪያ ስራ	joy	0.561
newyear	አዲስ ዓመት	joy	0.561
dreams	ህልሞች	joy	0.559
hopeful	ተስፋ	joy	0.559
home	ቤት	joy	0.559
cruising	የመርከብ ጉዞ	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	ታማኝነት	joy	0.553
closeness	ቅርብነት	joy	0.552
eagerness	ጉጉ	joy	0.552
comfy	ቆንጆ	joy	0.551
sunshine	የፀሐይ ብርሃን	joy	0.551
confidence	በራስ መተማመን	joy	0.547
mistletoe	እመቤት	joy	0.547
elite	ምሁር	joy	0.547
celestial	ሰማያዊ	joy	0.547
heart	ልብ	joy	0.547
completion	ማጠናቀቅ	joy	0.547
good	ጥሩ	joy	0.547
daughter	ሴት ልጅ	joy	0.547
gifts	ስጦታዎች	joy	0.547
astonishment	መደነቅ	joy	0.547
bonus	ጉርሻ	joy	0.547
goodmorning	እንደምን አደርክ	joy	0.547
lifted	ተነስቷል	joy	0.547
zeal	ቅንነት	joy	0.547
illuminate	ብርሃን	joy	0.547
gift	ስጦታ	joy	0.547
vacation	ለዕረፍት	joy	0.547
charmed	የተደባለቀ	joy	0.546
recreation	መዝናኛ	joy	0.545
encouragement	ማበረታቻ	joy	0.545
gush	ግፋ	joy	0.545
sublime	ግሩም	joy	0.545
dance	ዳንስ	joy	0.545
god	አምላክ	joy	0.545
free	ፍርይ	joy	0.544
freshstart	ትኩስ ጅምር	joy	0.544
savior	አዳኝ	joy	0.543
sanctuary	መቅደሱ	joy	0.541
grandchildren	የልጅ ልጆች	joy	0.540
wellness	ደህንነት	joy	0.537
revel	ፈነጠቀ	joy	0.534
inspirational	ተመስጦ	joy	0.531
savor	ጣፋጭ	joy	0.531
matrimony	ጋብቻ	joy	0.531
money	ገንዘብ	joy	0.531
rainbow	ቀስተ ደመና	joy	0.531
confident	እርግጠኛ ነኝ	joy	0.531
bridal	ሙሽራ	joy	0.531
music	ሙዚቃ	joy	0.531
fab	ፍሬ	joy	0.531
serene	የተረጋጋ	joy	0.531
alive	በሕይወት ያለ	joy	0.531
holiness	ቅድስና	joy	0.531
vitality	ጥንካሬ	joy	0.531
liberation	ነፃነት	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	መረጋጋት	joy	0.531
soar	ተንጠልጥል	joy	0.531
firstborn	በኩር	joy	0.531
elegant	ውብ	joy	0.530
mastery	ሙያዊ	joy	0.530
illumination	ማብራት	joy	0.530
welcomed	እንኳን ደህና መጣችሁ	joy	0.530
warmth	ሙቀት	joy	0.530
blossom	አበበ	joy	0.530
glimmer	ብረርሽር	joy	0.530
faithful	ታማኝ	joy	0.529
treat	ተመገብን	joy	0.529
snuggles	ድብደባዎች	joy	0.522
laurels	ሎሌዎች	joy	0.521
commendable	ሊመሰገን የሚገባው	joy	0.519
powerful	ኃይለኛ	joy	0.516
silly	ሞገስ	joy	0.516
zest	zest	joy	0.516
presents	ስጦታዎች	joy	0.516
succeed	ተሳክቷል	joy	0.516
jingle	መጫወቻ	joy	0.516
remarkable	አስደናቂ	joy	0.516
greeted	ሰላምታ ተለዋወጡ	joy	0.516
brotherly	ወንድማዊነት	joy	0.516
pride	ኩራት	joy	0.516
strengthening	ማበረታታት	joy	0.516
aspire	አስፈሪ	joy	0.516
abundant	ብዙ	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	ተክል	joy	0.516
almighty	ሁሉን ቻይ	joy	0.516
fancy	ተወዳጅ	joy	0.516
zen	ዜን	joy	0.515
coronation	መኮንን	joy	0.515
kudos	kudos	joy	0.515
vivid	ግልፅ	joy	0.515
leisure	የመዝናኛ	joy	0.515
complete	ተጠናቀቀ	joy	0.515
cutie	cutie	joy	0.515
newme	አዲስ	joy	0.515
familytime	የቤተሰብ ጊዜ	joy	0.515
animated	ተለጣጣቂ	joy	0.515
spirit	መንፈስ	joy	0.515
thanking	ማመስገን	joy	0.515
kid	ልጅ	joy	0.515
shining	ብሩህ	joy	0.515
payday	የክፍያ ቀን	joy	0.515
princely	በዋነኝነት	joy	0.515
reunited	እንደገና ተገናኝቷል	joy	0.515
therapeutic	ቴራፒዩቲክ	joy	0.515
comfort	ማጽናኛ	joy	0.515
godly	አምላካዊ	joy	0.514
marriage	ጋብቻ	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	ግንኙነት	joy	0.514
spouse	ባለቤት	joy	0.507
intimately	በቅርበት	joy	0.507
accomplish	ተፈጸመ	joy	0.500
excel	ብልጫ	joy	0.500
inviting	መጋበዝ	joy	0.500
meritorious	ዋጋ ያለው	joy	0.500
diamond	አልማዝ	joy	0.500
nature	ተፈጥሮ	joy	0.500
dignity	ክብር	joy	0.500
family	ቤተሰብ	joy	0.500
soulful	ነፍስ	joy	0.500
charitable	ልግስና	joy	0.500
encourage	ማበረታታት	joy	0.500
friends	ጓደኞች	joy	0.500
satisfied	ተደስቷል	joy	0.500
welcoming	ሞቅ ያለ አቀባበል	joy	0.500
healthy	ጤናማ	joy	0.500
surreal	ውብ	joy	0.500
refreshed	አድስ	joy	0.500
beach	የባህር ዳርቻ	joy	0.500
motherhood	እናትነት	joy	0.500
respect	አክብሮት	joy	0.500
gem	የከበረ ድንጋይ	joy	0.500
erotic	ወሲባዊ ስሜት	joy	0.500
visionary	ባለራዕይ	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	ተስኗል	joy	0.500
christ	ክርስቶስ	joy	0.500
memorable	የማይረሳ	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	ህጻን	joy	0.500
purr	ንጹህ	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	ትክክለኛነት	joy	0.500
bloom	እብጠት	joy	0.500
carefree	ግዴለሽ	joy	0.500
aura	ኦውራ	joy	0.493
health	ጤና	joy	0.493
liberty	ነፃነት	joy	0.486
approved	ጸድቋል	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	ኦስፔስ	joy	0.486
rapture	መነጠቅ	joy	0.485
engaging	መሳተፍ	joy	0.485
crowning	መከበር	joy	0.485
aspiration	ምኞት	joy	0.485
prestige	ክብር	joy	0.485
crescendo	crescendo	joy	0.485
gentle	ረጋ ያለ	joy	0.485
liberate	ነጻ አውጣ	joy	0.485
betrothed	ያገባ	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	በረከት	joy	0.485
privileged	ልዩ መብት	joy	0.485
loyal	ታማኝ	joy	0.485
inseparable	የማይነጣጠሉ	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	የሰላም ቀን	joy	0.484
trophy	ሽልማት	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	ዕድል	joy	0.484
creativity	ፈጠራ	joy	0.484
destiny	ዕድል	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	ድንቁርናን	joy	0.484
bouquet	እቅፍ	joy	0.484
chocolate	ቸኮሌት	joy	0.484
aloha	aloha	joy	0.484
yummy	ጣፋጭ	joy	0.484
dream	ህልም	joy	0.484
desire	ምኞት	joy	0.484
boyfriend	የወንድ ጓደኛ	joy	0.480
commemoration	መታሰቢያ	joy	0.479
intelligence	እውቀት	joy	0.477
readiness	ዝግጁነት	joy	0.473
friend	ጓደኛ	joy	0.471
enthusiast	ተጫዋች	joy	0.471
bride	ሙሽራ	joy	0.471
lush	ደመቅ	joy	0.470
calming	መረጋጋት	joy	0.470
inheritance	ውርስ	joy	0.470
kiddo	ኪዲዶ	joy	0.470
massage	ማሸት	joy	0.470
tickle	መኮረጅ	joy	0.470
adventure	ጀብድ	joy	0.470
nostalgia	አዝናኝ	joy	0.470
soothe	አረጋ	joy	0.470
goals	ግቦች	joy	0.469
luster	አንጸባራቂ	joy	0.469
giving	መስጠት	joy	0.469
princess	ልዕልት	joy	0.469
heartily	ከልብ	joy	0.469
benevolence	ቸር	joy	0.469
nurture	መንከባከብ	joy	0.469
bridegroom	ሙሽራ	joy	0.469
eternal	ዘለአለማዊ	joy	0.469
pray	ጸልዩ	joy	0.469
getaway	ውጣ	joy	0.469
humanitarian	ሰብአዊነት	joy	0.469
bonding	ተያያዥነት	joy	0.469
rest	እረፍት	joy	0.469
amicable	ሞቅ ያለ	joy	0.469
purring	መጠቀሚያ	joy	0.469
pretty	ቆንጆ	joy	0.469
child	ልጅ	joy	0.466
salutary	ሰላምተኛ	joy	0.465
invite	ይጋብዙ	joy	0.457
reminiscing	ማስታወስ	joy	0.456
beam	ሞገድ	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	ሞቃታማ	joy	0.455
aesthetics	ማራኪ	joy	0.455
friday	አርብ	joy	0.455
elevation	ከፍታ	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	ሥነ ሥርዓት	joy	0.455
mindfulness	ማሰላሰል	joy	0.455
hee	hee	joy	0.455
kindred	የዘር	joy	0.455
scholarship	ምሁራንስ	joy	0.455
befriend	ጓደኛ	joy	0.455
commemorate	መከበር	joy	0.453
allure	ልምምድ	joy	0.453
faith	እምነት	joy	0.453
forgiveness	ይቅርታን	joy	0.453
scenery	አካባቢ	joy	0.453
vindication	ማረጋገጥ	joy	0.453
waterfall	ፏፏቴ	joy	0.453
birth	ልደት	joy	0.453
noworries	ምንም አይደለም	joy	0.453
approve	ማፅደቅ	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	ጉዞ	joy	0.447
meditation	ማሰላሰል	joy	0.446
relaxed	ዘና አለ	joy	0.442
tranquil	ጸጥ ያለ	joy	0.441
weekend	ቅዳሜና እሁድ	joy	0.441
present	አለ	joy	0.441
tender	ሩቅ	joy	0.441
nostalgic	ስሜት ቀስቃሽ	joy	0.439
prayer	ጸሎት	joy	0.439
sharing	ማጋራት	joy	0.439
esteem	እጅግ በጣም ጥሩ	joy	0.439
lyrical	ግጥም	joy	0.439
righteousness	ጽድቅ	joy	0.439
share	ማጋራት	joy	0.438
husband	ባል	joy	0.438
life	ሕይወት	joy	0.438
sonnet	ሰርኔት	joy	0.438
relief	እፎይታ	joy	0.438
unbeaten	የማይታበል ሰው	joy	0.438
newday	አዲስ ቀን	joy	0.438
meditate	ማሰላሰል	joy	0.438
mighty	ኃይለኛ	joy	0.438
eager	ጉጉት	joy	0.438
strength	ጥንካሬ	joy	0.438
warm	ሙቅ	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	ጓደኛ	joy	0.427
oneness	አንድነት	joy	0.426
unsurpassed	ያልተገደበ	joy	0.424
ejaculation	የወሲብ ስሜት	joy	0.424
unconstrained	ያልተገደበ	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	ሜዳል	joy	0.424
amen	አሜን	joy	0.424
candlelight	ሻማ ብርሃን	joy	0.424
reverence	አክብሮታዊ ፍርሃት	joy	0.424
healthful	ጤናማ	joy	0.424
carols	ግጥሞች	joy	0.424
sledding	ስላይድ	joy	0.422
wealth	ሀብት	joy	0.422
graduation	ምረቃ	joy	0.422
frisky	ፍራፍሬ	joy	0.422
energy	ኃይል	joy	0.422
calmness	መረጋጋት	joy	0.422
beginnings	ጅማሬዎች	joy	0.422
safe	ደህንነት	joy	0.422
musical	ሙዚቃዊ	joy	0.422
symphony	ተለዋዋጭ	joy	0.422
lml	ኤሊኤም	joy	0.422
glitter	አረንጓዴ	joy	0.422
ease	ማሻሻል	joy	0.422
helpful	አጋዥ ነው	joy	0.422
soundness	ጤናማነት	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	ቃል ገባ	joy	0.415
reunite	እንደገና ተገናኘ	joy	0.414
salvation	ደህንነት	joy	0.412
mother	እናት	joy	0.412
poems	ግጥሞች	joy	0.412
inauguration	የምረቃ	joy	0.409
immaculate	ንጹህ	joy	0.409
lighten	ብርሃን	joy	0.409
aromatherapy	የአሮምፓራፒ	joy	0.409
travel	ጉዞ	joy	0.409
lavender	ላቫቫን	joy	0.409
purify	ነጹ	joy	0.409
clown	ቀላ ያለ	joy	0.409
star	ኮከብ	joy	0.406
cash	ጥሬ ገንዘብ	joy	0.406
heal	ፈውሱ	joy	0.406
completing	በማጠናቀቅ ላይ	joy	0.406
companion	ጓደኛ	joy	0.406
live	ቀጥታ	joy	0.406
flowers	አበቦች	joy	0.406
wishing	ምኞት	joy	0.406
charity	በጎ አድራጎት	joy	0.406
opportune	አመቺ	joy	0.406
income	ገቢ	joy	0.403
soul	ነፍስ	joy	0.401
munchies	ቂም	joy	0.400
indescribable	ሊገለጽ የማይችል	joy	0.397
progress	እድገት	joy	0.397
emancipation	ነፃ ማውጣት	joy	0.397
christian	ክርስቲያን	joy	0.397
hammock	ጀርሞሽ	joy	0.394
together	አንድ ላየ	joy	0.394
equality	እኩልነት	joy	0.394
fullness	ሙሉነት	joy	0.394
picnic	ሽርሽር	joy	0.394
calm	ጸጥ አለ	joy	0.394
childhood	ልጅነት	joy	0.394
rhythmical	ሪትኬሚካል	joy	0.394
movies	ፊልሞች	joy	0.393
zealous	ቀናተኛ	joy	0.393
littlethings	ትንንሽ ነገሮች	joy	0.391
humanity	ሰብአዊነት	joy	0.391
starry	ኮከብ	joy	0.391
playground	የመጫወቻ ቦታ	joy	0.391
adventures	ጀብዱዎች	joy	0.391
meaningful	ትርጉም ያለው	joy	0.391
choir	መዘምራን	joy	0.391
affluence	ሀብታም	joy	0.391
warms	ሙቀት	joy	0.391
goofy	ጎበዝ	joy	0.391
auspicious	የሚያምር	joy	0.391
gesture	የእጅ ምልክት	joy	0.387
vow	ስእለት	joy	0.382
shopping	ግዢ	joy	0.382
witty	ጥንቁቅ	joy	0.382
communion	ኅብረት	joy	0.379
vibes	ንቦች	joy	0.379
