word	Telugu-te	emotion	emotion-intensity-score
relief	ఉపశమనం	joy	0.438
unbeaten	అజేయంగా	joy	0.438
newday	కొత్త రోజు	joy	0.438
meditate	ధ్యానం	joy	0.438
mighty	శక్తివంతమైన	joy	0.438
eager	ఆసక్తి	joy	0.438
strength	బలం	joy	0.438
warm	వెచ్చని	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	స్నేహితుని	joy	0.427
oneness	ఏకత్వం	joy	0.426
unsurpassed	ఇవ్వలేదు	joy	0.424
ejaculation	స్ఖలనం	joy	0.424
unconstrained	అంతులేని	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	పతకాన్ని	joy	0.424
amen	ఆమెన్	joy	0.424
candlelight	క్యాండిల్లైట్	joy	0.424
reverence	భక్తి	joy	0.424
healthful	ఆరోగ్యకరమైన	joy	0.424
carols	గీతాలు	joy	0.424
sledding	Sledding	joy	0.422
wealth	సంపద	joy	0.422
graduation	గ్రాడ్యుయేషన్	joy	0.422
frisky	తుళ్లే	joy	0.422
energy	శక్తి	joy	0.422
calmness	ప్రశాంతతలో	joy	0.422
beginnings	ప్రారంభం	joy	0.422
safe	సురక్షితంగా	joy	0.422
musical	సంగీత	joy	0.422
symphony	సింఫనీ	joy	0.422
lml	ఎల్ఎమ్ఎల్తో	joy	0.422
glitter	మెరుస్తున్న	joy	0.422
ease	సులభం	joy	0.422
helpful	ఉపయోగపడిందా	joy	0.422
soundness	సుస్థిరత	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	వాగ్దానం	joy	0.415
reunite	మళ్లీ	joy	0.414
salvation	మోక్షం	joy	0.412
mother	తల్లి	joy	0.412
poems	పద్యాలు	joy	0.412
inauguration	ప్రారంభోత్సవం	joy	0.409
immaculate	ఇమ్మాక్యులేట్	joy	0.409
lighten	తేలిక	joy	0.409
aromatherapy	తైలమర్ధనం	joy	0.409
travel	ప్రయాణ	joy	0.409
lavender	లావెండర్	joy	0.409
purify	శుభ్రపర్చడానికి	joy	0.409
clown	విదూషకుడు	joy	0.409
star	స్టార్	joy	0.406
cash	నగదు	joy	0.406
heal	నయం	joy	0.406
completing	పూర్తి	joy	0.406
companion	తోడుగా	joy	0.406
live	ప్రత్యక్ష	joy	0.406
flowers	పూలు	joy	0.406
wishing	ఆశించింది	joy	0.406
charity	స్వచ్ఛంద	joy	0.406
opportune	సమయోచితమైన	joy	0.406
income	ఆదాయం	joy	0.403
soul	ఆత్మ	joy	0.401
munchies	munchies	joy	0.400
indescribable	వర్ణించలేని	joy	0.397
progress	పురోగతి	joy	0.397
emancipation	విముక్తికి	joy	0.397
christian	క్రిస్టియన్	joy	0.397
hammock	ఊయల	joy	0.394
together	కలిసి	joy	0.394
equality	సమానత్వం	joy	0.394
fullness	సంపూర్ణత్వం	joy	0.394
picnic	విహారయాత్ర	joy	0.394
calm	ప్రశాంతత	joy	0.394
childhood	చిన్ననాటి	joy	0.394
rhythmical	లయబద్ధమైన	joy	0.394
movies	సినిమాలు	joy	0.393
zealous	ఉత్సాహపూరిత	joy	0.393
littlethings	చిన్న విషయాలు	joy	0.391
humanity	మానవత్వం	joy	0.391
starry	నక్షత్రాలతో	joy	0.391
playground	ప్లేగ్రౌండ్	joy	0.391
adventures	అడ్వెంచర్స్	joy	0.391
meaningful	అర్ధవంతమైన	joy	0.391
choir	గాయక	joy	0.391
affluence	సంపద	joy	0.391
warms	వేడిగా ఉన్నప్పుడు	joy	0.391
goofy	గూఫీ	joy	0.391
auspicious	పవిత్రమైన	joy	0.391
gesture	సంజ్ఞ	joy	0.387
vow	ప్రతిజ్ఞ	joy	0.382
shopping	షాపింగ్	joy	0.382
witty	చమత్కారమైన	joy	0.382
communion	సమాజంలో	joy	0.379
vibes	వైబ్స్	joy	0.379
worship	ఆరాధన	joy	0.379
jump	ఎగిరి దుముకు	joy	0.379
reverend	రెవరెండ్	joy	0.377
advance	ముందుకు	joy	0.375
beaches	బీచ్లు	joy	0.375
youth	యువత	joy	0.375
spirits	ఆత్మలు	joy	0.375
simplicity	సరళత	joy	0.375
full	పూర్తి	joy	0.375
rising	పెరుగుతున్న	joy	0.375
hymn	శ్లోకం	joy	0.375
unique	ఏకైక	joy	0.375
redeemed	విమోచన	joy	0.375
scenic	అందమైన	joy	0.375
mirth	ఉల్లాసం	joy	0.375
courtship	ప్రణయ	joy	0.375
experience	అనుభవం	joy	0.375
reunion	పునఃకలయిక	joy	0.375
sonorous	గురకలాంటి	joy	0.375
unforgettable	మరపురాని	joy	0.375
baptismal	బాప్టిజం	joy	0.368
alliance	కూటమి	joy	0.368
grant	మంజూరు	joy	0.366
conciliation	రాజీ	joy	0.364
moonlight	వెన్నెల	joy	0.364
sanctification	పవిత్రీకరణకు	joy	0.364
improves	మెరుగుపరుస్తుంది	joy	0.364
improve	మెరుగు	joy	0.364
pure	స్వచ్ఛమైన	joy	0.364
authentic	ప్రామాణికమైన	joy	0.364
kitten	పిల్లి	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	కోరిందకాయలు	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	విశ్వసనీయత	joy	0.359
feeling	భావన	joy	0.359
devotional	భక్తి	joy	0.359
proficiency	నైపుణ్యత	joy	0.359
tinsel	మెరియు తేలికైన లోహపు రేకు	joy	0.359
revival	పునరుజ్జీవనం	joy	0.359
sanctify	ప్రతిష్ఠించుటకై	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	స్వతంత్ర	joy	0.359
cocoa	కోకో	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	డాల్ఫిన్	joy	0.348
choral	బృంద	joy	0.348
deliverance	విమోచన	joy	0.348
romp	సునాయాస	joy	0.348
roaring	గర్జిస్తున్న	joy	0.348
melody	శ్రావ్యత	joy	0.348
favor	మొగ్గుచూపుతున్నారు	joy	0.348
unification	ఏకీకరణ	joy	0.348
exceed	అధిగమించకూడదు	joy	0.348
purpose	ప్రయోజనం	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	పని లేదు	joy	0.344
voluptuous	విలాసవంతమైన	joy	0.344
fruits	పండ్లు	joy	0.344
thx	ఆ మాటే	joy	0.344
newstart	newstart	joy	0.344
manicure	చేతుల అందమును తీర్చిదిద్దే పద్ధతి	joy	0.344
date	తేదీ	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	రోడ్డు యాత్ర	joy	0.344
cookies	కుకీలను	joy	0.344
hedonism	హెడోనిజం	joy	0.344
humble	వినయపూర్వకమైన	joy	0.344
electric	ఎలక్ట్రిక్	joy	0.344
pledge	ప్రతిజ్ఞ	joy	0.344
celebrity	ప్రముఖ	joy	0.342
rhythm	లయ	joy	0.338
bridesmaid	తోడిపెళ్లికూతురు	joy	0.338
snowday	మంచు కురిసి రోజు	joy	0.333
young	యువ	joy	0.333
coffee	కాఫీ	joy	0.333
edification	నిష్ఠ	joy	0.333
obliging	ఉపకారబుద్ధి	joy	0.333
renovation	పునరద్ధరణ	joy	0.333
familiarity	పరిచయాన్ని	joy	0.333
garden	తోట	joy	0.333
spa	స్పా	joy	0.333
dawn	డాన్	joy	0.333
connoisseur	అన్నీ తెలిసిన	joy	0.333
partner	భాగస్వామి	joy	0.333
gazing	చూడటం	joy	0.333
foodie	దూరం	joy	0.331
synchronize	సింక్రనైజ్	joy	0.329
tribulation	ప్రతిక్రియ	joy	0.328
healing	వైద్యం	joy	0.328
saint	సెయింట్	joy	0.328
chirping	కిచకిచలు	joy	0.328
hobby	అభిరుచి	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	కరోల్	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	కీర్తన	joy	0.328
pedicure	పాదాలకు చేసే చికిత్స	joy	0.328
amnesty	అమ్నెస్టీ	joy	0.328
respite	ఉపశమనం	joy	0.324
mellow	కోమల	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	వినోద	joy	0.318
restorative	పునరుద్ధరణ	joy	0.318
cousins	దాయాదులు	joy	0.318
classics	క్లాసిక్	joy	0.318
reconciliation	సయోధ్య	joy	0.316
dove	పావురం	joy	0.312
living	జీవించి ఉన్న	joy	0.312
presto	ప్రెస్టొ	joy	0.312
crafts	కళలు	joy	0.312
recovery	రికవరీ	joy	0.312
woods	వుడ్స్	joy	0.312
sunset	సూర్యాస్తమయం	joy	0.312
fitness	ఫిట్నెస్	joy	0.312
playhouse	ప్లేహౌస్	joy	0.312
superman	సూపర్మ్యాన్	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	జ్ఞానం	joy	0.312
deal	ఒప్పందం	joy	0.312
simplify	సరళీకృతం	joy	0.312
lord	లార్డ్	joy	0.312
sterling	స్టెర్లింగ్	joy	0.312
progression	పురోగతి	joy	0.312
relight	relight	joy	0.312
pony	పోనీ	joy	0.312
infant	శిశు	joy	0.309
improvement	మెరుగుదల	joy	0.309
absolution	విమోచనాన్ని	joy	0.306
gently	తప్పులతో	joy	0.303
established	ఏర్పాటు	joy	0.303
honest	నిజాయితీ	joy	0.303
decorating	అలంకరణ	joy	0.303
endless	అంతులేని	joy	0.303
banquet	బాంకెట్	joy	0.303
providing	అందించడం	joy	0.300
mine	గని	joy	0.297
fraternal	సోదరభావ	joy	0.297
notable	గుర్తించదగిన	joy	0.297
feat	ఫీట్	joy	0.297
harvest	పంట	joy	0.297
quaint	quaint	joy	0.297
softly	మెత్త	joy	0.297
spiritual	ఆధ్యాత్మికం	joy	0.297
morals	నీతులు	joy	0.297
lounging	Lounging	joy	0.297
light	కాంతి	joy	0.297
breeze	గాలి	joy	0.297
strolling	strolling	joy	0.297
spending	ఖర్చు	joy	0.297
meditating	ధ్యానం	joy	0.297
joker	జోకర్	joy	0.297
yearning	ఆత్రుతలో	joy	0.297
growth	వృద్ధి	joy	0.297
fervor	ఆరాధనతో	joy	0.295
quotes	కోట్స్	joy	0.294
volunteer	స్వచ్ఛంద	joy	0.294
psalms	పామ్స్	joy	0.288
hippie	హిప్పీ	joy	0.288
gain	పెరుగుట	joy	0.288
taoism	టావోయిజం	joy	0.288
midwife	మంత్రసాని	joy	0.288
resources	వనరులు	joy	0.288
create	సృష్టించడానికి	joy	0.288
receiving	అందుకుంటున్న	joy	0.287
ocean	సముద్ర	joy	0.286
snowfall	హిమపాతం	joy	0.286
lsd	LSD	joy	0.286
hiking	హైకింగ్	joy	0.283
chill	చల్ల	joy	0.281
truce	సంధి	joy	0.281
infinity	అనంతం	joy	0.281
toast	తాగడానికి	joy	0.281
destination	గమ్యం	joy	0.281
buddhist	బౌద్ధ	joy	0.281
rested	విశ్రాంతి	joy	0.281
candid	దాపరికం	joy	0.281
evergreen	సతతహరిత	joy	0.281
unwind	నిలిపివేయవచ్చు	joy	0.281
buzzing	సందడిగల	joy	0.281
venerable	గౌరవనీయులైన	joy	0.279
balance	సంతులనం	joy	0.275
retirement	విరమణ	joy	0.275
compensate	భర్తీ	joy	0.273
swim	ఈత	joy	0.273
drinks	పానీయాలు	joy	0.273
devout	భక్తి	joy	0.273
buddha	బుద్ధ	joy	0.273
rapt	నిమగ్నమైన	joy	0.273
fireplace	కొరివి	joy	0.273
snowing	మంచు కురుస్తోంది	joy	0.271
sublimation	సబ్లిమేషన్	joy	0.270
fruity	ఫల	joy	0.268
humility	వినయం	joy	0.266
paragon	పారగాన్	joy	0.266
ministry	మంత్రిత్వ	joy	0.266
sunday	ఆదివారం	joy	0.266
salute	వందనం	joy	0.266
fortitude	పౌరుషము	joy	0.266
whim	యుక్తి	joy	0.266
sun	సూర్యుడు	joy	0.266
sketching	స్కెచ్చింగ్	joy	0.266
waves	తరంగాలు	joy	0.266
buddhism	బౌద్ధమతం	joy	0.266
cathedral	కేథడ్రల్	joy	0.266
yoga	యోగా	joy	0.266
artwork	కళాత్మక	joy	0.265
practiced	సాధన	joy	0.264
clean	శుభ్రంగా	joy	0.260
found	కనుగొన్నారు	joy	0.258
fitting	యుక్తమైనది	joy	0.258
immerse	ముంచుతాం	joy	0.258
running	నడుస్తున్న	joy	0.258
clarity	స్పష్టత	joy	0.258
food	ఆహార	joy	0.258
exercise	వ్యాయామం	joy	0.258
autumn	శరదృతువు	joy	0.254
ardent	ఉత్సాహవంతుడు	joy	0.250
fit	సరిపోయే	joy	0.250
mountain	పర్వత	joy	0.250
expedient	ఉపాయము	joy	0.250
diary	డైరీ	joy	0.250
candles	కొవ్వొత్తులను	joy	0.250
outdoors	ఆరుబయట	joy	0.250
chilled	చల్లగా	joy	0.250
clap	క్లాప్	joy	0.250
contagious	అంటు	joy	0.250
chirp	పిచ్చుక శబ్ధం చేయు	joy	0.250
morning	ఉదయం	joy	0.250
visitor	సందర్శకుడు	joy	0.250
hardy	హార్డీ	joy	0.250
countryside	గ్రామీణ	joy	0.250
undying	తీరని	joy	0.250
football	ఫుట్బాల్	joy	0.250
advocacy	న్యాయవాద	joy	0.250
demonstrative	తావు	joy	0.250
cradle	ఊయల	joy	0.247
trance	ట్రాన్స్	joy	0.246
breakfast	అల్పాహారం	joy	0.242
grow	పెరుగుతాయి	joy	0.242
pay	చెల్లించటానికి	joy	0.242
preservative	సంరక్షక	joy	0.242
intense	తీవ్రమైన	joy	0.242
supremacy	ఆధిపత్యం	joy	0.242
church	చర్చి	joy	0.242
procession	ఊరేగింపు	joy	0.242
consecration	ప్రతిష్ఠితమైన	joy	0.235
lifetime	జీవితకాలం	joy	0.234
nursery	నర్సరీ	joy	0.234
humbled	అర్పించుకున్న	joy	0.234
vote	ఓటు	joy	0.234
incense	ధూపం	joy	0.234
lyre	లైర్	joy	0.234
candle	కొవ్వొత్తి	joy	0.234
snowy	మంచు	joy	0.234
doll	బొమ్మ	joy	0.234
skiing	స్కీయింగ్	joy	0.234
ordination	సమన్వయ	joy	0.234
art	ఆర్ట్	joy	0.234
salary	జీతం	joy	0.234
pastry	పేస్ట్రీ	joy	0.229
firefly	ఫైర్ఫ్లై	joy	0.227
chilling	చిల్లింగ్	joy	0.227
remedy	పరిహారం	joy	0.227
rescue	రెస్క్యూ	joy	0.225
camping	శిబిరాలకు	joy	0.221
perspective	దృష్టికోణం	joy	0.221
orchard	పండ్ల	joy	0.221
orchestra	ఆర్కెస్ట్రా	joy	0.221
possess	కలిగి	joy	0.219
castle	కోట	joy	0.219
lamb	గొర్రె	joy	0.219
gardens	తోటలు	joy	0.219
breezy	గాలులతో	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	చురుకైన	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	చెల్లింపులో	joy	0.212
ribbon	రిబ్బన్	joy	0.212
pho	ఫో	joy	0.212
reggae	రెగె	joy	0.212
raindrops	వర్షపునీటి బొట్లు	joy	0.212
