word	Armenian-hy	emotion	emotion-intensity-score
ethereal	եթերային	fear	0.328
scarce	սակավ	fear	0.327
unsettled	չբացահայտված	fear	0.327
antisocial	հակասոցիալական	fear	0.324
astray	մոլորված	fear	0.320
vigilant	զգոն	fear	0.319
socialist	սոցիալիստ	fear	0.318
halter	դահլիճ	fear	0.318
pessimist	հոռետեսը	fear	0.317
pacing	pacing- ը	fear	0.316
opponent	հակառակորդին	fear	0.312
discontinuity	անորոշություն	fear	0.312
conspire	համաձայնեցված	fear	0.312
trickery	խաբեություն	fear	0.312
obsessing	ետեւում	fear	0.312
seclusion	անջատում	fear	0.312
whirlwind	բոցավառվելը	fear	0.312
unexpected	անսպասելի	fear	0.312
ahhhhhhhh	NO TRANSLATION	fear	0.312
cram	կռունկ	fear	0.312
collusion	գաղութացում	fear	0.312
muzzle	ծաղրածու	fear	0.312
blight	բորբոքում	fear	0.312
foreigner	օտարերկրացին	fear	0.312
chargeable	վճարովի	fear	0.312
laxative	լակատիվ	fear	0.312
clinical	կլինիկական	fear	0.312
dentist	ատամնաբույժ	fear	0.312
therapist	թերապեւտ	fear	0.312
deadline	Վերջնաժամկետ	fear	0.312
bewilderment	տարակուսանք	fear	0.312
litigate	դատական ​​գործընթացը	fear	0.312
nether	Նեթեր	fear	0.312
thorny	փխրուն	fear	0.312
valium	վալիում	fear	0.312
powerful	հզոր	fear	0.312
uneasy	անհանգիստ	fear	0.312
unkind	անխախտ	fear	0.312
ordnance	զինամթերք	fear	0.312
wimpy	wimpy	fear	0.312
overthinking	վերացնելը	fear	0.309
doubts	կասկածներ	fear	0.308
seriousness	լրջությունը	fear	0.305
irrational	իռացիոնալ	fear	0.305
erase	ջնջել	fear	0.303
teasing	զզվելի	fear	0.303
razor	ածխածին	fear	0.303
sweating	քրտինք	fear	0.298
reluctant	դժկամությամբ	fear	0.297
mage	մոգ	fear	0.297
crouching	խառնաշփոթություն	fear	0.297
warning	նախազգուշացում	fear	0.297
endless	անվերջանալի	fear	0.297
adjudicate	դատարանը	fear	0.297
bale	բալե	fear	0.297
inflation	գնաճը	fear	0.297
giant	հսկան	fear	0.297
auditor	աուդիտոր	fear	0.297
medical	բժշկական	fear	0.297
swamp	ճահճի	fear	0.297
bitch	կեղտոտ	fear	0.297
mislead	մոլորեցնելով	fear	0.297
weighty	ծանրակշիռ	fear	0.297
avoid	խուսափել	fear	0.297
depreciated	արժեզրկված	fear	0.297
flounder	գետնին	fear	0.297
deflation	դեֆլյացիա	fear	0.297
unsurpassed	աննախադեպ	fear	0.297
dashed	դաշեց	fear	0.297
hide	թաքցնել	fear	0.297
timidity	հեգնանք	fear	0.297
deluge	ջրհեղեղը	fear	0.287
disinformation	ապատեղեկատվություն	fear	0.286
court	դատարան	fear	0.284
aversion	անհանգստություն	fear	0.283
hurryup	NO TRANSLATION	fear	0.281
unfriendly	անբարեխիղճ	fear	0.281
remains	մնում է	fear	0.281
discourage	հուսահատություն	fear	0.281
cautious	զգույշ	fear	0.281
oncoming	առաջիկայում	fear	0.281
flying	թռչող	fear	0.281
mistaken	սխալմամբ	fear	0.281
swelling	այտուցը	fear	0.281
dwarfed	dwarfed	fear	0.281
surveillance	վերահսկողություն	fear	0.281
apache	apache	fear	0.281
rush	շտապում	fear	0.281
yelp	ճարպը	fear	0.281
cartridge	Քարթրիջ	fear	0.281
fortress	ամրոց	fear	0.281
bigoted	բիոտոներ	fear	0.281
notready	պատրաստ չէ	fear	0.281
challenge	մարտահրավեր	fear	0.281
submitting	ներկայացնելով	fear	0.281
wan	NO TRANSLATION	fear	0.281
confusion	շփոթություն	fear	0.281
unruly	անխոհեմ	fear	0.281
intense	ինտենսիվ	fear	0.279
noncompliance	անհամապատասխանություն	fear	0.276
alerts	ծանուցումներ	fear	0.276
planes	ինքնաթիռները	fear	0.274
displeased	դժգոհ	fear	0.273
cop	ոստիկանություն	fear	0.273
unbridled	անսասան	fear	0.271
regiment	ջոկատը	fear	0.266
crowds	բազմությունը	fear	0.266
sentence	դատավճիռը	fear	0.266
blindfold	կույր տեսք	fear	0.266
crouch	կախարդանք	fear	0.266
belt	գոտի	fear	0.266
hooded	կափարիչը	fear	0.266
uncanny	անանուն	fear	0.266
cupping	խմելը	fear	0.266
sneak	գողանալ	fear	0.266
cloak	ծածկոց	fear	0.266
banger	բանդեր	fear	0.266
affront	խաբեությամբ	fear	0.266
confession	խոստովանություն	fear	0.266
blemish	մեղավոր	fear	0.266
posse	պոսսե	fear	0.266
auditions	լսումներ	fear	0.266
forgotten	մոռացված	fear	0.266
immerse	սուզվելը	fear	0.266
operation	գործողությունը	fear	0.266
elevation	բարձրությունը	fear	0.266
shanghai	Շանհայ	fear	0.266
hood	կափարիչը	fear	0.266
problem	խնդիրը	fear	0.266
skid	skid	fear	0.266
insomnia	անքնություն	fear	0.266
newjob	NO TRANSLATION	fear	0.266
acrobat	ակրոբատ	fear	0.266
flurries	ծաղրանկարներ	fear	0.266
force	ուժը	fear	0.266
spur	խթանել	fear	0.262
defense	պաշտպանություն	fear	0.258
mortgagor	գրավատուն	fear	0.258
impatiently	NO TRANSLATION	fear	0.250
run	վազում	fear	0.250
rascal	ցնցող	fear	0.250
standstill	կանգնեցրեց	fear	0.250
doubt	կասկած	fear	0.250
cataract	կաթողիկոսը	fear	0.250
repent	ապաշխարել	fear	0.250
unfamiliar	անծանոթ	fear	0.250
delusional	նողկալի	fear	0.250
obliging	պարտադիր	fear	0.250
hag	խաբեություն	fear	0.250
defend	պաշտպանել	fear	0.250
guard	պահակ	fear	0.250
scapegoat	ցրտահարություն	fear	0.250
swampy	ճահիճ	fear	0.250
react	արձագանքեց	fear	0.250
breakingnews	ցնցող լուրեր	fear	0.250
foul	մազերը	fear	0.250
spinster	սպինսեր	fear	0.250
indifference	անտարբերություն	fear	0.250
sunk	արեւելք	fear	0.250
picket	Պիկետ	fear	0.250
insect	միջատներին	fear	0.250
rating	վարկանիշը	fear	0.250
forewarned	կանխագուշակված	fear	0.250
indecisive	անորոշ	fear	0.250
stealthy	գաղտնի	fear	0.250
jobinterview	NO TRANSLATION	fear	0.250
grounded	հիմնավորված	fear	0.242
badhabit	NO TRANSLATION	fear	0.242
highest	ամենաբարձրը	fear	0.236
inequality	անհավասարություն	fear	0.234
rekindle	վերսկսել	fear	0.234
shrink	նեղանալ	fear	0.234
scaffold	ապարանջան	fear	0.234
discontent	դժգոհությունը	fear	0.234
verge	եզր	fear	0.234
psychiatrist	հոգեբույժ	fear	0.234
overdrive	overdrive	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	միջնորդել	fear	0.234
pinion	պինիոն	fear	0.234
finalized	ավարտվեց	fear	0.234
shelters	ապաստարաններ	fear	0.234
sleepless	անհանգիստ	fear	0.234
dependence	կախվածությունը	fear	0.234
chicken	հավի	fear	0.234
instinctive	բնազդական	fear	0.234
buzz	բզզ	fear	0.234
difficulty	դժվարություն	fear	0.234
bee	մեղու	fear	0.234
insomniac	անհանգստություն	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	բուքը	fear	0.234
rushing	շտապում	fear	0.233
overslept	գերազանցում	fear	0.226
default	կանխադրված	fear	0.226
confessional	դավանանքային	fear	0.225
impatient	անհամբեր	fear	0.224
immigrant	ներգաղթյալ	fear	0.219
heft	գողություն	fear	0.219
sweat	քրտինքը	fear	0.219
waver	ալիքը	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	ցնցող	fear	0.219
thrill	սենսացիա	fear	0.219
cane	թփեր	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	ինչ կլինի եթե	fear	0.219
tactics	մարտավարություն	fear	0.219
veer	երեխա	fear	0.219
unequal	անհավասար	fear	0.219
lastminute	Վերջին րոպեն	fear	0.219
jungle	ջունգլիներում	fear	0.219
bait	ճնշումը	fear	0.219
revelations	հայտնությունները	fear	0.219
blues	բլյուզ	fear	0.219
overtired	գերազանցեց	fear	0.218
prognosis	կանխատեսումը	fear	0.217
alertness	զգոնություն	fear	0.216
hyped	դադարեցրեց	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	ինձ հաջողություն մաղթիր	fear	0.212
tryouts	փորձարկումներ	fear	0.210
clowns	ծաղրածուներ	fear	0.207
fluctuation	տատանում	fear	0.204
restless	անհանգիստ	fear	0.204
examination	քննությունը	fear	0.204
intimacy	մտերմություն	fear	0.203
phew	թ	fear	0.203
quail	լողալ	fear	0.203
hurry	Շտապեք	fear	0.203
uphill	վերեւ	fear	0.203
mighty	հզոր	fear	0.203
birth	ծնունդը	fear	0.203
cross	Խաչ	fear	0.203
help	Օգնություն	fear	0.203
overcome	հաղթահարել	fear	0.203
recesses	քամին	fear	0.203
acceptances	ընդունումներ	fear	0.203
fearless	անվախ	fear	0.200
ware	նմուշներ	fear	0.198
change	փոփոխություն	fear	0.198
withstand	դիմակայելու համար	fear	0.197
asap	ա	fear	0.191
owing	շնորհիվ	fear	0.188
gnome	gnome	fear	0.188
cautiously	զգուշորեն	fear	0.188
tract	տրակտոր	fear	0.188
deadlines	ժամկետները	fear	0.188
heighten	բարձրացնել	fear	0.188
attorney	իրավաբան	fear	0.188
bug	bug	fear	0.188
knots	հանգույցներ	fear	0.188
fragile	փխրուն	fear	0.188
rule	կանոնը	fear	0.188
advance	առաջընթացը	fear	0.188
intrigue	ինտրիգը	fear	0.188
overcoming	հաղթահարել	fear	0.188
stillness	մթության մեջ	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	ժամացույց	fear	0.188
unorganised	չհաստատված	fear	0.188
elf	Էլֆ	fear	0.185
stillwaiting	դեռեւս սպասում է	fear	0.184
lonely	միայնակ	fear	0.183
slippery	սայթաքուն	fear	0.181
interview	հարցազրույց	fear	0.180
everyman	ամեն մի մարդ	fear	0.178
speculation	շահարկումներ	fear	0.176
needtoknow	պետք է իմանալ	fear	0.173
assessment	գնահատումը	fear	0.172
competition	մրցակցություն	fear	0.172
settlor	նստավայրը	fear	0.172
rod	գավազանով	fear	0.172
checkpoint	ստուգման կետը	fear	0.172
regulatory	կարգավորումը	fear	0.172
worship	երկրպագել	fear	0.172
shell	խեցեղեն	fear	0.172
readytogo	պատրաստ գնալու	fear	0.172
uncertain	անորոշ	fear	0.172
unsure	համոզված	fear	0.172
birch	բեկը	fear	0.172
surprise	անակնկալ	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	չաղ	fear	0.172
composure	բարկություն	fear	0.172
interviewer	հարցազրույցի մասնակից	fear	0.172
less	պակաս	fear	0.167
coy	կույտ	fear	0.162
iris	իռիզ	fear	0.160
audition	լսել	fear	0.156
sly	խաբեությամբ	fear	0.156
legalized	օրինականացվել է	fear	0.156
intimately	սերտորեն	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	Countdown	fear	0.156
hearing	լսել	fear	0.156
bases	հիմքեր	fear	0.156
medication	դեղորայք	fear	0.156
ceasefire	հրադադարի ռեժիմը	fear	0.156
retirement	կենսաթոշակ	fear	0.156
courageous	խիզախ	fear	0.154
overthinker	կրկնօրինակիչ	fear	0.153
backtrack	backtrack	fear	0.151
dawned	դահլիճ	fear	0.150
censor	գրաքննիչ	fear	0.149
bailiff	հարկադիր կատարող	fear	0.147
syllabus	կոնսպեկտ	fear	0.147
gent	նայեց	fear	0.141
caricature	ծաղրանկար	fear	0.141
rationality	ռացիոնալություն	fear	0.141
cove	կով	fear	0.141
newcomer	նորեկ	fear	0.141
eventuality	հնարավորությունը	fear	0.141
imagination	երեւակայությունը	fear	0.141
validity	վավերականությունը	fear	0.141
waiting	սպասում	fear	0.141
delay	ուշացումով	fear	0.141
shy	ամաչկոտ	fear	0.140
alreadyyyyy	NO TRANSLATION	fear	0.140
symptom	ախտանիշ	fear	0.133
excite	հուզիչ	fear	0.132
raccoon	Ջրարջ	fear	0.127
prevent	կանխել	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	ծաղրածու	fear	0.125
ahhh	ahhh	fear	0.125
hawk	հովանոց	fear	0.125
campaigning	քարոզչություն	fear	0.125
soready	բարդություն	fear	0.125
tryout	փորձարկում	fear	0.125
marry	ամուսնանալ	fear	0.125
sprite	սպիտակը	fear	0.125
swim	լողալ	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	դեղատուն	fear	0.123
policeman	ոստիկան	fear	0.121
lace	ժապավեն	fear	0.111
dreamt	երազել	fear	0.111
holiness	սրբություն	fear	0.109
pray	աղոթել	fear	0.109
weight	քաշը	fear	0.109
incase	դեպքում	fear	0.109
knot	հանգույց	fear	0.109
confidence	վստահություն	fear	0.109
notoriety	բարի լուրը	fear	0.109
homework	Տնային աշխատանք	fear	0.109
destination	նպատակակետ	fear	0.109
bigday	մեծամասնությունը	fear	0.109
slender	բեղմնավոր	fear	0.100
undecided	չճանաչված	fear	0.098
sympathetic	սիմպաթիկ	fear	0.097
god	Աստված	fear	0.094
grades	դասարաններում	fear	0.094
loyal	հավատարիմ	fear	0.094
poise	պիեսը	fear	0.094
treat	բուժել	fear	0.094
confident	վստահ	fear	0.094
counsellor	խորհրդական	fear	0.094
helmet	սաղավարտ	fear	0.094
case	գործը	fear	0.094
locate	տեղադրեք	fear	0.094
northeast	արեւելք	fear	0.088
compassion	կարեկցանք	fear	0.078
nurture	դաստիարակություն	fear	0.078
graduation	ավարտելուց հետո	fear	0.078
graded	գնահատել	fear	0.075
mum	մայրիկ	fear	0.070
infant	երեխա	fear	0.067
civilians	քաղաքացիական անձինք	fear	0.062
soulmate	հոգեբան	fear	0.062
civilian	քաղաքացիական	fear	0.062
cloudiness	ամպամածություն	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	շքերթը	fear	0.062
cash	դրամ	fear	0.062
journey	ճանապարհորդություն	fear	0.062
guidelines	ուղեցույցներ	fear	0.062
youth	երիտասարդություն	fear	0.062
opera	օպերա	fear	0.057
synonymous	հոմանիշ	fear	0.056
praying	աղոթում	fear	0.047
honest	ազնիվ	fear	0.047
intelligence	խելք	fear	0.038
romance	սիրավեպ	fear	0.031
lines	գծերը	fear	0.031
volunteer	կամավոր	fear	0.031
obey	հնազանդվելը	fear	0.016
happiest	ամենաերջանիկը	joy	0.986
happiness	երջանկություն	joy	0.984
bliss	երջանկություն	joy	0.971
celebrating	տոնում	joy	0.970
jubilant	երջանիկ	joy	0.969
ecstatic	էկզոտիկ	joy	0.954
elation	մխիթարություն	joy	0.944
bestdayever	Բլոգի գրառումներ	joy	0.938
beaming	ծեծկռտուք	joy	0.938
loveee	սիրուհի	joy	0.932
celebration	տոնակատարություն	joy	0.929
awesomeness	awesomeness	joy	0.926
joy	ուրախություն	joy	0.924
happily	ուրախությամբ	joy	0.922
excitement	հուզմունք	joy	0.922
euphoria	Էյֆորիա	joy	0.922
fabulous	առասպելական	joy	0.922
joyous	ուրախ	joy	0.922
exuberance	մեծություն	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	սեր	joy	0.920
gratitude	երախտագիտություն	joy	0.914
spectacular	տպավորիչ	joy	0.912
merriment	ուրախություն	joy	0.912
happydance	ուրախություն	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	ուրախացան	joy	0.909
triumphant	հաղթող	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	խառնաշփոթություն	joy	0.906
cheerful	ուրախ	joy	0.906
cheer	ուրախություն	joy	0.897
elated	հուզված	joy	0.894
lovethis	սիրում եմ սա	joy	0.891
laugh	ծիծաղում	joy	0.891
jolly	ջոլի	joy	0.891
