word	Sinhala (Sinhalese)-si	emotion	emotion-intensity-score
inheritance	උරුමයක්	joy	0.470
kiddo	කිඩ්ඩෝ	joy	0.470
massage	සම්බාහනයයි	joy	0.470
tickle	ටික්	joy	0.470
adventure	ත්රාසජනක	joy	0.470
nostalgia	නූස්ටල්ජීයා	joy	0.470
soothe	සැනසීමක්	joy	0.470
goals	ඉලක්ක	joy	0.469
luster	නරකයි	joy	0.469
giving	දීම	joy	0.469
princess	කුමරිය	joy	0.469
heartily	හෘදයාංගම ය	joy	0.469
benevolence	දයාවකි	joy	0.469
nurture	පෝෂණය කරන්න	joy	0.469
bridegroom	මනාලයා	joy	0.469
eternal	සදාකාලික	joy	0.469
pray	යාච්ඤා කරන්න	joy	0.469
getaway	අහකට වෙන්න	joy	0.469
humanitarian	මානුෂිකවයි	joy	0.469
bonding	බන්ධනයයි	joy	0.469
rest	විවේක ගන්න	joy	0.469
amicable	එකඟයි	joy	0.469
purring	නොගැලපීමයි	joy	0.469
pretty	ලස්සනයි	joy	0.469
child	ළමා	joy	0.466
salutary	පුණ්යවන්තයෙකි	joy	0.465
invite	ආරාධනා කරන්න	joy	0.457
reminiscing	මතක තියාගන්න	joy	0.456
beam	කදම්භයකි	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	නිවර්තන කලාපීය	joy	0.455
aesthetics	සෞන්දර්යය	joy	0.455
friday	සිකුරාදා	joy	0.455
elevation	උන්නතාංශය	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	උත්සවය	joy	0.455
mindfulness	සිහිය	joy	0.455
hee	හී	joy	0.455
kindred	නෑදෑයෙකි	joy	0.455
scholarship	ශිෂ්යත්වයකි	joy	0.455
befriend	යාළුවෙක්	joy	0.455
commemorate	සැමරීමයි	joy	0.453
allure	ආකර්ෂණය	joy	0.453
faith	විශ්වාසය	joy	0.453
forgiveness	සමාව	joy	0.453
scenery	දර්ශනය	joy	0.453
vindication	සනාථනයකි	joy	0.453
waterfall	ඇල්ල	joy	0.453
birth	උපත	joy	0.453
noworries	කරදර නැහැ	joy	0.453
approve	අනුමත කරයි	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	ගමන	joy	0.447
meditation	භාවනාව	joy	0.446
relaxed	සැහැල්ලුවෙන්	joy	0.442
tranquil	නිස්කලංක තැනකි	joy	0.441
weekend	සති අන්තය	joy	0.441
present	වත්මන්	joy	0.441
tender	ටෙන්ඩර් එකක්	joy	0.441
nostalgic	අතොරක් නැතිව	joy	0.439
prayer	යාච්ඤාව	joy	0.439
sharing	බෙදාහදා ගැනීම	joy	0.439
esteem	ගෞරවය	joy	0.439
lyrical	ගීත	joy	0.439
righteousness	ධර්මිෂ්ඨකම	joy	0.439
share	බෙදාගන්න	joy	0.438
husband	ස්වාමිපුරුෂයා	joy	0.438
life	ජීවිතය	joy	0.438
sonnet	සෝනෙට්	joy	0.438
relief	සහන	joy	0.438
unbeaten	නොදැවී ලකුණු	joy	0.438
newday	අලුත් දවසක්	joy	0.438
meditate	මෙනෙහි කරන්න	joy	0.438
mighty	බලසම්පන්නය	joy	0.438
eager	උනන්දුවෙන් ඉන්නවා	joy	0.438
strength	ශක්තිය	joy	0.438
warm	උණුසුම් වේ	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	මිනිහෙක්	joy	0.427
oneness	එකමුතුකම	joy	0.426
unsurpassed	නොසැළී ඇත	joy	0.424
ejaculation	ශුක්ර තරලය	joy	0.424
unconstrained	අසංඛ්යාත	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	පදක්කම්	joy	0.424
amen	ආමෙන්	joy	0.424
candlelight	ඉටිපන්දම්	joy	0.424
reverence	ගෞරවය	joy	0.424
healthful	සෞඛ්යමත් ය	joy	0.424
carols	කැරල්	joy	0.424
sledding	සෑරිනි	joy	0.422
wealth	ධනය	joy	0.422
graduation	උපාධිය ලැබීය	joy	0.422
frisky	පිස්සු	joy	0.422
energy	බලශක්ති	joy	0.422
calmness	සන්සුන්කම	joy	0.422
beginnings	ආරම්භය	joy	0.422
safe	ආරක්ෂිතයි	joy	0.422
musical	සංගීත	joy	0.422
symphony	වාද්ය වෘන්දය	joy	0.422
lml	lml	joy	0.422
glitter	ග්ලිටර්	joy	0.422
ease	පහසුය	joy	0.422
helpful	ප්රයෝජනවත් වේ	joy	0.422
soundness	ශක්තිමත් බවකි	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	පොරොන්දු වෙනවා	joy	0.415
reunite	යලි එක් විය	joy	0.414
salvation	ගැලවීම	joy	0.412
mother	මව	joy	0.412
poems	කවි	joy	0.412
inauguration	සමාරම්භක උත්සවය	joy	0.409
immaculate	නොනිල	joy	0.409
lighten	සැහැල්ලුයි	joy	0.409
aromatherapy	සගන්ධ ෙතල්	joy	0.409
travel	ගමන්	joy	0.409
lavender	ලැෙවන්ඩර්	joy	0.409
purify	පිරිසිදුයි	joy	0.409
clown	ක්ලෝන්	joy	0.409
star	තරුව	joy	0.406
cash	මුදල්	joy	0.406
heal	සුව කරනවා	joy	0.406
completing	සම්පූර්ණ වේ	joy	0.406
companion	සහකාරිය	joy	0.406
live	සජීවි	joy	0.406
flowers	මල්	joy	0.406
wishing	ආශාවක් දක්වයි	joy	0.406
charity	පුණ්යායතන	joy	0.406
opportune	අවස්ථානුකූලයි	joy	0.406
income	ආදායම්	joy	0.403
soul	ආත්මය	joy	0.401
munchies	මිනිහෙක්	joy	0.400
indescribable	විස්තර කළ නොහැකි තරම්ය	joy	0.397
progress	ප්රගතිය	joy	0.397
emancipation	විමුක්තිය	joy	0.397
christian	ක්රිස්තියානි	joy	0.397
hammock	හෙමොක්	joy	0.394
together	එක්ව	joy	0.394
equality	සමානාත්මතාවය	joy	0.394
fullness	පූර්ණත්වය	joy	0.394
picnic	විනෝද චාරිකාවක්	joy	0.394
calm	සන්සුන්ව	joy	0.394
childhood	ළමාවිය	joy	0.394
rhythmical	රිද්මයානුකූලයි	joy	0.394
movies	චිත්රපටි	joy	0.393
zealous	ජ්වලිතය	joy	0.393
littlethings	සුළු දේවල්	joy	0.391
humanity	මානව වර්ගයා	joy	0.391
starry	තාරකාව	joy	0.391
playground	ක්රීඩා පිටිය	joy	0.391
adventures	ඇඩ්වෙන්චර්ස්	joy	0.391
meaningful	අර්ථවත්	joy	0.391
choir	ගීතිකා	joy	0.391
affluence	ඉවහල් වේ	joy	0.391
warms	උණුසුම් කරයි	joy	0.391
goofy	මෝඩයි	joy	0.391
auspicious	නැකත	joy	0.391
gesture	අභිමානවත් ය	joy	0.387
vow	බාරයක්	joy	0.382
shopping	සාප්පු සවාරි	joy	0.382
witty	විකෘති	joy	0.382
communion	හවුල් වීමයි	joy	0.379
vibes	විජ්ජා	joy	0.379
worship	නමස්කාරය	joy	0.379
jump	පැනීම	joy	0.379
reverend	කණගාටුදායකයි	joy	0.377
advance	අත්තිකාරමක්	joy	0.375
beaches	වෙරළ තීරය	joy	0.375
youth	තරුණ	joy	0.375
spirits	ස්ප්රීතු	joy	0.375
simplicity	සරළයි	joy	0.375
full	සම්පූර්ණ	joy	0.375
rising	ඉහල නගිනු ඇත	joy	0.375
hymn	ගීය	joy	0.375
unique	අසමසමයි	joy	0.375
redeemed	මිදුණා	joy	0.375
scenic	දර්ශනීය	joy	0.375
mirth	මෛත්රී	joy	0.375
courtship	හවුල් වීම	joy	0.375
experience	අත්දැකීමක්	joy	0.375
reunion	යලි එක්වීම	joy	0.375
sonorous	සිහිනෙන්	joy	0.375
unforgettable	අමතක නොවන	joy	0.375
baptismal	බව්තිස්මය	joy	0.368
alliance	සන්ධානය	joy	0.368
grant	දීමනාවකි	joy	0.366
conciliation	සමාදානයයි	joy	0.364
moonlight	චන්ද්රයා	joy	0.364
sanctification	පවිත්ර කිරීමයි	joy	0.364
improves	වර්ධනය වේ	joy	0.364
improve	වැඩි දියුණු කරන්න	joy	0.364
pure	පිරිසිදුයි	joy	0.364
authentic	අව්යාජයි	joy	0.364
kitten	බළල් පැටියා	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	raspberries	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	භක්තියයි	joy	0.359
feeling	හැඟීමයි	joy	0.359
devotional	බැතිමතුන් ය	joy	0.359
proficiency	ප්රවීණතාවය	joy	0.359
tinsel	නූඩ්ල්ස්	joy	0.359
revival	පුනර්ජීවනයකි	joy	0.359
sanctify	කැපවෙනවා	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	ස්වාධීන	joy	0.359
cocoa	කොකෝවා	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	ඩොල්ෆින්	joy	0.348
choral	ගීතිකා	joy	0.348
deliverance	ගළවාගැනීමයි	joy	0.348
romp	නටනවා	joy	0.348
roaring	ගොරතර	joy	0.348
melody	ගීතයකි	joy	0.348
favor	හිතකරයි	joy	0.348
unification	එක්සත් කිරීමයි	joy	0.348
exceed	ඉක්මවයි	joy	0.348
purpose	අරමුණ	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	නිව්යෝක්	joy	0.344
voluptuous	ප්රතාපවත් ය	joy	0.344
fruits	පළතුරු	joy	0.344
thx	thx	joy	0.344
newstart	නිව්ස්ටාට්	joy	0.344
manicure	මැණික් වර්ග	joy	0.344
date	දිනය	joy	0.344
kiddos	කිඩ්ඩෝ	joy	0.344
roadtrip	පාරේ	joy	0.344
cookies	කුකීස්	joy	0.344
hedonism	හෙක්ටවාදයයි	joy	0.344
humble	නිහතමානී	joy	0.344
electric	විද්යුත්	joy	0.344
pledge	පොරොන්දුවයි	joy	0.344
celebrity	කීර්තිමත් පුද්ගලයෙක්	joy	0.342
rhythm	රිද්මයානුකූලයි	joy	0.338
bridesmaid	බිරිඳයි	joy	0.338
snowday	හිම කැටය	joy	0.333
young	තරුණ	joy	0.333
coffee	කෝපි	joy	0.333
edification	උන්නතියයි	joy	0.333
obliging	යුතුකමකි	joy	0.333
renovation	ප්රතිසංස්කරණය කිරීම	joy	0.333
familiarity	සුහදතාව	joy	0.333
garden	වත්ත	joy	0.333
spa	ස්පා	joy	0.333
dawn	අලුයම	joy	0.333
connoisseur	රසඥයා	joy	0.333
partner	හවුල්කරුවෙකි	joy	0.333
gazing	බලාගෙන ඉන්නවා	joy	0.333
foodie	ෆූඩි	joy	0.331
synchronize	සමමුහුර්ත කරන්න	joy	0.329
tribulation	පීඩා කාලය	joy	0.328
healing	සුව කිරීම	joy	0.328
saint	සාන්තුවරයා	joy	0.328
chirping	චොපින්	joy	0.328
hobby	විනෝදාංශ	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	කැරල්	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	ගීතාවලිය	joy	0.328
pedicure	පැඩිකරය	joy	0.328
amnesty	ඇම්නෙස්ටිං	joy	0.328
respite	විවේකයක්	joy	0.324
mellow	මෘදුයි	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	විනෝදය	joy	0.318
restorative	ප්රතිස්ථාපනය	joy	0.318
cousins	ඥාති සොහොයුරන්ය	joy	0.318
classics	සම්භාව්ය	joy	0.318
reconciliation	ප්රතිසන්ධානය	joy	0.316
dove	පරෙවියා	joy	0.312
living	ජීවන	joy	0.312
presto	පෙරෙස්	joy	0.312
crafts	ශිල්ප ක්රම	joy	0.312
recovery	ප්රකෘතිමත් වීම	joy	0.312
woods	ලී	joy	0.312
sunset	හිරු බැස යෑමයි	joy	0.312
fitness	යෝග්යතාවය	joy	0.312
playhouse	ක්රීඩා පිටිය	joy	0.312
superman	අධිපතියා	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	ප්රඥාව	joy	0.312
deal	ගනුදෙනුවක්	joy	0.312
simplify	සරළයි	joy	0.312
lord	සමිඳාණන්	joy	0.312
sterling	ස්ටර්ලිං	joy	0.312
progression	ප්රගතිය	joy	0.312
relight	විහිළුවක්	joy	0.312
pony	පොනි	joy	0.312
infant	ළදරුවා	joy	0.309
improvement	වැඩිදියුණු කිරීමකි	joy	0.309
absolution	විවාදය	joy	0.306
gently	මෘදුයි	joy	0.303
established	පිහිටුවා ඇත	joy	0.303
honest	අවංකයි	joy	0.303
decorating	සැරසීම	joy	0.303
endless	නිමක් නැතිව	joy	0.303
banquet	භෝජන සංග්රහය	joy	0.303
providing	සපයමින්	joy	0.300
mine	මගේ	joy	0.297
fraternal	සහෝදරයා	joy	0.297
notable	කැපී පෙනේ	joy	0.297
feat	ජය	joy	0.297
harvest	අස්වැන්නයි	joy	0.297
quaint	ඇත්තමයි	joy	0.297
softly	සිනහව	joy	0.297
spiritual	ආත්මිකයි	joy	0.297
morals	සදාචාරය	joy	0.297
lounging	වැටිණි	joy	0.297
light	ආලෝකය	joy	0.297
breeze	සුළඟ	joy	0.297
strolling	ඇවිදිනවා	joy	0.297
spending	වියදම්	joy	0.297
meditating	භාවනාව	joy	0.297
joker	විහිළුවක්	joy	0.297
yearning	දුකකි	joy	0.297
growth	වර්ධනය	joy	0.297
fervor	ආදරයක්	joy	0.295
quotes	උපුටා දක්වයි	joy	0.294
volunteer	ස්වේච්ඡාවෙන්	joy	0.294
psalms	ගීතිකා	joy	0.288
hippie	හිපි	joy	0.288
gain	ලබා ගන්න	joy	0.288
taoism	ටාවෝවාදයයි	joy	0.288
midwife	වින්නඹු මාතාවකි	joy	0.288
resources	සම්පත්	joy	0.288
create	නිර්මාණය කරන්න	joy	0.288
receiving	ලැබුණි	joy	0.287
ocean	සාගරය	joy	0.286
snowfall	හිමපතනය වේ	joy	0.286
lsd	ඊෂ්	joy	0.286
hiking	දිඟු පාගමන්	joy	0.283
chill	සීතලයි	joy	0.281
truce	සටන් විරාමයක්	joy	0.281
infinity	අනන්තය	joy	0.281
toast	ටෝස්ට්	joy	0.281
destination	ගමනාන්තය	joy	0.281
buddhist	බෞද්ධ	joy	0.281
rested	විවේක ගත්තේය	joy	0.281
candid	අවංකයි	joy	0.281
evergreen	සදාහරිතය	joy	0.281
unwind	පසුබසිනුයි	joy	0.281
buzzing	ගොරෝසුයි	joy	0.281
venerable	පූජ්ය	joy	0.279
balance	ශේෂය	joy	0.275
retirement	විශ්රාම ගැන්වීම	joy	0.275
compensate	වන්දි ගෙවන්න	joy	0.273
swim	පිහිනන්න	joy	0.273
drinks	බීම	joy	0.273
devout	ඇදහිලිවන්තයෙකි	joy	0.273
buddha	බුද්ධ	joy	0.273
rapt	රැවටීමයි	joy	0.273
fireplace	උඳුන්	joy	0.273
snowing	හිම වැටෙනවා	joy	0.271
sublimation	sublimation	joy	0.270
fruity	සාරවත්	joy	0.268
humility	නිහතමානී	joy	0.266
paragon	පාරාදීසය	joy	0.266
ministry	අමාත්යාංශ	joy	0.266
sunday	ඉරිදා	joy	0.266
salute	ආචාර	joy	0.266
fortitude	නොසැලකිලිමත්කම	joy	0.266
whim	කතාව	joy	0.266
sun	හිරු	joy	0.266
sketching	උචිතය	joy	0.266
waves	රළ	joy	0.266
buddhism	බුද්ධාගම	joy	0.266
cathedral	දේවස්ථානයකි	joy	0.266
yoga	යෝගයයි	joy	0.266
artwork	කලා	joy	0.265
practiced	පිළිපදින්න	joy	0.264
clean	පිරිසිදුයි	joy	0.260
found	හමු විය	joy	0.258
fitting	සුදුසුය	joy	0.258
immerse	කිමිදෙන්න	joy	0.258
running	ක්රියාත්මක වේ	joy	0.258
clarity	පැහැදිළි ය	joy	0.258
food	ආහාර	joy	0.258
exercise	ව්යායාමයකි	joy	0.258
autumn	සරත් ඍතුව	joy	0.254
ardent	උද්යෝගිමත් ය	joy	0.250
