word	Azeerbaijani-az	emotion	emotion-intensity-score
comfy	rahatdır	joy	0.551
sunshine	günəş işığı	joy	0.551
confidence	etibarlılıq	joy	0.547
mistletoe	ökseotu	joy	0.547
elite	elit	joy	0.547
celestial	göydən	joy	0.547
heart	ürək	joy	0.547
completion	tamamlama	joy	0.547
good	yaxşı	joy	0.547
daughter	qızı	joy	0.547
gifts	hədiyyələr	joy	0.547
astonishment	təəccüblə	joy	0.547
bonus	bonus	joy	0.547
goodmorning	Sabahınız xeyir	joy	0.547
lifted	qaldırdı	joy	0.547
zeal	həsrət	joy	0.547
illuminate	işıqlandırmaq	joy	0.547
gift	hədiyyə	joy	0.547
vacation	məzuniyyət	joy	0.547
charmed	cazibədar	joy	0.546
recreation	istirahət	joy	0.545
encouragement	təşviqi	joy	0.545
gush	guşə	joy	0.545
sublime	böyükdür	joy	0.545
dance	rəqs	joy	0.545
god	tanrı	joy	0.545
free	pulsuz	joy	0.544
freshstart	yeni başlanğıc	joy	0.544
savior	xilaskar	joy	0.543
sanctuary	Müqəddəs yer	joy	0.541
grandchildren	nəvələr	joy	0.540
wellness	Wellness	joy	0.537
revel	dəlil	joy	0.534
inspirational	ruhlandırıcıdır	joy	0.531
savor	zövq	joy	0.531
matrimony	evlilik	joy	0.531
money	pul	joy	0.531
rainbow	göy qurşağı	joy	0.531
confident	inamlı	joy	0.531
bridal	gəlin	joy	0.531
music	musiqi	joy	0.531
fab	fab	joy	0.531
serene	sakin	joy	0.531
alive	diri	joy	0.531
holiness	müqəddəslik	joy	0.531
vitality	dirilik	joy	0.531
liberation	azadlıq	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	sakitləşdirici	joy	0.531
soar	sürüşmək	joy	0.531
firstborn	ilk növbədə	joy	0.531
elegant	zərif	joy	0.530
mastery	sənətkarlıq	joy	0.530
illumination	işıqlandırma	joy	0.530
welcomed	salamladı	joy	0.530
warmth	istilik	joy	0.530
blossom	çiçək	joy	0.530
glimmer	parıltı	joy	0.530
faithful	sadiqdir	joy	0.529
treat	müalicə etmək	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laurels	joy	0.521
commendable	təqdirəlayiqdir	joy	0.519
powerful	güclüdür	joy	0.516
silly	ağılsız	joy	0.516
zest	zest	joy	0.516
presents	təqdim edir	joy	0.516
succeed	müvəffəqiyyət	joy	0.516
jingle	jingle	joy	0.516
remarkable	diqqətəlayiqdir	joy	0.516
greeted	salamladı	joy	0.516
brotherly	qardaşlıqla	joy	0.516
pride	qürur	joy	0.516
strengthening	gücləndirmək	joy	0.516
aspire	talib	joy	0.516
abundant	zəngin	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	qəribədir	joy	0.516
almighty	qüdrətli	joy	0.516
fancy	xülya	joy	0.516
zen	zen	joy	0.515
coronation	koronasiya	joy	0.515
kudos	kudos	joy	0.515
vivid	canlı	joy	0.515
leisure	asudə	joy	0.515
complete	tamamlandı	joy	0.515
cutie	cutie	joy	0.515
newme	yenisi	joy	0.515
familytime	ailə vaxtı	joy	0.515
animated	animasiya	joy	0.515
spirit	ruhu	joy	0.515
thanking	təşəkkür edirəm	joy	0.515
kid	uşaq	joy	0.515
shining	parlayan	joy	0.515
payday	payday	joy	0.515
princely	prinsipcə	joy	0.515
reunited	birləşdi	joy	0.515
therapeutic	terapevtik	joy	0.515
comfort	rahatlıq	joy	0.515
godly	dindarca	joy	0.514
marriage	evlilik	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	əlaqələr	joy	0.514
spouse	həyat yoldaşı	joy	0.507
intimately	intimately	joy	0.507
accomplish	yerinə yetirmək	joy	0.500
excel	excel	joy	0.500
inviting	dəvət edirik	joy	0.500
meritorious	mükəmməl	joy	0.500
diamond	almaz	joy	0.500
nature	təbiət	joy	0.500
dignity	ləyaqət	joy	0.500
family	ailə	joy	0.500
soulful	dözümlü	joy	0.500
charitable	xeyriyyəçi	joy	0.500
encourage	təşviq edin	joy	0.500
friends	dostlar	joy	0.500
satisfied	razı qaldı	joy	0.500
welcoming	salamlayıram	joy	0.500
healthy	sağlam	joy	0.500
surreal	surreal	joy	0.500
refreshed	yenilənmişdir	joy	0.500
beach	çimərlik	joy	0.500
motherhood	analıq	joy	0.500
respect	hörmət	joy	0.500
gem	gem	joy	0.500
erotic	erotik	joy	0.500
visionary	vizyoner	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	nail oldu	joy	0.500
christ	christ	joy	0.500
memorable	yaddaqalan	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	körpə	joy	0.500
purr	Təmir	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	doğrudur	joy	0.500
bloom	bloom	joy	0.500
carefree	qayğısız	joy	0.500
aura	aura	joy	0.493
health	Sağlamlıq	joy	0.493
liberty	azadlıq	joy	0.486
approved	təsdiqləndi	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	sürpriz	joy	0.485
engaging	məşğulluq	joy	0.485
crowning	qaranlıq	joy	0.485
aspiration	aspirasiya	joy	0.485
prestige	prestij	joy	0.485
crescendo	crescendo	joy	0.485
gentle	yumşaq	joy	0.485
liberate	azad et	joy	0.485
betrothed	nişanlandı	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	lütf	joy	0.485
privileged	imtiyazlı	joy	0.485
loyal	sadiq	joy	0.485
inseparable	ayrılmaz	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	zirvəyə	joy	0.484
trophy	kubok	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	uğurlar	joy	0.484
creativity	yaradıcılıq	joy	0.484
destiny	taleyi	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transsendence	joy	0.484
bouquet	buket	joy	0.484
chocolate	şokolad	joy	0.484
aloha	aloha	joy	0.484
yummy	yummy	joy	0.484
dream	yuxu	joy	0.484
desire	arzu	joy	0.484
boyfriend	boyfriend	joy	0.480
commemoration	anma	joy	0.479
intelligence	kəşfiyyat	joy	0.477
readiness	hazırlıq	joy	0.473
friend	dostum	joy	0.471
enthusiast	meraklısı	joy	0.471
bride	gəlin	joy	0.471
lush	gurultulu	joy	0.470
calming	sakinleştirici	joy	0.470
inheritance	miras	joy	0.470
kiddo	kiddo	joy	0.470
massage	masaj	joy	0.470
tickle	qıdıq	joy	0.470
adventure	macəra	joy	0.470
nostalgia	nostalji	joy	0.470
soothe	sakitləşdirin	joy	0.470
goals	məqsədləri	joy	0.469
luster	parıltı	joy	0.469
giving	vermək	joy	0.469
princess	prenses	joy	0.469
heartily	ürəkdən	joy	0.469
benevolence	xeyirxahlıq	joy	0.469
nurture	tərbiyə	joy	0.469
bridegroom	Bəyəm	joy	0.469
eternal	əbədi	joy	0.469
pray	dua etmək	joy	0.469
getaway	qaçmaq	joy	0.469
humanitarian	humanitar	joy	0.469
bonding	bağlama	joy	0.469
rest	istirahət	joy	0.469
amicable	dostluq	joy	0.469
purring	təmizləmək	joy	0.469
pretty	Gözəl	joy	0.469
child	uşaq	joy	0.466
salutary	salutary	joy	0.465
invite	dəvət et	joy	0.457
reminiscing	reminiscing	joy	0.456
beam	şüa	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropik	joy	0.455
aesthetics	estetikası	joy	0.455
friday	Cümə	joy	0.455
elevation	yüksəklik	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	mərasim	joy	0.455
mindfulness	zehinlilik	joy	0.455
hee	hee	joy	0.455
kindred	qohum	joy	0.455
scholarship	təqaüd	joy	0.455
befriend	dost olmaq	joy	0.455
commemorate	xatırlamaq	joy	0.453
allure	cazibə	joy	0.453
faith	iman	joy	0.453
forgiveness	əfv	joy	0.453
scenery	dekorasiya	joy	0.453
vindication	vindikasiya	joy	0.453
waterfall	şəlalə	joy	0.453
birth	doğum	joy	0.453
noworries	Narahat olma	joy	0.453
approve	təsdiq et	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	səyahət	joy	0.447
meditation	meditasyon	joy	0.446
relaxed	rahatdır	joy	0.442
tranquil	sükunət	joy	0.441
weekend	həftə sonu	joy	0.441
present	indiki	joy	0.441
tender	tender	joy	0.441
nostalgic	nostalji	joy	0.439
prayer	namaz qılmaq	joy	0.439
sharing	paylaşma	joy	0.439
esteem	hörmət	joy	0.439
lyrical	lirik	joy	0.439
righteousness	salehlik	joy	0.439
share	payı	joy	0.438
husband	ər	joy	0.438
life	həyat	joy	0.438
sonnet	sonnet	joy	0.438
relief	relyef	joy	0.438
unbeaten	yenilməz	joy	0.438
newday	yeni gün	joy	0.438
meditate	düşünün	joy	0.438
mighty	qüdrətli	joy	0.438
eager	istəkli	joy	0.438
strength	güc	joy	0.438
warm	isti	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	dostum	joy	0.427
oneness	birlik	joy	0.426
unsurpassed	mükəmməldir	joy	0.424
ejaculation	boşanma	joy	0.424
unconstrained	sərbəst	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	medal	joy	0.424
amen	amen	joy	0.424
candlelight	şam işığı	joy	0.424
reverence	hörmət	joy	0.424
healthful	sağlamlıq	joy	0.424
carols	carols	joy	0.424
sledding	sledding	joy	0.422
wealth	sərvət	joy	0.422
graduation	məzuniyyət	joy	0.422
frisky	dəhşətli	joy	0.422
energy	enerji	joy	0.422
calmness	sakitlik	joy	0.422
beginnings	başlanğıc	joy	0.422
safe	təhlükəsizdir	joy	0.422
musical	musiqi	joy	0.422
symphony	simfoniya	joy	0.422
lml	lml	joy	0.422
glitter	parıltı	joy	0.422
ease	asanlıqla	joy	0.422
helpful	faydalıdır	joy	0.422
soundness	sağlamlıq	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	söz ver	joy	0.415
reunite	birləşmək	joy	0.414
salvation	qurtuluşdur	joy	0.412
mother	ana	joy	0.412
poems	şeirlər	joy	0.412
inauguration	açılış mərasimi	joy	0.409
immaculate	təmizdir	joy	0.409
lighten	işıqlandırmaq	joy	0.409
aromatherapy	aromaterapiya	joy	0.409
travel	səyahət	joy	0.409
lavender	lavanta	joy	0.409
purify	təmizləmək	joy	0.409
clown	palyaço	joy	0.409
star	ulduz	joy	0.406
cash	pul	joy	0.406
heal	şəfa	joy	0.406
completing	tamamlayır	joy	0.406
companion	yoldaş	joy	0.406
live	yaşamaq	joy	0.406
flowers	çiçəklər	joy	0.406
wishing	diləyirəm	joy	0.406
charity	xeyriyyə	joy	0.406
opportune	Müvəqqəti	joy	0.406
income	gəlir	joy	0.403
soul	ruh	joy	0.401
munchies	munchies	joy	0.400
indescribable	təsvir edilə bilməz	joy	0.397
progress	tərəqqi	joy	0.397
emancipation	azadlıq	joy	0.397
christian	xristian	joy	0.397
hammock	hamak	joy	0.394
together	birlikdə	joy	0.394
equality	bərabərlik	joy	0.394
fullness	dolğunluq	joy	0.394
picnic	piknik	joy	0.394
calm	sakit	joy	0.394
childhood	uşaqlıq	joy	0.394
rhythmical	ritmik	joy	0.394
movies	filmlər	joy	0.393
zealous	qəsdkar	joy	0.393
littlethings	kiçik şeylər	joy	0.391
humanity	insanlıq	joy	0.391
starry	ulduzlu	joy	0.391
playground	oyun sahəsi	joy	0.391
adventures	sərgüzəştləri	joy	0.391
meaningful	mənalı	joy	0.391
choir	xor	joy	0.391
affluence	zənginlik	joy	0.391
warms	istilənir	joy	0.391
goofy	qaçaq	joy	0.391
auspicious	xeyirli	joy	0.391
gesture	jest	joy	0.387
vow	söz ver	joy	0.382
shopping	alış-veriş	joy	0.382
witty	ağıllı	joy	0.382
communion	birlik	joy	0.379
vibes	vibes	joy	0.379
worship	ibadət edin	joy	0.379
jump	tullanmaq	joy	0.379
reverend	reverend	joy	0.377
advance	avans	joy	0.375
beaches	çimərliklər	joy	0.375
youth	gənclər	joy	0.375
spirits	ruhlar	joy	0.375
simplicity	sadəlik	joy	0.375
full	dolu	joy	0.375
rising	yüksəlir	joy	0.375
hymn	hymn	joy	0.375
unique	unikal	joy	0.375
redeemed	ödənilmişdir	joy	0.375
scenic	səhnədir	joy	0.375
mirth	mirth	joy	0.375
courtship	məhkəməlik	joy	0.375
experience	təcrübə	joy	0.375
reunion	birləşmə	joy	0.375
sonorous	səsli	joy	0.375
unforgettable	unudulmaz	joy	0.375
baptismal	baptism	joy	0.368
alliance	ittifaq	joy	0.368
grant	hədiyyə	joy	0.366
conciliation	razılaşma	joy	0.364
moonlight	moonlight	joy	0.364
sanctification	sanctification	joy	0.364
improves	yaxşılaşdırır	joy	0.364
improve	yaxşılaşdırın	joy	0.364
pure	təmiz	joy	0.364
authentic	orijinal	joy	0.364
kitten	kitten	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	moruq	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	sadiqlik	joy	0.359
feeling	hissi	joy	0.359
devotional	devotional	joy	0.359
proficiency	bacarıq	joy	0.359
tinsel	tinsel	joy	0.359
revival	canlanma	joy	0.359
sanctify	müqəddəsləşdirmək	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	müstəqil	joy	0.359
cocoa	kakao	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	Yunus	joy	0.348
choral	xor	joy	0.348
deliverance	qurtarmaq	joy	0.348
romp	romp	joy	0.348
roaring	qışqırır	joy	0.348
melody	melodiya	joy	0.348
favor	lehinə	joy	0.348
unification	birləşmə	joy	0.348
exceed	artıq	joy	0.348
purpose	məqsədi	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	indi	joy	0.344
voluptuous	gülməli	joy	0.344
fruits	meyvələr	joy	0.344
thx	Təşəkkür	joy	0.344
newstart	yeni başlanğıc	joy	0.344
manicure	manikür	joy	0.344
date	Tarix	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	yol səfəri	joy	0.344
cookies	Peçenyelər	joy	0.344
hedonism	hedonizm	joy	0.344
humble	təvazökar	joy	0.344
electric	elektrik	joy	0.344
pledge	girov	joy	0.344
celebrity	ünlüdür	joy	0.342
rhythm	ritm	joy	0.338
bridesmaid	bridesmaid	joy	0.338
snowday	qar yağışı	joy	0.333
young	gənc	joy	0.333
coffee	qəhvə	joy	0.333
edification	inkişaf etdirmək	joy	0.333
obliging	məcburi	joy	0.333
renovation	yeniləmə	joy	0.333
familiarity	tanışlıq	joy	0.333
garden	bağ	joy	0.333
spa	spa	joy	0.333
dawn	şəfəq	joy	0.333
connoisseur	bilici	joy	0.333
partner	tərəfdaş	joy	0.333
gazing	Baxış	joy	0.333
foodie	Yemək mütəxəssisi	joy	0.331
synchronize	sinxronlaşdırın	joy	0.329
tribulation	çətinliklər	joy	0.328
healing	şəfa	joy	0.328
saint	müqəddəs	joy	0.328
chirping	cazibə	joy	0.328
hobby	hobbi	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	Zəbur	joy	0.328
pedicure	pedikür	joy	0.328
amnesty	amnistiya	joy	0.328
respite	möhlət	joy	0.324
mellow	mellow	joy	0.318
lazyday	tənbəl gün	joy	0.318
recreational	istirahət	joy	0.318
restorative	bərpaçı	joy	0.318
cousins	cousins	joy	0.318
classics	klassiklər	joy	0.318
reconciliation	razılaşma	joy	0.316
dove	göyərçin	joy	0.312
living	yaşamaq	joy	0.312
presto	presto	joy	0.312
crafts	sənətkarlıq	joy	0.312
recovery	bərpa	joy	0.312
woods	ağaclar	joy	0.312
sunset	gün batışı	joy	0.312
fitness	fitness	joy	0.312
playhouse	oyun evi	joy	0.312
superman	superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	hikmət	joy	0.312
deal	anlaşma	joy	0.312
simplify	sadələşdirmək	joy	0.312
lord	lord	joy	0.312
sterling	sterlinq	joy	0.312
progression	irəliləyiş	joy	0.312
relight	rezonans	joy	0.312
pony	pony	joy	0.312
infant	körpə	joy	0.309
improvement	təkmilləşdirilməsi	joy	0.309
absolution	absurd	joy	0.306
gently	nəzakətlə	joy	0.303
established	qurulmuşdur	joy	0.303
honest	dürüst	joy	0.303
decorating	bəzək	joy	0.303
endless	sonsuz	joy	0.303
banquet	ziyafət	joy	0.303
providing	təmin edir	joy	0.300
mine	Mina	joy	0.297
fraternal	qardaş	joy	0.297
notable	diqqətəlayiqdir	joy	0.297
feat	feat	joy	0.297
harvest	məhsul	joy	0.297
quaint	qəribə	joy	0.297
softly	yumşaqlıqla	joy	0.297
spiritual	mənəvi	joy	0.297
morals	əxlaq	joy	0.297
lounging	lounging	joy	0.297
light	işıq	joy	0.297
breeze	breeze	joy	0.297
strolling	strolling	joy	0.297
spending	xərcləmə	joy	0.297
meditating	meditasyon	joy	0.297
joker	joker	joy	0.297
yearning	həsrətdir	joy	0.297
growth	böyümə	joy	0.297
fervor	şövq	joy	0.295
quotes	quotes	joy	0.294
volunteer	könüllü	joy	0.294
psalms	psalms	joy	0.288
hippie	hippi	joy	0.288
gain	qazanmaq	joy	0.288
taoism	taoizm	joy	0.288
midwife	mama	joy	0.288
resources	resursları	joy	0.288
create	yaratmaq	joy	0.288
receiving	qəbul	joy	0.287
ocean	okean	joy	0.286
snowfall	qar yağışı	joy	0.286
lsd	lsd	joy	0.286
hiking	yürüş	joy	0.283
chill	soyuq	joy	0.281
truce	atəşkəs	joy	0.281
infinity	sonsuzluq	joy	0.281
toast	qızartmaq	joy	0.281
destination	təyinat	joy	0.281
buddhist	budist	joy	0.281
rested	istirahət etdi	joy	0.281
candid	səmimi	joy	0.281
evergreen	həmişəlik	joy	0.281
unwind	gəzmək	joy	0.281
buzzing	cazibədar	joy	0.281
venerable	hörmətli	joy	0.279
balance	balans	joy	0.275
retirement	təqaüdçü	joy	0.275
compensate	kompensasiya	joy	0.273
swim	üzmək	joy	0.273
drinks	içkilər	joy	0.273
devout	dindar	joy	0.273
buddha	budda	joy	0.273
rapt	vuruşmaq	joy	0.273
fireplace	şömine	joy	0.273
snowing	qar yağışı	joy	0.271
sublimation	sublimasiya	joy	0.270
fruity	meyvəli	joy	0.268
humility	təvazökarlıq	joy	0.266
paragon	paragon	joy	0.266
ministry	nazirlik	joy	0.266
sunday	bazar günü	joy	0.266
salute	salam	joy	0.266
fortitude	qüvvət	joy	0.266
whim	cazibədar	joy	0.266
sun	günəş	joy	0.266
sketching	eskiz	joy	0.266
waves	dalğalar	joy	0.266
buddhism	buddizmdir	joy	0.266
cathedral	katedral	joy	0.266
yoga	yoga	joy	0.266
artwork	sənət əsəri	joy	0.265
practiced	tətbiq olundu	joy	0.264
clean	təmiz	joy	0.260
found	tapıldı	joy	0.258
fitting	uyğunluq	joy	0.258
immerse	batırmaq	joy	0.258
running	çalışan	joy	0.258
clarity	aydınlıq	joy	0.258
food	qida	joy	0.258
exercise	həyata keçirir	joy	0.258
autumn	payız	joy	0.254
ardent	ateşli	joy	0.250
fit	uyğun	joy	0.250
mountain	dağ	joy	0.250
expedient	məqsədəuyğun	joy	0.250
diary	gündəlik	joy	0.250
candles	mumlar	joy	0.250
outdoors	açıq havada	joy	0.250
chilled	soyudulmuşdur	joy	0.250
clap	alqış	joy	0.250
contagious	bulaşıcı	joy	0.250
chirp	çıraq	joy	0.250
morning	səhər	joy	0.250
visitor	qonaq	joy	0.250
hardy	hardy	joy	0.250
countryside	kənd	joy	0.250
undying	qeyri-qanuni	joy	0.250
football	futbol	joy	0.250
advocacy	savadlılıq	joy	0.250
demonstrative	nümayişçi	joy	0.250
cradle	beşik	joy	0.247
trance	trance	joy	0.246
breakfast	səhər yeməyi	joy	0.242
grow	böyümək	joy	0.242
pay	ödəyirəm	joy	0.242
preservative	qoruyucu	joy	0.242
intense	sıx	joy	0.242
supremacy	üstünlük	joy	0.242
church	kilsə	joy	0.242
procession	hərəkəti	joy	0.242
consecration	təqdis	joy	0.235
lifetime	ömür boyu	joy	0.234
nursery	körpələr evi	joy	0.234
humbled	hörmət etdi	joy	0.234
vote	səs vermək	joy	0.234
incense	buxur	joy	0.234
lyre	lyre	joy	0.234
candle	şam	joy	0.234
snowy	qarlı	joy	0.234
doll	kukla	joy	0.234
skiing	kayak	joy	0.234
ordination	kordinasiya	joy	0.234
art	incəsənət	joy	0.234
salary	maaş	joy	0.234
pastry	pasta	joy	0.229
firefly	firefly	joy	0.227
chilling	dondurma	joy	0.227
remedy	çarəni	joy	0.227
rescue	xilasetmə	joy	0.225
camping	camping	joy	0.221
perspective	perspektiv	joy	0.221
orchard	bağı	joy	0.221
orchestra	orkestr	joy	0.221
possess	malikdirlər	joy	0.219
castle	qala	joy	0.219
lamb	quzu	joy	0.219
gardens	bağlar	joy	0.219
breezy	parlaq	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	NO TRANSLATION	joy	0.212
brisk	sürətlə	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	geri qaytarmaq	joy	0.212
ribbon	lent	joy	0.212
pho	pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	yağış damcıları	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	öyrətmək	joy	0.212
nap	nap	joy	0.206
stillness	sakitlik	joy	0.203
chant	şan	joy	0.203
hire	kirayə edin	joy	0.203
vernal	vernal	joy	0.203
cove	Koyun	joy	0.203
uncontrollable	nəzarətsiz	joy	0.203
legalized	qanuniləşdirilmişdir	joy	0.203
unexpected	gözlənilməz	joy	0.203
lights	işıqlar	joy	0.203
save	yadda saxla	joy	0.200
atone	atone	joy	0.197
trees	ağaclar	joy	0.197
pastor	pastor	joy	0.197
symmetry	simmetriya	joy	0.197
oneday	bir gün	joy	0.197
scripture	kitab	joy	0.196
mountains	dağlar	joy	0.194
pathway	yol	joy	0.188
walking	gəzinti	joy	0.188
craziness	dəlilik	joy	0.188
soppy	soppy	joy	0.188
tea	çay	joy	0.188
quiet	səssiz	joy	0.188
forefathers	atalar	joy	0.188
liquor	içki	joy	0.188
custom	xüsusi	joy	0.188
whiteness	ağlıq	joy	0.188
sympathetic	sempatik	joy	0.188
patient	xəstə	joy	0.186
dollhouse	bebek evi	joy	0.182
bath	Hamam	joy	0.182
score	hesab	joy	0.182
movingon	davam etmək	joy	0.182
supporter	tərəfdar	joy	0.180
accompaniment	müşayiət	joy	0.179
pursuit	təqib	joy	0.176
outburst	patlama	joy	0.176
frosty	şaxtalı	joy	0.174
workout	çalışmaq	joy	0.172
closure	bağlanma	joy	0.172
luncheon	lançon	joy	0.172
service	xidməti	joy	0.172
wintery	qələm	joy	0.172
wages	əmək haqqı	joy	0.169
civilized	mədəni	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	dekabr	joy	0.167
acrobat	akrobat	joy	0.162
glide	sürüşmək	joy	0.162
finally	nəhayət	joy	0.157
reproductive	reproduktivdir	joy	0.156
elf	elf	joy	0.156
organization	təşkilat	joy	0.156
stroll	gəzmək	joy	0.156
peppermint	nanə	joy	0.156
break	fasilə	joy	0.156
chai	chai	joy	0.156
obtainable	əldə edilə bilən	joy	0.156
bathtub	küvet	joy	0.156
advent	gəlir	joy	0.152
scifi	scifi	joy	0.152
balm	balzam	joy	0.152
measured	ölçülmüşdür	joy	0.152
spaniel	spaniel	joy	0.145
tan	tan	joy	0.141
ditty	ditty	joy	0.141
bubble	bubble	joy	0.141
simple	sadə	joy	0.141
oils	yağlar	joy	0.141
beer	pivə	joy	0.141
green	yaşıl	joy	0.137
buss	buss	joy	0.136
books	Kitablar	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	pitter	joy	0.134
flows	axır	joy	0.130
silence	Sükut	joy	0.127
roadster	yolçu	joy	0.125
solitude	yalnızlık	joy	0.125
bookstore	kitab mağazası	joy	0.125
wine	şərab	joy	0.125
circumstances	şərtlər	joy	0.125
japan	Yaponiya	joy	0.121
soak	emal	joy	0.121
wilderness	çöllük	joy	0.121
priesthood	kahinlik	joy	0.121
critical	kritik	joy	0.116
neutral	neytral	joy	0.114
untie	çıxmaq	joy	0.109
hunting	ovçuluq	joy	0.109
opera	opera	joy	0.109
weight	çəki	joy	0.109
white	ağ	joy	0.109
sand	qum	joy	0.109
wind	külək	joy	0.109
labor	əmək	joy	0.106
classical	klassik	joy	0.106
affliction	zülm	joy	0.103
lake	göl	joy	0.103
organ	orqan	joy	0.094
dwelling	yaşayış	joy	0.094
tree	ağac	joy	0.090
pond	gölməçə	joy	0.089
marrow	ilik	joy	0.078
latte	latte	joy	0.078
sipping	yudumladı	joy	0.076
benign	benign	joy	0.074
majority	əksəriyyət	joy	0.073
leaf	yarpaq	joy	0.065
troubles	çətinliklər	joy	0.062
basketball	Basketbol	joy	0.062
explosions	partlayışlar	joy	0.061
cream	krem	joy	0.061
shepherd	çoban	joy	0.058
tuesday	çərşənbə axşamı	joy	0.047
turbulence	turbulentlik	joy	0.045
calf	dana	joy	0.040
hardship	çətinliklər	joy	0.031
sixty	altmış	joy	0.016
unhappiness	bədbəxtlik	joy	0.016
heartbreaking	ürək çatışmazlığı	sadness	0.969
mourning	yas	sadness	0.969
tragic	faciəvi	sadness	0.961
holocaust	soyqırım	sadness	0.953
suicidal	intihar	sadness	0.941
misery	qəzəblənmə	sadness	0.938
massacre	qırğın	sadness	0.931
euthanasia	ötanazi	sadness	0.927
depression	depressiya	sadness	0.925
