word	Romanian-ro	emotion	emotion-intensity-score
candid	sincer	joy	0.281
evergreen	vesnic verde	joy	0.281
unwind	se desface	joy	0.281
buzzing	zumzet	joy	0.281
venerable	venerabil	joy	0.279
balance	echilibru	joy	0.275
retirement	pensionare	joy	0.275
compensate	compensa	joy	0.273
swim	înot	joy	0.273
drinks	băuturi	joy	0.273
devout	pios	joy	0.273
buddha	buddha	joy	0.273
rapt	ocupat	joy	0.273
fireplace	vatră	joy	0.273
snowing	ninsorile	joy	0.271
sublimation	sublimare	joy	0.270
fruity	gustos	joy	0.268
humility	umilinţă	joy	0.266
paragon	model de perfecțiune	joy	0.266
ministry	minister	joy	0.266
sunday	duminică	joy	0.266
salute	salut	joy	0.266
fortitude	curaj	joy	0.266
whim	capriciu	joy	0.266
sun	soare	joy	0.266
sketching	schiță	joy	0.266
waves	valuri	joy	0.266
buddhism	budism	joy	0.266
cathedral	catedrală	joy	0.266
yoga	yoga	joy	0.266
artwork	opera de arta	joy	0.265
practiced	practicat	joy	0.264
clean	curat	joy	0.260
found	găsite	joy	0.258
fitting	montaj	joy	0.258
immerse	cufunda	joy	0.258
running	alergare	joy	0.258
clarity	claritate	joy	0.258
food	alimente	joy	0.258
exercise	exercițiu	joy	0.258
autumn	toamnă	joy	0.254
ardent	înflăcărat	joy	0.250
fit	potrivi	joy	0.250
mountain	Munte	joy	0.250
expedient	expedient	joy	0.250
diary	jurnal	joy	0.250
candles	lumânări	joy	0.250
outdoors	în aer liber	joy	0.250
chilled	răcit	joy	0.250
clap	bate	joy	0.250
contagious	contagios	joy	0.250
chirp	ciripit	joy	0.250
morning	dimineaţă	joy	0.250
visitor	vizitator	joy	0.250
hardy	rezistent	joy	0.250
countryside	mediu rural	joy	0.250
undying	nemuritor	joy	0.250
football	fotbal	joy	0.250
advocacy	susținere	joy	0.250
demonstrative	demonstrativ	joy	0.250
cradle	leagăn	joy	0.247
trance	transă	joy	0.246
breakfast	mic dejun	joy	0.242
grow	crește	joy	0.242
pay	a plati	joy	0.242
preservative	substanță conservantă	joy	0.242
intense	intens	joy	0.242
supremacy	supremaţie	joy	0.242
church	biserică	joy	0.242
procession	procesiune	joy	0.242
consecration	consacrare	joy	0.235
lifetime	durata de viață	joy	0.234
nursery	pepinieră	joy	0.234
humbled	umiliți	joy	0.234
vote	vot	joy	0.234
incense	tămâia	joy	0.234
lyre	liră	joy	0.234
candle	lumânare	joy	0.234
snowy	acoperit cu zăpadă	joy	0.234
doll	păpuşă	joy	0.234
skiing	schi	joy	0.234
ordination	hirotonisire	joy	0.234
art	artă	joy	0.234
salary	salariu	joy	0.234
pastry	patiserie	joy	0.229
firefly	Licurici	joy	0.227
chilling	refrigerare	joy	0.227
remedy	remediu	joy	0.227
rescue	salvare	joy	0.225
camping	camping	joy	0.221
perspective	perspectivă	joy	0.221
orchard	livadă	joy	0.221
orchestra	orchestră	joy	0.221
possess	poseda	joy	0.219
castle	castel	joy	0.219
lamb	miel	joy	0.219
gardens	grădini	joy	0.219
breezy	răcoros	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	vioi	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	rambursa	joy	0.212
ribbon	panglică	joy	0.212
pho	Pho	joy	0.212
reggae	reggae	joy	0.212
raindrops	picaturi de ploaie	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	a preda	joy	0.212
nap	pui de somn	joy	0.206
stillness	liniște	joy	0.203
chant	psalmodiere	joy	0.203
hire	închiriere	joy	0.203
vernal	vernal	joy	0.203
cove	golfuleţ	joy	0.203
uncontrollable	necontrolabil	joy	0.203
legalized	legalizat	joy	0.203
unexpected	neașteptat	joy	0.203
lights	lumini	joy	0.203
save	Salvați	joy	0.200
atone	ispăşi	joy	0.197
trees	copaci	joy	0.197
pastor	pastor	joy	0.197
symmetry	simetrie	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	scriptură	joy	0.196
mountains	munţi	joy	0.194
pathway	cărare	joy	0.188
walking	mers	joy	0.188
craziness	nebunie	joy	0.188
soppy	dulceag	joy	0.188
tea	ceai	joy	0.188
quiet	Liniște	joy	0.188
forefathers	străbun	joy	0.188
liquor	băutură	joy	0.188
custom	personalizat	joy	0.188
whiteness	albeață	joy	0.188
sympathetic	simpatic	joy	0.188
patient	rabdator	joy	0.186
dollhouse	casă de păpuși	joy	0.182
bath	baie	joy	0.182
score	scor	joy	0.182
movingon	Trecând peste	joy	0.182
supporter	suporter	joy	0.180
accompaniment	acompaniament	joy	0.179
pursuit	urmărire	joy	0.176
outburst	izbucnire	joy	0.176
frosty	geros	joy	0.174
workout	a face exerciţii fizice	joy	0.172
closure	închidere	joy	0.172
luncheon	prânz	joy	0.172
service	serviciu	joy	0.172
wintery	de iarnă	joy	0.172
wages	salarizare	joy	0.169
civilized	civilizat	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	decembrie	joy	0.167
acrobat	acrobat	joy	0.162
glide	alunecare	joy	0.162
finally	in cele din urma	joy	0.157
reproductive	reproducător	joy	0.156
elf	elf	joy	0.156
organization	organizare	joy	0.156
stroll	plimbare	joy	0.156
peppermint	mentă	joy	0.156
break	pauză	joy	0.156
chai	chai	joy	0.156
obtainable	care se poate obține	joy	0.156
bathtub	cadă	joy	0.156
advent	venire	joy	0.152
scifi	scifi	joy	0.152
balm	balsam	joy	0.152
measured	măsurat	joy	0.152
spaniel	spaniel	joy	0.145
tan	bronza	joy	0.141
ditty	cântec	joy	0.141
bubble	balon	joy	0.141
simple	simplu	joy	0.141
oils	uleiuri	joy	0.141
beer	bere	joy	0.141
green	verde	joy	0.137
buss	guriță	joy	0.136
books	cărți	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	mâncare	joy	0.135
pitter	Pitter	joy	0.134
flows	fluxurile	joy	0.130
silence	tăcere	joy	0.127
roadster	roadster	joy	0.125
solitude	singurătate	joy	0.125
bookstore	librărie	joy	0.125
wine	vin	joy	0.125
circumstances	împrejurări	joy	0.125
japan	Japonia	joy	0.121
soak	scufunda	joy	0.121
wilderness	pustie	joy	0.121
priesthood	preoţie	joy	0.121
critical	critic	joy	0.116
neutral	neutru	joy	0.114
untie	dezlega	joy	0.109
hunting	vânătoare	joy	0.109
opera	operă	joy	0.109
weight	greutate	joy	0.109
white	alb	joy	0.109
sand	nisip	joy	0.109
wind	vânt	joy	0.109
labor	muncă	joy	0.106
classical	clasic	joy	0.106
affliction	nenorocire	joy	0.103
lake	lac	joy	0.103
organ	organ	joy	0.094
dwelling	locuinţă	joy	0.094
tree	copac	joy	0.090
pond	lac	joy	0.089
marrow	măduvă	joy	0.078
latte	latte	joy	0.078
sipping	savurând	joy	0.076
benign	benign	joy	0.074
majority	majoritate	joy	0.073
leaf	frunze	joy	0.065
troubles	necazurile	joy	0.062
basketball	baschet	joy	0.062
explosions	explozii	joy	0.061
cream	cremă	joy	0.061
shepherd	păstor	joy	0.058
tuesday	marţi	joy	0.047
turbulence	turbulenţă	joy	0.045
calf	vițel	joy	0.040
hardship	dificultate	joy	0.031
sixty	şaizeci	joy	0.016
unhappiness	nefericire	joy	0.016
heartbreaking	sfasietoare	sadness	0.969
mourning	doliu	sadness	0.969
tragic	tragic	sadness	0.961
holocaust	holocaust	sadness	0.953
suicidal	suicidară	sadness	0.941
misery	mizerie	sadness	0.938
massacre	masacru	sadness	0.931
euthanasia	eutanasie	sadness	0.927
depression	depresiune	sadness	0.925
bereavement	doliu	sadness	0.922
grieving	indurerata	sadness	0.922
fatal	fatal	sadness	0.922
bereaved	indoliate	sadness	0.920
devastation	devastare	sadness	0.917
death	moarte	sadness	0.915
devastated	devastat	sadness	0.912
suicide	sinucidere	sadness	0.912
catastrophe	catastrofă	sadness	0.911
horrifying	înfricoșător	sadness	0.907
tragedy	tragedie	sadness	0.906
depressing	deprimant	sadness	0.906
died	decedat	sadness	0.906
anguish	chin	sadness	0.902
agony	agonie	sadness	0.900
deadly	mortal	sadness	0.898
weeping	plâns	sadness	0.896
stillbirth	nasterea unui copil mort	sadness	0.891
deceased	decedat	sadness	0.891
murderer	criminal	sadness	0.877
devastating	devastator	sadness	0.875
rape	viol	sadness	0.875
cancer	cancer	sadness	0.875
dying	moarte	sadness	0.875
sadness	tristeţe	sadness	0.864
morbidity	morbiditate	sadness	0.864
crucifixion	răstignire	sadness	0.859
grief	jale	sadness	0.859
depressed	deprimat	sadness	0.859
traumatic	traumatic	sadness	0.859
atrocity	atrocitate	sadness	0.859
execution	execuţie	sadness	0.859
abandonment	abandon	sadness	0.859
perish	pieri	sadness	0.859
cadaver	cadaver	sadness	0.853
treachery	trădare	sadness	0.848
betrayed	tradat	sadness	0.848
sad	trist	sadness	0.844
destroyed	distrus	sadness	0.844
miserable	mizerabil	sadness	0.844
persecution	persecuţie	sadness	0.844
funeral	înmormântare	sadness	0.844
slaughtering	abatorizare	sadness	0.844
horrific	oribil	sadness	0.844
homicide	omucidere	sadness	0.844
hopelessness	inutilitate	sadness	0.844
grieve	întrista	sadness	0.844
sorrow	întristare	sadness	0.844
suffering	suferinţă	sadness	0.844
murderous	ucigător	sadness	0.844
unhappiness	nefericire	sadness	0.839
crippled	infirm	sadness	0.836
bloodshed	vărsare de sânge	sadness	0.836
pained	îndurerat	sadness	0.833
manslaughter	omor prin imprudenţă	sadness	0.833
carnage	măcel	sadness	0.833
unbearable	insuportabil	sadness	0.830
stillborn	născut mort	sadness	0.830
slavery	robie	sadness	0.828
torment	chin	sadness	0.828
sickness	boală	sadness	0.828
enslaved	înrobit	sadness	0.828
casualty	victimă	sadness	0.828
morbid	morbid	sadness	0.828
murder	crimă	sadness	0.828
mourn	jeli	sadness	0.828
helplessness	neajutorare	sadness	0.828
annihilation	anihilare	sadness	0.828
abandoned	abandonat	sadness	0.828
horrors	orori	sadness	0.828
mutilation	mutilare	sadness	0.828
annihilated	anihilat	sadness	0.828
miscarriage	avort	sadness	0.824
starvation	foame	sadness	0.819
killing	ucidere	sadness	0.812
failure	eșec	sadness	0.812
famine	foamete	sadness	0.812
distraught	aiurit	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	înmormântare	sadness	0.812
disgrace	ruşine	sadness	0.812
cruelty	cruzime	sadness	0.812
despair	disperare	sadness	0.812
saddens	întristează	sadness	0.812
oppression	asuprire	sadness	0.812
sadly	trist	sadness	0.812
mournful	îndoliat	sadness	0.812
terrorism	terorism	sadness	0.812
heartache	durere de inimă	sadness	0.812
bloody	sângeros	sadness	0.806
perishing	pieritor	sadness	0.804
inhumanity	lipsă de omenie	sadness	0.804
malignancy	malignitate	sadness	0.803
mortification	mortificare	sadness	0.802
sarcoma	sarcom	sadness	0.797
lifeless	lipsit de viață	sadness	0.797
perished	dispărut	sadness	0.797
dreadful	îngrozitor	sadness	0.797
devastate	devasta	sadness	0.797
dreadfully	respingător	sadness	0.797
gallows	spânzurătoare	sadness	0.797
lethal	mortal	sadness	0.797
desolation	pustiire	sadness	0.797
kill	ucide	sadness	0.797
slave	sclav	sadness	0.797
mortuary	morgă	sadness	0.797
assassination	asasinat	sadness	0.797
leukemia	leucemie	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	exilare	sadness	0.790
afflict	dezola	sadness	0.789
disheartened	abătut	sadness	0.788
bury	îngropa	sadness	0.781
crying	plâns	sadness	0.781
tumour	tumoare	sadness	0.781
heartbreak	Heartbreak	sadness	0.781
desecration	profanare	sadness	0.781
demoralized	demoralizat	sadness	0.781
terrorize	teroriza	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	linșa	sadness	0.773
sufferer	sufferer	sadness	0.770
loneliness	singurătate	sadness	0.766
cemetery	cimitir	sadness	0.766
destitute	sărac	sadness	0.766
torture	tortura	sadness	0.766
abortion	intrerupere de sarcina	sadness	0.766
diseased	bolnav	sadness	0.766
condolence	condoleanţe	sadness	0.766
fatality	fatalitate	sadness	0.766
dismemberment	dezmembrare	sadness	0.766
doomed	osândit	sadness	0.766
fearful	fricos	sadness	0.766
slayer	criminal	sadness	0.766
painfully	dureros de	sadness	0.758
moribund	muribund	sadness	0.758
disaster	dezastru	sadness	0.758
depress	deprima	sadness	0.755
condemnation	condamnare	sadness	0.754
desperation	desperare	sadness	0.750
hemorrhage	hemoragie	sadness	0.750
unhappy	nefericit	sadness	0.750
pandemic	pandemie	sadness	0.750
corpse	cadavru	sadness	0.750
depressive	depresiv	sadness	0.750
deplorable	deplorabil	sadness	0.750
defeated	învins	sadness	0.750
doomsday	judecata de apoi	sadness	0.750
cry	strigăt	sadness	0.750
victimized	victimizat	sadness	0.750
obliteration	ștergere	sadness	0.750
damnation	damnațiune	sadness	0.750
guilt	vinovăţie	sadness	0.750
sickening	grețos	sadness	0.750
terrorist	terorist	sadness	0.750
sorrowful	trist	sadness	0.750
incest	incest	sadness	0.750
painful	dureros	sadness	0.750
abduction	răpire	sadness	0.750
regretful	plin de regret	sadness	0.750
unfairness	nedreptate	sadness	0.745
molestation	molestare	sadness	0.744
exile	exil	sadness	0.742
abysmal	abisal	sadness	0.742
hellish	infernal	sadness	0.738
exterminate	extermina	sadness	0.736
earthquake	cutremur	sadness	0.734
betrayal	trădare	sadness	0.734
orphan	orfan	sadness	0.734
slaughter	măcel	sadness	0.734
disgraced	compromis	sadness	0.734
battered	ponosita	sadness	0.734
assassin	asasin	sadness	0.734
horrid	oribil	sadness	0.734
miserably	mizerabil	sadness	0.734
lonesome	singur	sadness	0.734
morgue	morgă	sadness	0.734
disastrous	dezastruos	sadness	0.734
warfare	război	sadness	0.734
destroying	distruge	sadness	0.734
homeless	fără adăpost	sadness	0.734
listless	apatic	sadness	0.729
unfortunately	din pacate	sadness	0.727
grave	mormânt	sadness	0.727
emptiness	goliciune	sadness	0.727
alienated	alienat	sadness	0.727
fraught	plină	sadness	0.722
emaciated	descărnat	sadness	0.719
malicious	rău	sadness	0.719
atrophy	atrofie	sadness	0.719
cripple	infirm	sadness	0.719
ashamed	ruşinat	sadness	0.719
leprosy	lepră	sadness	0.719
violently	violent	sadness	0.719
disheartening	deprimant	sadness	0.719
cried	strigă	sadness	0.719
woe	Vai	sadness	0.719
horror	groază	sadness	0.719
heartless	fără inimă	sadness	0.719
forsaken	părăsit	sadness	0.719
paralysis	paralizie	sadness	0.719
missing	dispărut	sadness	0.719
danger	Pericol	sadness	0.719
pain	durere	sadness	0.719
demise	deces	sadness	0.717
disgruntled	nemulţumit	sadness	0.712
rejected	respins	sadness	0.712
sickly	bolnăvicios	sadness	0.712
violence	violenţă	sadness	0.712
torn	rupt	sadness	0.710
calamity	calamitate	sadness	0.709
grim	rău	sadness	0.708
grievous	dureros	sadness	0.704
disfigured	desfigurat	sadness	0.703
punishing	pedepsirea	sadness	0.703
extinct	dispărut	sadness	0.703
meltdown	Meltdown	sadness	0.703
oppressor	asupritor	sadness	0.703
deformed	deformat	sadness	0.703
slaughterhouse	abator	sadness	0.703
humiliate	umili	sadness	0.703
inhuman	inuman	sadness	0.703
decomposition	descompunere	sadness	0.703
suffocating	sufocant	sadness	0.703
hearse	dric	sadness	0.703
incurable	incurabil	sadness	0.703
buried	îngropat	sadness	0.703
paralyzed	paralizat	sadness	0.703
carcinoma	carcinomul	sadness	0.703
deformity	deformare	sadness	0.703
crushed	zdrobit	sadness	0.703
isolate	izola	sadness	0.703
tearful	tearful	sadness	0.703
abandon	abandon	sadness	0.703
obit	necrolog	sadness	0.703
strangle	sugruma	sadness	0.703
victim	victimă	sadness	0.703
isolation	izolare	sadness	0.703
lifesucks	viața este îngrozitoare	sadness	0.700
hell	iad	sadness	0.700
ruinous	ruinător	sadness	0.698
widow	văduvă	sadness	0.697
banish	alunga	sadness	0.697
accursed	blestemat	sadness	0.697
ruined	ruinat	sadness	0.697
vanished	dispărut	sadness	0.695
displaced	strămutate	sadness	0.691
poverty	sărăcie	sadness	0.690
hospice	azil	sadness	0.688
insanity	nebunie	sadness	0.688
depraved	depravat	sadness	0.688
shooting	filmare	sadness	0.688
stab	înjunghia	sadness	0.688
pathetic	jalnic	sadness	0.688
foreveralone	singur mereu	sadness	0.688
dementia	demenţă	sadness	0.688
travesty	parodie	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	infidelitate	sadness	0.688
epidemic	epidemie	sadness	0.688
teary	teary	sadness	0.688
widower	văduv	sadness	0.688
terminal	Terminal	sadness	0.688
neglected	uitat	sadness	0.688
illness	boală	sadness	0.688
regretting	regretând	sadness	0.688
imprisoned	întemnițat	sadness	0.688
hurtful	supărător	sadness	0.688
banished	alungat	sadness	0.688
hurt	rănit	sadness	0.688
deserted	pustiu	sadness	0.688
hopeless	fara speranta	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	pierderi	sadness	0.688
dismissal	concediere	sadness	0.686
alienation	alienare	sadness	0.685
hardship	dificultate	sadness	0.685
choke	sufoca	sadness	0.682
kidnap	răpi	sadness	0.682
bleeding	sângerare	sadness	0.673
obituary	necrolog	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	invalid	sadness	0.672
outcast	proscris	sadness	0.672
poison	otravă	sadness	0.672
abortive	nereușit	sadness	0.672
gory	sângerat	sadness	0.672
disparage	discredita	sadness	0.672
wail	boci	sadness	0.672
malevolent	răuvoitor	sadness	0.672
imprisonment	pedeapsa cu închisoarea	sadness	0.672
wretch	nenorocit	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	mizerabil	sadness	0.672
belittle	deprecia	sadness	0.672
punished	pedepsit	sadness	0.672
deprivation	privațiune	sadness	0.672
evil	rău	sadness	0.672
coffin	sicriu	sadness	0.672
woefully	teribil	sadness	0.672
decomposed	descompus	sadness	0.672
frightful	înspăimântător	sadness	0.672
despairing	deznădăjduit	sadness	0.672
barren	sterp	sadness	0.670
poisoned	otrăvit	sadness	0.667
executioner	călău	sadness	0.667
disease	boală	sadness	0.665
oppress	asupri	sadness	0.664
disembodied	fără trup	sadness	0.660
tear	rupere	sadness	0.656
shitty	de pulărie	sadness	0.656
lamenting	jalnic	sadness	0.656
ruin	ruina	sadness	0.656
weep	plânge	sadness	0.656
lonely	singuratic	sadness	0.656
jail	temniță	sadness	0.656
steal	fura	sadness	0.656
mangle	calandru	sadness	0.656
hate	ură	sadness	0.656
ailing	maladiv	sadness	0.656
dreary	mohorât	sadness	0.656
bleak	mohorât	sadness	0.656
polio	poliomielita	sadness	0.656
blighted	blighted	sadness	0.656
casket	lădiță	sadness	0.656
demonic	demonic	sadness	0.656
peril	pune în pericol	sadness	0.656
carcass	carcasă	sadness	0.653
beating	bătaie	sadness	0.652
regretted	regretat	sadness	0.652
cowardice	laşitate	sadness	0.652
disability	incapacitate	sadness	0.648
affliction	nenorocire	sadness	0.645
poisonous	otrăvitor	sadness	0.641
emergency	de urgență	sadness	0.641
perilous	periculos	sadness	0.641
awful	îngrozitor	sadness	0.641
terribly	teribil	sadness	0.641
scourge	flagel	sadness	0.641
sinful	păcătos	sadness	0.641
stricken	lovit de o nenorocire	sadness	0.641
hatred	ură	sadness	0.641
powerless	fără putere	sadness	0.641
termination	terminare	sadness	0.641
exorcism	exorcism	sadness	0.641
woeful	întristător	sadness	0.641
drown	îneca	sadness	0.641
inequality	inegalitate	sadness	0.641
infertility	infertilitate	sadness	0.641
incarceration	încarcerare	sadness	0.641
failing	în lipsa	sadness	0.641
worry	face griji	sadness	0.641
shroud	giulgiu	sadness	0.641
psychosis	psihoză	sadness	0.638
demolish	demola	sadness	0.636
lament	plânge	sadness	0.636
disappointed	dezamăgit	sadness	0.636
dismay	spaimă	sadness	0.636
burdensome	împovărător	sadness	0.634
shattered	spulberat	sadness	0.630
mausoleum	mausoleu	sadness	0.630
gloom	jale	sadness	0.625
regret	regret	sadness	0.625
cursed	blestemat	sadness	0.625
impotence	impotenţă	sadness	0.625
terminate	termina	sadness	0.625
oppressive	apăsător	sadness	0.625
insurmountable	insurmontabil	sadness	0.625
abuse	abuz	sadness	0.625
forlorn	deznădăjduit	sadness	0.625
tyrant	tiran	sadness	0.625
disappointing	dezamăgitor	sadness	0.625
wound	răni	sadness	0.625
demolished	demolat	sadness	0.625
palsy	paralizie	sadness	0.625
schizophrenia	schizofrenie	sadness	0.625
undesired	nedorit	sadness	0.625
hurting	doare	sadness	0.625
lost	pierdut	sadness	0.625
duress	lipsirea de libertate	sadness	0.625
bitterly	amar	sadness	0.625
dishonor	dezonoare	sadness	0.625
posthumous	postum	sadness	0.625
wrecked	naufragiat	sadness	0.625
deteriorate	deteriora	sadness	0.625
divorce	divorț	sadness	0.623
soulless	fără inimă	sadness	0.623
melancholy	melancolie	sadness	0.621
cremation	incinerare	sadness	0.621
worried	îngrijorat	sadness	0.621
plight	stare	sadness	0.621
forsake	părăsi	sadness	0.621
bomb	bombă	sadness	0.621
unforgiving	neiertat	sadness	0.612
sepsis	sepsis	sadness	0.611
irreparable	ireparabil	sadness	0.609
sacrifices	sacrificii	sadness	0.609
cruel	crud	sadness	0.609
dire	NO TRANSLATION	sadness	0.609
dilapidated	dărăpănat	sadness	0.609
overwhelmed	copleşit	sadness	0.609
disparaging	peiorativ	sadness	0.609
gore	împunge	sadness	0.609
injured	rănit	sadness	0.609
shameful	ruşinos	sadness	0.609
fearfully	teamă	sadness	0.609
worthless	lipsit de valoare	sadness	0.609
injure	răni	sadness	0.609
faithless	necredincios	sadness	0.609
shatter	sfărâma	sadness	0.609
degrading	degradant	sadness	0.609
ugliness	urâţenie	sadness	0.609
subjugation	subjugare	sadness	0.609
debacle	dezgheț	sadness	0.609
shackle	toartă	sadness	0.609
disappoint	dezamăgi	sadness	0.609
derogatory	peiorativ	sadness	0.609
languishing	care se stinge	sadness	0.609
breakup	despartire	sadness	0.609
alcoholism	alcoolism	sadness	0.609
excluded	exclus	sadness	0.609
sinner	păcătos	sadness	0.609
crushing	zdrobitor	sadness	0.609
bankrupt	falimentar	sadness	0.609
guilty	vinovat	sadness	0.609
curse	blestem	sadness	0.608
alone	singur	sadness	0.600
robbery	jaf	sadness	0.600
anthrax	antrax	sadness	0.600
angst	angoasa	sadness	0.598
vendetta	vendetă	sadness	0.594
remorse	remuşcare	sadness	0.594
prison	închisoare	sadness	0.594
