word	Russian-ru	emotion	emotion-intensity-score
sand	песок	joy	0.109
wind	ветер	joy	0.109
labor	труд, работа	joy	0.106
classical	классический	joy	0.106
affliction	недуг	joy	0.103
lake	озеро	joy	0.103
organ	орган	joy	0.094
dwelling	жилье	joy	0.094
tree	дерево	joy	0.090
pond	пруд	joy	0.089
marrow	костный мозг	joy	0.078
latte	латте	joy	0.078
sipping	потягивая	joy	0.076
benign	доброкачественный	joy	0.074
majority	большинство	joy	0.073
leaf	лист	joy	0.065
troubles	проблемы	joy	0.062
basketball	баскетбол	joy	0.062
explosions	взрывы	joy	0.061
cream	крем	joy	0.061
shepherd	пасти	joy	0.058
tuesday	вторник	joy	0.047
turbulence	турбулентность	joy	0.045
calf	теленок	joy	0.040
hardship	лишения	joy	0.031
sixty	шестьдесят	joy	0.016
unhappiness	несчастье	joy	0.016
heartbreaking	душераздирающий	sadness	0.969
mourning	траур	sadness	0.969
tragic	трагический	sadness	0.961
holocaust	истребление	sadness	0.953
suicidal	самоубийственный	sadness	0.941
misery	нищета	sadness	0.938
massacre	бойня	sadness	0.931
euthanasia	эвтаназия	sadness	0.927
depression	депрессия	sadness	0.925
bereavement	тяжелая утрата	sadness	0.922
grieving	скорбящая	sadness	0.922
fatal	фатальный	sadness	0.922
bereaved	скорбящий	sadness	0.920
devastation	опустошение	sadness	0.917
death	смерть	sadness	0.915
devastated	опустошенный	sadness	0.912
suicide	самоубийство	sadness	0.912
catastrophe	катастрофа	sadness	0.911
horrifying	ужасающий	sadness	0.907
tragedy	трагедия	sadness	0.906
depressing	унылый	sadness	0.906
died	умер	sadness	0.906
anguish	мучение	sadness	0.902
agony	агония	sadness	0.900
deadly	смертоносный	sadness	0.898
weeping	рыдание	sadness	0.896
stillbirth	мертворождение	sadness	0.891
deceased	умерший	sadness	0.891
murderer	убийца	sadness	0.877
devastating	разрушительный	sadness	0.875
rape	изнасилование	sadness	0.875
cancer	рак	sadness	0.875
dying	умирающий	sadness	0.875
sadness	печаль	sadness	0.864
morbidity	заболеваемость	sadness	0.864
crucifixion	распятие на кресте	sadness	0.859
grief	горе	sadness	0.859
depressed	подавленный	sadness	0.859
traumatic	травматический	sadness	0.859
atrocity	зверство	sadness	0.859
execution	выполнение	sadness	0.859
abandonment	оставление	sadness	0.859
perish	погибать	sadness	0.859
cadaver	труп	sadness	0.853
treachery	вероломство	sadness	0.848
betrayed	предала	sadness	0.848
sad	грустный	sadness	0.844
destroyed	разрушенный	sadness	0.844
miserable	несчастный	sadness	0.844
persecution	преследование	sadness	0.844
funeral	похороны	sadness	0.844
slaughtering	забой	sadness	0.844
horrific	ужасающий	sadness	0.844
homicide	убийство	sadness	0.844
hopelessness	безнадежность	sadness	0.844
grieve	горевать	sadness	0.844
sorrow	печаль	sadness	0.844
suffering	страдающий	sadness	0.844
murderous	убийственный	sadness	0.844
unhappiness	несчастье	sadness	0.839
crippled	калека	sadness	0.836
bloodshed	кровопролитие	sadness	0.836
pained	страдальческий	sadness	0.833
manslaughter	непредумышленное убийство	sadness	0.833
carnage	резня	sadness	0.833
unbearable	невыносимый	sadness	0.830
stillborn	мертворожденный	sadness	0.830
slavery	рабство	sadness	0.828
torment	мучение	sadness	0.828
sickness	болезнь	sadness	0.828
enslaved	порабощенный	sadness	0.828
casualty	несчастный случай	sadness	0.828
morbid	патологический	sadness	0.828
murder	убийство	sadness	0.828
mourn	оплакивать	sadness	0.828
helplessness	беспомощность	sadness	0.828
annihilation	уничтожение	sadness	0.828
abandoned	заброшенный	sadness	0.828
horrors	ужасы	sadness	0.828
mutilation	увечье	sadness	0.828
annihilated	уничтоженный	sadness	0.828
miscarriage	выкидыш	sadness	0.824
starvation	голодание	sadness	0.819
killing	убийство	sadness	0.812
failure	отказ	sadness	0.812
famine	голод	sadness	0.812
distraught	обезумевший	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	захоронение	sadness	0.812
disgrace	бесчестие	sadness	0.812
cruelty	жестокость	sadness	0.812
despair	отчаяние	sadness	0.812
saddens	печалит	sadness	0.812
oppression	угнетение	sadness	0.812
sadly	грустно	sadness	0.812
mournful	скорбный	sadness	0.812
terrorism	терроризм	sadness	0.812
heartache	боль в сердце	sadness	0.812
bloody	кровавый	sadness	0.806
perishing	погибающих	sadness	0.804
inhumanity	бесчеловечность	sadness	0.804
malignancy	злокачественность	sadness	0.803
mortification	омертвение	sadness	0.802
sarcoma	саркома	sadness	0.797
lifeless	безжизненный	sadness	0.797
perished	погибший	sadness	0.797
dreadful	ужасный	sadness	0.797
devastate	опустошать	sadness	0.797
dreadfully	ужасно	sadness	0.797
gallows	виселица	sadness	0.797
lethal	летальный	sadness	0.797
desolation	опустошение	sadness	0.797
kill	убийство	sadness	0.797
slave	рабыня	sadness	0.797
mortuary	морг	sadness	0.797
assassination	убийство	sadness	0.797
leukemia	лейкемия	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	высылка	sadness	0.790
afflict	тревожить	sadness	0.789
disheartened	обескуражена	sadness	0.788
bury	закапывать	sadness	0.781
crying	плач	sadness	0.781
tumour	опухоль	sadness	0.781
heartbreak	большое горе	sadness	0.781
desecration	осквернение	sadness	0.781
demoralized	деморализованный	sadness	0.781
terrorize	терроризировать	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	линчевать	sadness	0.773
sufferer	страдалец	sadness	0.770
loneliness	одиночество	sadness	0.766
cemetery	кладбище	sadness	0.766
destitute	нуждающийся	sadness	0.766
torture	пытки	sadness	0.766
abortion	аборт	sadness	0.766
diseased	заболевший	sadness	0.766
condolence	соболезнование	sadness	0.766
fatality	фатальность	sadness	0.766
dismemberment	расчленение	sadness	0.766
doomed	обреченный	sadness	0.766
fearful	напуганный	sadness	0.766
slayer	убийца	sadness	0.766
painfully	болезненно	sadness	0.758
moribund	умирающий	sadness	0.758
disaster	катастрофа	sadness	0.758
depress	угнетать	sadness	0.755
condemnation	осуждение	sadness	0.754
desperation	безрассудство	sadness	0.750
hemorrhage	кровоизлияние	sadness	0.750
unhappy	несчастный	sadness	0.750
pandemic	пандемия	sadness	0.750
corpse	труп	sadness	0.750
depressive	депрессивный	sadness	0.750
deplorable	прискорбный	sadness	0.750
defeated	побежденный	sadness	0.750
doomsday	конец света	sadness	0.750
cry	плакать	sadness	0.750
victimized	виктимизации	sadness	0.750
obliteration	облитерация	sadness	0.750
damnation	проклятье	sadness	0.750
guilt	вина	sadness	0.750
sickening	тошнотворный	sadness	0.750
terrorist	террорист	sadness	0.750
sorrowful	скорбный	sadness	0.750
incest	кровосмешение	sadness	0.750
painful	болезненный	sadness	0.750
abduction	отведение	sadness	0.750
regretful	опечаленный	sadness	0.750
unfairness	нечестность	sadness	0.745
molestation	назойливость	sadness	0.744
exile	ссыльный	sadness	0.742
abysmal	бездонный	sadness	0.742
hellish	адский	sadness	0.738
exterminate	истреблять	sadness	0.736
earthquake	землетрясение	sadness	0.734
betrayal	предательство	sadness	0.734
orphan	сирота	sadness	0.734
slaughter	убой скота	sadness	0.734
disgraced	опальный	sadness	0.734
battered	разбитый	sadness	0.734
assassin	убийца	sadness	0.734
horrid	противный	sadness	0.734
miserably	несчастно	sadness	0.734
lonesome	унылый	sadness	0.734
morgue	морг	sadness	0.734
disastrous	гибельный	sadness	0.734
warfare	военное дело	sadness	0.734
destroying	разрушающий	sadness	0.734
homeless	бездомный	sadness	0.734
listless	апатичный	sadness	0.729
unfortunately	К сожалению	sadness	0.727
grave	могила	sadness	0.727
emptiness	пустота	sadness	0.727
alienated	отчужденный	sadness	0.727
fraught	чреватый	sadness	0.722
emaciated	истощенный	sadness	0.719
malicious	злонамеренный	sadness	0.719
atrophy	атрофия	sadness	0.719
cripple	калечить	sadness	0.719
ashamed	совестно	sadness	0.719
leprosy	проказа	sadness	0.719
violently	сильно	sadness	0.719
disheartening	обескураживает	sadness	0.719
cried	плакала	sadness	0.719
woe	горе	sadness	0.719
horror	ужастик	sadness	0.719
heartless	бессердечный	sadness	0.719
forsaken	покинутый	sadness	0.719
paralysis	паралич	sadness	0.719
missing	отсутствует	sadness	0.719
danger	Опасность	sadness	0.719
pain	боль	sadness	0.719
demise	кончина	sadness	0.717
disgruntled	раздраженный	sadness	0.712
rejected	отвергнуто	sadness	0.712
sickly	тошнотворный	sadness	0.712
violence	насилие	sadness	0.712
torn	порванный	sadness	0.710
calamity	бедствие	sadness	0.709
grim	мрачный	sadness	0.708
grievous	мучительный	sadness	0.704
disfigured	изуродованный	sadness	0.703
punishing	карающий	sadness	0.703
extinct	потухший	sadness	0.703
meltdown	расплавление	sadness	0.703
oppressor	угнетатель	sadness	0.703
deformed	уродливый	sadness	0.703
slaughterhouse	скотобойня	sadness	0.703
humiliate	унижать	sadness	0.703
inhuman	нечеловеческий	sadness	0.703
decomposition	разложение	sadness	0.703
suffocating	удушающий	sadness	0.703
hearse	катафалк	sadness	0.703
incurable	неизлечимый	sadness	0.703
buried	похороненный	sadness	0.703
paralyzed	парализованный	sadness	0.703
carcinoma	карцинома	sadness	0.703
deformity	уродство	sadness	0.703
crushed	раздавленный	sadness	0.703
isolate	изолировать	sadness	0.703
tearful	плачущий	sadness	0.703
abandon	отказаться от	sadness	0.703
obit	поминальная служба	sadness	0.703
strangle	придушить	sadness	0.703
victim	жертва	sadness	0.703
isolation	изоляция	sadness	0.703
lifesucks	жизнь - отстой	sadness	0.700
hell	ад	sadness	0.700
ruinous	губительный	sadness	0.698
widow	вдова	sadness	0.697
banish	отгонять	sadness	0.697
accursed	проклятый	sadness	0.697
ruined	разрушенный	sadness	0.697
vanished	исчез	sadness	0.695
displaced	перемещенных	sadness	0.691
poverty	бедность	sadness	0.690
hospice	хоспис	sadness	0.688
insanity	невменяемость	sadness	0.688
depraved	развращенный	sadness	0.688
shooting	стрельба	sadness	0.688
stab	удар ножом	sadness	0.688
pathetic	жалкий	sadness	0.688
foreveralone	навсегда в одиночестве	sadness	0.688
dementia	слабоумие	sadness	0.688
travesty	пародия	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	неверность	sadness	0.688
epidemic	эпидемия	sadness	0.688
teary	слезящимися	sadness	0.688
widower	вдовец	sadness	0.688
terminal	Терминал	sadness	0.688
neglected	пренебрегли	sadness	0.688
illness	болезнь	sadness	0.688
regretting	сожалея	sadness	0.688
imprisoned	в заключении	sadness	0.688
hurtful	вредный	sadness	0.688
banished	изгнанный	sadness	0.688
hurt	причинить боль	sadness	0.688
deserted	пустынный	sadness	0.688
hopeless	безнадежный	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	потеря	sadness	0.688
