word	Scots Gaelic-gd	emotion	emotion-intensity-score
sensational	mothachail	joy	0.818
delightful	tlachdmhor	joy	0.818
happyheart	sonaid	joy	0.818
rejoicing	gàirdeachas	joy	0.818
joys	aoibhneas	joy	0.818
goodness	math	joy	0.818
excited	èibhinn	joy	0.818
excellence	sàr-mhathas	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	dìomhaireachd	joy	0.814
glorious	glòrmhor	joy	0.812
lovemaking	dèanamh gràdh	joy	0.812
rejoice	gàirdeachas	joy	0.812
victorious	bhuannachd	joy	0.812
excellent	sàr-mhath	joy	0.812
bonanza	bonanza	joy	0.812
smiley	gàire	joy	0.812
enjoy	tlachd	joy	0.812
splendid	eireachdail	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	deagh shìde	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	làithean làitheil	joy	0.809
myfavorite	myfavorite	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	tlachd	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	aoibhneas	joy	0.803
giggle	giggle	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	soirbheachadh	joy	0.797
happier	nas toilichte	joy	0.797
dancing	dannsa	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	àrdachadh	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	taingeil	joy	0.789
splendor	bòidhchead	joy	0.788
amuse	cleasachd	joy	0.788
fun	spòrsail	joy	0.788
happy	sona	joy	0.788
enchanted	sgaoileadh	joy	0.781
glorify	glòir	joy	0.781
glad	toilichte	joy	0.781
beautiful	bòidheach	joy	0.781
solucky	sàmhach	joy	0.781
giggling	giggling	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	sgaoileadh	joy	0.781
heavens	nèamhan	joy	0.779
perfection	perfection	joy	0.779
christmassy	Christmassy	joy	0.779
romance	romansa	joy	0.779
thrilling	sgaoileadh	joy	0.776
miraculous	mìorbhaileach	joy	0.773
fiesta	fiesta	joy	0.773
entertain	fèisteas	joy	0.773
congrats	co-chòrdadh	joy	0.773
cheers	Slàinte	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	dearbhachd	joy	0.773
lovable	ionnan	joy	0.773
cheered	s an Iar-	joy	0.773
funday	airgead	joy	0.772
enjoying	a 'gabhail tlachd	joy	0.771
cuddling	a 'cromadh	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	air am meas	joy	0.766
lifeisgood	beatha	joy	0.766
thebest	As fheàrr	joy	0.766
sosweet	Cho milis	joy	0.766
smiles	gàire	joy	0.766
delight	tlachd	joy	0.765
orgasm	orgasm	joy	0.765
party	pàrtaidh	joy	0.765
positive	deimhinneach	joy	0.761
cheerfulness	sòlasachd	joy	0.758
miracles	mìorbhailean	joy	0.758
sweetheart	leannan	joy	0.758
enlighten	soillseachadh	joy	0.758
christmastime	àm na cìse	joy	0.757
giddy	giddy	joy	0.757
romantic	romansach	joy	0.750
gratify	buannachdail	joy	0.750
friendliness	càirdeas	joy	0.750
laughs	gàire	joy	0.750
greatness	beannachd	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	taitneach	joy	0.750
blessings	beannachdan	joy	0.750
smile	gàire	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	sneachda	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	dealasach	joy	0.742
triumph	buaidh	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	draoidheil	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	mìorbhaileach	joy	0.742
rewarding	buannachdail	joy	0.742
feelgood	faireachdainnean	joy	0.736
prosperity	soirbheachadh	joy	0.735
luxurious	sòlasach	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	beò	joy	0.734
goodday	latha math	joy	0.734
passionate	dìoghrasach	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	dàn	joy	0.734
victory	buaidh	joy	0.734
admiration	s an Iar-	joy	0.734
tgif	tgif	joy	0.734
glorification	glòrachadh	joy	0.733
sing	seinn	joy	0.729
glowing	sneachda	joy	0.729
breathtaking	iongantach	joy	0.728
fulfillment	coileanadh	joy	0.728
yessss	yessss	joy	0.728
cheery	s an Iar-	joy	0.727
thankful	taingeil	joy	0.727
hurrah	sneachda	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	duais	joy	0.727
atpeace	aig an aon àm	joy	0.727
win	bhuannaich	joy	0.727
merry	gu math	joy	0.727
pleased	toilichte	joy	0.725
radiance	lùths	joy	0.725
inspiration	brosnachadh	joy	0.725
uplift	àrdachadh	joy	0.723
optimistic	dòchasach	joy	0.723
heaven	nèamh	joy	0.721
lucky	fortanach	joy	0.721
thrill	tlachd	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	saor-làithean	joy	0.721
harmony	co-sheirm	joy	0.719
brighten	sgaoileadh	joy	0.719
lover	leannan	joy	0.719
heartfelt	cridhe cridhe	joy	0.719
utopian	utopian	joy	0.719
xmas	xmas	joy	0.719
lovely	bòidheach	joy	0.719
amusement	spòrs	joy	0.719
congratulatory	meala-naidheachd	joy	0.719
praising	a 'moladh	joy	0.719
thriving	soirbheach	joy	0.719
perfect	foirfe	joy	0.719
magic	draoidheachd	joy	0.712
luckiest	nas fheàrr	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	sòghail	joy	0.712
bestfeeling	saoghail	joy	0.712
treasures	ionmhas	joy	0.712
achievement	coileanadh	joy	0.712
yay	yay	joy	0.712
holiday	saor-làithean	joy	0.712
intimate	dìomhair	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	chuckle	joy	0.706
rave	rave	joy	0.706
proud	moiteil	joy	0.704
truelove	Fìor ghaol	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	iongantach	joy	0.703
goodnews	mùthaidhean)	joy	0.703
optimism	dòchas	joy	0.703
satisfying	sàsaichte	joy	0.703
gooood	gooood	joy	0.703
sweetest	bòidheach	joy	0.703
cherish	feuch	joy	0.703
goodlife	deagh bheatha	joy	0.703
beautification	bòidhchead	joy	0.703
appreciates	meas	joy	0.703
winning	a 'buannachadh	joy	0.703
cuddled	cuddled	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	fèisteas	joy	0.700
excite	èibhinn	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	co-là-breith	joy	0.691
metime	metime	joy	0.688
favorite	is fheàrr leat	joy	0.688
honored	urram	joy	0.688
content	susbaint	joy	0.688
godsend	sgaoileadh	joy	0.688
entertaining	fèisteas	joy	0.688
angelic	angelic	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	adhair	joy	0.688
exquisite	fìor mhath	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	luachmhor	joy	0.682
majestic	maiseach	joy	0.682
appreciated	meas	joy	0.682
luscious	èibhinn	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	gàire	joy	0.682
bestfriends	Na caraidean as fheàrr	joy	0.682
exaltation	àrdachadh	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	sgaoileadh	joy	0.682
tranquility	sàmhchair	joy	0.679
marry	pòsadh	joy	0.676
embrace	gabhail ris	joy	0.676
positively	deimhinneach	joy	0.676
dearest	gaoil	joy	0.672
relaxation	fois	joy	0.672
accomplished	air a choileanadh	joy	0.672
hug	brataich	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	beò	joy	0.672
contentment	sàsaichte	joy	0.672
hilarious	sàmhach	joy	0.672
giggles	Giggles	joy	0.672
bountiful	bòidhchead	joy	0.667
victor	victor	joy	0.667
adore	aoradh	joy	0.667
boisterous	bòidheach	joy	0.667
fulfilled	air a choileanadh	joy	0.667
fulfill	coileanadh	joy	0.664
cuddles	cuddles	joy	0.662
prosperous	soirbheach	joy	0.660
romanticism	romansachd	joy	0.656
humor	èibhinn	joy	0.656
glow	glow	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	taitneach	joy	0.656
appreciation	meas	joy	0.656
encouraged	brosnachadh	joy	0.656
satisfy	riarachadh	joy	0.656
serenity	serenity	joy	0.656
captivate	beòthail	joy	0.656
besties	saighdearan	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	riarachadh	joy	0.652
treasure	ulaidh	joy	0.652
engaged	gabhail pàirt	joy	0.652
praises	a 'moladh	joy	0.652
abundance	pailteas	joy	0.652
fortunes	fortunes	joy	0.652
relaxing	sàmhach	joy	0.652
praised	moladh	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	a bharrachd	joy	0.647
affection	gràdh	joy	0.647
relieved	faochadh	joy	0.647
carnival	feòil	joy	0.643
divine	diadhaidh	joy	0.641
saintly	gu h-iongantach	joy	0.641
harmoniously	co-chòrdail	joy	0.641
achieve	coileanadh	joy	0.641
thanksgiving	buidheachas	joy	0.641
jackpot	s an Iar-	joy	0.641
priceless	gun phrìs	joy	0.641
sensuality	mothachail	joy	0.641
champion	curaidh	joy	0.641
wedding	banais	joy	0.641
uplifting	togail suas	joy	0.641
climax	climax	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	sàmhach	joy	0.636
twinkle	sneachda	joy	0.636
reverie	reverie	joy	0.636
exalt	àrdachadh	joy	0.636
winner	bhuannaiche	joy	0.636
felicity	felicity	joy	0.636
cuddle	cuddle	joy	0.636
comforting	a 'comhfhurtachd	joy	0.636
honeymoon	mèinn-mheala	joy	0.636
xoxo	xoxo	joy	0.634
amusing	èibhinn	joy	0.625
reward	duais	joy	0.625
fondness	bòidhchead	joy	0.625
hearts	cridheachan	joy	0.625
brighter	nas fheàrr	joy	0.625
sweet	bòidheach	joy	0.625
stargazing	stargazing	joy	0.625
festival	fèis	joy	0.625
snuggling	a 'snoggling	joy	0.625
generosity	fialaidh	joy	0.625
gorgeous	gòrach	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	gnè	joy	0.622
parade	caismeachd	joy	0.621
applause	bòidheach	joy	0.621
genial	gèam	joy	0.621
beauty	bòidhchead	joy	0.621
kind	caoimhneil	joy	0.621
newlife	ùr-bheatha	joy	0.618
aspiring	ag iarraidh	joy	0.618
fulfilling	coileanadh	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	mìorbhaileach	joy	0.613
kiss	pòg	joy	0.610
winnings	buannachdan	joy	0.609
praiseworthy	moladh	joy	0.609
rainbows	bogha-frois	joy	0.609
generous	fialaidh	joy	0.609
enlightenment	soillseachadh	joy	0.609
playful	sgiobalta	joy	0.609
christmas	Nollaig	joy	0.609
super	super	joy	0.609
elegance	eireachdail	joy	0.609
rekindle	rekindle	joy	0.609
awards	duaisean	joy	0.609
adorable	ion-mholaidh	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	neo-eisimeileachd	joy	0.607
successful	soirbheachail	joy	0.606
onelove	aon gaol	joy	0.606
kindness	caoimhneas	joy	0.606
freely	gu saor	joy	0.606
surprises	iongnadh	joy	0.606
inspired	air a bhrosnachadh	joy	0.606
hilarity	hileity	joy	0.606
wonder	iongnadh	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	spòrs	joy	0.603
whimsical	sgaoileadh	joy	0.603
passion	dìoghrasach	joy	0.603
beautify	bòidhchead	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	dol fodha na grèine	joy	0.600
godisgood	aodach	joy	0.597
whoo	Whoo	joy	0.594
angel	aingeal	joy	0.594
thankgod	taingealachd	joy	0.594
accomplishment	coileanadh	joy	0.594
flirt	flirt	joy	0.594
goodmusic	ceòl math	joy	0.594
snuggled	snuggled	joy	0.594
revere	urram	joy	0.594
inspire	brosnachadh	joy	0.594
fanfare	fiadhaich	joy	0.594
peacefully	gu sàbhailte	joy	0.594
jesus	jesus	joy	0.594
goodies	s an Iar-	joy	0.594
heroic	gaisgeil	joy	0.591
fortune	fortune	joy	0.591
friendship	càirdeas	joy	0.591
singing	seinn	joy	0.591
exalted	àrdachadh	joy	0.591
summer	samhradh	joy	0.591
highest	àirde	joy	0.591
overflowing	sàrachadh	joy	0.588
contented	sàsaichte	joy	0.588
woot	saoghail	joy	0.588
rollicking	sgaoileadh	joy	0.588
hope	dòchas	joy	0.586
accolade	s an Iar-	joy	0.586
cozy	cozy	joy	0.583
delicious	bòidheach	joy	0.579
friendly	càirdeil	joy	0.578
sensuous	mothachail	joy	0.578
darling	leannan	joy	0.578
picturesque	tlachdmhor	joy	0.578
raving	rabhaidh	joy	0.578
praise	moladh	joy	0.578
everlasting	sìorraidh	joy	0.578
ambition	miann-adhartais	joy	0.578
thelife	am beatha	joy	0.578
sparkle	sparkle	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	flattering	joy	0.576
sensual	sensual	joy	0.576
heroism	heroism	joy	0.576
succeeding	a 'leantainn	joy	0.576
grace	gràs	joy	0.576
peace	sìth	joy	0.576
livelife	beò	joy	0.574
special	sònraichte	joy	0.574
tantalizing	sgaoileadh	joy	0.572
pumped	pumpadh	joy	0.567
worthwhile	luachmhor	joy	0.562
revels	sgeulachdan	joy	0.562
prevail	a 'riaghladh	joy	0.562
liking	sgaoileadh	joy	0.562
sunny	Sgòthan geala	joy	0.562
relax	socair	joy	0.562
surprise	iongnadh	joy	0.562
hugs	hugs	joy	0.562
admirable	iongantach	joy	0.562
hero	gaisgeach	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	èibhinn	joy	0.562
sweets	siùcairean	joy	0.562
prosper	soirbheachadh	joy	0.562
superstar	sàr-rionnag	joy	0.562
favorable	fàbharach	joy	0.561
bless	beannaich	joy	0.561
tenderness	tinneasachd	joy	0.561
freedom	saorsa	joy	0.561
masterpiece	annas-làimhe	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	aislingean	joy	0.559
hopeful	dòchasach	joy	0.559
home	dachaigh	joy	0.559
cruising	siubhal	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	dìleas	joy	0.553
closeness	dlùthachd	joy	0.552
eagerness	èiginn	joy	0.552
comfy	comfy	joy	0.551
sunshine	ghrian	joy	0.551
confidence	misneachd	joy	0.547
mistletoe	ceò	joy	0.547
elite	laite	joy	0.547
celestial	cealgach	joy	0.547
heart	cridhe	joy	0.547
completion	crìochnachadh	joy	0.547
good	math	joy	0.547
daughter	nighean	joy	0.547
gifts	tiodhlacan	joy	0.547
astonishment	iongnadh	joy	0.547
bonus	bonus	joy	0.547
goodmorning	Madainn mhath	joy	0.547
lifted	air a thogail	joy	0.547
zeal	zeal	joy	0.547
illuminate	soilleireachadh	joy	0.547
gift	tiodhlac	joy	0.547
vacation	saor-làithean	joy	0.547
charmed	sàbhaladh	joy	0.546
recreation	cur-seachad	joy	0.545
encouragement	brosnachadh	joy	0.545
gush	gush	joy	0.545
sublime	sgaoileadh	joy	0.545
dance	dannsa	joy	0.545
god	dia	joy	0.545
free	saor	joy	0.544
freshstart	freshstart	joy	0.544
savior	saoraidh	joy	0.543
sanctuary	coiseachd	joy	0.541
grandchildren	oghaichean	joy	0.540
wellness	slàinte	joy	0.537
revel	s an Iar-	joy	0.534
inspirational	brosnachail	joy	0.531
savor	saoghail	joy	0.531
matrimony	bàsachadh	joy	0.531
money	airgead	joy	0.531
rainbow	bogha-froise	joy	0.531
confident	misneachail	joy	0.531
bridal	bridal	joy	0.531
music	ceòl	joy	0.531
fab	fab	joy	0.531
serene	serene	joy	0.531
alive	beò	joy	0.531
holiness	naomhachd	joy	0.531
vitality	spionnadh	joy	0.531
liberation	saorsa	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	sgaoileadh	joy	0.531
soar	soar	joy	0.531
firstborn	chiad-ghin	joy	0.531
elegant	eireachdail	joy	0.530
mastery	maighstireachd	joy	0.530
illumination	soillseachadh	joy	0.530
welcomed	fàilte	joy	0.530
warmth	blàths	joy	0.530
blossom	blossom	joy	0.530
glimmer	sgiobair	joy	0.530
faithful	dìleas	joy	0.529
treat	Cùmhnantan-cleachdaidh	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laurels	joy	0.521
commendable	moladh	joy	0.519
powerful	cumhachdach	joy	0.516
silly	gòrach	joy	0.516
zest	sneachda	joy	0.516
presents	tiodhlacan	joy	0.516
succeed	soirbheachadh	joy	0.516
jingle	jingle	joy	0.516
remarkable	iongantach	joy	0.516
greeted	fàilte	joy	0.516
brotherly	bràthair	joy	0.516
pride	moit	joy	0.516
strengthening	neartachadh	joy	0.516
aspire	aspire	joy	0.516
abundant	pailteas	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	sgaoileadh	joy	0.516
almighty	uile-chumhachdach	joy	0.516
fancy	deònach	joy	0.516
zen	zen	joy	0.515
coronation	crùnadh	joy	0.515
kudos	kudos	joy	0.515
vivid	beò	joy	0.515
leisure	cur-seachad	joy	0.515
complete	iomlan	joy	0.515
cutie	gearradh	joy	0.515
newme	ùr	joy	0.515
familytime	àm teaghlaich	joy	0.515
animated	beòthaichte	joy	0.515
spirit	spiorad	joy	0.515
thanking	a 'toirt taing dha	joy	0.515
kid	aodach	joy	0.515
shining	a 'seinn	joy	0.515
payday	pàigheadh	joy	0.515
princely	rìghrean	joy	0.515
reunited	ath-aonaichte	joy	0.515
therapeutic	teirpeach	joy	0.515
comfort	comhfhurtachd	joy	0.515
godly	diadhaidh	joy	0.514
marriage	pòsadh	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	càirdeas	joy	0.514
spouse	cèile	joy	0.507
intimately	gu dearbh	joy	0.507
accomplish	deàrn	joy	0.500
excel	excel	joy	0.500
inviting	ag iarraidh	joy	0.500
meritorious	sgaoileadh	joy	0.500
diamond	daoimean	joy	0.500
nature	nàdar	joy	0.500
dignity	urram	joy	0.500
family	teaghlach	joy	0.500
soulful	anam	joy	0.500
charitable	carthannais	joy	0.500
encourage	brosnachadh	joy	0.500
friends	caraidean	joy	0.500
satisfied	riaraichte	joy	0.500
welcoming	fàilteachail	joy	0.500
healthy	fallain	joy	0.500
surreal	surreal	joy	0.500
refreshed	ùrachadh	joy	0.500
beach	tràigh	joy	0.500
motherhood	màthaireachd	joy	0.500
respect	urram	joy	0.500
gem	gèam	joy	0.500
erotic	eireachdail	joy	0.500
visionary	lèirsinneach	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	air a choileanadh	joy	0.500
christ	crìosd	joy	0.500
memorable	cuimhneachail	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	leanabh	joy	0.500
purr	sgaoileadh	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	fìrinn	joy	0.500
bloom	bloom	joy	0.500
carefree	mì-thoilichte	joy	0.500
aura	aura	joy	0.493
health	slàinte	joy	0.493
liberty	saorsa	joy	0.486
approved	aontaichte	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	oasis	joy	0.486
rapture	eun cobhartaich	joy	0.485
engaging	tàladh	joy	0.485
crowning	a 'crùnadh	joy	0.485
aspiration	miann	joy	0.485
prestige	inbhe	joy	0.485
crescendo	crescendo	joy	0.485
gentle	sàmhach	joy	0.485
liberate	saoradh	joy	0.485
betrothed	a 'rèiteach	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	bounty	joy	0.485
privileged	dìoghaltas	joy	0.485
loyal	dìleas	joy	0.485
inseparable	neo-sgaraichte	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	làimhe	joy	0.484
trophy	duais	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	fortan	joy	0.484
creativity	cruthachalachd	joy	0.484
destiny	dànachd	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	thar-tharraing	joy	0.484
bouquet	bouquet	joy	0.484
chocolate	seoclaid	joy	0.484
aloha	aloha	joy	0.484
yummy	deam	joy	0.484
dream	aisling	joy	0.484
desire	miann	joy	0.484
boyfriend	leannan	joy	0.480
commemoration	cuimhneachaidh	joy	0.479
intelligence	fiosrachadh	joy	0.477
readiness	ullachaidh	joy	0.473
friend	caraid	joy	0.471
enthusiast	sgaoileadh	joy	0.471
bride	bean-bainnse	joy	0.471
lush	lus	joy	0.470
calming	sàrachadh	joy	0.470
inheritance	oighreachd	joy	0.470
kiddo	kiddo	joy	0.470
massage	massage	joy	0.470
tickle	cuir diog	joy	0.470
adventure	dànachd	joy	0.470
nostalgia	cianalas	joy	0.470
soothe	sèid	joy	0.470
goals	amasan	joy	0.469
luster	brèagha	joy	0.469
giving	toirt seachad	joy	0.469
princess	bana-phrionnsa	joy	0.469
heartily	gu h-inntinn	joy	0.469
benevolence	buannachd	joy	0.469
nurture	àrach	joy	0.469
bridegroom	seòmar-bainnse	joy	0.469
eternal	sìorraidh	joy	0.469
pray	ùrnaigh	joy	0.469
getaway	Faigh air falbh	joy	0.469
humanitarian	daonnachdach	joy	0.469
bonding	ceangal	joy	0.469
rest	fois	joy	0.469
amicable	dèidheil	joy	0.469
purring	sgaoileadh	joy	0.469
pretty	breagha	joy	0.469
child	leanabh	joy	0.466
salutary	sàmhach	joy	0.465
invite	cuireadh a thoirt seachad	joy	0.457
reminiscing	a 'cuimhneachadh	joy	0.456
beam	beam	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	tropaigeach	joy	0.455
aesthetics	aibhneas	joy	0.455
friday	Dihaoine	joy	0.455
elevation	àrdachadh	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	seirbheis	joy	0.455
mindfulness	mothachail	joy	0.455
hee	ee	joy	0.455
kindred	càirdeas	joy	0.455
scholarship	sgoilearachd	joy	0.455
befriend	càirdeas	joy	0.455
commemorate	cuimhneachadh	joy	0.453
allure	s an Iar-	joy	0.453
faith	creideamh	joy	0.453
forgiveness	maitheanas	joy	0.453
scenery	seallaidhean	joy	0.453
vindication	fìrinn	joy	0.453
waterfall	eas	joy	0.453
birth	breith	joy	0.453
noworries	na gabh dragh	joy	0.453
approve	aonta	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	turas	joy	0.447
meditation	smaoineachadh	joy	0.446
relaxed	sàmhach	joy	0.442
tranquil	tranquil	joy	0.441
weekend	deireadh seachdain	joy	0.441
present	an-diugh	joy	0.441
tender	tairgse	joy	0.441
nostalgic	cianalais	joy	0.439
prayer	ùrnaigh	joy	0.439
sharing	roinn	joy	0.439
esteem	urram	joy	0.439
lyrical	liriceach	joy	0.439
righteousness	fìreantachd	joy	0.439
share	roinn	joy	0.438
husband	an duine aice	joy	0.438
life	beatha	joy	0.438
sonnet	sonnet	joy	0.438
relief	faochadh	joy	0.438
unbeaten	gun fhiosta	joy	0.438
newday	Newday	joy	0.438
meditate	smaoinich	joy	0.438
mighty	cumhachdach	joy	0.438
eager	èibhinn	joy	0.438
strength	neart	joy	0.438
warm	blàth	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	buddy	joy	0.427
oneness	aonachd	joy	0.426
unsurpassed	neo-shoirbheachail	joy	0.424
ejaculation	ejaculation	joy	0.424
unconstrained	neo-chuingealaichte	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	bonn	joy	0.424
amen	amen	joy	0.424
candlelight	solas coinnle	joy	0.424
reverence	urram	joy	0.424
healthful	slàinteil	joy	0.424
carols	carols	joy	0.424
sledding	sledding	joy	0.422
wealth	beairteas	joy	0.422
graduation	ceumnachadh	joy	0.422
frisky	frisky	joy	0.422
energy	lùth	joy	0.422
calmness	ciùin	joy	0.422
beginnings	tòiseachadh	joy	0.422
safe	sàbhailte	joy	0.422
musical	ceòl	joy	0.422
symphony	symphony	joy	0.422
lml	lml	joy	0.422
glitter	glitter	joy	0.422
ease	furasta	joy	0.422
helpful	cuideachail	joy	0.422
soundness	fuaim	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	gealladh	joy	0.415
reunite	tilleadh còmhla	joy	0.414
salvation	slàinte	joy	0.412
mother	màthair	joy	0.412
poems	dàin	joy	0.412
inauguration	tòiseachadh	joy	0.409
immaculate	gun teagamh	joy	0.409
lighten	solas	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	siubhal	joy	0.409
lavender	lavender	joy	0.409
purify	a ghlanadh	joy	0.409
clown	clown	joy	0.409
star	rionnag	joy	0.406
cash	airgead	joy	0.406
heal	leigheas	joy	0.406
