word	Sesotho-st	emotion	emotion-intensity-score
highest	e phahameng ka ho fetisisa	fear	0.236
inequality	ho se lekane	fear	0.234
rekindle	tsosolosa	fear	0.234
shrink	fokotseha	fear	0.234
scaffold	scaffold	fear	0.234
discontent	ho se khotsofale	fear	0.234
verge	haufi	fear	0.234
psychiatrist	ngaka ea mafu a kelello	fear	0.234
overdrive	ho fetela ho feta	fear	0.234
thatmoment	NO TRANSLATION	fear	0.234
intercede	kopa	fear	0.234
pinion	pinion	fear	0.234
finalized	e phethiloe	fear	0.234
shelters	matlong a bolulo	fear	0.234
sleepless	ho se robale	fear	0.234
dependence	ho itšetleha	fear	0.234
chicken	khoho	fear	0.234
instinctive	ea tlhaho	fear	0.234
buzz	buzz	fear	0.234
difficulty	bothata	fear	0.234
bee	linotsi	fear	0.234
insomniac	insomniac	fear	0.234
aaaah	NO TRANSLATION	fear	0.234
buck	buck	fear	0.234
rushing	ho potlakela	fear	0.233
overslept	ho feta	fear	0.226
default	ka ho feletseng	fear	0.226
confessional	ho ipolela	fear	0.225
impatient	ho se fele pelo	fear	0.224
immigrant	bajaki	fear	0.219
heft	heft	fear	0.219
sweat	mofufu	fear	0.219
waver	ho sisinyeha	fear	0.219
fingerscrossed	NO TRANSLATION	fear	0.219
stingy	e le bohloko	fear	0.219
thrill	thabo	fear	0.219
cane	mohoma	fear	0.219
aga	NO TRANSLATION	fear	0.219
whatif	haeba	fear	0.219
tactics	maqiti	fear	0.219
veer	khaotsa	fear	0.219
unequal	ho se lekane	fear	0.219
lastminute	qetellong	fear	0.219
jungle	morung	fear	0.219
bait	bait	fear	0.219
revelations	litšenolo	fear	0.219
blues	blues	fear	0.219
overtired	ho fetoloa holimo	fear	0.218
prognosis	ho phatloha	fear	0.217
alertness	hlokolosi	fear	0.216
hyped	e tsitsitseng	fear	0.214
somuchtodo	NO TRANSLATION	fear	0.212
toomuchtodo	NO TRANSLATION	fear	0.212
wishmeluck	hello	fear	0.212
tryouts	tryouts	fear	0.210
clowns	clowns	fear	0.207
fluctuation	ho fokotseha	fear	0.204
restless	e sa phomole	fear	0.204
examination	tlhahlobo	fear	0.204
intimacy	kamano e haufi-ufi	fear	0.203
phew	phew	fear	0.203
quail	likoekoe	fear	0.203
hurry	potlaka	fear	0.203
uphill	ho ea holimo	fear	0.203
mighty	matla	fear	0.203
birth	tsoalo	fear	0.203
cross	sefapano	fear	0.203
help	Thusa	fear	0.203
overcome	hlōla	fear	0.203
recesses	likhetho	fear	0.203
acceptances	li amoheleha	fear	0.203
fearless	ho se tšabe letho	fear	0.200
ware	moaparo	fear	0.198
change	fetola	fear	0.198
withstand	ema	fear	0.197
asap	ka pele ka potlako	fear	0.191
owing	ho lefa	fear	0.188
gnome	e fokolang	fear	0.188
cautiously	ka hloko	fear	0.188
tract	pampitšana	fear	0.188
deadlines	linako tsa nako	fear	0.188
heighten	ho phahama	fear	0.188
attorney	'muelli oa molao	fear	0.188
bug	bug	fear	0.188
knots	linama	fear	0.188
fragile	e fokolang	fear	0.188
rule	puso	fear	0.188
advance	e tsoele pele	fear	0.188
intrigue	khethollo	fear	0.188
overcoming	ho hlōla	fear	0.188
stillness	khutso	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	shebella	fear	0.188
unorganised	e sa hlophisoang	fear	0.188
elf	elf	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	bolutu	fear	0.183
slippery	e thellang	fear	0.181
interview	lipuisano	fear	0.180
everyman	mong le e mong	fear	0.178
speculation	khopolo-taba	fear	0.176
needtoknow	ho hlokahalang	fear	0.173
assessment	tlhahlobo	fear	0.172
competition	tlhōlisano	fear	0.172
settlor	ho laola	fear	0.172
rod	molamu	fear	0.172
checkpoint	ntlha ea ho hlahloba	fear	0.172
regulatory	taolo	fear	0.172
worship	khumamelo	fear	0.172
shell	shell	fear	0.172
readytogo	readytogo	fear	0.172
uncertain	ho se ts'oane	fear	0.172
unsure	u sa kholisehe	fear	0.172
birch	birch	fear	0.172
surprise	ho makala	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	'mōkō	fear	0.172
composure	ho ikamahanya	fear	0.172
interviewer	moqoqo	fear	0.172
less	Nyane	fear	0.167
coy	e ntle	fear	0.162
iris	iris	fear	0.160
audition	tlhaloso	fear	0.156
sly	sly	fear	0.156
legalized	e ngotsoe ka molao	fear	0.156
intimately	haufi-ufi	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	Countdown	fear	0.156
hearing	ho utloa	fear	0.156
bases	metheo	fear	0.156
medication	meriana	fear	0.156
ceasefire	khaotsa ho tsuba	fear	0.156
retirement	ho tlohela mosebetsi	fear	0.156
courageous	sebete	fear	0.154
overthinker	ho fetisa maikutlo	fear	0.153
backtrack	morao morao	fear	0.151
dawned	e ile ea hlaha	fear	0.150
censor	ho hlahloba	fear	0.149
bailiff	mosieletsi	fear	0.147
syllabus	silabase	fear	0.147
gent	khama	fear	0.141
caricature	caricature	fear	0.141
rationality	ho utloahala	fear	0.141
cove	khaba	fear	0.141
newcomer	e ncha	fear	0.141
eventuality	qetello ea nako	fear	0.141
imagination	monahano	fear	0.141
validity	ho netefatsa	fear	0.141
waiting	e emetse	fear	0.141
delay	lieha	fear	0.141
shy	lihlong	fear	0.140
alreadyyyyy	alreadyyyyy	fear	0.140
symptom	matšoao	fear	0.133
excite	thaba	fear	0.132
raccoon	raccoon	fear	0.127
prevent	thibela	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	clown	fear	0.125
ahhh	ahhh	fear	0.125
hawk	hawk	fear	0.125
campaigning	letšolo	fear	0.125
soready	soready	fear	0.125
tryout	teko	fear	0.125
marry	kena lenyalong	fear	0.125
sprite	sprite	fear	0.125
swim	sesa	fear	0.125
gameday	gameday	fear	0.125
sag	sag	fear	0.123
pharmacy	pharmacy	fear	0.123
policeman	mapolesa	fear	0.121
lace	lace	fear	0.111
dreamt	a lora	fear	0.111
holiness	khalalelo	fear	0.109
pray	rapela	fear	0.109
weight	boima ba 'mele	fear	0.109
incase	mohlomong	fear	0.109
knot	letlobo	fear	0.109
confidence	kholiseho	fear	0.109
notoriety	ho tsebahala	fear	0.109
homework	mosebetsi oa sekolo o etsoang hae	fear	0.109
destination	moo u eang teng	fear	0.109
bigday	bigday	fear	0.109
slender	e nyenyane	fear	0.100
undecided	e sa tsejoe	fear	0.098
sympathetic	ho utloela bohloko	fear	0.097
god	molimo	fear	0.094
grades	limaraka	fear	0.094
loyal	ea tšepahalang	fear	0.094
poise	poise	fear	0.094
treat	tšoara	fear	0.094
confident	kholisehile	fear	0.094
counsellor	moeletsi	fear	0.094
helmet	helmete	fear	0.094
case	nyeoe	fear	0.094
locate	fumana	fear	0.094
northeast	karolong e ka leboea-bochabela	fear	0.088
compassion	qenehelo	fear	0.078
nurture	hōlisa	fear	0.078
graduation	ho fuoa mangolo	fear	0.078
graded	e hlophisitsoeng	fear	0.075
mum	'mè	fear	0.070
infant	lesea	fear	0.067
civilians	baahi	fear	0.062
soulmate	soulmate	fear	0.062
civilian	sechaba sa sechaba	fear	0.062
cloudiness	ho fifala	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	pontšo	fear	0.062
cash	chelete	fear	0.062
journey	leeto	fear	0.062
guidelines	tataiso	fear	0.062
youth	bocha	fear	0.062
opera	opera	fear	0.057
synonymous	e tšoanang	fear	0.056
praying	ho rapela	fear	0.047
honest	botšepehi	fear	0.047
intelligence	bohlale	fear	0.038
romance	lerato	fear	0.031
lines	mela	fear	0.031
volunteer	moithaopi	fear	0.031
obey	mamela	fear	0.016
happiest	thabile ka ho fetisisa	joy	0.986
happiness	thabo	joy	0.984
bliss	thabo	joy	0.971
celebrating	ho keteka	joy	0.970
jubilant	e thabisang	joy	0.969
ecstatic	ho thaba	joy	0.954
elation	sehlabelo	joy	0.944
bestdayever	hello	joy	0.938
beaming	ho khabisa	joy	0.938
loveee	loveee	joy	0.932
celebration	mokete	joy	0.929
awesomeness	ho tšabeha	joy	0.926
joy	thabo	joy	0.924
happily	ka thabo	joy	0.922
excitement	thabo	joy	0.922
euphoria	thabo	joy	0.922
fabulous	e ntle	joy	0.922
joyous	thabo	joy	0.922
exuberance	ho thaba	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	lerato	joy	0.920
gratitude	teboho	joy	0.914
spectacular	e tsotehang	joy	0.912
merriment	thabo	joy	0.912
happydance	happydance	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	ba thabile haholo	joy	0.909
triumphant	tlhōlo	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	ho nyakalla	joy	0.906
cheerful	thabile	joy	0.906
cheer	thaba	joy	0.897
elated	e thabile	joy	0.894
lovethis	lovetis	joy	0.891
laugh	tšeha	joy	0.891
jolly	ho robala	joy	0.891
pleasures	menyaka	joy	0.891
excitation	thabo	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	Nyakalletse	joy	0.891
exhilaration	thabo	joy	0.891
marvelously	e hlollang	joy	0.881
loving	lerato	joy	0.879
joyful	thabo	joy	0.879
outstanding	e ikhethang	joy	0.879
blissful	e thabisang	joy	0.879
pleasurable	e thabisang	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	cheseho	joy	0.875
lovinglife	leratolife	joy	0.875
glee	khaotsa	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	ke thabile	joy	0.868
woohoo	boohoo	joy	0.864
laughing	ho tšeha	joy	0.864
superb	e ntle haholo	joy	0.864
wonderful	e babatsehang	joy	0.863
brilliant	e khanyang	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	ho thaba	joy	0.859
hooray	hooray	joy	0.859
glory	khanya	joy	0.859
celebrated	e ketekoa	joy	0.859
loved	rata	joy	0.859
magnificent	e hlollang	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	hallelujah	joy	0.859
exciting	e thabisang	joy	0.853
heavenly	leholimo	joy	0.853
thrilled	e thabetse	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	keteka	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	tlhohonolofatso	joy	0.844
wonderfully	ka mokhoa o makatsang	joy	0.844
sweetness	monate	joy	0.833
marvellous	e tsotehang	joy	0.833
festive	mokete	joy	0.833
blessed	hlohonolofalitsoe	joy	0.833
paradise	paradeise	joy	0.833
celebrations	mekete	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	ho bososela	joy	0.828
enchanting	ho monate	joy	0.828
love	lerato	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	lapeng moo ho le monate	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	litšeho	joy	0.824
marvelous	e tsotehang	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	ho keteka	joy	0.818
sensational	ho utloahala	joy	0.818
delightful	e thabisang	joy	0.818
happyheart	happyheart	joy	0.818
rejoicing	ho thaba	joy	0.818
joys	thabo	joy	0.818
goodness	molemo	joy	0.818
excited	thabile	joy	0.818
excellence	bokhabane	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	ho lekana	joy	0.814
glorious	e khanyang	joy	0.812
lovemaking	ho rata	joy	0.812
rejoice	thaba	joy	0.812
victorious	ho hl ¯ ola	joy	0.812
excellent	e ntle haholo	joy	0.812
bonanza	bonanza	joy	0.812
smiley	smiley	joy	0.812
enjoy	thabela	joy	0.812
splendid	e babatsehang	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	nako e ntle	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	letsatsi le thabileng	joy	0.809
myfavorite	thatohatsi ea ka	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	monate	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	thabo	joy	0.803
giggle	khaola	joy	0.802
yesss	li-yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	katleho	joy	0.797
happier	thabile hape	joy	0.797
dancing	ho tantša	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	bokhabane	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	ho leboha	joy	0.789
splendor	bokhabane	joy	0.788
amuse	khahlisa	joy	0.788
fun	ho monate	joy	0.788
happy	thabile	joy	0.788
enchanted	ho tsoma	joy	0.781
glorify	tlotlisa	joy	0.781
glad	thaba	joy	0.781
beautiful	e ntle	joy	0.781
solucky	solucky	joy	0.781
giggling	ho ferekana	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	e khanyang	joy	0.781
heavens	maholimo	joy	0.779
perfection	phetheho	joy	0.779
christmassy	kristmassy	joy	0.779
romance	lerato	joy	0.779
thrilling	e thabisang	joy	0.776
miraculous	mohlolo	joy	0.773
fiesta	fiesta	joy	0.773
entertain	boithabiso	joy	0.773
congrats	congrats	joy	0.773
cheers	cheers	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	positivity	joy	0.773
lovable	e ratehang	joy	0.773
cheered	ho thaba	joy	0.773
funday	letsatsi le monate	joy	0.772
enjoying	ho thabela	joy	0.771
cuddling	ho lla	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	ho senyeha	joy	0.766
lifeisgood	lifeisgood	joy	0.766
thebest	ea mantlha	joy	0.766
sosweet	tsoekere hoo	joy	0.766
smiles	oa bososela	joy	0.766
delight	thabo	joy	0.765
orgasm	orgasm	joy	0.765
party	mokete	joy	0.765
positive	e ntle	joy	0.761
cheerfulness	ho thaba	joy	0.758
miracles	mehlolo	joy	0.758
sweetheart	motsoalle ea ratehang	joy	0.758
enlighten	khantša	joy	0.758
christmastime	nako ea christmas	joy	0.757
giddy	khadi	joy	0.757
romantic	lerato	joy	0.750
gratify	ho thabisa	joy	0.750
friendliness	botsoalle	joy	0.750
laughs	e tšeha	joy	0.750
greatness	boholo	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	e khahlehang	joy	0.750
blessings	litlhohonolofatso	joy	0.750
smile	bososela	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	ho tletse	joy	0.748
jubilee	jubilee	joy	0.742
enthusiasm	cheseho	joy	0.742
triumph	tlhōlo	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	boselamose	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	mohlolo	joy	0.742
rewarding	e khotsofatsang	joy	0.742
feelgood	feelgood	joy	0.736
prosperity	katleho	joy	0.735
luxurious	tse mabothobotho	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	e hlollang	joy	0.734
goodday	lumela	joy	0.734
passionate	rata	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	monate	joy	0.734
victory	tlhōlo	joy	0.734
admiration	tlhompho	joy	0.734
tgif	tgif	joy	0.734
glorification	khanya	joy	0.733
sing	bina	joy	0.729
glowing	e khanyang	joy	0.729
breathtaking	phefumoloho	joy	0.728
fulfillment	phethahala	joy	0.728
yessss	yessss	joy	0.728
cheery	moriri	joy	0.727
thankful	leboha	joy	0.727
hurrah	hurray	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	santa	joy	0.727
award	moputso	joy	0.727
atpeace	atpeace	joy	0.727
win	hlōla	joy	0.727
merry	thaba	joy	0.727
pleased	o thabetse	joy	0.725
radiance	radiance	joy	0.725
inspiration	phefumoloho	joy	0.725
uplift	tsosoa	joy	0.723
optimistic	tšepo	joy	0.723
heaven	leholimo	joy	0.721
lucky	lehlohonolo	joy	0.721
thrill	thabo	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	matsatsi a phomolo	joy	0.721
harmony	tumellano	joy	0.719
brighten	e khanyang	joy	0.719
lover	moratuoa	joy	0.719
heartfelt	ho tloha botebong ba pelo	joy	0.719
utopian	li-utopiana	joy	0.719
xmas	xmas	joy	0.719
lovely	e ratehang	joy	0.719
amusement	boithabiso	joy	0.719
congratulatory	ho leboha	joy	0.719
praising	ho rorisa	joy	0.719
thriving	ho atleha	joy	0.719
perfect	e phethahetse	joy	0.719
magic	boselamose	joy	0.712
luckiest	e monate haholo	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	mabothobotho	joy	0.712
bestfeeling	e ntle haholo	joy	0.712
treasures	matlotlo	joy	0.712
achievement	katleho	joy	0.712
yay	shatee	joy	0.712
holiday	matsatsi a phomolo	joy	0.712
intimate	e haufi-ufi	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	khahlela	joy	0.706
rave	hlaba	joy	0.706
proud	boikhohomoso	joy	0.704
truelove	lerato la 'nete	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	ho makatsang	joy	0.703
goodnews	litaba tse ntle	joy	0.703
optimism	tšepo	joy	0.703
satisfying	e khotsofatsang	joy	0.703
gooood	gooood	joy	0.703
sweetest	monate haholo	joy	0.703
cherish	rata	joy	0.703
goodlife	goodlife	joy	0.703
beautification	ho khabisa	joy	0.703
appreciates	oa ananela	joy	0.703
winning	ho hlōla	joy	0.703
cuddled	ho pota-potiloe	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	khahleha	joy	0.700
excite	thaba	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	letsatsi la tsoalo	joy	0.691
metime	nakoana	joy	0.688
favorite	li ratang	joy	0.688
honored	hlomphuoa	joy	0.688
content	dikahare	joy	0.688
godsend	godsend	joy	0.688
entertaining	boithabiso	joy	0.688
angelic	mangeloi	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	khumamelo	joy	0.688
exquisite	e ntle haholo	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	ea bohlokoa	joy	0.682
majestic	e hlomphehang	joy	0.682
appreciated	e ananeloa	joy	0.682
luscious	e monate	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	ke bososela	joy	0.682
bestfriends	metsoalle ea hlooho ea khomo	joy	0.682
exaltation	ho phahamisoa	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	e khanyetsa	joy	0.682
tranquility	khutso	joy	0.679
marry	kena lenyalong	joy	0.676
embrace	amohela	joy	0.676
positively	ka tsela e nepahetseng	joy	0.676
dearest	ea ratehang haholo	joy	0.672
relaxation	phomolo	joy	0.672
accomplished	e finyelitsoe	joy	0.672
hug	hug	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	enliven	joy	0.672
contentment	khotsofalo	joy	0.672
hilarious	ho tletse	joy	0.672
giggles	li-giggles	joy	0.672
bountiful	e ngata	joy	0.667
victor	sehlōhō	joy	0.667
adore	rata	joy	0.667
boisterous	morusu	joy	0.667
fulfilled	e phethahetse	joy	0.667
fulfill	phethahatsa	joy	0.664
cuddles	marotholi	joy	0.662
prosperous	ho atleha	joy	0.660
romanticism	ho ratana	joy	0.656
humor	monate	joy	0.656
glow	khanyang	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	e monate	joy	0.656
appreciation	kananelo	joy	0.656
encouraged	khothatsoa	joy	0.656
satisfy	khotsofatsa	joy	0.656
serenity	khutso	joy	0.656
captivate	khahlisa	joy	0.656
besties	li-besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	khotsofalo	joy	0.652
treasure	letlotlo	joy	0.652
engaged	e kopanetsoeng	joy	0.652
praises	lithoriso	joy	0.652
abundance	ho hongata	joy	0.652
fortunes	maruo	joy	0.652
relaxing	ho phomola	joy	0.652
praised	khalemeloa	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	tlatsetsa	joy	0.647
affection	lerato	joy	0.647
relieved	e imolohile	joy	0.647
carnival	mokete oa lipapali	joy	0.643
divine	Molimo	joy	0.641
saintly	sahala	joy	0.641
harmoniously	ka tumellano	joy	0.641
achieve	finyella	joy	0.641
thanksgiving	liteboho	joy	0.641
jackpot	jackpot	joy	0.641
priceless	ea bohlokoa haholo	joy	0.641
sensuality	boikutlo ba boikutlo	joy	0.641
champion	mohlabani	joy	0.641
wedding	lenyalo	joy	0.641
uplifting	ho phahamisa	joy	0.641
climax	tlhōrō	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	khotso	joy	0.636
twinkle	e khanyang	joy	0.636
reverie	reverie	joy	0.636
exalt	phahamisa	joy	0.636
winner	e hlōtseng	joy	0.636
felicity	felicity	joy	0.636
cuddle	ho kopa	joy	0.636
comforting	e tšelisang	joy	0.636
honeymoon	motsoalle oa lenyalo	joy	0.636
xoxo	xoxo	joy	0.634
amusing	ho monate	joy	0.625
reward	moputso	joy	0.625
fondness	ho rata	joy	0.625
hearts	lipelo	joy	0.625
brighter	e khanyang	joy	0.625
sweet	monate	joy	0.625
stargazing	ho robala	joy	0.625
festival	mokete	joy	0.625
snuggling	ho fofa	joy	0.625
generosity	ho fana	joy	0.625
gorgeous	e ntle	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	thobalano	joy	0.622
parade	pontšo	joy	0.621
applause	ho opa liatla	joy	0.621
genial	ea sebele	joy	0.621
beauty	botle	joy	0.621
kind	mosa	joy	0.621
newlife	newlife	joy	0.618
aspiring	ho lakatsa	joy	0.618
fulfilling	e phethahatsang	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	e ntle	joy	0.613
kiss	kiss	joy	0.610
winnings	winnings	joy	0.609
praiseworthy	e hlomphehang	joy	0.609
rainbows	rainbows	joy	0.609
generous	e fane	joy	0.609
enlightenment	leseli	joy	0.609
playful	bapala	joy	0.609
christmas	christmas	joy	0.609
super	e kholo	joy	0.609
elegance	bokhabane	joy	0.609
rekindle	tsosolosa	joy	0.609
awards	likopano	joy	0.609
adorable	e ratehang	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	boipuso	joy	0.607
successful	e atlehile	joy	0.606
onelove	lerato le le leng	joy	0.606
kindness	mosa	joy	0.606
freely	ka bolokolohi	joy	0.606
surprises	tse makatsang	joy	0.606
inspired	e bululetsoeng	joy	0.606
hilarity	hilarity	joy	0.606
wonder	ho makala	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	boithabiso	joy	0.603
whimsical	whimsical	joy	0.603
passion	takatso	joy	0.603
beautify	khabisa	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	letsatsi le chaba	joy	0.600
godisgood	melimo e mengata	joy	0.597
whoo	whoo	joy	0.594
angel	lengeloi	joy	0.594
thankgod	tanki molimo	joy	0.594
accomplishment	se finyelloang	joy	0.594
flirt	ho bapala ka maikutlo a lerato	joy	0.594
goodmusic	goodmusic	joy	0.594
snuggled	e tletse	joy	0.594
revere	tlhompho	joy	0.594
inspire	susumetsa	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	ka khotso	joy	0.594
jesus	Jesu	joy	0.594
goodies	li-goodies	joy	0.594
heroic	bohale	joy	0.591
fortune	bokello	joy	0.591
friendship	setsoalle	joy	0.591
singing	ho bina	joy	0.591
exalted	phahamisoa	joy	0.591
summer	lehlabula	joy	0.591
highest	e phahameng ka ho fetisisa	joy	0.591
overflowing	e khaphatsehang	joy	0.588
contented	e khotsofetse	joy	0.588
woot	tsoha	joy	0.588
rollicking	rollicking	joy	0.588
hope	tšepo	joy	0.586
accolade	ho kopa	joy	0.586
cozy	e monate	joy	0.583
delicious	e monate	joy	0.579
friendly	botsoalle	joy	0.578
sensuous	sensuous	joy	0.578
darling	moratuoa	joy	0.578
picturesque	e ikhethang	joy	0.578
raving	ho tsuba	joy	0.578
praise	thoriso	joy	0.578
everlasting	e sa feleng	joy	0.578
ambition	boikhohomoso	joy	0.578
thelife	thelife	joy	0.578
sparkle	ea phatsimang	joy	0.577
yeahhh	yeahhh	joy	0.576
luckygirl	motsoalle oa luckygirl	joy	0.576
flattering	ho itšoara hampe	joy	0.576
sensual	'mele	joy	0.576
heroism	sebete	joy	0.576
succeeding	e atleha	joy	0.576
grace	mohau	joy	0.576
