word	Sindhi-sd	emotion	emotion-intensity-score
love	پيار	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	گهر مٺڙو گهر	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	مهنجو	joy	0.824
marvelous	عجيب	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	جشن	joy	0.818
sensational	سينگاريو	joy	0.818
delightful	مزيدار	joy	0.818
happyheart	خوش آماده	joy	0.818
rejoicing	خوش آمديد	joy	0.818
joys	خوشي	joy	0.818
goodness	ڀلائي	joy	0.818
excited	خوش ٿيو	joy	0.818
excellence	مٿاهون	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	جوش	joy	0.814
glorious	شاندار	joy	0.812
lovemaking	پيار ڪرڻ	joy	0.812
rejoice	خوش ٿيو	joy	0.812
victorious	فتح	joy	0.812
excellent	چڱو	joy	0.812
bonanza	بونانزا	joy	0.812
smiley	تماڪ	joy	0.812
enjoy	مزو وٺندو	joy	0.812
splendid	ڪشادو	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	سٺا وقت	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	خوشيء جو ڏينهن	joy	0.809
myfavorite	منھنجي مزي	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	خوش آهي	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	خوشيء سان	joy	0.803
giggle	هڪٻئي	joy	0.802
yesss	ڪوس	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	ڪاميابي	joy	0.797
happier	خوشيء سان	joy	0.797
dancing	ناچ	joy	0.797
lovinlife	سٺي زندگي آهي	joy	0.797
magnificence	شاندار آهي	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	شڪر	joy	0.789
splendor	اسڪرين	joy	0.788
amuse	چرچو	joy	0.788
fun	مذاق	joy	0.788
happy	خوش ٿيو	joy	0.788
enchanted	جادوگر	joy	0.781
glorify	پاڪائي	joy	0.781
glad	خوش	joy	0.781
beautiful	خوبصورت	joy	0.781
solucky	سولوڪي	joy	0.781
giggling	ٽنگ	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	شاندار	joy	0.781
heavens	آسمان	joy	0.779
perfection	تڪميل	joy	0.779
christmassy	ڪرسمس	joy	0.779
romance	رومانس	joy	0.779
thrilling	زبردست	joy	0.776
miraculous	سمجهه ۾ اچي ٿو	joy	0.773
fiesta	fiesta	joy	0.773
entertain	رزق	joy	0.773
congrats	مبارڪون هجن	joy	0.773
cheers	خوش رهو	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	مثبتيت	joy	0.773
lovable	پيارو	joy	0.773
cheered	خوش ٿيو	joy	0.773
funday	روزانو	joy	0.772
enjoying	مزو وٺندو	joy	0.771
cuddling	ٿڪجي پيو	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	چئي رهيو آهي	joy	0.766
lifeisgood	زندگي سٺي آهي	joy	0.766
thebest	بهترين	joy	0.766
sosweet	تمام مٺو	joy	0.766
smiles	مسڪيون	joy	0.766
delight	نعمت	joy	0.765
orgasm	orgasm	joy	0.765
party	پارٽي	joy	0.765
positive	ھاڪاري	joy	0.761
cheerfulness	خوش مزاج	joy	0.758
miracles	معجزا	joy	0.758
sweetheart	مٺو	joy	0.758
enlighten	روشن خيال	joy	0.758
christmastime	پيشي	joy	0.757
giddy	خفيه	joy	0.757
romantic	رومانويٽڪ	joy	0.750
gratify	مهرباني ڪري	joy	0.750
friendliness	دوستي	joy	0.750
laughs	کلڻ	joy	0.750
greatness	عظمت	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	خوشيء سان	joy	0.750
blessings	برڪت واري	joy	0.750
smile	مسڪرايو	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	ڦٽي	joy	0.748
jubilee	جوبلي	joy	0.742
enthusiasm	جوش	joy	0.742
triumph	فتح	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	جادوگر	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	معجزو	joy	0.742
rewarding	ثواب	joy	0.742
feelgood	چڱو محسوس ڪر	joy	0.736
prosperity	خوشحالي	joy	0.735
luxurious	آساني	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	ونڊوز	joy	0.734
goodday	خدا حافظ	joy	0.734
passionate	جوش	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	جادوگر	joy	0.734
victory	فتح	joy	0.734
admiration	تعريف	joy	0.734
tgif	ڪلو	joy	0.734
glorification	پاڪائي	joy	0.733
sing	ڳئون	joy	0.729
glowing	ٻرندڙ	joy	0.729
breathtaking	ٿڌڻ	joy	0.728
fulfillment	پورو	joy	0.728
yessss	يسس	joy	0.728
cheery	خوشبو	joy	0.727
thankful	ڪامل ٿيو	joy	0.727
hurrah	هورا	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	سنتا	joy	0.727
award	انعام	joy	0.727
atpeace	پاسپورٽ	joy	0.727
win	جيت	joy	0.727
merry	ميري	joy	0.727
pleased	خوش ٿيو	joy	0.725
radiance	جواز	joy	0.725
inspiration	प्रेरاني	joy	0.725
uplift	ڦاٽل	joy	0.723
optimistic	خوش آمديد	joy	0.723
heaven	جنت	joy	0.721
lucky	خوش قسمت آهي	joy	0.721
thrill	عرش	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	موڪلون	joy	0.721
harmony	همايون	joy	0.719
brighten	روشني	joy	0.719
lover	عاشق	joy	0.719
heartfelt	دل ۾	joy	0.719
utopian	يوٽيوپين	joy	0.719
xmas	ڪرسمس	joy	0.719
lovely	پيارو	joy	0.719
amusement	چرچو	joy	0.719
congratulatory	مبارڪباد	joy	0.719
praising	تعريف ڪيو	joy	0.719
thriving	وندر	joy	0.719
perfect	ڀرپور	joy	0.719
magic	جادو	joy	0.712
luckiest	تڪڙو	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	عيش	joy	0.712
bestfeeling	بهترين خدمتون	joy	0.712
treasures	خزانو	joy	0.712
achievement	ڪاميابي	joy	0.712
yay	اهن	joy	0.712
holiday	موڪل	joy	0.712
intimate	مباحثو	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	چڪ	joy	0.706
rave	ڳاڙهو	joy	0.706
proud	فخر آهي	joy	0.704
truelove	سچو پيار	joy	0.703
fuckyeah	آخرڪار	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	حيرت انگيز	joy	0.703
goodnews	سٺي خبر	joy	0.703
optimism	خوشحالي	joy	0.703
satisfying	مطمئن	joy	0.703
gooood	ڦاٽ	joy	0.703
sweetest	تمام گهڻي	joy	0.703
cherish	بچي ويو	joy	0.703
goodlife	سٺي زندگي	joy	0.703
beautification	خوبصورتي	joy	0.703
appreciates	تعريف ڪري ٿو	joy	0.703
winning	کٽڻ	joy	0.703
cuddled	کٽيو	joy	0.703
yaay	NO TRANSLATION	joy	0.700
entertained	رھيو آھي	joy	0.700
excite	خوشخبري	joy	0.697
newbeginnings	NO TRANSLATION	joy	0.693
praisejesus	NO TRANSLATION	joy	0.691
birthday	سالگراه	joy	0.691
metime	ميٽ	joy	0.688
favorite	پسنديده	joy	0.688
honored	عزت وارو	joy	0.688
content	مواد	joy	0.688
godsend	ديوتا	joy	0.688
entertaining	رزق	joy	0.688
angelic	فرشتي	joy	0.688
holidayseason	NO TRANSLATION	joy	0.688
adoration	سينگاريو	joy	0.688
exquisite	شاندار	joy	0.688
thankyoujesus	NO TRANSLATION	joy	0.688
greatfriends	NO TRANSLATION	joy	0.688
precious	قيمتي	joy	0.682
majestic	وڏو	joy	0.682
appreciated	قابل قدر	joy	0.682
luscious	باهمي	joy	0.682
memoriesiwontforget	NO TRANSLATION	joy	0.682
smiled	مرڪي	joy	0.682
bestfriends	بهترين دوست	joy	0.682
exaltation	تعظيم	joy	0.682
goodhealth	NO TRANSLATION	joy	0.682
brightens	چمڪندڙ	joy	0.682
tranquility	مزار	joy	0.679
marry	شادي	joy	0.676
embrace	گندو آهي	joy	0.676
positively	مثبت طور تي	joy	0.676
dearest	پيارا	joy	0.672
relaxation	آرام	joy	0.672
accomplished	ڪامياب	joy	0.672
hug	ڳئون	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	ٿڌو	joy	0.672
grin	تڪليف	joy	0.672
enliven	سمجهن	joy	0.672
contentment	سڪون	joy	0.672
hilarious	مزاحمت	joy	0.672
giggles	ٽاريون	joy	0.672
bountiful	احسان ڪندڙ	joy	0.667
victor	فتح	joy	0.667
adore	پسند ڪيو	joy	0.667
boisterous	اجايو	joy	0.667
fulfilled	پورو ٿيو	joy	0.667
fulfill	پورو ٿيو	joy	0.664
cuddles	ڪفن	joy	0.662
prosperous	خوشحال	joy	0.660
romanticism	رومانويزم	joy	0.656
humor	مذاق	joy	0.656
glow	چمڪيو	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	خوشگوار آهي	joy	0.656
appreciation	تعریف	joy	0.656
encouraged	همت افزائي ڪئي	joy	0.656
satisfy	قبول ڪر	joy	0.656
serenity	زندگي	joy	0.656
captivate	گرفتار	joy	0.656
besties	بهترين	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	اطمينان	joy	0.652
treasure	خزانو	joy	0.652
engaged	مصروف	joy	0.652
praises	تعالي	joy	0.652
abundance	اڪثريت	joy	0.652
fortunes	خوش نصيب	joy	0.652
relaxing	آرام	joy	0.652
praised	تعريف ڪيو	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	پورو	joy	0.647
affection	تنهنجو	joy	0.647
relieved	راضي ٿيو	joy	0.647
carnival	ڪارنيال	joy	0.643
divine	تقسيم	joy	0.641
saintly	درويش	joy	0.641
harmoniously	سمجھو	joy	0.641
achieve	حاصل ڪرڻ	joy	0.641
thanksgiving	مهرباني ڪري	joy	0.641
jackpot	ڪوڙا	joy	0.641
priceless	غير يقيني	joy	0.641
sensuality	سنسڪرت	joy	0.641
champion	چيمپئن	joy	0.641
wedding	شادي	joy	0.641
uplifting	ڦاٽل	joy	0.641
climax	ڪليمڪس	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	امن پسند	joy	0.636
twinkle	ٽڪر	joy	0.636
reverie	ريوريو	joy	0.636
exalt	مثل آهي	joy	0.636
winner	فاتح	joy	0.636
felicity	ڦيرو	joy	0.636
cuddle	ڪچو	joy	0.636
comforting	آرام سان	joy	0.636
honeymoon	ماکي	joy	0.636
xoxo	xoxo	joy	0.634
amusing	خوشيء سان	joy	0.625
reward	ثواب	joy	0.625
fondness	مزيدار	joy	0.625
hearts	دلين	joy	0.625
brighter	مثلا	joy	0.625
sweet	مٺي	joy	0.625
stargazing	زبردست	joy	0.625
festival	ميلو	joy	0.625
snuggling	سمگلنگ	joy	0.625
generosity	سخاوت	joy	0.625
gorgeous	خوبصورت	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	جنسي	joy	0.622
parade	مٿيون	joy	0.621
applause	آزمائش	joy	0.621
genial	جئين	joy	0.621
beauty	حسن	joy	0.621
kind	قسم	joy	0.621
newlife	نئين زندگي	joy	0.618
aspiring	سازش	joy	0.618
fulfilling	پورو	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	نيڪي	joy	0.613
kiss	چمي	joy	0.610
winnings	ماڻهون	joy	0.609
praiseworthy	قابل تعريف آهي	joy	0.609
rainbows	برسات	joy	0.609
generous	سخي	joy	0.609
enlightenment	روشني	joy	0.609
playful	چنچل	joy	0.609
christmas	ڪرسمس	joy	0.609
super	سپر	joy	0.609
elegance	خوشبو	joy	0.609
rekindle	وري ڪري ڇڏيو	joy	0.609
awards	انعام	joy	0.609
adorable	تعصب	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	آزادي	joy	0.607
successful	ڪامياب	joy	0.606
onelove	هڪڙو پيار	joy	0.606
kindness	احسان	joy	0.606
freely	آزاد طور تي	joy	0.606
surprises	تعجب	joy	0.606
inspired	حوالو	joy	0.606
hilarity	مذاق	joy	0.606
wonder	تعجب	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	تفريح	joy	0.603
whimsical	ڪڻڪ	joy	0.603
passion	جوش	joy	0.603
beautify	خوشخبري	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	سج اڀرندو آهي	joy	0.600
godisgood	خدا سٺو آهي	joy	0.597
whoo	آهي	joy	0.594
angel	فرشتو	joy	0.594
thankgod	thankgod	joy	0.594
accomplishment	ڪاميابي	joy	0.594
flirt	ٽٽل	joy	0.594
goodmusic	سٺي موسيقي	joy	0.594
snuggled	گم ٿيل	joy	0.594
revere	عنايت	joy	0.594
inspire	متاثر ڪيو	joy	0.594
fanfare	فٽنيئر	joy	0.594
peacefully	امن سان	joy	0.594
jesus	عيسي	joy	0.594
goodies	خوشيون	joy	0.594
heroic	ويڪرو	joy	0.591
fortune	قسمت آهي	joy	0.591
friendship	دوستي	joy	0.591
singing	ڳائڻ	joy	0.591
exalted	مٿاهون	joy	0.591
summer	اونهاري	joy	0.591
highest	تمام گهڻي	joy	0.591
overflowing	ويندڙ	joy	0.588
contented	مشهوري	joy	0.588
woot	وٽ	joy	0.588
rollicking	رولنگ	joy	0.588
hope	اميد آهي	joy	0.586
accolade	تعصب	joy	0.586
cozy	آرام سان	joy	0.583
delicious	مزيدار	joy	0.579
friendly	دوست	joy	0.578
sensuous	بيحد آهي	joy	0.578
darling	ٿي سگهي ٿو	joy	0.578
picturesque	تصويري نموني	joy	0.578
raving	هئڻ	joy	0.578
praise	حمد	joy	0.578
everlasting	هميشه دائمي	joy	0.578
ambition	لوڀ	joy	0.578
thelife	اھا زندگي آھي	joy	0.578
sparkle	چمڪندڙ	joy	0.577
yeahhh	هائو هائو	joy	0.576
luckygirl	خوش قسمت ڇوڪري	joy	0.576
flattering	خوشامد	joy	0.576
sensual	غير معمولي	joy	0.576
heroism	هيروزم	joy	0.576
succeeding	ڪامياب	joy	0.576
grace	فضل	joy	0.576
peace	صلح	joy	0.576
livelife	زندگي جيئڻ	joy	0.574
special	خاص	joy	0.574
tantalizing	ٺهڪائڻ	joy	0.572
pumped	پمپ	joy	0.567
worthwhile	قابل ذڪر	joy	0.562
revels	نازل ٿيل آهي	joy	0.562
prevail	غالب آهي	joy	0.562
liking	پسند	joy	0.562
sunny	ٿڌو	joy	0.562
relax	آرام ڪريو	joy	0.562
surprise	حيرت انگيز	joy	0.562
hugs	ڪڙيون	joy	0.562
admirable	قابل اطلاق	joy	0.562
hero	هيرو	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	غصب	joy	0.562
sweets	مٺايون	joy	0.562
prosper	خوشحال	joy	0.562
superstar	سپرارو	joy	0.562
favorable	مناسب	joy	0.561
bless	برڪت ڪيو	joy	0.561
tenderness	ٿڌ	joy	0.561
freedom	آزادي	joy	0.561
masterpiece	هڪڙي نموني	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	خوابن	joy	0.559
hopeful	اميد آهي	joy	0.559
home	گهر	joy	0.559
cruising	مزيدار	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	وفا	joy	0.553
closeness	جلدي	joy	0.552
eagerness	ايجاد	joy	0.552
comfy	ڪامريڊ	joy	0.551
sunshine	سجدو	joy	0.551
confidence	اعتماد	joy	0.547
mistletoe	غلط آهي	joy	0.547
elite	اشارو	joy	0.547
celestial	ڦٽي	joy	0.547
heart	دل	joy	0.547
completion	مڪمل	joy	0.547
good	سٺو	joy	0.547
daughter	ڌيءَ	joy	0.547
gifts	تحفا	joy	0.547
astonishment	ماڙ	joy	0.547
bonus	بونس	joy	0.547
goodmorning	صبح جو سلام	joy	0.547
lifted	پڪاريو	joy	0.547
zeal	جوش	joy	0.547
illuminate	روشني	joy	0.547
gift	تحفا	joy	0.547
vacation	موڪل	joy	0.547
charmed	دلدار	joy	0.546
recreation	تفريح	joy	0.545
encouragement	همٿ	joy	0.545
gush	تڪڙ	joy	0.545
sublime	سمجهه	joy	0.545
dance	ناچ	joy	0.545
god	خدا	joy	0.545
free	واندو	joy	0.544
freshstart	تازي شروعات	joy	0.544
savior	نجات ڏيندڙ	joy	0.543
sanctuary	حرمت	joy	0.541
grandchildren	پوترين	joy	0.540
wellness	خوشحالي	joy	0.537
revel	نازل ڪيو	joy	0.534
inspirational	اتساهه	joy	0.531
savor	سوز	joy	0.531
matrimony	فطرت	joy	0.531
money	پئسا	joy	0.531
rainbow	مينھنڊو	joy	0.531
confident	يقين رکو	joy	0.531
bridal	ڪنوار	joy	0.531
music	ميوزڪ	joy	0.531
fab	فاب	joy	0.531
serene	سيرين	joy	0.531
alive	زنده	joy	0.531
holiness	پاڪائي	joy	0.531
vitality	وحدت	joy	0.531
liberation	آزادي	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	سواري	joy	0.531
soar	لڳائيندڙ	joy	0.531
firstborn	پوپٽ	joy	0.531
elegant	مزيدار	joy	0.530
mastery	حاصل آهي	joy	0.530
illumination	روشني	joy	0.530
welcomed	خوش آمديد ٿيو	joy	0.530
warmth	گرمي	joy	0.530
blossom	ڦٽي	joy	0.530
glimmer	چمڪندڙ	joy	0.530
faithful	وفادار	joy	0.529
treat	علاج	joy	0.529
snuggles	مصيبت	joy	0.522
laurels	گهرو	joy	0.521
commendable	قابل اعتماد آهي	joy	0.519
powerful	طاقتور	joy	0.516
silly	ويندڙ	joy	0.516
zest	تمام وڏو	joy	0.516
presents	ڪارڻ	joy	0.516
succeed	ڪامياب	joy	0.516
jingle	ٽڪرا	joy	0.516
remarkable	قابل ذڪر آهي	joy	0.516
greeted	سلام ڪيو	joy	0.516
brotherly	ڀاء	joy	0.516
pride	وڏائي	joy	0.516
strengthening	مضبوط ٿيندو	joy	0.516
aspire	سلطنت	joy	0.516
abundant	وڏي پئماني تي	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	واپسي	joy	0.516
almighty	اڪيلو غالب	joy	0.516
fancy	پسند	joy	0.516
zen	جين	joy	0.515
coronation	ڪنونشن	joy	0.515
kudos	kudos	joy	0.515
vivid	وشو	joy	0.515
leisure	فرصت	joy	0.515
complete	مڪمل	joy	0.515
cutie	پيٽ	joy	0.515
newme	نئون	joy	0.515
familytime	خانداني وقت	joy	0.515
animated	متحرڪ	joy	0.515
spirit	روح	joy	0.515
thanking	ڇڪڻ	joy	0.515
kid	همت	joy	0.515
shining	چمڪندڙ	joy	0.515
payday	روزانو	joy	0.515
princely	پرنسپل	joy	0.515
reunited	مزيدار	joy	0.515
therapeutic	علاج	joy	0.515
comfort	آرام	joy	0.515
godly	الله سائين	joy	0.514
marriage	شادي	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	رشتي	joy	0.514
spouse	ڇوڪرو	joy	0.507
intimately	نيٺ	joy	0.507
accomplish	ڪامياب	joy	0.500
excel	هڪٻئي	joy	0.500
inviting	دعوت ڏيڻ	joy	0.500
meritorious	شفيق	joy	0.500
diamond	هيرن	joy	0.500
nature	فطرت	joy	0.500
dignity	عزت	joy	0.500
family	خاندان	joy	0.500
soulful	روحاني	joy	0.500
charitable	خيرات	joy	0.500
encourage	همٿ	joy	0.500
friends	دوست	joy	0.500
satisfied	مطمئن	joy	0.500
welcoming	خوش آمديد آهي	joy	0.500
healthy	صحتمند	joy	0.500
surreal	حقيقي	joy	0.500
refreshed	تازو ٿيو	joy	0.500
beach	ساحل	joy	0.500
motherhood	ڄمار	joy	0.500
respect	احترام	joy	0.500
gem	مثنوي	joy	0.500
erotic	कामुक	joy	0.500
visionary	بصريت	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	حاصل ڪيو	joy	0.500
christ	مسيح	joy	0.500
memorable	يادگار	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	ٻار	joy	0.500
purr	پون	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	سچائي	joy	0.500
bloom	ڦيلو	joy	0.500
carefree	پسنديده	joy	0.500
aura	ايورا	joy	0.493
health	صحت	joy	0.493
liberty	آزادي	joy	0.486
approved	منظور ٿيل	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	رڻ	joy	0.486
rapture	ريفريچر	joy	0.485
engaging	مشڪل	joy	0.485
crowning	ٻرندڙ	joy	0.485
aspiration	سڪ	joy	0.485
prestige	وقار	joy	0.485
crescendo	ڪانسيڪورس	joy	0.485
gentle	نرم	joy	0.485
liberate	آزاد	joy	0.485
betrothed	ڀٽيل	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	فضل	joy	0.485
privileged	شرف حاصل ٿيو	joy	0.485
loyal	وفادار	joy	0.485
inseparable	لڌل	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	اڀرندو	joy	0.484
trophy	ٽرافي	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	قسمت	joy	0.484
creativity	تخليقيت	joy	0.484
destiny	قسمت	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	ٽرانسڪشن	joy	0.484
bouquet	گلدستگي	joy	0.484
chocolate	چاڪليٽ	joy	0.484
aloha	الهي	joy	0.484
yummy	سوچي	joy	0.484
dream	خواب	joy	0.484
desire	خواهشون	joy	0.484
boyfriend	پريم	joy	0.480
commemoration	يادگار	joy	0.479
intelligence	ذليل	joy	0.477
readiness	تيار	joy	0.473
friend	دوست	joy	0.471
enthusiast	هوشيار	joy	0.471
bride	ڦيرايو	joy	0.471
lush	سرسبز	joy	0.470
calming	تڪليف	joy	0.470
inheritance	وراثت	joy	0.470
kiddo	ڪدو	joy	0.470
massage	مساج	joy	0.470
tickle	ڦاٽل	joy	0.470
adventure	مشغول	joy	0.470
nostalgia	نسٽاليا	joy	0.470
soothe	تڪڙو	joy	0.470
goals	مقصد	joy	0.469
luster	ٺڪرايو	joy	0.469
giving	ڪاري	joy	0.469
princess	شهزادي	joy	0.469
heartily	دل سان	joy	0.469
benevolence	تڪليف	joy	0.469
nurture	نڀائڻ	joy	0.469
bridegroom	ڪنوار	joy	0.469
eternal	دائمي	joy	0.469
pray	دعا ڪر	joy	0.469
getaway	ڀڄ پري	joy	0.469
humanitarian	انسانيت	joy	0.469
bonding	تعلقات	joy	0.469
rest	آرام	joy	0.469
amicable	چرچ	joy	0.469
purring	پوڻ	joy	0.469
pretty	پيارو	joy	0.469
child	ٻار	joy	0.466
salutary	نوازي	joy	0.465
invite	دعوت ڏيو	joy	0.457
reminiscing	يادگار	joy	0.456
beam	بيام	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	اڀرندي	joy	0.455
aesthetics	جمالياتيات	joy	0.455
friday	جمع	joy	0.455
elevation	بلندي	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	تقريب	joy	0.455
mindfulness	دماغي	joy	0.455
hee	هي	joy	0.455
kindred	مهربان	joy	0.455
scholarship	اسڪالرشپ	joy	0.455
befriend	پريم	joy	0.455
commemorate	يادگار	joy	0.453
allure	سمورو	joy	0.453
faith	ايمان	joy	0.453
forgiveness	بخشش	joy	0.453
scenery	مناظر	joy	0.453
vindication	ڀلائي	joy	0.453
waterfall	آبپاشي	joy	0.453
birth	ڄمڻ	joy	0.453
