word	Marathi-mr	emotion	emotion-intensity-score
heighten	वाढवणे	fear	0.188
attorney	वकील	fear	0.188
bug	किडा	fear	0.188
knots	गाठी	fear	0.188
fragile	नाजूक	fear	0.188
rule	नियम	fear	0.188
advance	प्रगती	fear	0.188
intrigue	कारस्थान	fear	0.188
overcoming	मात करणे	fear	0.188
stillness	स्थिरता	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	पहा	fear	0.188
unorganised	असंघटित	fear	0.188
elf	वनदेवता	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	एकाकी	fear	0.183
slippery	निसरडा	fear	0.181
interview	मुलाखत	fear	0.180
everyman	प्रत्येक माणूस	fear	0.178
speculation	सट्टा	fear	0.176
needtoknow	needtoknow	fear	0.173
assessment	मूल्यांकन	fear	0.172
competition	स्पर्धा	fear	0.172
settlor	स्थायिक	fear	0.172
rod	काठी	fear	0.172
checkpoint	चेकपॉईंट	fear	0.172
regulatory	नियामक	fear	0.172
worship	उपासना	fear	0.172
shell	शेल	fear	0.172
readytogo	जाण्यासाठी सज्ज	fear	0.172
uncertain	अनिश्चित	fear	0.172
unsure	अनिश्चित	fear	0.172
birch	बर्च झाडापासून तयार केलेले	fear	0.172
surprise	आश्चर्य	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	भुसकट	fear	0.172
composure	सांधा	fear	0.172
interviewer	मुलाखत	fear	0.172
less	कमी	fear	0.167
coy	लाजाळू	fear	0.162
iris	बुबुळ	fear	0.160
audition	ऑडिशन	fear	0.156
sly	लबाडी	fear	0.156
legalized	वैध	fear	0.156
intimately	सलगीने	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	काउंटडाउन	fear	0.156
hearing	सुनावणी	fear	0.156
bases	पायांवर	fear	0.156
medication	औषधोपचार	fear	0.156
ceasefire	युद्धबंदी	fear	0.156
retirement	निवृत्ती	fear	0.156
courageous	शूर	fear	0.154
overthinker	अपरिष्कृत	fear	0.153
backtrack	बॅकट्रॅक	fear	0.151
dawned	dawned	fear	0.150
censor	सेन्सर	fear	0.149
bailiff	बेलीफ	fear	0.147
syllabus	अभ्यासक्रम	fear	0.147
gent	सभ्य गृहस्थ	fear	0.141
caricature	व्यंगचित्र	fear	0.141
rationality	तर्कशक्ती	fear	0.141
cove	लहान खाडी	fear	0.141
newcomer	नवागता	fear	0.141
eventuality	संभाव्यता	fear	0.141
imagination	कल्पना	fear	0.141
validity	वैधता	fear	0.141
waiting	प्रतीक्षेत	fear	0.141
delay	विलंब	fear	0.141
shy	लाजाळू	fear	0.140
alreadyyyyy	आधीपासूनच	fear	0.140
symptom	लक्षणं	fear	0.133
excite	उत्तेजित	fear	0.132
raccoon	रॅकून	fear	0.127
prevent	प्रतिबंधित करा	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	विदुषक	fear	0.125
ahhh	अहेह	fear	0.125
hawk	बहिरी ससाणा	fear	0.125
campaigning	प्रचार	fear	0.125
soready	सोरयाडी	fear	0.125
tryout	प्रयत्न करा	fear	0.125
marry	लग्न करा	fear	0.125
sprite	परी	fear	0.125
swim	पोहणे	fear	0.125
gameday	गेमेडे	fear	0.125
sag	शिथिल	fear	0.123
pharmacy	फार्मसी	fear	0.123
policeman	पोलिस	fear	0.121
lace	नाडी	fear	0.111
dreamt	स्वप्नं	fear	0.111
holiness	पवित्रता	fear	0.109
pray	प्रार्थना करा	fear	0.109
weight	वजन	fear	0.109
incase	लादणे	fear	0.109
knot	गाठ	fear	0.109
confidence	आत्मविश्वास	fear	0.109
notoriety	अपकीर्ती	fear	0.109
homework	गृहपाठ	fear	0.109
destination	गंतव्य	fear	0.109
bigday	मोठा दिवस	fear	0.109
slender	सडपातळ	fear	0.100
undecided	डळमळीत	fear	0.098
sympathetic	सहानुभूतीशील	fear	0.097
god	देव	fear	0.094
grades	ग्रेड	fear	0.094
loyal	निष्ठावान	fear	0.094
poise	समतोलपणा	fear	0.094
treat	उपचार	fear	0.094
confident	आत्मविश्वास	fear	0.094
counsellor	सल्लागार	fear	0.094
helmet	शिरस्त्राण	fear	0.094
case	केस	fear	0.094
locate	शोधून काढणे	fear	0.094
northeast	ईशान्य	fear	0.088
compassion	अनुकंपा	fear	0.078
nurture	शिक्षण	fear	0.078
graduation	पदवी	fear	0.078
graded	श्रेणीबद्ध	fear	0.075
mum	आई	fear	0.070
infant	अर्भक	fear	0.067
civilians	नागरिक	fear	0.062
soulmate	पतीपत्नी	fear	0.062
civilian	मुलकी अधिकारी	fear	0.062
cloudiness	ढग	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	परेड	fear	0.062
cash	रोख	fear	0.062
journey	प्रवास	fear	0.062
guidelines	मार्गदर्शकतत्त्वे	fear	0.062
youth	युवक	fear	0.062
opera	ऑपेरा	fear	0.057
synonymous	समानार्थी	fear	0.056
praying	प्रार्थना करीत आहे	fear	0.047
honest	प्रामाणिक	fear	0.047
intelligence	बुद्धिमत्ता	fear	0.038
romance	प्रणय	fear	0.031
lines	ओळी	fear	0.031
volunteer	स्वयंसेवक	fear	0.031
obey	आज्ञा पाळा	fear	0.016
happiest	सुखी	joy	0.986
happiness	आनंद	joy	0.984
bliss	आनंद	joy	0.971
celebrating	उत्सव	joy	0.970
jubilant	आनंदी	joy	0.969
ecstatic	हर्षभरीत	joy	0.954
elation	उत्साह	joy	0.944
bestdayever	आतापर्यंतचा सर्वात उत्तम दिवस	joy	0.938
beaming	beaming	joy	0.938
loveee	प्रेमी	joy	0.932
celebration	उत्सव	joy	0.929
awesomeness	उत्तम	joy	0.926
joy	आनंद	joy	0.924
happily	आनंदाने	joy	0.922
excitement	खळबळ	joy	0.922
euphoria	अत्यानंदाची अवस्था	joy	0.922
fabulous	उत्कृष्ट	joy	0.922
joyous	आनंदी	joy	0.922
exuberance	विपुलता	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	प्रेम	joy	0.920
gratitude	कृतज्ञता	joy	0.914
spectacular	नेत्रदीपक	joy	0.912
merriment	ममते	joy	0.912
happydance	हॅपीडान्स	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	अत्यानंदित	joy	0.909
triumphant	विजयी	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	परमानंद	joy	0.906
cheerful	आनंदी	joy	0.906
cheer	चीअर	joy	0.897
elated	आनंदित	joy	0.894
lovethis	हे आवडलं	joy	0.891
laugh	हसणे	joy	0.891
jolly	अतिशय	joy	0.891
pleasures	आनंद	joy	0.891
excitation	उत्तेजितपणा	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	खूप आनंदित	joy	0.891
exhilaration	उल्हास	joy	0.891
marvelously	आश्चर्यकारकपणे	joy	0.881
loving	प्रेमळ	joy	0.879
joyful	सुखी	joy	0.879
outstanding	उत्कृष्ट	joy	0.879
blissful	सुखी	joy	0.879
pleasurable	आनंददायक	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	उत्साही	joy	0.875
lovinglife	प्रेमळपणा	joy	0.875
glee	उल्लास	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	खूप आनंदी	joy	0.868
woohoo	वूहहु	joy	0.864
laughing	हसणे	joy	0.864
superb	भव्य	joy	0.864
wonderful	विस्मयकारक	joy	0.863
brilliant	तल्लख	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	उत्साही	joy	0.859
hooray	हुर्रे	joy	0.859
glory	गौरव	joy	0.859
celebrated	साजरा केला	joy	0.859
loved	प्रिय	joy	0.859
magnificent	भव्य	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	हालेलूजा	joy	0.859
exciting	रोमांचक	joy	0.853
heavenly	स्वर्गीय	joy	0.853
thrilled	थरारक	joy	0.851
mademyday	mademyday	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	साजरा करणे	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	आशीर्वाद	joy	0.844
wonderfully	कमालीची	joy	0.844
sweetness	गोडवा	joy	0.833
marvellous	विस्मयकारक	joy	0.833
festive	उत्सवाचा	joy	0.833
blessed	धन्य	joy	0.833
paradise	नंदनवन	joy	0.833
celebrations	उत्सव	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	हसत	joy	0.828
enchanting	आनंददायक	joy	0.828
love	प्रेम	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	घरगुती	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	हशा	joy	0.824
marvelous	विस्मयकारक	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	उत्सवपूर्ण	joy	0.818
sensational	सनसनाटी	joy	0.818
delightful	मोहक	joy	0.818
happyheart	आनंदी	joy	0.818
rejoicing	आनंद	joy	0.818
joys	सुख	joy	0.818
goodness	चांगुलपणा	joy	0.818
excited	उत्साहित	joy	0.818
excellence	उत्कृष्टता	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	आनंदी	joy	0.814
glorious	तेजस्वी	joy	0.812
lovemaking	प्रेमसंबंध	joy	0.812
rejoice	आनंद करा	joy	0.812
victorious	विजयी	joy	0.812
excellent	उत्कृष्ट	joy	0.812
bonanza	बोनान्झा	joy	0.812
smiley	स्माइली	joy	0.812
enjoy	आनंद घ्या	joy	0.812
splendid	भव्य	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	चांगला वेळा	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	आनंदी दिवस	joy	0.809
myfavorite	माझे आवडते	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	सुख	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	आनंद	joy	0.803
giggle	हास्य	joy	0.802
yesss	yesss	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	यश	joy	0.797
happier	सुखी	joy	0.797
dancing	नृत्य	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	भव्यता	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	आभारी	joy	0.789
splendor	शोभा	joy	0.788
amuse	मनोरंजन	joy	0.788
fun	मजा	joy	0.788
happy	आनंदी	joy	0.788
enchanted	जादूमय	joy	0.781
glorify	गौरव करणे	joy	0.781
glad	आनंद	joy	0.781
beautiful	सुंदर	joy	0.781
solucky	किती भाग्यवान	joy	0.781
giggling	खिदळणे	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	तेजस्वी	joy	0.781
heavens	आकाश	joy	0.779
perfection	परिपूर्णता	joy	0.779
christmassy	क्रिसमस	joy	0.779
romance	प्रणय	joy	0.779
thrilling	थरारक	joy	0.776
miraculous	अदभुत	joy	0.773
fiesta	फिएस्ता	joy	0.773
entertain	मनोरंजन करा	joy	0.773
congrats	अभिनंदन	joy	0.773
cheers	चीअर	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	सकारात्मकता	joy	0.773
lovable	प्रेमळ	joy	0.773
cheered	cheered	joy	0.773
funday	निधी	joy	0.772
enjoying	आनंद घेत आहात	joy	0.771
cuddling	कडवे	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	आश्चर्यचकित	joy	0.766
lifeisgood	आयुष्य चांगले आहे	joy	0.766
thebest	उत्तम	joy	0.766
sosweet	किती गोड	joy	0.766
smiles	हसू	joy	0.766
delight	खूप आनंद देणे	joy	0.765
orgasm	भावनोत्कटता	joy	0.765
party	पक्ष	joy	0.765
positive	सकारात्मक	joy	0.761
cheerfulness	उत्साहीपणा	joy	0.758
miracles	चमत्कार	joy	0.758
sweetheart	प्रेमी युगुलापैकी कोणीही	joy	0.758
enlighten	प्रकाश टाकणे	joy	0.758
christmastime	क्रिसमसटाईम	joy	0.757
giddy	भोवळ	joy	0.757
romantic	रोमँटिक	joy	0.750
gratify	संतुष्ट	joy	0.750
friendliness	मित्रत्व	joy	0.750
laughs	हसते	joy	0.750
greatness	महानता	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	सुखकारक	joy	0.750
blessings	आशीर्वाद	joy	0.750
smile	स्मित	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	उड्या मारणे	joy	0.748
jubilee	जुबली	joy	0.742
enthusiasm	उत्साह	joy	0.742
triumph	विजय	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	जादूचा	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	चमत्कार	joy	0.742
rewarding	फायद्याचे	joy	0.742
feelgood	छान वाटते	joy	0.736
prosperity	समृद्धी	joy	0.735
luxurious	सर्व सुविधांनी युक्त	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	उत्साही	joy	0.734
goodday	शुभ दिवस	joy	0.734
passionate	तापट	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	जादू करणे	joy	0.734
victory	विजय	joy	0.734
admiration	प्रशंसा	joy	0.734
tgif	टीजीआयएफ	joy	0.734
glorification	गौरव	joy	0.733
