word	Vietnamese-vi	emotion	emotion-intensity-score
carol	carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	thánh vịnh	joy	0.328
pedicure	móng chân	joy	0.328
amnesty	ân xá	joy	0.328
respite	nghỉ ngơi	joy	0.324
mellow	êm dịu	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	sự giải trí	joy	0.318
restorative	phục hồi	joy	0.318
cousins	anh chị em họ	joy	0.318
classics	kinh điển	joy	0.318
reconciliation	hòa giải	joy	0.316
dove	chim bồ câu	joy	0.312
living	sống	joy	0.312
presto	mau	joy	0.312
crafts	đồ thủ công	joy	0.312
recovery	phục hồi	joy	0.312
woods	gỗ	joy	0.312
sunset	Hoàng hôn	joy	0.312
fitness	thể dục	joy	0.312
playhouse	nhà hát	joy	0.312
superman	siêu nhân	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	sự khôn ngoan	joy	0.312
deal	thỏa thuận	joy	0.312
simplify	đơn giản hóa	joy	0.312
lord	Chúa tể	joy	0.312
sterling	sterling	joy	0.312
progression	sự tiến triển	joy	0.312
relight	làm dịu	joy	0.312
pony	ngựa	joy	0.312
infant	trẻ sơ sinh	joy	0.309
improvement	cải thiện	joy	0.309
absolution	sự giải thể	joy	0.306
gently	dịu dàng	joy	0.303
established	thành lập	joy	0.303
honest	thật thà	joy	0.303
decorating	trang trí	joy	0.303
endless	bất tận	joy	0.303
banquet	tiệc	joy	0.303
providing	cung cấp	joy	0.300
mine	của tôi	joy	0.297
fraternal	thân phận	joy	0.297
notable	đáng chú ý	joy	0.297
feat	kỳ công	joy	0.297
harvest	mùa gặt	joy	0.297
quaint	kỳ lạ	joy	0.297
softly	nhẹ nhàng	joy	0.297
spiritual	thuộc linh	joy	0.297
morals	đạo đức	joy	0.297
lounging	thư giãn	joy	0.297
light	ánh sáng	joy	0.297
breeze	khoe khoang	joy	0.297
strolling	đi dạo	joy	0.297
spending	chi tiêu	joy	0.297
meditating	thiền định	joy	0.297
joker	joker	joy	0.297
yearning	khao khát	joy	0.297
growth	sự phát triển	joy	0.297
fervor	hăng hái	joy	0.295
quotes	trích dẫn	joy	0.294
volunteer	Tình nguyện	joy	0.294
psalms	thánh vịnh	joy	0.288
hippie	hippie	joy	0.288
gain	thu được	joy	0.288
taoism	đạo giáo	joy	0.288
midwife	nữ hộ sinh	joy	0.288
resources	tài nguyên	joy	0.288
create	tạo nên	joy	0.288
receiving	nhận	joy	0.287
ocean	đại dương	joy	0.286
snowfall	tuyết rơi	joy	0.286
lsd	lsd	joy	0.286
hiking	đi bộ đường dài	joy	0.283
chill	ớn lạnh	joy	0.281
truce	truce	joy	0.281
infinity	vô cực	joy	0.281
toast	bánh mì nướng	joy	0.281
destination	Nơi Đến	joy	0.281
buddhist	phật giáo	joy	0.281
rested	nghỉ ngơi	joy	0.281
candid	thật thà	joy	0.281
evergreen	thường xanh	joy	0.281
unwind	thư giãn	joy	0.281
buzzing	ù	joy	0.281
venerable	đáng tôn kính	joy	0.279
balance	cân đối	joy	0.275
retirement	nghỉ hưu	joy	0.275
compensate	bù lại	joy	0.273
swim	bơi	joy	0.273
drinks	đồ uống	joy	0.273
devout	mộ đạo	joy	0.273
buddha	phật	joy	0.273
rapt	rapt	joy	0.273
fireplace	lò sưởi	joy	0.273
snowing	tuyết rơi	joy	0.271
sublimation	sự thăng hoa	joy	0.270
fruity	trái cây	joy	0.268
humility	khiêm nhường	joy	0.266
paragon	paragon	joy	0.266
ministry	Bộ	joy	0.266
sunday	chủ nhật	joy	0.266
salute	chào	joy	0.266
fortitude	sự dũng cảm	joy	0.266
whim	ý thích	joy	0.266
sun	mặt trời	joy	0.266
sketching	phác thảo	joy	0.266
waves	sóng biển	joy	0.266
buddhism	phật giáo	joy	0.266
cathedral	nhà thờ	joy	0.266
yoga	yoga	joy	0.266
artwork	tác phẩm nghệ thuật	joy	0.265
practiced	thực hành	joy	0.264
clean	dọn dẹp	joy	0.260
found	tìm	joy	0.258
fitting	phù hợp	joy	0.258
immerse	đắm	joy	0.258
running	đang chạy	joy	0.258
clarity	trong trẻo	joy	0.258
food	món ăn	joy	0.258
exercise	tập thể dục	joy	0.258
autumn	mùa thu	joy	0.254
ardent	hăng hái	joy	0.250
fit	Phù hợp	joy	0.250
mountain	núi	joy	0.250
expedient	thích hợp	joy	0.250
diary	Nhật ký	joy	0.250
candles	Nến	joy	0.250
outdoors	ngoài trời	joy	0.250
chilled	ướp lạnh	joy	0.250
clap	vỗ tay	joy	0.250
contagious	truyền nhiễm	joy	0.250
chirp	chirp	joy	0.250
morning	buổi sáng	joy	0.250
visitor	khách thăm quan	joy	0.250
hardy	cứng rắn	joy	0.250
countryside	nông thôn	joy	0.250
undying	bất diệt	joy	0.250
football	bóng đá	joy	0.250
advocacy	vận động	joy	0.250
demonstrative	biểu tình	joy	0.250
cradle	cái nôi	joy	0.247
trance	trance	joy	0.246
breakfast	bữa ăn sáng	joy	0.242
grow	lớn lên	joy	0.242
pay	trả	joy	0.242
preservative	chất bảo quản	joy	0.242
intense	dữ dội	joy	0.242
supremacy	uy quyền	joy	0.242
church	nhà thờ	joy	0.242
procession	đám rước	joy	0.242
consecration	sự dâng hiến	joy	0.235
lifetime	cả đời	joy	0.234
nursery	vườn ươm	joy	0.234
humbled	hạ xuống	joy	0.234
vote	bỏ phiếu	joy	0.234
incense	hương	joy	0.234
lyre	lyre	joy	0.234
candle	nến	joy	0.234
snowy	có tuyết rơi	joy	0.234
doll	búp bê	joy	0.234
skiing	trượt tuyết	joy	0.234
ordination	sự phong chức	joy	0.234
art	nghệ thuật	joy	0.234
salary	tiền lương	joy	0.234
pastry	bánh ngọt	joy	0.229
firefly	con đom đóm	joy	0.227
chilling	làm lạnh	joy	0.227
remedy	biện pháp khắc phục	joy	0.227
rescue	giải cứu	joy	0.225
camping	cắm trại	joy	0.221
perspective	quan điểm	joy	0.221
orchard	vườn cây ăn quả	joy	0.221
orchestra	dàn nhạc	joy	0.221
possess	sở hữu	joy	0.219
castle	Lâu đài	joy	0.219
lamb	cừu	joy	0.219
gardens	khu vườn	joy	0.219
breezy	breezy	joy	0.219
mucis	NO TRANSLATION	joy	0.212
bouttime	bouttime	joy	0.212
brisk	nhanh nhẹn	joy	0.212
countrymusic	NO TRANSLATION	joy	0.212
repay	trả lại	joy	0.212
ribbon	ruy băng	joy	0.212
pho	món phở	joy	0.212
reggae	reggae	joy	0.212
raindrops	hạt mưa	joy	0.212
listneing	NO TRANSLATION	joy	0.212
teach	dạy	joy	0.212
nap	ngủ trưa	joy	0.206
stillness	sự tĩnh lặng	joy	0.203
chant	ca	joy	0.203
hire	Thuê	joy	0.203
vernal	vernal	joy	0.203
cove	cove	joy	0.203
uncontrollable	không kiểm soát được	joy	0.203
legalized	hợp pháp hóa	joy	0.203
unexpected	bất ngờ	joy	0.203
lights	đèn	joy	0.203
save	tiết kiệm	joy	0.200
atone	chuộc tội	joy	0.197
trees	cây	joy	0.197
pastor	mục sư	joy	0.197
symmetry	đối xứng	joy	0.197
oneday	NO TRANSLATION	joy	0.197
scripture	thánh thư	joy	0.196
mountains	núi	joy	0.194
pathway	con đường	joy	0.188
walking	đi dạo	joy	0.188
craziness	sự điên rồ	joy	0.188
soppy	mềm mại	joy	0.188
tea	trà	joy	0.188
quiet	Yên tĩnh	joy	0.188
forefathers	tổ tiên	joy	0.188
liquor	rượu	joy	0.188
custom	tập quán	joy	0.188
whiteness	độ trắng	joy	0.188
sympathetic	thông cảm	joy	0.188
patient	bệnh nhân	joy	0.186
dollhouse	nhà búp bê	joy	0.182
bath	bồn tắm	joy	0.182
score	ghi bàn	joy	0.182
movingon	movingon	joy	0.182
supporter	người ủng hộ	joy	0.180
accompaniment	đệm	joy	0.179
pursuit	theo đuổi	joy	0.176
outburst	bùng nổ	joy	0.176
frosty	băng giá	joy	0.174
workout	tập thể dục	joy	0.172
closure	đóng cửa	joy	0.172
luncheon	bữa ăn trưa	joy	0.172
service	dịch vụ	joy	0.172
wintery	mùa đông	joy	0.172
wages	tiền lương	joy	0.169
civilized	văn minh	joy	0.169
fain	NO TRANSLATION	joy	0.167
december	tháng mười hai	joy	0.167
acrobat	acrobat	joy	0.162
glide	trượt	joy	0.162
finally	cuối cùng	joy	0.157
reproductive	sinh sản	joy	0.156
elf	elf	joy	0.156
organization	cơ quan	joy	0.156
stroll	đi dạo	joy	0.156
peppermint	bạc hà	joy	0.156
break	phá vỡ	joy	0.156
chai	NO TRANSLATION	joy	0.156
obtainable	có thể đạt được	joy	0.156
bathtub	bồn tắm	joy	0.156
advent	sự ra đời	joy	0.152
scifi	scifi	joy	0.152
balm	balm	joy	0.152
measured	đo lường	joy	0.152
spaniel	spaniel	joy	0.145
tan	tan	joy	0.141
ditty	ditty	joy	0.141
bubble	bong bóng	joy	0.141
simple	đơn giản	joy	0.141
oils	dầu	joy	0.141
beer	bia	joy	0.141
green	màu xanh lá	joy	0.137
buss	hôn	joy	0.136
books	sách	joy	0.136
makingdisciples	NO TRANSLATION	joy	0.136
chow	chow	joy	0.135
pitter	pitter	joy	0.134
flows	chảy	joy	0.130
silence	khoảng lặng	joy	0.127
roadster	roadster	joy	0.125
solitude	cô độc	joy	0.125
bookstore	hiệu sách	joy	0.125
wine	rượu nho	joy	0.125
circumstances	hoàn cảnh	joy	0.125
japan	Nhật Bản	joy	0.121
soak	ngâm	joy	0.121
wilderness	hoang dã	joy	0.121
priesthood	chức tư tế	joy	0.121
critical	chỉ trích	joy	0.116
neutral	Trung tính	joy	0.114
untie	tháo gỡ	joy	0.109
hunting	săn bắn	joy	0.109
opera	opera	joy	0.109
weight	cân nặng	joy	0.109
white	trắng	joy	0.109
sand	cát	joy	0.109
wind	gió	joy	0.109
labor	lao động	joy	0.106
classical	cổ điển	joy	0.106
affliction	phiền não	joy	0.103
lake	hồ nước	joy	0.103
organ	đàn organ	joy	0.094
dwelling	trú ngụ	joy	0.094
tree	cây	joy	0.090
pond	ao	joy	0.089
marrow	tủy	joy	0.078
latte	pha cà phê	joy	0.078
sipping	nhấm nháp	joy	0.076
benign	nhẹ	joy	0.074
majority	đa số	joy	0.073
leaf	lá	joy	0.065
troubles	rắc rối	joy	0.062
basketball	bóng rổ	joy	0.062
explosions	vụ nổ	joy	0.061
cream	kem	joy	0.061
shepherd	chăn cừu	joy	0.058
tuesday	thứ ba	joy	0.047
turbulence	bất ổn	joy	0.045
calf	bắp chân	joy	0.040
hardship	khó khăn	joy	0.031
sixty	sáu mươi	joy	0.016
unhappiness	bất hạnh	joy	0.016
heartbreaking	đau lòng	sadness	0.969
mourning	tang chế	sadness	0.969
tragic	bi kịch	sadness	0.961
holocaust	thiêu hủy	sadness	0.953
suicidal	tự tử	sadness	0.941
misery	đau khổ	sadness	0.938
massacre	tàn sát	sadness	0.931
euthanasia	euthanasia	sadness	0.927
depression	Phiền muộn	sadness	0.925
bereavement	sự bế tắc	sadness	0.922
grieving	đau buồn	sadness	0.922
fatal	chết người	sadness	0.922
bereaved	quyến rũ	sadness	0.920
devastation	sự tàn phá	sadness	0.917
death	tử vong	sadness	0.915
devastated	tàn phá	sadness	0.912
suicide	tự tử	sadness	0.912
catastrophe	tai biến	sadness	0.911
horrifying	kinh hoàng	sadness	0.907
tragedy	bi kịch	sadness	0.906
depressing	chán nản	sadness	0.906
died	chết	sadness	0.906
anguish	đau khổ	sadness	0.902
agony	đau đớn	sadness	0.900
deadly	chết người	sadness	0.898
weeping	khóc lóc	sadness	0.896
stillbirth	sự sanh thai	sadness	0.891
deceased	người chết	sadness	0.891
murderer	kẻ giết người	sadness	0.877
devastating	tàn phá	sadness	0.875
rape	hãm hiếp	sadness	0.875
cancer	ung thư	sadness	0.875
dying	chết	sadness	0.875
sadness	nỗi buồn	sadness	0.864
morbidity	bệnh tật	sadness	0.864
crucifixion	đóng đinh	sadness	0.859
grief	đau buồn	sadness	0.859
depressed	suy sụp	sadness	0.859
traumatic	đau thương	sadness	0.859
atrocity	tàn bạo	sadness	0.859
execution	chấp hành	sadness	0.859
abandonment	bỏ rơi	sadness	0.859
perish	hư mất	sadness	0.859
cadaver	xác chết	sadness	0.853
treachery	sự phản bội	sadness	0.848
betrayed	bị phản bội	sadness	0.848
sad	buồn	sadness	0.844
destroyed	bị phá hủy	sadness	0.844
miserable	khổ sở	sadness	0.844
persecution	bức hại	sadness	0.844
funeral	tang lễ	sadness	0.844
slaughtering	giết mổ	sadness	0.844
horrific	kinh khủng	sadness	0.844
homicide	giết người	sadness	0.844
hopelessness	vô vọng	sadness	0.844
grieve	đau buồn	sadness	0.844
sorrow	nỗi buồn	sadness	0.844
suffering	đau khổ	sadness	0.844
murderous	giết người	sadness	0.844
unhappiness	bất hạnh	sadness	0.839
crippled	làm tê liệt	sadness	0.836
bloodshed	đổ máu	sadness	0.836
pained	đau khổ	sadness	0.833
manslaughter	ngộ sát	sadness	0.833
carnage	tàn sát	sadness	0.833
unbearable	không chịu nổi	sadness	0.830
stillborn	bế tắc	sadness	0.830
slavery	chế độ nô lệ	sadness	0.828
torment	sự đau khổ	sadness	0.828
sickness	bệnh tật	sadness	0.828
enslaved	làm nô lệ	sadness	0.828
casualty	tai nạn	sadness	0.828
morbid	bệnh tật	sadness	0.828
murder	giết người	sadness	0.828
mourn	thương tiếc	sadness	0.828
helplessness	bất lực	sadness	0.828
annihilation	hủy diệt	sadness	0.828
abandoned	bị bỏ rơi	sadness	0.828
horrors	kinh hoàng	sadness	0.828
mutilation	cắt xén	sadness	0.828
annihilated	tiêu diệt	sadness	0.828
miscarriage	sẩy thai	sadness	0.824
starvation	đói khát	sadness	0.819
killing	giết người	sadness	0.812
failure	thất bại	sadness	0.812
famine	nạn đói	sadness	0.812
distraught	quẫn trí	sadness	0.812
childloss	NO TRANSLATION	sadness	0.812
burial	an táng	sadness	0.812
disgrace	nhục nhã	sadness	0.812
cruelty	tàn ác	sadness	0.812
despair	tuyệt vọng	sadness	0.812
saddens	saddens	sadness	0.812
oppression	sự đàn áp	sadness	0.812
sadly	thật đáng buồn	sadness	0.812
mournful	bi ai	sadness	0.812
terrorism	chủ nghĩa khủng bố	sadness	0.812
heartache	đau lòng	sadness	0.812
bloody	dính máu	sadness	0.806
perishing	sự hư mất	sadness	0.804
inhumanity	vô nhân đạo	sadness	0.804
malignancy	bệnh ác tính	sadness	0.803
mortification	sự làm chứng	sadness	0.802
sarcoma	sarcoma	sadness	0.797
lifeless	vô hồn	sadness	0.797
perished	hư mất	sadness	0.797
dreadful	ghê gớm	sadness	0.797
devastate	tàn phá	sadness	0.797
dreadfully	kinh khủng	sadness	0.797
gallows	giá treo cổ	sadness	0.797
lethal	gây chết người	sadness	0.797
desolation	phiền muộn	sadness	0.797
kill	giết chết	sadness	0.797
slave	nô lệ	sadness	0.797
mortuary	nhà xác	sadness	0.797
assassination	ám sát	sadness	0.797
leukemia	bệnh bạch cầu	sadness	0.797
brokenheart	NO TRANSLATION	sadness	0.792
banishment	sự trục xuất	sadness	0.790
afflict	đau khổ	sadness	0.789
disheartened	chán nản	sadness	0.788
bury	chôn	sadness	0.781
crying	khóc	sadness	0.781
tumour	khối u	sadness	0.781
heartbreak	đau khổ	sadness	0.781
desecration	sự tha tội	sadness	0.781
demoralized	mất tinh thần	sadness	0.781
terrorize	khủng bố	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	lynch	sadness	0.773
sufferer	người đau khổ	sadness	0.770
loneliness	sự cô đơn	sadness	0.766
cemetery	nghĩa trang	sadness	0.766
destitute	nghèo khổ	sadness	0.766
torture	tra tấn	sadness	0.766
abortion	sự phá thai	sadness	0.766
diseased	bị bệnh	sadness	0.766
condolence	chia buồn	sadness	0.766
fatality	tử vong	sadness	0.766
dismemberment	phân chia	sadness	0.766
doomed	chịu số phận	sadness	0.766
fearful	sợ hãi	sadness	0.766
slayer	slayer	sadness	0.766
painfully	đau đớn	sadness	0.758
moribund	khờ dại	sadness	0.758
disaster	thảm họa	sadness	0.758
depress	chán nản	sadness	0.755
condemnation	lên án	sadness	0.754
desperation	tuyệt vọng	sadness	0.750
hemorrhage	xuất huyết	sadness	0.750
unhappy	không vui	sadness	0.750
pandemic	đại dịch	sadness	0.750
corpse	xác chết	sadness	0.750
depressive	trầm cảm	sadness	0.750
deplorable	thương tâm	sadness	0.750
defeated	đánh bại	sadness	0.750
doomsday	ngày tận thế	sadness	0.750
cry	khóc	sadness	0.750
victimized	nạn nhân	sadness	0.750
obliteration	sự xóa bỏ	sadness	0.750
damnation	sự chết tiệt	sadness	0.750
guilt	tội lỗi	sadness	0.750
sickening	đau ốm	sadness	0.750
terrorist	kẻ khủng bố	sadness	0.750
sorrowful	buồn rầu	sadness	0.750
incest	tội loạn luân	sadness	0.750
painful	đau đớn	sadness	0.750
abduction	bắt cóc	sadness	0.750
regretful	ân hận	sadness	0.750
unfairness	sự bất công	sadness	0.745
molestation	quấy rầy	sadness	0.744
exile	lưu vong	sadness	0.742
abysmal	thất bại	sadness	0.742
hellish	địa ngục	sadness	0.738
exterminate	tiêu diệt	sadness	0.736
earthquake	động đất	sadness	0.734
betrayal	sự phản bội	sadness	0.734
orphan	mồ côi	sadness	0.734
slaughter	giết mổ	sadness	0.734
disgraced	thất vọng	sadness	0.734
battered	đánh đập	sadness	0.734
assassin	kẻ ám sát	sadness	0.734
horrid	kinh khủng	sadness	0.734
miserably	khốn khổ	sadness	0.734
lonesome	đơn độc	sadness	0.734
morgue	nhà xác	sadness	0.734
disastrous	tai hại	sadness	0.734
warfare	chiến tranh	sadness	0.734
destroying	phá hủy	sadness	0.734
homeless	Vô gia cư	sadness	0.734
listless	vô liêm sỉ	sadness	0.729
unfortunately	không may	sadness	0.727
grave	phần mộ	sadness	0.727
emptiness	tánh không	sadness	0.727
alienated	xa lánh	sadness	0.727
fraught	đầy rẫy	sadness	0.722
emaciated	hốc hác	sadness	0.719
malicious	độc hại	sadness	0.719
atrophy	teo	sadness	0.719
cripple	làm tê liệt	sadness	0.719
ashamed	hổ thẹn	sadness	0.719
leprosy	bệnh phong	sadness	0.719
violently	dữ dội	sadness	0.719
disheartening	đã hết	sadness	0.719
cried	khóc	sadness	0.719
woe	khốn khổ	sadness	0.719
horror	kinh dị	sadness	0.719
heartless	nhẫn tâm	sadness	0.719
forsaken	chối bỏ	sadness	0.719
paralysis	tê liệt	sadness	0.719
missing	còn thiếu	sadness	0.719
danger	nguy hiểm	sadness	0.719
pain	đau đớn	sadness	0.719
demise	cái chết của	sadness	0.717
disgruntled	bất mãn	sadness	0.712
rejected	từ chối	sadness	0.712
sickly	ốm yếu	sadness	0.712
violence	bạo lực	sadness	0.712
torn	bị rách	sadness	0.710
calamity	thiên tai	sadness	0.709
grim	nghiệt ngã	sadness	0.708
grievous	đau đớn	sadness	0.704
disfigured	bị biến dạng	sadness	0.703
punishing	trừng phạt	sadness	0.703
extinct	đã tuyệt chủng	sadness	0.703
meltdown	cuộc khủng hoảng	sadness	0.703
oppressor	người đàn áp	sadness	0.703
deformed	bị biến dạng	sadness	0.703
slaughterhouse	lò mổ	sadness	0.703
humiliate	làm nhục	sadness	0.703
inhuman	vô nhân đạo	sadness	0.703
decomposition	sự phân hủy	sadness	0.703
suffocating	nghẹt thở	sadness	0.703
hearse	xe tang	sadness	0.703
incurable	không thể chữa được	sadness	0.703
buried	chôn cất	sadness	0.703
paralyzed	bị tê liệt	sadness	0.703
carcinoma	ung thư biểu mô	sadness	0.703
deformity	sự biến dạng	sadness	0.703
crushed	nghiền	sadness	0.703
isolate	cô lập	sadness	0.703
tearful	đầy nước mắt	sadness	0.703
abandon	từ bỏ	sadness	0.703
obit	chê bai	sadness	0.703
strangle	bóp nghẹt	sadness	0.703
victim	nạn nhân	sadness	0.703
isolation	cô lập	sadness	0.703
lifesucks	lifesucks	sadness	0.700
hell	Địa ngục	sadness	0.700
ruinous	hủy hoại	sadness	0.698
widow	Người đàn bà góa	sadness	0.697
banish	trục xuất	sadness	0.697
accursed	bị buộc tội	sadness	0.697
ruined	hủy hoại	sadness	0.697
vanished	biến mất	sadness	0.695
displaced	dời đi	sadness	0.691
poverty	nghèo nàn	sadness	0.690
hospice	hospice	sadness	0.688
insanity	chứng điên cuồng	sadness	0.688
depraved	depraved	sadness	0.688
shooting	chụp	sadness	0.688
stab	cú đâm	sadness	0.688
pathetic	thảm hại	sadness	0.688
foreveralone	mãi cô đơn	sadness	0.688
dementia	chứng mất trí	sadness	0.688
travesty	sự quấy rối	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	không chung thủy	sadness	0.688
epidemic	dịch bệnh	sadness	0.688
teary	chảy nước mắt	sadness	0.688
widower	người góa vợ	sadness	0.688
terminal	thiết bị đầu cuối	sadness	0.688
neglected	bị bỏ rơi	sadness	0.688
illness	bệnh	sadness	0.688
regretting	hối hận	sadness	0.688
imprisoned	bị cầm tù	sadness	0.688
hurtful	làm tổn thương	sadness	0.688
banished	bị trục xuất	sadness	0.688
hurt	đau	sadness	0.688
deserted	hoang vu	sadness	0.688
hopeless	vô vọng	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	mất mát	sadness	0.688
dismissal	sa thải	sadness	0.686
alienation	sự xa lánh	sadness	0.685
hardship	khó khăn	sadness	0.685
choke	nghẹt thở	sadness	0.682
kidnap	bắt cóc	sadness	0.682
bleeding	sự chảy máu	sadness	0.673
obituary	cáo phó	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	tàn tật	sadness	0.672
outcast	bỏ bơ vơ	sadness	0.672
poison	chất độc	sadness	0.672
abortive	phá thai	sadness	0.672
gory	gory	sadness	0.672
disparage	sự phẫn nộ	sadness	0.672
wail	than van	sadness	0.672
malevolent	ác ý	sadness	0.672
imprisonment	sự bỏ tù	sadness	0.672
wretch	khốn khổ	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	không may	sadness	0.672
belittle	chê	sadness	0.672
punished	bị phạt	sadness	0.672
deprivation	sự thiếu thốn	sadness	0.672
evil	tà ác	sadness	0.672
coffin	quan tài	sadness	0.672
woefully	woefully	sadness	0.672
decomposed	bị phân hủy	sadness	0.672
frightful	đáng sợ	sadness	0.672
despairing	tuyệt vọng	sadness	0.672
