word	Icelandic-is	emotion	emotion-intensity-score
goodhealth	NO TRANSLATION	joy	0.682
brightens	bjartar	joy	0.682
tranquility	ró	joy	0.679
marry	giftast	joy	0.676
embrace	faðma	joy	0.676
positively	jákvætt	joy	0.676
dearest	elskan	joy	0.672
relaxation	slökun	joy	0.672
accomplished	náð	joy	0.672
hug	knúsa	joy	0.672
weeeee	NO TRANSLATION	joy	0.672
bday	bday	joy	0.672
grin	grin	joy	0.672
enliven	upplifað	joy	0.672
contentment	ánægju	joy	0.672
hilarious	fyndið	joy	0.672
giggles	giggles	joy	0.672
bountiful	bountiful	joy	0.667
victor	sigurvegari	joy	0.667
adore	adore	joy	0.667
boisterous	boisterous	joy	0.667
fulfilled	uppfyllt	joy	0.667
fulfill	uppfylla	joy	0.664
cuddles	kýla	joy	0.662
prosperous	velmegandi	joy	0.660
romanticism	rómantík	joy	0.656
humor	húmor	joy	0.656
glow	ljóma	joy	0.656
happynewyear	NO TRANSLATION	joy	0.656
pleasant	skemmtilegt	joy	0.656
appreciation	þakklæti	joy	0.656
encouraged	hvatti til	joy	0.656
satisfy	fullnægja	joy	0.656
serenity	Serenity	joy	0.656
captivate	fanga	joy	0.656
besties	besties	joy	0.656
christmaseve	NO TRANSLATION	joy	0.656
innerpeace	NO TRANSLATION	joy	0.656
satisfaction	ánægju	joy	0.652
treasure	fjársjóður	joy	0.652
engaged	þátttakandi	joy	0.652
praises	lofar	joy	0.652
abundance	gnægð	joy	0.652
fortunes	örlög	joy	0.652
relaxing	slaka á	joy	0.652
praised	lofað	joy	0.652
nothingbetter	NO TRANSLATION	joy	0.647
complement	viðbót	joy	0.647
affection	ástúð	joy	0.647
relieved	létta	joy	0.647
carnival	karnival	joy	0.643
divine	guðdómlega	joy	0.641
saintly	saintly	joy	0.641
harmoniously	samfelld	joy	0.641
achieve	ná	joy	0.641
thanksgiving	þakkargjörð	joy	0.641
jackpot	pottur	joy	0.641
priceless	ómetanlegt	joy	0.641
sensuality	sensuality	joy	0.641
champion	meistari	joy	0.641
wedding	brúðkaup	joy	0.641
uplifting	upplífgandi	joy	0.641
climax	hápunktur	joy	0.636
yayy	NO TRANSLATION	joy	0.636
peaceful	friðsælt	joy	0.636
twinkle	twinkle	joy	0.636
reverie	Reverie	joy	0.636
exalt	upphaf	joy	0.636
winner	Sigurvegari	joy	0.636
felicity	felicity	joy	0.636
cuddle	kúra	joy	0.636
comforting	huggandi	joy	0.636
honeymoon	brúðkaupsferð	joy	0.636
xoxo	xoxo	joy	0.634
amusing	skemmtilegt	joy	0.625
reward	verðlaun	joy	0.625
fondness	fegurð	joy	0.625
hearts	hjörtu	joy	0.625
brighter	bjartari	joy	0.625
sweet	sætur	joy	0.625
stargazing	stargazing	joy	0.625
festival	hátíð	joy	0.625
snuggling	snuggling	joy	0.625
generosity	gjafmildi	joy	0.625
gorgeous	svakalega	joy	0.625
praisegod	NO TRANSLATION	joy	0.625
sex	kynlíf	joy	0.622
parade	skrúðganga	joy	0.621
applause	applause	joy	0.621
genial	genial	joy	0.621
beauty	fegurð	joy	0.621
kind	góður	joy	0.621
newlife	nýtt líf	joy	0.618
aspiring	aspirín	joy	0.618
fulfilling	uppfylla	joy	0.618
godbless	NO TRANSLATION	joy	0.616
virtuous	virtuous	joy	0.613
kiss	koss	joy	0.610
winnings	vinning	joy	0.609
praiseworthy	lofsvert	joy	0.609
rainbows	regnboga	joy	0.609
generous	örlátur	joy	0.609
enlightenment	uppljómun	joy	0.609
playful	fjörugur	joy	0.609
christmas	jól	joy	0.609
super	frábær	joy	0.609
elegance	glæsileika	joy	0.609
rekindle	endurfæðast	joy	0.609
awards	verðlaun	joy	0.609
adorable	yndislegt	joy	0.609
amour	NO TRANSLATION	joy	0.607
independence	sjálfstæði	joy	0.607
successful	vel	joy	0.606
onelove	ein ást	joy	0.606
kindness	góðvild	joy	0.606
freely	frjálslega	joy	0.606
surprises	óvart	joy	0.606
inspired	innblásin	joy	0.606
hilarity	hilarity	joy	0.606
wonder	furða	joy	0.606
heheh	NO TRANSLATION	joy	0.606
entertainment	skemmtun	joy	0.603
whimsical	duttlungafullur	joy	0.603
passion	ástríðu	joy	0.603
beautify	fegra	joy	0.601
stressfree	NO TRANSLATION	joy	0.601
sunrise	sólarupprás	joy	0.600
godisgood	Guð er góður	joy	0.597
whoo	hver	joy	0.594
angel	engill	joy	0.594
thankgod	Guði sé lof	joy	0.594
accomplishment	afrek	joy	0.594
flirt	daðra	joy	0.594
goodmusic	góð tónlist	joy	0.594
snuggled	snuggled	joy	0.594
revere	revere	joy	0.594
inspire	hvetja	joy	0.594
fanfare	fanfare	joy	0.594
peacefully	friðsamlega	joy	0.594
jesus	Jesús	joy	0.594
goodies	dágóður	joy	0.594
heroic	Heroic	joy	0.591
fortune	örlög	joy	0.591
friendship	vináttu	joy	0.591
singing	syngja	joy	0.591
exalted	upphafið	joy	0.591
summer	sumar	joy	0.591
highest	hæsta	joy	0.591
overflowing	barmafullur	joy	0.588
contented	ánægður	joy	0.588
woot	Woot	joy	0.588
rollicking	rollicking	joy	0.588
hope	von	joy	0.586
accolade	hrós	joy	0.586
cozy	notalegt	joy	0.583
delicious	ljúffengur	joy	0.579
friendly	vingjarnlegur	joy	0.578
sensuous	skynsamlegt	joy	0.578
darling	elskan	joy	0.578
picturesque	fagur	joy	0.578
raving	raving	joy	0.578
praise	lof	joy	0.578
everlasting	eilíft	joy	0.578
ambition	metnað	joy	0.578
thelife	lífið	joy	0.578
sparkle	glitra	joy	0.577
yeahhh	Já	joy	0.576
luckygirl	luckygirl	joy	0.576
flattering	flattering	joy	0.576
sensual	sensual	joy	0.576
heroism	hetjuskapur	joy	0.576
succeeding	ná árangri	joy	0.576
grace	náð	joy	0.576
peace	friður	joy	0.576
livelife	lifa lífinu	joy	0.574
special	sérstakt	joy	0.574
tantalizing	tantalizing	joy	0.572
pumped	dælt	joy	0.567
worthwhile	þess virði	joy	0.562
revels	revels	joy	0.562
prevail	ráða	joy	0.562
liking	líkar vel við	joy	0.562
sunny	sólríka	joy	0.562
relax	slaka á	joy	0.562
surprise	óvart	joy	0.562
hugs	faðma	joy	0.562
admirable	dásamlegt	joy	0.562
hero	hetja	joy	0.562
yey	NO TRANSLATION	joy	0.562
humorous	gamansamur	joy	0.562
sweets	sælgæti	joy	0.562
prosper	dafna	joy	0.562
superstar	superstar	joy	0.562
favorable	hagstæð	joy	0.561
bless	blessun	joy	0.561
tenderness	eymsli	joy	0.561
freedom	frelsi	joy	0.561
masterpiece	meistaraverk	joy	0.561
newyear	NO TRANSLATION	joy	0.561
dreams	draumar	joy	0.559
hopeful	vonandi	joy	0.559
home	heim	joy	0.559
cruising	skemmtiferðaskip	joy	0.556
gracias	NO TRANSLATION	joy	0.554
faithfulness	trúfesti	joy	0.553
closeness	nálægð	joy	0.552
eagerness	eagerness	joy	0.552
comfy	þægilegt	joy	0.551
sunshine	sólskin	joy	0.551
confidence	sjálfstraust	joy	0.547
mistletoe	mistilteinn	joy	0.547
elite	Elite	joy	0.547
celestial	himneskur	joy	0.547
heart	hjarta	joy	0.547
completion	lokið	joy	0.547
good	Gott	joy	0.547
daughter	dóttir	joy	0.547
gifts	gjafir	joy	0.547
astonishment	undrun	joy	0.547
bonus	bónus	joy	0.547
goodmorning	Góðan daginn	joy	0.547
lifted	lyfta	joy	0.547
zeal	vandlæti	joy	0.547
illuminate	lýsa upp	joy	0.547
gift	gjöf	joy	0.547
vacation	frí	joy	0.547
charmed	heillaði	joy	0.546
recreation	afþreyingu	joy	0.545
encouragement	hvatning	joy	0.545
gush	gush	joy	0.545
sublime	háleit	joy	0.545
dance	dans	joy	0.545
god	guð	joy	0.545
free	ókeypis	joy	0.544
freshstart	ný byrjun	joy	0.544
savior	frelsari	joy	0.543
sanctuary	helgidómur	joy	0.541
grandchildren	barnabörn	joy	0.540
wellness	vellíðan	joy	0.537
revel	revel	joy	0.534
inspirational	innblástur	joy	0.531
savor	savor	joy	0.531
matrimony	hjónaband	joy	0.531
money	peninga	joy	0.531
rainbow	regnbogi	joy	0.531
confident	sjálfsöruggur	joy	0.531
bridal	brúðar	joy	0.531
music	tónlist	joy	0.531
fab	fab	joy	0.531
serene	serene	joy	0.531
alive	lifandi	joy	0.531
holiness	heilagleika	joy	0.531
vitality	orku	joy	0.531
liberation	frelsun	joy	0.531
dayoff	NO TRANSLATION	joy	0.531
soothing	róandi	joy	0.531
soar	svífa	joy	0.531
firstborn	frumgetinn	joy	0.531
elegant	glæsilegur	joy	0.530
mastery	leikni	joy	0.530
illumination	lýsingu	joy	0.530
welcomed	velkomin	joy	0.530
warmth	hlýju	joy	0.530
blossom	blóma	joy	0.530
glimmer	glimmer	joy	0.530
faithful	trúr	joy	0.529
treat	skemmtun	joy	0.529
snuggles	snuggles	joy	0.522
laurels	laurels	joy	0.521
commendable	lofsvert	joy	0.519
powerful	öflugur	joy	0.516
silly	kjánalegt	joy	0.516
zest	zest	joy	0.516
presents	kynnir	joy	0.516
succeed	heppnast	joy	0.516
jingle	Jingle	joy	0.516
remarkable	ótrúlegt	joy	0.516
greeted	heilsaði	joy	0.516
brotherly	bróðir	joy	0.516
pride	Stolt	joy	0.516
strengthening	styrkingu	joy	0.516
aspire	þrá	joy	0.516
abundant	nóg	joy	0.516
noschool	NO TRANSLATION	joy	0.516
resplendent	resplendent	joy	0.516
almighty	almáttugur	joy	0.516
fancy	ímynda sér	joy	0.516
zen	zen	joy	0.515
coronation	krónun	joy	0.515
kudos	kudos	joy	0.515
vivid	skær	joy	0.515
leisure	tómstundir	joy	0.515
complete	heill	joy	0.515
cutie	sæta	joy	0.515
newme	newme	joy	0.515
familytime	fjölskyldustund	joy	0.515
animated	líflegur	joy	0.515
spirit	andi	joy	0.515
thanking	þakka	joy	0.515
kid	krakki	joy	0.515
shining	skínandi	joy	0.515
payday	greiðsludagur	joy	0.515
princely	princely	joy	0.515
reunited	sameinað	joy	0.515
therapeutic	lækninga	joy	0.515
comfort	þægindi	joy	0.515
godly	guðlega	joy	0.514
marriage	hjónaband	joy	0.514
daymade	NO TRANSLATION	joy	0.514
relationship	samband	joy	0.514
spouse	maki	joy	0.507
intimately	náinn	joy	0.507
accomplish	ná	joy	0.500
excel	skara fram úr	joy	0.500
inviting	bjóða	joy	0.500
meritorious	verðandi	joy	0.500
diamond	demantur	joy	0.500
nature	náttúran	joy	0.500
dignity	reisn	joy	0.500
family	fjölskylda	joy	0.500
soulful	soulful	joy	0.500
charitable	góðgerðarstarf	joy	0.500
encourage	hvetja	joy	0.500
friends	vinir	joy	0.500
satisfied	fullnægt	joy	0.500
welcoming	á móti	joy	0.500
healthy	heilbrigt	joy	0.500
surreal	súrrealískt	joy	0.500
refreshed	hressandi	joy	0.500
beach	fjara	joy	0.500
motherhood	móðir	joy	0.500
respect	virðingu	joy	0.500
gem	gem	joy	0.500
erotic	erótískur	joy	0.500
visionary	sjónrænt	joy	0.500
holyspirit	NO TRANSLATION	joy	0.500
achieved	náð	joy	0.500
christ	Kristur	joy	0.500
memorable	eftirminnilegt	joy	0.500
stressrelief	NO TRANSLATION	joy	0.500
baby	elskan	joy	0.500
purr	purr	joy	0.500
teamjesus	NO TRANSLATION	joy	0.500
veracity	sannleikur	joy	0.500
bloom	blómstra	joy	0.500
carefree	áhyggjulaus	joy	0.500
aura	aura	joy	0.493
health	heilsa	joy	0.493
liberty	frelsi	joy	0.486
approved	samþykkt	joy	0.486
yehey	NO TRANSLATION	joy	0.486
oasis	vín	joy	0.486
rapture	Rapture	joy	0.485
engaging	taka þátt	joy	0.485
crowning	crowning	joy	0.485
aspiration	von	joy	0.485
prestige	álit	joy	0.485
crescendo	crescendo	joy	0.485
gentle	blíður	joy	0.485
liberate	frelsa	joy	0.485
betrothed	svikari	joy	0.485
nocomplaints	NO TRANSLATION	joy	0.485
bounty	fjársjóður	joy	0.485
privileged	forréttinda	joy	0.485
loyal	trygg	joy	0.485
inseparable	óaðskiljanleg	joy	0.485
datenight	NO TRANSLATION	joy	0.484
heyday	blómaskeiði	joy	0.484
trophy	bikarkeppni	joy	0.484
selfworth	NO TRANSLATION	joy	0.484
luck	heppni	joy	0.484
creativity	sköpunargáfu	joy	0.484
destiny	örlög	joy	0.484
fete	NO TRANSLATION	joy	0.484
transcendence	transcendence	joy	0.484
bouquet	vönd	joy	0.484
chocolate	súkkulaði	joy	0.484
aloha	aloha	joy	0.484
yummy	yummy	joy	0.484
dream	draumur	joy	0.484
desire	löngun	joy	0.484
boyfriend	kærasta	joy	0.480
commemoration	til minningu	joy	0.479
intelligence	upplýsingaöflun	joy	0.477
readiness	reiðubúin	joy	0.473
friend	vinur	joy	0.471
enthusiast	áhugamaður	joy	0.471
bride	brúður	joy	0.471
lush	lush	joy	0.470
calming	róandi	joy	0.470
inheritance	arfleifð	joy	0.470
kiddo	kiddo	joy	0.470
massage	nudd	joy	0.470
tickle	tickle	joy	0.470
adventure	ævintýri	joy	0.470
nostalgia	fortíðarþrá	joy	0.470
soothe	róa	joy	0.470
goals	markmið	joy	0.469
luster	ljóma	joy	0.469
giving	gefa	joy	0.469
princess	prinsessa	joy	0.469
heartily	hjartanlega	joy	0.469
benevolence	góðvild	joy	0.469
nurture	nurture	joy	0.469
bridegroom	brúðguminn	joy	0.469
eternal	eilíft	joy	0.469
pray	biðja	joy	0.469
getaway	komast burt	joy	0.469
humanitarian	mannúðarmál	joy	0.469
bonding	skuldabréf	joy	0.469
rest	hvíld	joy	0.469
amicable	amicable	joy	0.469
purring	purring	joy	0.469
pretty	falleg	joy	0.469
child	barn	joy	0.466
salutary	heilsa	joy	0.465
invite	bjóða	joy	0.457
reminiscing	reminiscing	joy	0.456
beam	geisla	joy	0.456
freshair	NO TRANSLATION	joy	0.455
tropical	suðrænum	joy	0.455
aesthetics	fagurfræði	joy	0.455
friday	föstudagur	joy	0.455
elevation	hækkun	joy	0.455
sonice	NO TRANSLATION	joy	0.455
ceremony	athöfn	joy	0.455
mindfulness	mindfulness	joy	0.455
hee	hee	joy	0.455
kindred	ættingja	joy	0.455
scholarship	námsstyrk	joy	0.455
befriend	vinast	joy	0.455
commemorate	minnast	joy	0.453
allure	kærleiki	joy	0.453
faith	trú	joy	0.453
forgiveness	fyrirgefningu	joy	0.453
scenery	landslag	joy	0.453
vindication	vottun	joy	0.453
waterfall	foss	joy	0.453
birth	fæðing	joy	0.453
noworries	engar áhyggjur	joy	0.453
approve	samþykkja	joy	0.453
namaste	NO TRANSLATION	joy	0.453
journey	ferð	joy	0.447
meditation	hugleiðsla	joy	0.446
relaxed	slaka á	joy	0.442
tranquil	friðsælt	joy	0.441
weekend	helgi	joy	0.441
present	til staðar	joy	0.441
tender	blíður	joy	0.441
nostalgic	nostalgic	joy	0.439
prayer	bæn	joy	0.439
sharing	deila	joy	0.439
esteem	álit	joy	0.439
lyrical	ljóðræn	joy	0.439
righteousness	réttlæti	joy	0.439
share	deila	joy	0.438
husband	eiginmaður	joy	0.438
life	lífið	joy	0.438
sonnet	sonnet	joy	0.438
relief	léttir	joy	0.438
unbeaten	ósigur	joy	0.438
newday	nýr dagur	joy	0.438
meditate	hugleiða	joy	0.438
mighty	sterkur	joy	0.438
eager	ákafur	joy	0.438
strength	styrkur	joy	0.438
warm	heitt	joy	0.429
movingforward	NO TRANSLATION	joy	0.429
winterbreak	NO TRANSLATION	joy	0.429
buddy	félagi	joy	0.427
oneness	einingu	joy	0.426
unsurpassed	óviðjafnanleg	joy	0.424
ejaculation	sáðlát	joy	0.424
unconstrained	unconstrained	joy	0.424
thelittlethings	NO TRANSLATION	joy	0.424
medal	verðlaun	joy	0.424
amen	amen	joy	0.424
candlelight	kertaljós	joy	0.424
reverence	virðingu	joy	0.424
healthful	heilsusamlegt	joy	0.424
carols	kveðjur	joy	0.424
sledding	sledding	joy	0.422
wealth	auður	joy	0.422
graduation	útskrift	joy	0.422
frisky	frisky	joy	0.422
energy	Orka	joy	0.422
calmness	calmness	joy	0.422
beginnings	upphaf	joy	0.422
safe	öruggt	joy	0.422
musical	söngleikur	joy	0.422
symphony	Symphony	joy	0.422
lml	lml	joy	0.422
glitter	Ljómi	joy	0.422
ease	vellíðan	joy	0.422
helpful	gagnlegt	joy	0.422
soundness	soundness	joy	0.421
nostress	NO TRANSLATION	joy	0.421
promise	lofa	joy	0.415
reunite	sameinast	joy	0.414
salvation	hjálpræði	joy	0.412
mother	móðir	joy	0.412
poems	ljóð	joy	0.412
inauguration	vígsla	joy	0.409
immaculate	hreinn	joy	0.409
lighten	létta	joy	0.409
aromatherapy	aromatherapy	joy	0.409
travel	ferðast	joy	0.409
lavender	Lavender	joy	0.409
purify	hreinsa	joy	0.409
clown	trúður	joy	0.409
star	stjörnu	joy	0.406
cash	reiðufé	joy	0.406
heal	lækna	joy	0.406
completing	klára	joy	0.406
companion	félagi	joy	0.406
live	lifa	joy	0.406
flowers	blóm	joy	0.406
wishing	óska	joy	0.406
charity	góðgerðarstarf	joy	0.406
opportune	opportune	joy	0.406
income	tekjur	joy	0.403
soul	sál	joy	0.401
munchies	munchies	joy	0.400
indescribable	ólýsanleg	joy	0.397
progress	framfarir	joy	0.397
emancipation	frelsun	joy	0.397
christian	kristinn	joy	0.397
hammock	hengirúmi	joy	0.394
together	saman	joy	0.394
equality	jafnrétti	joy	0.394
fullness	fylling	joy	0.394
picnic	lautarferð	joy	0.394
calm	rólegur	joy	0.394
childhood	æsku	joy	0.394
rhythmical	hrynjandi	joy	0.394
movies	bíó	joy	0.393
zealous	vandlátur	joy	0.393
littlethings	Litlu hlutirnir	joy	0.391
humanity	mannkynið	joy	0.391
starry	stjörnuhimininn	joy	0.391
playground	leikvöllur	joy	0.391
adventures	ævintýri	joy	0.391
meaningful	þroskandi	joy	0.391
choir	kór	joy	0.391
affluence	auðmýkt	joy	0.391
warms	hlýðir	joy	0.391
goofy	goofy	joy	0.391
auspicious	veglega	joy	0.391
gesture	bending	joy	0.387
vow	heit	joy	0.382
shopping	versla	joy	0.382
witty	fyndinn	joy	0.382
communion	samfélag	joy	0.379
vibes	vibes	joy	0.379
worship	tilbeiðslu	joy	0.379
jump	hoppa	joy	0.379
reverend	reverend	joy	0.377
advance	fyrirfram	joy	0.375
beaches	strendur	joy	0.375
youth	æsku	joy	0.375
spirits	andar	joy	0.375
simplicity	einfaldleiki	joy	0.375
full	fullur	joy	0.375
rising	hækkandi	joy	0.375
hymn	sálm	joy	0.375
unique	einstakt	joy	0.375
redeemed	innleyst	joy	0.375
scenic	fallegar	joy	0.375
mirth	gleði	joy	0.375
courtship	forræði	joy	0.375
experience	reynsla	joy	0.375
reunion	Reunion	joy	0.375
sonorous	sonorous	joy	0.375
unforgettable	ógleymanleg	joy	0.375
baptismal	skírn	joy	0.368
alliance	bandalag	joy	0.368
grant	veita	joy	0.366
conciliation	sáttur	joy	0.364
moonlight	tunglsljósi	joy	0.364
sanctification	helgun	joy	0.364
improves	bætir	joy	0.364
improve	bæta	joy	0.364
pure	hreint	joy	0.364
authentic	ekta	joy	0.364
kitten	kettlingur	joy	0.364
weightloss	NO TRANSLATION	joy	0.362
raspberries	hindberjum	joy	0.360
jest	NO TRANSLATION	joy	0.359
fidelity	tryggð	joy	0.359
feeling	tilfinning	joy	0.359
devotional	devotional	joy	0.359
proficiency	hæfni	joy	0.359
tinsel	tinsel	joy	0.359
revival	vakning	joy	0.359
sanctify	helga	joy	0.359
listenting	NO TRANSLATION	joy	0.359
independent	sjálfstæð	joy	0.359
cocoa	kakó	joy	0.353
giver	NO TRANSLATION	joy	0.353
dolphin	höfrungur	joy	0.348
choral	kór	joy	0.348
deliverance	frelsun	joy	0.348
romp	romp	joy	0.348
roaring	öskrandi	joy	0.348
melody	lag	joy	0.348
favor	greiði	joy	0.348
unification	sameiningu	joy	0.348
exceed	fara yfir	joy	0.348
purpose	Tilgangur	joy	0.348
hotyoga	NO TRANSLATION	joy	0.347
nowork	engin vinna	joy	0.344
voluptuous	voluptuous	joy	0.344
fruits	ávextir	joy	0.344
thx	takk	joy	0.344
newstart	newstart	joy	0.344
manicure	manicure	joy	0.344
date	dagsetning	joy	0.344
kiddos	kiddos	joy	0.344
roadtrip	ferðalag	joy	0.344
cookies	smákökur	joy	0.344
hedonism	hedonism	joy	0.344
humble	auðmjúkur	joy	0.344
electric	rafmagns	joy	0.344
pledge	loforð	joy	0.344
celebrity	orðstír	joy	0.342
rhythm	taktur	joy	0.338
bridesmaid	bridesmaid	joy	0.338
snowday	snowday	joy	0.333
young	ungur	joy	0.333
coffee	kaffi	joy	0.333
edification	uppbyggingu	joy	0.333
obliging	skylda	joy	0.333
renovation	endurnýjun	joy	0.333
familiarity	þekkingu	joy	0.333
garden	garður	joy	0.333
spa	spa	joy	0.333
dawn	dögun	joy	0.333
connoisseur	kennari	joy	0.333
partner	samstarfsaðili	joy	0.333
gazing	gazing	joy	0.333
foodie	foodie	joy	0.331
synchronize	samstilla	joy	0.329
tribulation	þrenging	joy	0.328
healing	lækningu	joy	0.328
saint	heilaga	joy	0.328
chirping	chirping	joy	0.328
hobby	áhugamál	joy	0.328
noregrets	NO TRANSLATION	joy	0.328
carol	Carol	joy	0.328
true	NO TRANSLATION	joy	0.328
psalm	sálmur	joy	0.328
pedicure	pedicure	joy	0.328
amnesty	sakleysi	joy	0.328
respite	frestur	joy	0.324
mellow	mjúkt	joy	0.318
lazyday	NO TRANSLATION	joy	0.318
recreational	afþreyingar	joy	0.318
restorative	endurnærandi	joy	0.318
cousins	frænkur	joy	0.318
classics	sígild	joy	0.318
reconciliation	sátt	joy	0.316
dove	dúfur	joy	0.312
living	lifandi	joy	0.312
presto	presto	joy	0.312
crafts	handverk	joy	0.312
recovery	bata	joy	0.312
woods	skóginum	joy	0.312
sunset	sólsetur	joy	0.312
fitness	hæfni	joy	0.312
playhouse	leikhús	joy	0.312
superman	Superman	joy	0.312
muchneeded	NO TRANSLATION	joy	0.312
wisdom	visku	joy	0.312
deal	samningur	joy	0.312
simplify	einfalda	joy	0.312
lord	herra	joy	0.312
sterling	Sterling	joy	0.312
progression	framfarir	joy	0.312
relight	Relight	joy	0.312
pony	hestur	joy	0.312
infant	ungabarn	joy	0.309
improvement	framför	joy	0.309
absolution	upplausn	joy	0.306
gently	varlega	joy	0.303
established	komið á fót	joy	0.303
honest	heiðarlegur	joy	0.303
decorating	skreyta	joy	0.303
endless	endalaus	joy	0.303
banquet	veisla	joy	0.303
providing	veita	joy	0.300
mine	minn	joy	0.297
fraternal	fraternal	joy	0.297
notable	eftirtektarvert	joy	0.297
feat	feat	joy	0.297
harvest	uppskeru	joy	0.297
quaint	quaint	joy	0.297
softly	mjúklega	joy	0.297
spiritual	andleg	joy	0.297
morals	siðferði	joy	0.297
lounging	lounging	joy	0.297
light	ljós	joy	0.297
breeze	gola	joy	0.297
strolling	rölta	joy	0.297
spending	eyða	joy	0.297
meditating	hugleiða	joy	0.297
joker	joker	joy	0.297
yearning	þrá	joy	0.297
growth	vöxtur	joy	0.297
fervor	fervor	joy	0.295
quotes	tilvitnanir	joy	0.294
volunteer	sjálfboðaliði	joy	0.294
psalms	sálmur	joy	0.288
hippie	hippie	joy	0.288
gain	öðlast	joy	0.288
taoism	Taoism	joy	0.288
midwife	ljósmóður	joy	0.288
resources	auðlindir	joy	0.288
create	búa til	joy	0.288
receiving	fá	joy	0.287
ocean	haf	joy	0.286
snowfall	snjókoma	joy	0.286
lsd	lsd	joy	0.286
hiking	gönguferðir	joy	0.283
chill	slappað af	joy	0.281
truce	vopnahlé	joy	0.281
infinity	óendanlegt	joy	0.281
toast	ristuðu brauði	joy	0.281
destination	áfangastaður	joy	0.281
buddhist	buddhist	joy	0.281
rested	hvíldi	joy	0.281
candid	einlægur	joy	0.281
evergreen	Evergreen	joy	0.281
unwind	slaka á	joy	0.281
buzzing	summandi	joy	0.281
venerable	venerable	joy	0.279
balance	jafnvægi	joy	0.275
retirement	starfslok	joy	0.275
compensate	bæta	joy	0.273
swim	synda	joy	0.273
drinks	drykkir	joy	0.273
devout	hollur	joy	0.273
buddha	Búdda	joy	0.273
rapt	rapt	joy	0.273
fireplace	eldstæði	joy	0.273
snowing	snjór	joy	0.271
sublimation	sublimation	joy	0.270
fruity	ávaxtaríkt	joy	0.268
humility	auðmýkt	joy	0.266
paragon	ásjóna	joy	0.266
ministry	ráðuneyti	joy	0.266
sunday	sunnudagur	joy	0.266
salute	heilsa	joy	0.266
fortitude	styrkleiki	joy	0.266
whim	hegðun	joy	0.266
sun	sól	joy	0.266
sketching	skissa	joy	0.266
