word	Gujarati-gu	emotion	emotion-intensity-score
phew	પુ	fear	0.203
quail	બટેર	fear	0.203
hurry	ઉતાવળ કરવી	fear	0.203
uphill	ચઢાવ	fear	0.203
mighty	શકિતશાળી	fear	0.203
birth	જન્મ	fear	0.203
cross	ક્રોસ	fear	0.203
help	મદદ	fear	0.203
overcome	કાબુ	fear	0.203
recesses	વિરામ	fear	0.203
acceptances	સ્વીકાર	fear	0.203
fearless	નિર્ભીક	fear	0.200
ware	વેર	fear	0.198
change	ફેરફાર	fear	0.198
withstand	ટકી	fear	0.197
asap	asap	fear	0.191
owing	કારણે	fear	0.188
gnome	જીનોમ	fear	0.188
cautiously	સાવધાનીપૂર્વક	fear	0.188
tract	માર્ગ	fear	0.188
deadlines	મુદતો	fear	0.188
heighten	ઊંચાઈ	fear	0.188
attorney	એટર્ની	fear	0.188
bug	બગ	fear	0.188
knots	ગાંઠો	fear	0.188
fragile	નાજુક	fear	0.188
rule	નિયમ	fear	0.188
advance	અગાઉથી	fear	0.188
intrigue	ષડયંત્ર	fear	0.188
overcoming	ઓવરકમીંગ	fear	0.188
stillness	સ્થિરતા	fear	0.188
waitinggame	NO TRANSLATION	fear	0.188
watch	જુઓ	fear	0.188
unorganised	અસંગઠિત	fear	0.188
elf	પિશાચ	fear	0.185
stillwaiting	NO TRANSLATION	fear	0.184
lonely	એકલા	fear	0.183
slippery	લપસણો	fear	0.181
interview	ઇન્ટરવ્યૂ	fear	0.180
everyman	દરેક માણસ	fear	0.178
speculation	અટકળો	fear	0.176
needtoknow	જાણવાની જરૂર છે	fear	0.173
assessment	મૂલ્યાંકન	fear	0.172
competition	સ્પર્ધા	fear	0.172
settlor	પતાવટ કરનાર	fear	0.172
rod	લાકડી	fear	0.172
checkpoint	ચેકપૉઇન્ટ	fear	0.172
regulatory	નિયમનકારી	fear	0.172
worship	પૂજા	fear	0.172
shell	શેલ	fear	0.172
readytogo	જવા માટે તૈયાર	fear	0.172
uncertain	અનિશ્ચિત	fear	0.172
unsure	અનિશ્ચિત	fear	0.172
birch	બિર્ચ	fear	0.172
surprise	આશ્ચર્યજનક	fear	0.172
humanrights	NO TRANSLATION	fear	0.172
chaff	ચફ	fear	0.172
composure	સ્વસ્થતા	fear	0.172
interviewer	ઇન્ટરવ્યુઅર	fear	0.172
less	ઓછી	fear	0.167
coy	લજ્જા	fear	0.162
iris	મેઘધનુષ	fear	0.160
audition	ઑડિશન	fear	0.156
sly	ચકિત	fear	0.156
legalized	કાયદેસરિત	fear	0.156
intimately	ગાઢ રીતે	fear	0.156
needit	NO TRANSLATION	fear	0.156
countdown	કાઉન્ટડાઉન	fear	0.156
hearing	સુનાવણી	fear	0.156
bases	પાયા	fear	0.156
medication	દવા	fear	0.156
ceasefire	યુદ્ધવિરામ	fear	0.156
retirement	નિવૃત્તિ	fear	0.156
courageous	હિંમતવાન	fear	0.154
overthinker	ઓવરથંકર	fear	0.153
backtrack	બેકટ્રેક	fear	0.151
dawned	dawned	fear	0.150
censor	સેન્સર	fear	0.149
bailiff	બેલિફ	fear	0.147
syllabus	અભ્યાસક્રમ	fear	0.147
gent	સજ્જન	fear	0.141
caricature	ઠઠ્ઠાચિત્ર	fear	0.141
rationality	સમજદારી	fear	0.141
cove	કોવ	fear	0.141
newcomer	નવા આવેલા	fear	0.141
eventuality	સંભવિતતા	fear	0.141
imagination	કલ્પના	fear	0.141
validity	માન્યતા	fear	0.141
waiting	રાહ જોવી	fear	0.141
delay	વિલંબ	fear	0.141
shy	શરમાળ	fear	0.140
alreadyyyyy	પહેલેથી જ	fear	0.140
symptom	લક્ષણ	fear	0.133
excite	ઉત્તેજિત	fear	0.132
raccoon	રેક્યુન	fear	0.127
prevent	અટકાવવા	fear	0.125
needtorelax	NO TRANSLATION	fear	0.125
clown	રંગલો	fear	0.125
ahhh	અહહ	fear	0.125
hawk	હોક	fear	0.125
campaigning	ઝુંબેશ	fear	0.125
soready	સોરેડી	fear	0.125
tryout	અજમાવી	fear	0.125
marry	લગ્ન કરો	fear	0.125
sprite	સ્પ્રાઈટ	fear	0.125
swim	તરી	fear	0.125
gameday	ગેમેડે	fear	0.125
sag	સુગંધ	fear	0.123
pharmacy	ફાર્મસી	fear	0.123
policeman	પોલીસમેન	fear	0.121
lace	દોરી	fear	0.111
dreamt	સપનું	fear	0.111
holiness	પવિત્રતા	fear	0.109
pray	પ્રાર્થના કરો	fear	0.109
weight	વજન	fear	0.109
incase	કદાચ	fear	0.109
knot	ગાંઠ	fear	0.109
confidence	આત્મવિશ્વાસ	fear	0.109
notoriety	અપકીર્તિ	fear	0.109
homework	ગૃહ કાર્ય	fear	0.109
destination	ગંતવ્ય	fear	0.109
bigday	મોટા દિવસ	fear	0.109
slender	પાતળું	fear	0.100
undecided	અનિશ્ચિત	fear	0.098
sympathetic	લાગણીશીલ	fear	0.097
god	ભગવાન	fear	0.094
grades	દરજ્જો	fear	0.094
loyal	વફાદાર	fear	0.094
poise	શાણપણ	fear	0.094
treat	સારવાર	fear	0.094
confident	વિશ્વાસ	fear	0.094
counsellor	કાઉન્સેલર	fear	0.094
helmet	હેલ્મેટ	fear	0.094
case	કેસ	fear	0.094
locate	સ્થિત	fear	0.094
northeast	ઉત્તરપૂર્વ	fear	0.088
compassion	કરુણા	fear	0.078
nurture	કુદરત	fear	0.078
graduation	ગ્રેજ્યુએશન	fear	0.078
graded	ક્રમિક	fear	0.075
mum	માતાએ	fear	0.070
infant	શિશુ	fear	0.067
civilians	નાગરિકો	fear	0.062
soulmate	સ્વત્વાર્પણ	fear	0.062
civilian	નાગરિક	fear	0.062
cloudiness	વાદળો	fear	0.062
gradschool	NO TRANSLATION	fear	0.062
parade	પરેડ	fear	0.062
cash	રોકડ	fear	0.062
journey	પ્રવાસ	fear	0.062
guidelines	માર્ગદર્શિકા	fear	0.062
youth	યુવાનો	fear	0.062
opera	ઑપેરા	fear	0.057
synonymous	સમાનાર્થી	fear	0.056
praying	પ્રાર્થના કરવી	fear	0.047
honest	પ્રામાણિક	fear	0.047
intelligence	બુદ્ધિ	fear	0.038
romance	રોમાંસ	fear	0.031
lines	રેખાઓ	fear	0.031
volunteer	સ્વયંસેવક	fear	0.031
obey	પાળે	fear	0.016
happiest	સુખી	joy	0.986
happiness	સુખ	joy	0.984
bliss	આનંદ	joy	0.971
celebrating	ઉજવણી	joy	0.970
jubilant	આનંદી	joy	0.969
ecstatic	ઊર્મિલ	joy	0.954
elation	ઉત્સાહ	joy	0.944
bestdayever	શ્રેષ્ઠ દિવસ	joy	0.938
beaming	beaming	joy	0.938
loveee	પ્રેમી	joy	0.932
celebration	ઉજવણી	joy	0.929
awesomeness	અદ્ભુતતા	joy	0.926
joy	આનંદ	joy	0.924
happily	ખુશીથી	joy	0.922
excitement	ઉત્તેજના	joy	0.922
euphoria	ઉત્સાહ	joy	0.922
fabulous	કલ્પિત	joy	0.922
joyous	આનંદી	joy	0.922
exuberance	ઉત્સાહ	joy	0.922
makesmehappy	NO TRANSLATION	joy	0.922
lovee	પ્રેમ	joy	0.920
gratitude	કૃતજ્ઞતા	joy	0.914
spectacular	અદભૂત	joy	0.912
merriment	મોજમજા	joy	0.912
happydance	ખુશ	joy	0.912
purebliss	NO TRANSLATION	joy	0.909
overjoyed	અતિપ્રસન્ન	joy	0.909
triumphant	વિજયી	joy	0.907
lovelovelove	NO TRANSLATION	joy	0.906
ecstasy	એક્સ્ટસી	joy	0.906
cheerful	ખુશખુશાલ	joy	0.906
cheer	ઉત્સાહ	joy	0.897
elated	ઉત્સાહિત	joy	0.894
lovethis	આ ગમે છે	joy	0.891
laugh	હસવું	joy	0.891
jolly	આનંદી	joy	0.891
pleasures	આનંદ	joy	0.891
excitation	ઉત્તેજના	joy	0.891
peaceofmind	NO TRANSLATION	joy	0.891
delighted	આનંદ	joy	0.891
exhilaration	ઉલ્લાસ	joy	0.891
marvelously	આશ્ચર્યજનક રીતે	joy	0.881
loving	પ્રેમાળ	joy	0.879
joyful	આનંદી	joy	0.879
outstanding	બાકી	joy	0.879
blissful	સુખાવહ	joy	0.879
pleasurable	આનંદદાયક	joy	0.877
iloveher	NO TRANSLATION	joy	0.875
enthusiastic	ઉત્સાહી	joy	0.875
lovinglife	પ્રેમાળ જીવન	joy	0.875
glee	ઉલ્લાસ	joy	0.875
happyplace	NO TRANSLATION	joy	0.875
overthemoon	NO TRANSLATION	joy	0.875
yaaaay	NO TRANSLATION	joy	0.875
sohappy	અત્યંત આનંદીત	joy	0.868
woohoo	વૂહૂ	joy	0.864
laughing	હસતી	joy	0.864
superb	સુપર્બ	joy	0.864
wonderful	અદ્ભુત	joy	0.863
brilliant	તેજસ્વી	joy	0.859
tearsofjoy	NO TRANSLATION	joy	0.859
cheering	આનંદદાયક	joy	0.859
hooray	હુરે	joy	0.859
glory	ભવ્યતા	joy	0.859
celebrated	ઉજવણી	joy	0.859
loved	પ્રેમભર્યા	joy	0.859
magnificent	ભવ્ય	joy	0.859
ilovechristmas	NO TRANSLATION	joy	0.859
yayyyy	NO TRANSLATION	joy	0.859
hallelujah	હલલુઉજાહ	joy	0.859
exciting	ઉત્તેજક	joy	0.853
heavenly	સ્વર્ગીય	joy	0.853
thrilled	રોમાંચિત	joy	0.851
mademyday	મારો દિવસ બનાવો	joy	0.848
hohoho	NO TRANSLATION	joy	0.845
celebrate	ઉજવણી	joy	0.844
favoriteholiday	NO TRANSLATION	joy	0.844
blessing	આશીર્વાદ	joy	0.844
wonderfully	અદ્ભૂત	joy	0.844
sweetness	મીઠાસ	joy	0.833
marvellous	શાનદાર	joy	0.833
festive	ઉત્સવની	joy	0.833
blessed	આશીર્વાદ	joy	0.833
paradise	સ્વર્ગ	joy	0.833
celebrations	ઉજવણી	joy	0.833
compliment	NO TRANSLATION	joy	0.831
smiling	હસતાં	joy	0.828
enchanting	મોહક	joy	0.828
love	પ્રેમ	joy	0.828
allsmiles	NO TRANSLATION	joy	0.828
homesweethome	ઘર પ્યારું ઘર	joy	0.826
thankyougod	NO TRANSLATION	joy	0.824
laughter	હાસ્ય	joy	0.824
marvelous	શાનદાર	joy	0.824
goodmood	NO TRANSLATION	joy	0.819
celebratory	ઉજવણી	joy	0.818
sensational	સનસનીખેજ	joy	0.818
delightful	આહલાદક	joy	0.818
happyheart	ખુશખુશાલ	joy	0.818
rejoicing	આનંદ	joy	0.818
joys	આનંદ	joy	0.818
goodness	દેવતા	joy	0.818
excited	ઉત્સાહિત	joy	0.818
excellence	શ્રેષ્ઠતા	joy	0.818
greatful	NO TRANSLATION	joy	0.816
jovial	આનંદી	joy	0.814
glorious	ભવ્ય	joy	0.812
lovemaking	પ્રેમાલાપ	joy	0.812
rejoice	આનંદ કરો	joy	0.812
victorious	વિજયી	joy	0.812
excellent	ઉત્તમ	joy	0.812
bonanza	સમૃદ્ધિ	joy	0.812
smiley	હસતો	joy	0.812
enjoy	આનંદ કરો	joy	0.812
splendid	ભવ્ય	joy	0.812
greatday	NO TRANSLATION	joy	0.812
goodtimes	સારા સમય	joy	0.811
whatmakesmesmile	NO TRANSLATION	joy	0.811
happyday	ખુશ દિવસ	joy	0.809
myfavorite	મારુ મનપસન્દ	joy	0.804
yeahhhh	NO TRANSLATION	joy	0.803
pleasure	આનંદ	joy	0.803
thankyoulord	NO TRANSLATION	joy	0.803
yayyy	NO TRANSLATION	joy	0.803
gladness	ખુશી	joy	0.803
giggle	અટ્ટહાસ્ય	joy	0.802
yesss	યેસ	joy	0.797
happytweet	NO TRANSLATION	joy	0.797
success	સફળતા	joy	0.797
happier	સુખી	joy	0.797
dancing	નૃત્ય	joy	0.797
lovinlife	lovinlife	joy	0.797
magnificence	ભવ્યતા	joy	0.797
lovemylife	NO TRANSLATION	joy	0.797
grateful	આભારી	joy	0.789
splendor	વૈભવ	joy	0.788
amuse	મનોરંજન કરવું	joy	0.788
fun	મજા	joy	0.788
happy	ખુશ	joy	0.788
enchanted	સંમોહિત	joy	0.781
glorify	ભવ્યતા	joy	0.781
glad	ખુશી	joy	0.781
beautiful	સુંદર	joy	0.781
solucky	ઘણો નસીબદાર	joy	0.781
giggling	ઝુકાવવું	joy	0.781
sothankful	NO TRANSLATION	joy	0.781
radiant	ખુશખુશાલ	joy	0.781
heavens	સ્વર્ગની	joy	0.779
perfection	પૂર્ણતા	joy	0.779
christmassy	ક્રિસ્ટમેસી	joy	0.779
romance	રોમાંસ	joy	0.779
thrilling	રોમાંચક	joy	0.776
miraculous	ચમત્કારિક	joy	0.773
fiesta	ફિયેસ્ટા	joy	0.773
entertain	મનોરંજન	joy	0.773
congrats	અભિનંદન	joy	0.773
cheers	ટીમે	joy	0.773
happyvalentinesday	NO TRANSLATION	joy	0.773
positivity	હકારાત્મકતા	joy	0.773
lovable	પ્રેમાળ	joy	0.773
cheered	cheered	joy	0.773
funday	ભંડોળ	joy	0.772
enjoying	માણી	joy	0.771
cuddling	cuddling	joy	0.766
christmasspirit	NO TRANSLATION	joy	0.766
goodfeeling	NO TRANSLATION	joy	0.766
amused	આશ્ચર્યચકિત	joy	0.766
lifeisgood	જીવન સારું છે	joy	0.766
thebest	શ્રેષ્ઠ	joy	0.766
sosweet	બહુ સરસ	joy	0.766
smiles	સ્મિત	joy	0.766
delight	ખુશી	joy	0.765
orgasm	ઉગ્ર ઉત્તેજનાનો અતિરેક	joy	0.765
party	પાર્ટી	joy	0.765
positive	હકારાત્મક	joy	0.761
cheerfulness	ખુશખુશાલ	joy	0.758
miracles	ચમત્કારો	joy	0.758
sweetheart	પ્રેમિકા	joy	0.758
enlighten	પ્રકાશિત કરવું	joy	0.758
christmastime	નાતાલ નો સમય	joy	0.757
giddy	અસ્થિર	joy	0.757
romantic	રોમેન્ટિક	joy	0.750
gratify	પ્રસન્ન કરવું	joy	0.750
friendliness	મિત્રતા	joy	0.750
laughs	હસવું	joy	0.750
greatness	મહાનતા	joy	0.750
happyholidays	NO TRANSLATION	joy	0.750
pleasing	ખુશી	joy	0.750
blessings	આશીર્વાદ	joy	0.750
smile	સ્મિત	joy	0.750
tistheseason	NO TRANSLATION	joy	0.750
frolic	ગેલમાં નાચવું કૂદવું	joy	0.748
jubilee	જ્યુબિલી	joy	0.742
enthusiasm	ઉત્સાહ	joy	0.742
triumph	વિજય	joy	0.742
positiveenergy	NO TRANSLATION	joy	0.742
magical	જાદુઈ	joy	0.742
goodvibes	NO TRANSLATION	joy	0.742
selflove	NO TRANSLATION	joy	0.742
miracle	ચમત્કાર	joy	0.742
rewarding	લાભદાયી	joy	0.742
feelgood	લાગણીભર્યું	joy	0.736
prosperity	સમૃદ્ધિ	joy	0.735
luxurious	વૈભવી	joy	0.734
behappy	NO TRANSLATION	joy	0.734
greatnight	NO TRANSLATION	joy	0.734
vivacious	ઉત્સાહી	joy	0.734
goodday	ગુડ ડે	joy	0.734
passionate	જુસ્સાદાર	joy	0.734
feelinggood	NO TRANSLATION	joy	0.734
enchant	મોહિત કરવું	joy	0.734
victory	વિજય	joy	0.734
admiration	પ્રશંસા	joy	0.734
tgif	tgif	joy	0.734
glorification	પ્રશંસા	joy	0.733
sing	ગાય	joy	0.729
glowing	ઝગઝગતું	joy	0.729
breathtaking	શ્વાસ લેનાર	joy	0.728
fulfillment	પરિપૂર્ણતા	joy	0.728
yessss	યેસસ્	joy	0.728
cheery	ખુશખુશાલ	joy	0.727
thankful	આભારી	joy	0.727
hurrah	હ્ર્રે	joy	0.727
christmasbreak	NO TRANSLATION	joy	0.727
santa	સાંતા	joy	0.727
award	એવોર્ડ	joy	0.727
atpeace	સ્ટેજ	joy	0.727
win	જીત	joy	0.727
merry	આનંદી	joy	0.727
pleased	ખુશ	joy	0.725
radiance	ચમક	joy	0.725
inspiration	પ્રેરણા	joy	0.725
uplift	ઉત્કર્ષ	joy	0.723
optimistic	આશાવાદી	joy	0.723
heaven	સ્વર્ગ	joy	0.721
lucky	નસીબદાર	joy	0.721
thrill	રોમાંચ	joy	0.721
godisgreat	NO TRANSLATION	joy	0.721
holidays	રજાઓ	joy	0.721
harmony	સંવાદિતા	joy	0.719
brighten	હરખાવું	joy	0.719
lover	પ્રેમી	joy	0.719
heartfelt	ખરા દિલનું	joy	0.719
utopian	સર્વાંગી	joy	0.719
xmas	ક્રિસ્ટમસ શબ્દનું ટૂંકું રૂપ	joy	0.719
lovely	અતિસુંદર	joy	0.719
amusement	મનોરંજન	joy	0.719
congratulatory	અભિનંદન	joy	0.719
praising	પ્રશંસા	joy	0.719
thriving	સમૃદ્ધ	joy	0.719
perfect	સંપૂર્ણ	joy	0.719
magic	મેજિક	joy	0.712
luckiest	નસીબદાર	joy	0.712
merrychristmas	NO TRANSLATION	joy	0.712
luxury	વૈભવી	joy	0.712
bestfeeling	શ્રેષ્ઠ આનંદ	joy	0.712
treasures	ખજાના	joy	0.712
achievement	સિદ્ધિ	joy	0.712
yay	હા	joy	0.712
holiday	રજા	joy	0.712
intimate	ઘનિષ્ઠ	joy	0.710
soblessed	NO TRANSLATION	joy	0.706
yaaay	NO TRANSLATION	joy	0.706
chuckle	મજાક	joy	0.706
rave	રેવ	joy	0.706
proud	ગર્વ	joy	0.704
truelove	સાચો પ્રેમ	joy	0.703
fuckyeah	fuckyeah	joy	0.703
lovelife	NO TRANSLATION	joy	0.703
amazingly	આશ્ચર્યજનક	joy	0.703
