word	Hindi-hi	emotion	emotion-intensity-score
brokenheart	NO TRANSLATION	sadness	0.792
banishment	निर्वासन	sadness	0.790
afflict	पीड़ा देना	sadness	0.789
disheartened	निस्र्त्साहित	sadness	0.788
bury	दफनाना	sadness	0.781
crying	रोना	sadness	0.781
tumour	फोडा	sadness	0.781
heartbreak	बड़ा शोक	sadness	0.781
desecration	अपवित्रता	sadness	0.781
demoralized	हतोत्साहित	sadness	0.781
terrorize	आतंकित करना	sadness	0.781
die	NO TRANSLATION	sadness	0.773
lynch	वध करना	sadness	0.773
sufferer	पीड़ित	sadness	0.770
loneliness	अकेलापन	sadness	0.766
cemetery	कब्रिस्तान	sadness	0.766
destitute	निराश्रित	sadness	0.766
torture	अत्याचार	sadness	0.766
abortion	गर्भपात	sadness	0.766
diseased	रोगी	sadness	0.766
condolence	शोक	sadness	0.766
fatality	विपत्ति	sadness	0.766
dismemberment	बहिष्कार	sadness	0.766
doomed	अपराधी	sadness	0.766
fearful	भयभीत	sadness	0.766
slayer	बध करनेवाला	sadness	0.766
painfully	दर्दनाक	sadness	0.758
moribund	मरणासन्न	sadness	0.758
disaster	आपदा	sadness	0.758
depress	दबाना	sadness	0.755
condemnation	निंदा	sadness	0.754
desperation	निराशा	sadness	0.750
hemorrhage	नकसीर	sadness	0.750
unhappy	अप्रसन्न	sadness	0.750
pandemic	महामारी	sadness	0.750
corpse	लाश	sadness	0.750
depressive	अवसादग्रस्तता	sadness	0.750
deplorable	खेदजनक	sadness	0.750
defeated	पराजित	sadness	0.750
doomsday	कयामत का दिन	sadness	0.750
cry	रोना	sadness	0.750
victimized	सताया हुआ	sadness	0.750
obliteration	विस्मृति	sadness	0.750
damnation	फटकार	sadness	0.750
guilt	अपराध	sadness	0.750
sickening	कुत्सित	sadness	0.750
terrorist	आतंकवादी	sadness	0.750
sorrowful	उदास	sadness	0.750
incest	कौटुम्बिक व्यभिचार	sadness	0.750
painful	दर्दनाक	sadness	0.750
abduction	अपहरण	sadness	0.750
regretful	पछतावा करता हुआ	sadness	0.750
unfairness	अनौचित्य	sadness	0.745
molestation	छेड़छाड़	sadness	0.744
exile	निर्वासन	sadness	0.742
abysmal	मात्र	sadness	0.742
hellish	नारकीय	sadness	0.738
exterminate	विनाश करना	sadness	0.736
earthquake	भूकंप	sadness	0.734
betrayal	विश्वासघात	sadness	0.734
orphan	अनाथ	sadness	0.734
slaughter	वध	sadness	0.734
disgraced	बेआबरू	sadness	0.734
battered	चकनाचूर	sadness	0.734
assassin	हत्यारा	sadness	0.734
horrid	भयंकर	sadness	0.734
miserably	बुरी तरह	sadness	0.734
lonesome	एकाकी	sadness	0.734
morgue	मुर्दा घर	sadness	0.734
disastrous	विनाशकारी	sadness	0.734
warfare	युद्ध	sadness	0.734
destroying	नष्ट	sadness	0.734
homeless	बेघर	sadness	0.734
listless	उदासीन	sadness	0.729
unfortunately	दुर्भाग्य से	sadness	0.727
grave	गंभीर	sadness	0.727
emptiness	शून्यता	sadness	0.727
alienated	अलग-थलग	sadness	0.727
fraught	भरा हुआ	sadness	0.722
emaciated	क्षीण	sadness	0.719
malicious	दुर्भावनापूर्ण	sadness	0.719
atrophy	शोष	sadness	0.719
cripple	विकलांग	sadness	0.719
ashamed	शर्मिंदा	sadness	0.719
leprosy	कुष्ठ रोग	sadness	0.719
violently	बलपूर्वक	sadness	0.719
disheartening	बेहद निराशाजनक	sadness	0.719
cried	रोया	sadness	0.719
woe	शोक	sadness	0.719
horror	डरावनी	sadness	0.719
heartless	बेरहम	sadness	0.719
forsaken	छोड़े	sadness	0.719
paralysis	पक्षाघात	sadness	0.719
missing	लापता	sadness	0.719
danger	खतरा	sadness	0.719
pain	दर्द	sadness	0.719
demise	मृत्यु	sadness	0.717
disgruntled	ख़फ़ा	sadness	0.712
rejected	अस्वीकृत	sadness	0.712
sickly	बीमार	sadness	0.712
violence	हिंसा	sadness	0.712
torn	फटा हुआ	sadness	0.710
calamity	आपदा	sadness	0.709
grim	विकट	sadness	0.708
grievous	क्षतिकर	sadness	0.704
disfigured	विकृत	sadness	0.703
punishing	दंडित	sadness	0.703
extinct	विलुप्त	sadness	0.703
meltdown	मंदी	sadness	0.703
oppressor	जालिम	sadness	0.703
deformed	विकृत	sadness	0.703
slaughterhouse	क़साईख़ाना	sadness	0.703
humiliate	अपमानित	sadness	0.703
inhuman	अमानवीय	sadness	0.703
decomposition	सड़न	sadness	0.703
suffocating	घुटना-संबंधी	sadness	0.703
hearse	रथी	sadness	0.703
incurable	लाइलाज	sadness	0.703
buried	दफन	sadness	0.703
paralyzed	स्तंभित	sadness	0.703
carcinoma	कार्सिनोमा	sadness	0.703
deformity	कुरूपता	sadness	0.703
crushed	कुचल	sadness	0.703
isolate	अलग	sadness	0.703
tearful	शोकाकुल	sadness	0.703
abandon	छोड़ देना	sadness	0.703
obit	obit	sadness	0.703
strangle	दबाना	sadness	0.703
victim	शिकार	sadness	0.703
isolation	अलगाव	sadness	0.703
lifesucks	जीवन बेकार है	sadness	0.700
hell	नरक	sadness	0.700
ruinous	खंडहर वाला	sadness	0.698
widow	विधवा	sadness	0.697
banish	निर्वासित करना	sadness	0.697
accursed	शापित	sadness	0.697
ruined	तबाह	sadness	0.697
vanished	ग़ायब	sadness	0.695
displaced	विस्थापित	sadness	0.691
poverty	दरिद्रता	sadness	0.690
hospice	धर्मशाला	sadness	0.688
insanity	पागलपन	sadness	0.688
depraved	भ्रष्ट	sadness	0.688
shooting	शूटिंग	sadness	0.688
stab	आवेश	sadness	0.688
pathetic	दयनीय	sadness	0.688
foreveralone	हमेशा अकेला	sadness	0.688
dementia	पागलपन	sadness	0.688
travesty	भड़ौआ	sadness	0.688
nohope	NO TRANSLATION	sadness	0.688
infidelity	बेवफ़ाई	sadness	0.688
epidemic	महामारी	sadness	0.688
teary	आंसू भरी	sadness	0.688
widower	विधुर	sadness	0.688
terminal	टर्मिनल	sadness	0.688
neglected	नजरअंदाज कर दिया	sadness	0.688
illness	रोग	sadness	0.688
regretting	पछता	sadness	0.688
imprisoned	बन्दी	sadness	0.688
hurtful	हानिकारक	sadness	0.688
banished	निर्वासित	sadness	0.688
hurt	चोट	sadness	0.688
deserted	वीरान	sadness	0.688
hopeless	निराशाजनक	sadness	0.688
sob	NO TRANSLATION	sadness	0.688
loss	नुकसान	sadness	0.688
dismissal	पदच्युति	sadness	0.686
alienation	अलगाव की भावना	sadness	0.685
hardship	कष्ट	sadness	0.685
choke	गला घोंटना	sadness	0.682
kidnap	अपहरण करना	sadness	0.682
bleeding	खून बह रहा है	sadness	0.673
obituary	शोक सन्देश	sadness	0.672
missingyou	NO TRANSLATION	sadness	0.672
disabled	विकलांग	sadness	0.672
outcast	जाति से निकाला हुआ	sadness	0.672
poison	ज़हर	sadness	0.672
abortive	निष्फल	sadness	0.672
gory	रक्तमय	sadness	0.672
disparage	उपेक्षा करना	sadness	0.672
wail	विलाप	sadness	0.672
malevolent	द्रोही	sadness	0.672
imprisonment	कैद होना	sadness	0.672
wretch	नीच	sadness	0.672
feelingdown	NO TRANSLATION	sadness	0.672
wretched	मनहूस	sadness	0.672
belittle	कम हो जाना	sadness	0.672
punished	दंडित	sadness	0.672
deprivation	हानि	sadness	0.672
evil	बुराई	sadness	0.672
coffin	ताबूत	sadness	0.672
woefully	बुरी तरह	sadness	0.672
decomposed	विघटित	sadness	0.672
frightful	भयंकर	sadness	0.672
despairing	निराश	sadness	0.672
barren	बंजर	sadness	0.670
poisoned	जहर	sadness	0.667
executioner	जल्लाद	sadness	0.667
disease	रोग	sadness	0.665
oppress	अत्याचार करना	sadness	0.664
disembodied	भंग किया हुआ	sadness	0.660
tear	आंसू	sadness	0.656
shitty	shitty	sadness	0.656
lamenting	विलापी	sadness	0.656
ruin	बर्बाद	sadness	0.656
weep	रोना	sadness	0.656
lonely	अकेला	sadness	0.656
jail	जेल	sadness	0.656
steal	चुराना	sadness	0.656
mangle	वध करना	sadness	0.656
hate	नफ़रत	sadness	0.656
ailing	बीमार	sadness	0.656
dreary	सुनसान	sadness	0.656
bleak	बेरंग	sadness	0.656
polio	पोलियो	sadness	0.656
blighted	अभिशप्त	sadness	0.656
casket	कास्केट	sadness	0.656
demonic	राक्षसी	sadness	0.656
peril	जोखिम	sadness	0.656
carcass	शव	sadness	0.653
beating	पिटाई	sadness	0.652
regretted	खेद व्यक्त किया	sadness	0.652
cowardice	कायरता	sadness	0.652
disability	विकलांगता	sadness	0.648
affliction	यातना	sadness	0.645
poisonous	विषैला	sadness	0.641
emergency	आपातकालीन	sadness	0.641
perilous	जोखिम	sadness	0.641
awful	भयंकर	sadness	0.641
terribly	बहुत	sadness	0.641
scourge	चाबुक से पीटना	sadness	0.641
sinful	पापी	sadness	0.641
stricken	घायल	sadness	0.641
hatred	घृणा	sadness	0.641
powerless	शक्तिहीन	sadness	0.641
termination	समाप्ति	sadness	0.641
exorcism	झाड़-फूंक	sadness	0.641
woeful	खस्ताहाल	sadness	0.641
drown	डुबकर मरना	sadness	0.641
inequality	असमानता	sadness	0.641
infertility	बांझपन	sadness	0.641
incarceration	क़ैद कर देना	sadness	0.641
failing	असफलता	sadness	0.641
worry	चिंता	sadness	0.641
shroud	कफ़न	sadness	0.641
psychosis	मनोविकृति	sadness	0.638
demolish	ध्वस्त	sadness	0.636
lament	विलाप	sadness	0.636
disappointed	निराश	sadness	0.636
dismay	बेचैनी	sadness	0.636
burdensome	बोझल	sadness	0.634
shattered	बिखर	sadness	0.630
mausoleum	समाधि	sadness	0.630
gloom	उदासी	sadness	0.625
regret	खेद	sadness	0.625
cursed	शापित	sadness	0.625
impotence	नपुंसकता	sadness	0.625
terminate	समाप्त	sadness	0.625
oppressive	दमनकारी	sadness	0.625
insurmountable	दुर्गम	sadness	0.625
abuse	गाली	sadness	0.625
forlorn	अनाथ	sadness	0.625
tyrant	तानाशाह	sadness	0.625
disappointing	निराशाजनक	sadness	0.625
wound	घाव	sadness	0.625
demolished	ध्वस्त	sadness	0.625
palsy	पक्षाघात	sadness	0.625
schizophrenia	एक प्रकार का पागलपन	sadness	0.625
undesired	अवांछित	sadness	0.625
hurting	चोट पहुँचाने	sadness	0.625
lost	खो गया	sadness	0.625
duress	अवरोध	sadness	0.625
bitterly	कटु	sadness	0.625
dishonor	अपमान	sadness	0.625
posthumous	मरणोत्तर	sadness	0.625
wrecked	बर्बाद	sadness	0.625
deteriorate	बिगड़ना	sadness	0.625
divorce	तलाक	sadness	0.623
soulless	संगदिल	sadness	0.623
melancholy	उदासी	sadness	0.621
cremation	दाह संस्कार	sadness	0.621
worried	चिंतित	sadness	0.621
plight	दुर्दशा	sadness	0.621
forsake	त्यागना	sadness	0.621
bomb	बम	sadness	0.621
unforgiving	माफ	sadness	0.612
sepsis	पूति	sadness	0.611
irreparable	अपूरणीय	sadness	0.609
sacrifices	बलि	sadness	0.609
cruel	निर्दयी	sadness	0.609
dire	NO TRANSLATION	sadness	0.609
dilapidated	जीर्ण	sadness	0.609
overwhelmed	अभिभूत	sadness	0.609
disparaging	उपेक्षा करनेवाला	sadness	0.609
gore	तिकोना कपड़ा	sadness	0.609
injured	घायल	sadness	0.609
shameful	शर्मनाक	sadness	0.609
fearfully	भय सहित	sadness	0.609
worthless	बेकार	sadness	0.609
injure	घायल	sadness	0.609
faithless	बेवफ़ा	sadness	0.609
shatter	टूट	sadness	0.609
degrading	अपमानजनक	sadness	0.609
ugliness	कुरूपता	sadness	0.609
subjugation	दमन	sadness	0.609
debacle	पराजय	sadness	0.609
shackle	बेड़ी	sadness	0.609
disappoint	निराश	sadness	0.609
derogatory	अपमानजनक	sadness	0.609
languishing	सुस्त	sadness	0.609
breakup	संबंध विच्छेद	sadness	0.609
alcoholism	शराब	sadness	0.609
excluded	बाहर रखा गया	sadness	0.609
sinner	पाप करनेवाला	sadness	0.609
crushing	मुंहतोड़	sadness	0.609
bankrupt	दिवालिया	sadness	0.609
guilty	दोषी	sadness	0.609
curse	अभिशाप	sadness	0.608
alone	अकेला	sadness	0.600
robbery	डकैती	sadness	0.600
anthrax	बिसहरिया	sadness	0.600
angst	गुस्से	sadness	0.598
vendetta	प्रतिशोध	sadness	0.594
remorse	पश्चाताप	sadness	0.594
prison	जेल व	sadness	0.594
condolences	संवेदना	sadness	0.594
chaos	अराजकता	sadness	0.594
demon	राक्षस	sadness	0.594
abyss	रसातल	sadness	0.594
contaminated	दूषित	sadness	0.594
irreconcilable	कट्टर विरोधी	sadness	0.594
broken	टूटा हुआ	sadness	0.594
offender	अपराधी	sadness	0.594
nothingness	शून्य	sadness	0.594
distress	संकट	sadness	0.594
ill	बीमार	sadness	0.594
violation	उल्लंघन	sadness	0.594
bawl	चिल्लाना	sadness	0.594
shame	शर्म की बात है	sadness	0.594
disappointment	निराशा	sadness	0.594
captivity	क़ैद	sadness	0.594
deportation	निर्वासन	sadness	0.594
